Dataset,Record_ID,Transaction_Date,Customer_ID,Product_ID,Additional_Entity,Transaction_Amount,Discount,Refund,Net_Profit,Anomaly_Score,Priority,Anomaly_Reason,Recommended_Action
Inventory,P00558-W018-2026-01-26,2026-01-26,,P00558,W018,-1524240.0,0.0,0.0,0.0,98.43,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00058-W018-2025-12-27,2025-12-27,,P00058,W018,-1524240.0,0.0,0.0,0.0,98.43,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00558-W018-2025-09-08,2025-09-08,,P00558,W018,-1524240.0,0.0,0.0,0.0,98.43,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00559-W019-2026-02-16,2026-02-16,,P00559,W019,-1583160.0,0.0,0.0,0.0,98.42,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00059-W019-2025-10-29,2025-10-29,,P00059,W019,-1583160.0,0.0,0.0,0.0,98.42,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00059-W019-2026-06-06,2026-06-06,,P00059,W019,-1583160.0,0.0,0.0,0.0,98.42,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00559-W019-2026-07-06,2026-07-06,,P00559,W019,-1583160.0,0.0,0.0,0.0,98.42,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00557-W017-2025-10-22,2025-10-22,,P00557,W017,-1466420.0,0.0,0.0,0.0,98.42,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00057-W017-2026-02-09,2026-02-09,,P00057,W017,-1466420.0,0.0,0.0,0.0,98.42,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00558-W018-2026-04-06,2026-04-06,,P00558,W018,-1517670.0,0.0,0.0,0.0,98.41,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00058-W018-2025-12-17,2025-12-17,,P00058,W018,-1517670.0,0.0,0.0,0.0,98.41,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00057-W017-2026-06-24,2026-06-24,,P00057,W017,-1459960.0,0.0,0.0,0.0,98.4,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00557-W017-2025-10-12,2025-10-12,,P00557,W017,-1459960.0,0.0,0.0,0.0,98.4,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00059-W019-2026-03-08,2026-03-08,,P00059,W019,-1576480.0,0.0,0.0,0.0,98.39,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00559-W019-2026-06-26,2026-06-26,,P00559,W019,-1576480.0,0.0,0.0,0.0,98.39,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00559-W019-2026-02-06,2026-02-06,,P00559,W019,-1576480.0,0.0,0.0,0.0,98.39,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00059-W019-2025-10-19,2025-10-19,,P00059,W019,-1576480.0,0.0,0.0,0.0,98.39,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00058-W018-2025-12-07,2025-12-07,,P00058,W018,-1511100.0,0.0,0.0,0.0,98.39,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00558-W018-2026-08-19,2026-08-19,,P00558,W018,-1511100.0,0.0,0.0,0.0,98.39,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00557-W017-2026-02-24,2026-02-24,,P00557,W017,-1453500.0,0.0,0.0,0.0,98.38,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00557-W017-2025-10-02,2025-10-02,,P00557,W017,-1453500.0,0.0,0.0,0.0,98.38,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00057-W017-2026-06-14,2026-06-14,,P00057,W017,-1453500.0,0.0,0.0,0.0,98.38,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00558-W018-2026-08-09,2026-08-09,,P00558,W018,-1504530.0,0.0,0.0,0.0,98.37,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00058-W018-2026-04-21,2026-04-21,,P00058,W018,-1504530.0,0.0,0.0,0.0,98.37,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00559-W019-2026-01-27,2026-01-27,,P00559,W019,-1569800.0,0.0,0.0,0.0,98.37,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00059-W019-2025-10-09,2025-10-09,,P00059,W019,-1569800.0,0.0,0.0,0.0,98.37,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00059-W019-2025-12-28,2025-12-28,,P00059,W019,-1569800.0,0.0,0.0,0.0,98.37,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00559-W019-2025-09-09,2025-09-09,,P00559,W019,-1569800.0,0.0,0.0,0.0,98.37,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00559-W019-2026-06-21,2026-06-21,,P00559,W019,-1569800.0,0.0,0.0,0.0,98.37,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00059-W019-2026-05-17,2026-05-17,,P00059,W019,-1569800.0,0.0,0.0,0.0,98.37,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00059-W019-2026-02-21,2026-02-21,,P00059,W019,-1563120.0,0.0,0.0,0.0,98.35,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00059-W019-2026-05-12,2026-05-12,,P00059,W019,-1563120.0,0.0,0.0,0.0,98.35,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00559-W019-2026-01-17,2026-01-17,,P00559,W019,-1563120.0,0.0,0.0,0.0,98.35,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00559-W019-2026-08-30,2026-08-30,,P00559,W019,-1563120.0,0.0,0.0,0.0,98.35,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00559-W019-2026-06-11,2026-06-11,,P00559,W019,-1563120.0,0.0,0.0,0.0,98.35,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00059-W019-2025-09-29,2025-09-29,,P00059,W019,-1563120.0,0.0,0.0,0.0,98.35,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00160-W020-2025-10-20,2025-10-20,,P00160,W020,-991340.0,0.0,0.0,0.0,98.35,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00160-W020-2026-05-28,2026-05-28,,P00160,W020,-991340.0,0.0,0.0,0.0,98.35,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00660-W020-2026-02-07,2026-02-07,,P00660,W020,-991340.0,0.0,0.0,0.0,98.35,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00557-W017-2025-09-22,2025-09-22,,P00557,W017,-1492260.0,0.0,0.0,0.0,98.35,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00059-W019-2026-05-02,2026-05-02,,P00059,W019,-1556440.0,0.0,0.0,0.0,98.33,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00559-W019-2026-01-12,2026-01-12,,P00559,W019,-1556440.0,0.0,0.0,0.0,98.33,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00059-W019-2025-09-19,2025-09-19,,P00059,W019,-1556440.0,0.0,0.0,0.0,98.33,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00559-W019-2025-10-24,2025-10-24,,P00559,W019,-1556440.0,0.0,0.0,0.0,98.33,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00059-W019-2026-02-11,2026-02-11,,P00059,W019,-1556440.0,0.0,0.0,0.0,98.33,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00559-W019-2026-06-01,2026-06-01,,P00559,W019,-1556440.0,0.0,0.0,0.0,98.33,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00555-W015-2026-06-17,2026-06-17,,P00555,W015,-1391520.0,0.0,0.0,0.0,98.32,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00555-W015-2026-01-23,2026-01-23,,P00555,W015,-1391520.0,0.0,0.0,0.0,98.32,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00055-W015-2026-05-13,2026-05-13,,P00055,W015,-1391520.0,0.0,0.0,0.0,98.32,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00055-W015-2025-10-05,2025-10-05,,P00055,W015,-1391520.0,0.0,0.0,0.0,98.32,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00057-W017-2026-05-25,2026-05-25,,P00057,W017,-1485800.0,0.0,0.0,0.0,98.32,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00556-W016-2026-06-18,2026-06-18,,P00556,W016,-1435100.0,0.0,0.0,0.0,98.32,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00056-W016-2025-10-06,2025-10-06,,P00056,W016,-1435100.0,0.0,0.0,0.0,98.32,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00057-W017-2026-05-15,2026-05-15,,P00057,W017,-1479340.0,0.0,0.0,0.0,98.31,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00557-W017-2026-01-25,2026-01-25,,P00557,W017,-1479340.0,0.0,0.0,0.0,98.31,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00559-W019-2026-08-10,2026-08-10,,P00559,W019,-1549760.0,0.0,0.0,0.0,98.31,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00059-W019-2025-09-14,2025-09-14,,P00059,W019,-1549760.0,0.0,0.0,0.0,98.31,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00059-W019-2026-04-22,2026-04-22,,P00059,W019,-1549760.0,0.0,0.0,0.0,98.31,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00559-W019-2026-01-02,2026-01-02,,P00559,W019,-1549760.0,0.0,0.0,0.0,98.31,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00056-W016-2026-02-18,2026-02-18,,P00056,W016,-1428750.0,0.0,0.0,0.0,98.31,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00556-W016-2026-06-08,2026-06-08,,P00556,W016,-1428750.0,0.0,0.0,0.0,98.31,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00556-W016-2025-10-21,2025-10-21,,P00556,W016,-1422400.0,0.0,0.0,0.0,98.29,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00056-W016-2026-02-08,2026-02-08,,P00056,W016,-1422400.0,0.0,0.0,0.0,98.29,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00057-W017-2025-12-16,2025-12-16,,P00057,W017,-1472880.0,0.0,0.0,0.0,98.29,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00557-W017-2026-04-05,2026-04-05,,P00557,W017,-1472880.0,0.0,0.0,0.0,98.29,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00557-W017-2026-01-15,2026-01-15,,P00557,W017,-1472880.0,0.0,0.0,0.0,98.29,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00057-W017-2025-09-27,2025-09-27,,P00057,W017,-1472880.0,0.0,0.0,0.0,98.29,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00057-W017-2026-05-10,2026-05-10,,P00057,W017,-1472880.0,0.0,0.0,0.0,98.29,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00557-W017-2026-08-28,2026-08-28,,P00557,W017,-1472880.0,0.0,0.0,0.0,98.29,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00055-W015-2025-09-25,2025-09-25,,P00055,W015,-1385280.0,0.0,0.0,0.0,98.29,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00555-W015-2026-01-13,2026-01-13,,P00555,W015,-1385280.0,0.0,0.0,0.0,98.29,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00059-W019-2026-04-12,2026-04-12,,P00059,W019,-1543080.0,0.0,0.0,0.0,98.28,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00559-W019-2026-05-17,2026-05-17,,P00559,W019,-1543080.0,0.0,0.0,0.0,98.28,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00159-W019-2025-10-09,2025-10-09,,P00159,W019,-948560.0,0.0,0.0,0.0,98.28,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00659-W019-2026-06-21,2026-06-21,,P00659,W019,-948560.0,0.0,0.0,0.0,98.28,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00659-W019-2026-01-27,2026-01-27,,P00659,W019,-948560.0,0.0,0.0,0.0,98.28,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00557-W017-2026-08-18,2026-08-18,,P00557,W017,-1466420.0,0.0,0.0,0.0,98.27,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00057-W017-2025-12-06,2025-12-06,,P00057,W017,-1466420.0,0.0,0.0,0.0,98.27,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00059-W019-2026-01-17,2026-01-17,,P00059,W019,-1536400.0,0.0,0.0,0.0,98.27,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00559-W019-2026-05-07,2026-05-07,,P00559,W019,-1536400.0,0.0,0.0,0.0,98.27,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00559-W019-2025-12-13,2025-12-13,,P00559,W019,-1536400.0,0.0,0.0,0.0,98.27,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00059-W019-2026-08-25,2026-08-25,,P00059,W019,-1536400.0,0.0,0.0,0.0,98.27,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00556-W016-2025-10-11,2025-10-11,,P00556,W016,-1416050.0,0.0,0.0,0.0,98.27,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00056-W016-2026-06-23,2026-06-23,,P00056,W016,-1416050.0,0.0,0.0,0.0,98.27,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00555-W015-2026-05-28,2026-05-28,,P00555,W015,-1379040.0,0.0,0.0,0.0,98.26,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00055-W015-2025-09-15,2025-09-15,,P00055,W015,-1379040.0,0.0,0.0,0.0,98.26,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00057-W017-2026-04-20,2026-04-20,,P00057,W017,-1459960.0,0.0,0.0,0.0,98.26,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00557-W017-2026-08-08,2026-08-08,,P00557,W017,-1459960.0,0.0,0.0,0.0,98.26,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00556-W016-2026-02-23,2026-02-23,,P00556,W016,-1409700.0,0.0,0.0,0.0,98.25,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00056-W016-2026-06-13,2026-06-13,,P00056,W016,-1409700.0,0.0,0.0,0.0,98.25,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00556-W016-2025-10-01,2025-10-01,,P00556,W016,-1409700.0,0.0,0.0,0.0,98.25,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00555-W015-2025-12-29,2025-12-29,,P00555,W015,-1372800.0,0.0,0.0,0.0,98.25,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00055-W015-2025-09-10,2025-09-10,,P00055,W015,-1372800.0,0.0,0.0,0.0,98.25,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00555-W015-2026-05-18,2026-05-18,,P00555,W015,-1372800.0,0.0,0.0,0.0,98.25,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00160-W020-2025-10-10,2025-10-10,,P00160,W020,-984550.0,0.0,0.0,0.0,98.24,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00660-W020-2026-06-22,2026-06-22,,P00660,W020,-984550.0,0.0,0.0,0.0,98.24,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00660-W020-2026-01-28,2026-01-28,,P00660,W020,-984550.0,0.0,0.0,0.0,98.24,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00057-W017-2025-11-21,2025-11-21,,P00057,W017,-1453500.0,0.0,0.0,0.0,98.23,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
Inventory,P00057-W017-2026-06-29,2026-06-29,,P00057,W017,-1453500.0,0.0,0.0,0.0,98.23,Critical,Negative closing stock; Unusual inventory movement; Unusual closing-stock change; Unusual inventory-value change; Negative inventory value,"Reconcile warehouse movement with purchase, sale and return records; physically validate stock."
