Supplier_ID,Supplier_Name,Supplier_Region,Purchase_Order_Count,Product_Count,Purchase_Quantity,Purchase_Value,Average_Delivery_Time_Days,Average_Delivery_Delay_Days,On_Time_Deliveries,Total_Deliveries,Rejected_Quantity,Average_Quality_Score,On_Time_Delivery_Percentage,Rejection_Rate_Percentage,Average_Unit_Cost,Unit_Cost_Standard_Deviation,Minimum_Unit_Cost,Maximum_Unit_Cost,Price_Variation_Percentage,On_Time_Score,Quality_Score,Lead_Time_Score,Price_Stability_Score,Rejection_Score,Supplier_Performance_Score,Supplier_Rank,Supplier_Status,Unit_Cost_Change_Percentage,Delivery_Time_Change_Days,On_Time_Change_Percentage_Points,Rejection_Rate_Change,Quality_Change,Decline_Factor_Count,Trend_Status,Review_Priority,Recommended_Action
S00197,Supplier 197,R018,122,5,35712,404236132.8,24.11,4.11,28,122,0,100.0,22.95,0.0,11294.4,357.61,10860.0,11728.8,3.17,22.95,100.0,80.03,8.94,100.0,59.23,75,Monitor,0.13,-0.29,0.75,0.0,0.0,1,One Performance Issue,Medium,Monitor monthly score and create corrective-action targets for delivery and quality.
S00013,Supplier 013,R014,122,5,31764,53648827.2,24.11,4.11,28,122,0,100.0,22.95,0.0,1684.8,53.34,1620.0,1749.6,3.17,22.95,100.0,80.03,8.94,100.0,59.23,75,Monitor,-0.13,-0.36,3.28,0.0,0.0,0,Stable / Improving,Medium,Monitor monthly score and create corrective-action targets for delivery and quality.
S00173,Supplier 173,R014,122,5,33084,283403899.2,24.11,4.11,28,122,0,100.0,22.95,0.0,8548.8,270.67,8220.0,8877.6,3.17,22.95,100.0,80.03,8.94,100.0,59.23,76,Monitor,0.0,-0.22,1.51,0.0,0.0,0,Stable / Improving,Medium,Monitor monthly score and create corrective-action targets for delivery and quality.
S00153,Supplier 153,R014,121,5,30292,188737595.2,24.15,4.15,27,121,0,100.0,22.31,0.0,6262.79,197.83,6020.0,6501.6,3.16,22.31,100.0,76.9,13.99,100.0,59.17,77,Monitor,0.19,-0.23,-1.28,0.0,0.0,2,Multiple Performance Issues,High,Monitor monthly score and create corrective-action targets for delivery and quality.
S00017,Supplier 017,R018,121,5,32386,69562244.8,24.15,4.15,27,121,0,100.0,22.31,0.0,2143.08,67.7,2060.0,2224.8,3.16,22.31,100.0,76.9,13.99,100.0,59.17,78,Monitor,0.07,-0.16,-0.55,0.0,0.0,2,Multiple Performance Issues,High,Monitor monthly score and create corrective-action targets for delivery and quality.
S00051,Supplier 051,R012,122,5,30450,187589400.0,24.16,4.16,26,122,2436,92.0,21.31,8.0,6146.1,192.14,5916.0,6380.0,3.13,21.31,92.0,75.5,36.12,92.0,59.11,79,Monitor,0.06,-0.13,-2.58,0.0,0.0,2,Multiple Performance Issues,High,Monitor monthly score and create corrective-action targets for delivery and quality.
S00101,Supplier 101,R002,124,5,31050,9708600.0,24.11,4.11,28,124,2484,92.0,22.58,8.0,312.0,9.8,300.0,324.0,3.14,22.58,92.0,80.2,26.49,92.0,58.99,80,Monitor,0.0,-0.22,0.73,0.0,0.0,0,Stable / Improving,Medium,Monitor monthly score and create corrective-action targets for delivery and quality.
S00169,Supplier 169,R010,123,5,32914,266988438.4,24.1,4.1,28,123,0,100.0,22.76,0.0,8093.73,256.67,7780.0,8402.4,3.17,22.76,100.0,81.61,5.53,100.0,58.98,81,Monitor,0.06,-0.26,1.11,0.0,0.0,1,One Performance Issue,Medium,Monitor monthly score and create corrective-action targets for delivery and quality.
S00145,Supplier 145,R006,122,5,35618,189677513.6,24.13,4.13,27,122,0,100.0,22.13,0.0,5348.97,169.22,5140.0,5551.2,3.16,22.13,100.0,78.52,10.72,100.0,58.95,82,Monitor,0.0,0.33,-0.91,0.0,0.0,2,Multiple Performance Issues,High,Monitor monthly score and create corrective-action targets for delivery and quality.
S00193,Supplier 193,R014,122,5,35474,385501654.4,24.13,4.13,27,122,0,100.0,22.13,0.0,10843.63,343.05,10420.0,11253.6,3.16,22.13,100.0,78.52,10.72,100.0,58.95,83,Monitor,0.13,-0.19,-0.91,0.0,0.0,2,Multiple Performance Issues,High,Monitor monthly score and create corrective-action targets for delivery and quality.
S00037,Supplier 037,R018,122,5,34892,154998225.6,24.13,4.13,27,122,0,100.0,22.13,0.0,4433.19,140.25,4260.0,4600.8,3.16,22.13,100.0,78.52,10.72,100.0,58.95,83,Monitor,0.0,-0.32,2.37,0.0,0.0,1,One Performance Issue,Medium,Monitor monthly score and create corrective-action targets for delivery and quality.
S00105,Supplier 105,R006,122,5,31238,24117961.6,24.13,4.13,27,122,0,100.0,22.13,0.0,770.09,24.36,740.0,799.2,3.16,22.13,100.0,78.52,10.72,100.0,58.95,84,Monitor,0.13,-0.19,-0.19,0.0,0.0,2,Multiple Performance Issues,High,Monitor monthly score and create corrective-action targets for delivery and quality.
S00141,Supplier 141,R002,122,5,35180,172426080.0,24.18,4.18,26,122,2912,91.63,21.31,8.28,4891.08,152.83,4700.0,5076.0,3.12,21.31,91.63,73.99,37.09,91.72,58.83,85,Monitor,0.25,-0.81,0.7,-0.0,0.0,1,One Performance Issue,Medium,Monitor monthly score and create corrective-action targets for delivery and quality.
S00157,Supplier 157,R018,121,5,30576,205990278.4,24.12,4.12,28,121,0,100.0,23.14,0.0,6718.4,213.6,6460.0,6976.8,3.18,23.14,100.0,79.94,0.0,100.0,57.93,86,Monitor,0.13,-0.29,1.15,0.0,0.0,1,One Performance Issue,Medium,Monitor monthly score and create corrective-action targets for delivery and quality.
S00109,Supplier 109,R010,121,5,31218,38110129.6,24.12,4.12,28,121,0,100.0,23.14,0.0,1227.2,39.02,1180.0,1274.4,3.18,23.14,100.0,79.94,0.0,100.0,57.93,87,Monitor,0.0,-0.23,1.15,0.0,0.0,0,Stable / Improving,Medium,Monitor monthly score and create corrective-action targets for delivery and quality.
S00085,Supplier 085,R006,121,5,34464,342777542.4,24.12,4.12,28,121,0,100.0,23.14,0.0,9921.6,315.45,9540.0,10303.2,3.18,23.14,100.0,79.94,0.0,100.0,57.93,88,Monitor,0.13,-0.3,0.38,0.0,0.0,1,One Performance Issue,Medium,Monitor monthly score and create corrective-action targets for delivery and quality.
S00133,Supplier 133,R014,121,5,33822,133764481.6,24.12,4.12,28,121,0,100.0,23.14,0.0,3972.8,126.31,3820.0,4125.6,3.18,23.14,100.0,79.94,0.0,100.0,57.93,88,Monitor,0.0,-0.22,1.92,0.0,0.0,0,Stable / Improving,Medium,Monitor monthly score and create corrective-action targets for delivery and quality.
S00181,Supplier 181,R002,123,5,34290,325266760.0,24.11,4.11,28,123,2817,91.71,22.76,8.22,9464.0,298.42,9100.0,9828.0,3.15,22.76,91.71,80.11,17.77,91.78,57.62,89,Monitor,0.13,-0.29,0.37,-0.01,0.01,1,One Performance Issue,Medium,Monitor monthly score and create corrective-action targets for delivery and quality.
S00041,Supplier 041,R002,123,5,35670,174712160.0,24.11,4.11,28,123,2952,91.64,22.76,8.28,4888.0,154.13,4700.0,5076.0,3.15,22.76,91.64,80.11,17.77,91.72,57.6,90,Monitor,0.0,-0.23,0.37,0.01,-0.01,1,One Performance Issue,Medium,Monitor monthly score and create corrective-action targets for delivery and quality.
S00081,Supplier 081,R002,122,5,34110,323941800.0,24.16,4.16,26,122,2802,91.71,21.31,8.21,9472.95,297.68,9100.0,9828.0,3.14,21.31,91.71,75.5,25.08,91.79,57.36,91,Monitor,0.06,-0.26,0.0,0.02,-0.02,2,Multiple Performance Issues,High,Monitor monthly score and create corrective-action targets for delivery and quality.
S00061,Supplier 061,R002,122,5,31670,228028440.0,24.13,4.13,27,122,2558,91.89,22.13,8.08,7180.52,227.16,6900.0,7452.0,3.16,22.13,91.89,78.52,10.72,91.92,56.12,92,Monitor,0.13,-0.19,-0.19,0.01,-0.01,3,Cost Up + Delivery Down + Quality Down,Critical,Renegotiate pricing and SLA immediately; conduct quality audit and evaluate alternate supplier.
S00012,Supplier 012,R013,121,5,31231,50237111.1,24.65,4.65,0,121,0,100.0,0.0,0.0,1616.2,49.0,1555.3,1676.1,3.03,0.0,100.0,30.45,100.0,100.0,56.09,93,Monitor,0.06,-0.53,0.0,0.0,0.0,1,One Performance Issue,Medium,Monitor monthly score and create corrective-action targets for delivery and quality.
S00121,Supplier 121,R002,97,4,26190,67744000.0,24.29,4.29,21,97,2134,91.79,21.65,8.15,2600.0,81.65,2500.0,2700.0,3.14,21.65,91.79,64.01,26.49,91.85,55.4,94,Monitor,-0.16,0.5,-1.62,-0.01,0.01,1,One Performance Issue,Medium,Monitor monthly score and create corrective-action targets for delivery and quality.
S00120,Supplier 120,R001,120,5,31780,81516590.4,24.68,4.68,0,120,0,100.0,0.0,0.0,2558.1,77.89,2461.7,2652.9,3.04,0.0,100.0,27.65,91.37,100.0,54.24,95,Renegotiate,0.06,-0.48,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00048,Supplier 048,R009,121,5,36137,210761014.5,24.69,4.69,0,121,0,100.0,0.0,0.0,5856.52,178.61,5634.1,6071.7,3.05,0.0,100.0,27.41,87.97,100.0,53.68,96,Renegotiate,0.25,-0.53,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00084,Supplier 084,R005,121,5,34343,347529919.5,24.69,4.69,0,121,0,100.0,0.0,0.0,10096.33,307.92,9712.9,10467.3,3.05,0.0,100.0,27.41,87.97,100.0,53.68,97,Renegotiate,0.0,-0.6,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00056,Supplier 056,R017,121,5,30755,207858677.5,24.78,4.78,0,121,0,100.0,0.0,0.0,6792.4,206.08,6540.5,7048.5,3.03,0.0,100.0,19.03,98.73,100.0,53.62,98,Renegotiate,-0.19,-0.29,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00164,Supplier 164,R005,121,5,31673,245513375.7,24.78,4.78,0,121,0,100.0,0.0,0.0,7733.71,234.64,7446.9,8025.3,3.03,0.0,100.0,19.03,98.73,100.0,53.62,99,Renegotiate,-0.19,-0.29,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00080,Supplier 080,R001,121,5,33409,319943222.1,24.79,4.79,0,121,0,100.0,0.0,0.0,9622.27,291.76,9259.7,9978.9,3.03,0.0,100.0,17.51,100.0,100.0,53.5,100,Renegotiate,-0.06,-0.82,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00036,Supplier 036,R017,121,5,34285,151609252.5,24.79,4.79,0,121,0,100.0,0.0,0.0,4441.87,134.68,4274.5,4606.5,3.03,0.0,100.0,17.51,100.0,100.0,53.5,101,Renegotiate,0.19,-0.19,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00168,Supplier 168,R009,121,5,32407,264877083.9,24.79,4.79,0,121,0,100.0,0.0,0.0,8209.44,248.92,7900.1,8513.7,3.03,0.0,100.0,17.51,100.0,100.0,53.5,102,Renegotiate,0.06,-0.76,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00188,Supplier 188,R009,122,5,34714,367213547.4,24.76,4.76,0,122,0,100.0,0.0,0.0,10554.43,320.95,10166.1,10955.7,3.04,0.0,100.0,20.38,94.0,100.0,53.18,103,Renegotiate,-0.12,0.25,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00008,Supplier 008,R009,122,5,31054,35608765.4,24.76,4.76,0,122,0,100.0,0.0,0.0,1144.2,34.79,1102.1,1187.7,3.04,0.0,100.0,20.38,94.0,100.0,53.18,104,Renegotiate,-0.0,-0.25,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00104,Supplier 104,R005,122,5,30816,20812125.6,24.78,4.78,0,122,0,100.0,0.0,0.0,674.1,20.49,648.9,699.3,3.04,0.0,100.0,18.87,94.84,100.0,53.0,105,Renegotiate,0.0,0.33,0.0,0.0,0.0,2,Multiple Performance Issues,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00192,Supplier 192,R013,122,5,35502,390121533.4,24.78,4.78,0,122,0,100.0,0.0,0.0,11031.7,335.33,10619.3,11444.1,3.04,0.0,100.0,18.87,94.84,100.0,53.0,106,Renegotiate,-0.12,0.27,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00144,Supplier 144,R005,122,5,35496,191475601.6,24.78,4.78,0,122,0,100.0,0.0,0.0,5382.1,163.6,5180.9,5583.3,3.04,0.0,100.0,18.87,94.84,100.0,53.0,106,Renegotiate,0.12,0.34,0.0,0.0,0.0,2,Multiple Performance Issues,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00156,Supplier 156,R017,123,5,30965,209556032.5,24.67,4.67,0,123,0,100.0,0.0,0.0,6798.63,208.2,6540.5,7048.5,3.06,0.0,100.0,28.44,79.46,100.0,52.61,107,Renegotiate,0.12,-0.56,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00124,Supplier 124,R005,120,5,32560,98178699.6,24.82,4.82,0,120,0,100.0,0.0,0.0,3029.04,92.23,2914.9,3141.3,3.04,0.0,100.0,14.6,91.37,100.0,51.63,108,Renegotiate,-0.06,-0.76,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00140,Supplier 140,R001,121,5,34819,171276813.9,24.79,4.79,0,121,0,100.0,0.0,0.0,4908.27,149.88,4727.7,5094.9,3.05,0.0,100.0,17.51,85.41,100.0,51.31,109,Renegotiate,-0.13,-0.2,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00108,Supplier 108,R009,121,5,30997,35628763.7,24.84,4.84,0,121,0,100.0,0.0,0.0,1146.31,34.92,1102.1,1187.7,3.05,0.0,100.0,12.94,90.53,100.0,51.17,110,Renegotiate,0.13,-0.16,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00128,Supplier 128,R009,121,5,33417,117125481.3,24.81,4.81,0,121,0,100.0,0.0,0.0,3498.9,106.8,3368.1,3629.7,3.05,0.0,100.0,15.99,86.26,100.0,51.14,111,Renegotiate,0.0,-0.29,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00152,Supplier 152,R013,121,5,29871,189297122.7,24.81,4.81,0,121,0,100.0,0.0,0.0,6323.7,193.02,6087.3,6560.1,3.05,0.0,100.0,15.99,86.26,100.0,51.14,112,Renegotiate,-0.12,-0.35,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00060,Supplier 060,R001,121,5,31439,229124815.5,24.83,4.83,0,121,0,100.0,0.0,0.0,7269.79,221.71,6993.7,7536.9,3.05,0.0,100.0,14.47,87.97,100.0,51.09,113,Renegotiate,0.13,0.31,0.0,0.0,0.0,2,Multiple Performance Issues,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00024,Supplier 024,R005,121,5,33083,99804619.5,24.83,4.83,0,121,0,100.0,0.0,0.0,3029.97,92.41,2914.9,3141.3,3.05,0.0,100.0,14.47,87.97,100.0,51.09,114,Renegotiate,0.25,-0.12,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00100,Supplier 100,R001,122,5,36278,434994465.0,24.8,4.8,0,122,0,100.0,0.0,0.0,11969.63,366.2,11525.7,12420.9,3.06,0.0,100.0,17.35,81.46,100.0,50.69,115,Renegotiate,-0.06,0.36,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00184,Supplier 184,R005,122,5,34076,344496760.0,24.8,4.8,0,122,0,100.0,0.0,0.0,10087.01,308.6,9712.9,10467.3,3.06,0.0,100.0,17.35,81.46,100.0,50.69,116,Renegotiate,0.06,-0.19,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00016,Supplier 016,R017,122,5,32330,67619175.0,24.8,4.8,0,122,0,100.0,0.0,0.0,2085.86,63.81,2008.5,2164.5,3.06,0.0,100.0,17.35,81.46,100.0,50.69,117,Renegotiate,-0.18,0.3,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00076,Supplier 076,R017,122,5,33350,305692425.0,24.8,4.8,0,122,0,100.0,0.0,0.0,9145.7,279.8,8806.5,9490.5,3.06,0.0,100.0,17.35,81.46,100.0,50.69,118,Renegotiate,0.06,-0.19,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00116,Supplier 116,R017,122,5,31880,66656850.0,24.8,4.8,0,122,0,100.0,0.0,0.0,2085.86,63.81,2008.5,2164.5,3.06,0.0,100.0,17.35,81.46,100.0,50.69,119,Renegotiate,0.06,-0.31,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00092,Supplier 092,R013,122,5,35102,385444505.0,24.8,4.8,0,122,0,100.0,0.0,0.0,11028.32,337.4,10619.3,11444.1,3.06,0.0,100.0,17.35,81.46,100.0,50.69,120,Renegotiate,0.06,-0.19,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00132,Supplier 132,R013,122,5,34182,136151286.6,24.83,4.83,0,122,0,100.0,0.0,0.0,3973.35,121.36,3821.3,4118.1,3.05,0.0,100.0,14.33,84.84,100.0,50.59,121,Renegotiate,0.19,-0.13,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00148,Supplier 148,R009,122,5,36334,211838112.2,24.81,4.81,0,122,0,100.0,0.0,0.0,5854.69,179.01,5634.1,6071.7,3.06,0.0,100.0,15.84,82.73,100.0,50.58,122,Renegotiate,-0.06,0.34,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00176,Supplier 176,R017,122,5,33400,306252450.0,24.81,4.81,0,122,0,100.0,0.0,0.0,9151.3,279.8,8806.5,9490.5,3.06,0.0,100.0,15.84,82.73,100.0,50.58,123,Renegotiate,-0.06,0.34,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00096,Supplier 096,R017,122,5,36190,417326825.0,24.81,4.81,0,122,0,100.0,0.0,0.0,11506.02,351.8,11072.5,11932.5,3.06,0.0,100.0,15.84,82.73,100.0,50.58,124,Renegotiate,0.06,-0.16,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00196,Supplier 196,R017,122,5,36190,417262325.0,24.81,4.81,0,122,0,100.0,0.0,0.0,11506.02,351.8,11072.5,11932.5,3.06,0.0,100.0,15.84,82.73,100.0,50.58,124,Renegotiate,0.06,-0.84,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00068,Supplier 068,R009,122,5,32374,264437516.2,24.81,4.81,0,122,0,100.0,0.0,0.0,8209.41,251.01,7900.1,8513.7,3.06,0.0,100.0,15.84,82.73,100.0,50.58,125,Renegotiate,0.06,-0.16,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00072,Supplier 072,R013,122,5,33112,288170034.8,24.81,4.81,0,122,0,100.0,0.0,0.0,8680.36,265.4,8353.3,9002.1,3.06,0.0,100.0,15.84,82.73,100.0,50.58,126,Renegotiate,0.06,-0.28,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00032,Supplier 032,R013,123,5,34263,136155849.9,24.89,4.89,0,123,0,100.0,0.0,0.0,3966.08,120.86,3821.3,4118.1,3.05,0.0,100.0,8.96,89.56,100.0,50.23,127,Renegotiate,-0.19,-0.01,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00044,Supplier 044,R005,123,5,35889,193570646.9,24.8,4.8,0,123,0,100.0,0.0,0.0,5382.1,164.95,5180.9,5583.3,3.06,0.0,100.0,17.2,77.79,100.0,50.11,128,Renegotiate,-0.0,-0.31,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00172,Supplier 172,R013,123,5,33333,289967454.1,24.8,4.8,0,123,0,100.0,0.0,0.0,8677.7,265.95,8353.3,9002.1,3.06,0.0,100.0,17.2,77.79,100.0,50.11,129,Renegotiate,0.0,-0.19,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00004,Supplier 004,R005,120,5,30360,20519856.0,24.84,4.84,0,120,0,100.0,0.0,0.0,674.1,20.66,648.9,699.3,3.07,0.0,100.0,13.06,77.57,100.0,49.25,130,Renegotiate,0.0,-0.23,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00020,Supplier 020,R001,120,5,32330,82924921.8,24.86,4.86,0,120,0,100.0,0.0,0.0,2558.89,78.37,2461.7,2652.9,3.06,0.0,100.0,11.53,79.3,100.0,49.2,131,Renegotiate,0.13,-0.19,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00052,Supplier 052,R013,121,5,30071,190608906.3,24.83,4.83,0,121,0,100.0,0.0,0.0,6321.75,194.21,6087.3,6560.1,3.07,0.0,100.0,14.47,72.81,100.0,48.82,132,Renegotiate,0.06,-0.12,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00064,Supplier 064,R005,121,5,31923,247795019.1,24.86,4.86,0,121,0,100.0,0.0,0.0,7743.27,237.49,7446.9,8025.3,3.07,0.0,100.0,11.42,76.24,100.0,48.72,133,Renegotiate,0.19,-0.06,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00180,Supplier 180,R001,121,5,33559,321458037.1,24.84,4.84,0,121,0,100.0,0.0,0.0,9622.27,295.43,9259.7,9978.9,3.07,0.0,100.0,12.94,74.1,100.0,48.7,134,Renegotiate,0.06,-0.22,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00030,Supplier 030,R011,122,5,33888,124418779.2,24.69,4.69,0,122,0,100.0,0.0,0.0,3662.21,113.49,3524.9,3804.1,3.1,0.0,100.0,27.17,54.65,100.0,48.63,135,Renegotiate,-0.13,-0.41,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00102,Supplier 102,R003,123,5,30773,13269900.1,24.67,4.67,0,123,0,100.0,0.0,0.0,430.37,13.36,414.1,446.9,3.1,0.0,100.0,28.44,50.58,100.0,48.27,136,Renegotiate,-0.06,-0.44,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00200,Supplier 200,R001,122,5,36378,436348007.4,24.83,4.83,0,122,0,100.0,0.0,0.0,11973.3,368.47,11525.7,12420.9,3.08,0.0,100.0,14.33,69.21,100.0,48.25,137,Renegotiate,0.12,-0.12,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00028,Supplier 028,R009,122,5,33894,118820616.6,24.83,4.83,0,122,0,100.0,0.0,0.0,3498.9,107.68,3368.1,3629.7,3.08,0.0,100.0,14.33,69.21,100.0,48.25,138,Renegotiate,0.0,-0.13,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00040,Supplier 040,R001,122,5,34958,172190086.2,24.84,4.84,0,122,0,100.0,0.0,0.0,4914.31,151.11,4727.7,5094.9,3.07,0.0,100.0,12.82,70.9,100.0,48.2,139,Renegotiate,0.0,-0.15,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00088,Supplier 088,R009,122,5,34964,370366222.8,24.84,4.84,0,122,0,100.0,0.0,0.0,10567.37,324.94,10166.1,10955.7,3.07,0.0,100.0,12.82,70.9,100.0,48.2,140,Renegotiate,0.12,-0.22,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00112,Supplier 112,R013,123,5,32053,51553136.5,24.83,4.83,0,123,0,100.0,0.0,0.0,1616.19,49.82,1555.3,1676.1,3.08,0.0,100.0,14.21,65.88,100.0,47.72,141,Renegotiate,0.06,-0.25,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00136,Supplier 136,R017,123,5,35155,155439287.5,24.83,4.83,0,123,0,100.0,0.0,0.0,4441.85,136.91,4274.5,4606.5,3.08,0.0,100.0,14.21,65.88,100.0,47.72,142,Renegotiate,0.06,-0.12,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00138,Supplier 138,R019,121,5,34377,157879054.1,24.67,4.67,0,121,0,100.0,0.0,0.0,4582.72,142.61,4413.7,4763.3,3.11,0.0,100.0,28.93,45.88,100.0,47.67,143,Renegotiate,-0.26,-1.02,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00160,Supplier 160,R001,120,5,30830,224394154.6,24.86,4.86,0,120,0,100.0,0.0,0.0,7263.04,224.07,6993.7,7536.9,3.09,0.0,100.0,11.53,64.06,100.0,46.92,144,Renegotiate,0.06,-0.06,0.0,0.0,0.0,1,One Performance Issue,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00010,Supplier 010,R011,120,5,31080,41912100.0,24.89,4.89,0,120,0,100.0,0.0,0.0,1354.5,41.78,1302.9,1406.1,3.08,0.0,100.0,8.46,64.61,100.0,46.38,145,Renegotiate,0.0,-0.19,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00078,Supplier 078,R019,122,5,33594,307752805.8,24.83,4.83,0,122,0,100.0,0.0,0.0,9202.75,285.18,8857.7,9559.3,3.1,0.0,100.0,14.33,54.65,100.0,46.06,146,Renegotiate,-0.25,-0.25,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00054,Supplier 054,R015,122,5,30516,195274582.8,24.83,4.83,0,122,0,100.0,0.0,0.0,6432.48,199.34,6191.3,6681.7,3.1,0.0,100.0,14.33,54.65,100.0,46.06,147,Renegotiate,-0.25,-0.25,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00034,Supplier 034,R015,122,5,34376,141200184.0,24.84,4.84,0,122,0,100.0,0.0,0.0,4126.5,127.82,3969.3,4283.7,3.1,0.0,100.0,12.82,55.54,100.0,45.9,148,Renegotiate,0.0,-0.09,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
S00166,Supplier 166,R007,122,5,32180,250580750.0,24.84,4.84,0,122,0,100.0,0.0,0.0,7822.5,242.31,7524.5,8120.5,3.1,0.0,100.0,12.82,55.54,100.0,45.9,149,Renegotiate,0.0,-0.09,0.0,0.0,0.0,0,Stable / Improving,High,"Renegotiate price, lead time and rejection terms before contract renewal."
