Attendance_ID,Employee_ID,Attendance_Date,Shift,Scheduled_Hours,Worked_Hours,Overtime_Hours,Status
AT00007941,E00442,2026-06-04,Morning,8,7,0,Present
AT00007942,E00443,2026-06-05,Morning,8,8,0,Present
AT00007943,E00444,2026-06-06,Night,8,9,1,Present
AT00007944,E00445,2026-06-07,Evening,8,6,0,Present
AT00007945,E00446,2026-06-08,Morning,8,7,0,Present
AT00007946,E00447,2026-06-09,Night,8,8,0,Present
AT00007947,E00448,2026-06-10,Evening,8,9,1,Present
AT00007948,E00449,2026-06-11,Morning,8,6,0,Present
AT00007949,E00450,2026-06-12,Night,8,7,0,Present
AT00007950,E00451,2026-06-13,Morning,8,8,0,Present
AT00007951,E00452,2026-06-14,Night,8,9,1,Present
AT00007952,E00453,2026-06-15,Night,8,6,0,Present
AT00007953,E00454,2026-06-16,Night,8,7,0,Present
AT00007954,E00455,2026-06-17,Morning,8,8,0,Present
AT00007955,E00456,2026-06-18,Night,8,9,1,Present
AT00007956,E00457,2026-06-19,Morning,8,6,0,Present
AT00007957,E00458,2026-06-20,Evening,8,7,0,Present
AT00007958,E00459,2026-06-21,Night,8,8,0,Present
AT00007959,E00460,2026-06-22,Night,8,9,1,Present
AT00007960,E00461,2026-06-23,Evening,8,6,0,Present
AT00007961,E00462,2026-06-24,Evening,8,7,0,Present
AT00007962,E00463,2026-06-25,Evening,8,8,0,Present
AT00007963,E00464,2026-06-26,Morning,8,9,1,Present
AT00007964,E00465,2026-06-27,Morning,8,6,0,Present
AT00007965,E00466,2026-06-28,Night,8,7,0,Present
AT00007966,E00467,2026-06-29,Night,8,8,0,Present
AT00007967,E00468,2026-06-30,Morning,8,9,1,Present
AT00007968,E00469,2026-07-01,Night,8,6,0,Present
AT00007969,E00470,2026-07-02,Morning,8,7,0,Present
AT00007970,E00471,2026-07-03,Morning,8,8,0,Present
AT00007971,E00472,2026-07-04,Morning,8,9,1,Present
AT00007972,E00473,2026-07-05,Evening,8,6,0,Present
AT00007973,E00474,2026-07-06,Night,8,7,0,Present
AT00007974,E00475,2026-07-07,Morning,8,8,0,Present
AT00007975,E00476,2026-07-08,Night,8,9,1,Present
AT00007976,E00477,2026-07-09,Evening,8,6,0,Present
AT00007977,E00478,2026-07-10,Morning,8,7,0,Present
AT00007978,E00479,2026-07-11,Evening,8,8,0,Present
AT00007980,E00481,2026-07-13,Morning,8,6,0,Present
AT00007981,E00482,2026-07-14,Morning,8,7,0,Present
AT00007982,E00483,2026-07-15,Morning,8,8,0,Present
AT00007983,E00484,2026-07-16,Evening,8,9,1,Present
AT00007984,E00485,2026-07-17,Night,8,6,0,Present
AT00007985,E00486,2026-07-18,Evening,8,7,0,Present
AT00007986,E00487,2026-07-19,Night,8,8,0,Present
AT00007987,E00488,2026-07-20,Morning,8,9,1,Present
AT00007988,E00489,2026-07-21,Morning,8,6,0,Present
AT00007989,E00490,2026-07-22,Morning,8,7,0,Present
AT00007990,E00491,2026-07-23,Evening,8,8,0,Present
AT00007991,E00492,2026-07-24,Night,8,9,1,Present
AT00007992,E00493,2026-07-25,Night,8,6,0,Present
AT00007993,E00494,2026-07-26,Evening,8,7,0,Present
AT00007994,E00495,2026-07-27,Evening,8,8,0,Present
AT00007995,E00496,2026-07-28,Evening,8,9,1,Present
AT00007996,E00497,2026-07-29,Morning,8,6,0,Present
AT00007997,E00498,2026-07-30,Night,8,7,0,Present
AT00007998,E00499,2026-07-31,Evening,8,8,0,Present
AT00007999,E00500,2026-08-01,Night,8,9,1,Present
AT00008000,E00001,2026-08-02,Morning,8,6,0,Present
AT00008001,E00002,2026-08-03,Evening,8,7,0,Present
AT00008002,E00003,2026-08-04,Night,8,8,0,Present
AT00008003,E00004,2026-08-05,Morning,8,9,1,Present
AT00008004,E00005,2026-08-06,Evening,8,6,0,Present
AT00008005,E00006,2026-08-07,Evening,8,7,0,Present
AT00008006,E00007,2026-08-08,Evening,8,8,0,Present
AT00008007,E00008,2026-08-09,Morning,8,9,1,Present
AT00008008,E00009,2026-08-10,Evening,8,6,0,Present
AT00008009,E00010,2026-08-11,Evening,8,7,0,Present
AT00008010,E00011,2026-08-12,Morning,8,8,0,Present
AT00008011,E00012,2026-08-13,Evening,8,9,1,Present
AT00008012,E00013,2026-08-14,Morning,8,6,0,Present
AT00008013,E00014,2026-08-15,Morning,8,7,0,Present
AT00008014,E00015,2026-08-16,Morning,8,8,0,Present
AT00008015,E00016,2026-08-17,Morning,8,9,1,Present
AT00008016,E00017,2026-08-18,Morning,8,6,0,Present
AT00008017,E00018,2026-08-19,Night,8,7,0,Present
AT00008018,E00019,2026-08-20,Morning,8,8,0,Present
AT00008019,E00020,2026-08-21,Morning,8,9,1,Present
AT00008020,E00021,2026-08-22,Morning,8,6,0,Present
AT00008021,E00022,2026-08-23,Evening,8,7,0,Present
AT00008022,E00023,2026-08-24,Morning,8,8,0,Present
AT00008023,E00024,2026-08-25,Night,8,9,1,Present
AT00008024,E00025,2026-08-26,Morning,8,6,0,Present
AT00008025,E00026,2026-08-27,Evening,8,7,0,Present
AT00008026,E00027,2026-08-28,Evening,8,8,0,Present
AT00008027,E00028,2026-08-29,Morning,8,9,1,Present
AT00008028,E00029,2026-08-30,Morning,8,6,0,Present
AT00008029,E00030,2026-08-31,Evening,8,7,0,Present
AT00008030,E00031,2025-09-01,Morning,8,8,0,Present
AT00008031,E00032,2025-09-02,Morning,8,9,1,Present
AT00008032,E00033,2025-09-03,Evening,8,6,0,Present
AT00008033,E00034,2025-09-04,Evening,8,7,0,Present
AT00008034,E00035,2025-09-05,Morning,8,8,0,Present
AT00008035,E00036,2025-09-06,Evening,8,9,1,Present
AT00008036,E00037,2025-09-07,Morning,8,6,0,Present
AT00008037,E00038,2025-09-08,Evening,8,7,0,Present
AT00008038,E00039,2025-09-09,Evening,8,8,0,Present
AT00008039,E00040,2025-09-10,Evening,8,9,1,Present
AT00008040,E00041,2025-09-11,Night,8,6,0,Present
AT00008041,E00042,2025-09-12,Night,8,7,0,Present
AT00008042,E00043,2025-09-13,Morning,8,8,0,Present
AT00008043,E00044,2025-09-14,Night,8,9,1,Present
AT00008044,E00045,2025-09-15,Night,8,6,0,Present
AT00008045,E00046,2025-09-16,Night,8,7,0,Present
AT00008046,E00047,2025-09-17,Morning,8,8,0,Present
AT00008047,E00048,2025-09-18,Morning,8,9,1,Present
AT00008048,E00049,2025-09-19,Night,8,6,0,Present
AT00008049,E00050,2025-09-20,Evening,8,7,0,Present
AT00008050,E00051,2025-09-21,Morning,8,8,0,Present
AT00008051,E00052,2025-09-22,Night,8,9,1,Present
AT00008052,E00053,2025-09-23,Morning,8,6,0,Present
AT00008053,E00054,2025-09-24,Night,8,7,0,Present
AT00008054,E00055,2025-09-25,Morning,8,8,0,Present
AT00008055,E00056,2025-09-26,Night,8,9,1,Present
AT00008056,E00057,2025-09-27,Night,8,6,0,Present
AT00008057,E00058,2025-09-28,Morning,8,7,0,Present
AT00008058,E00059,2025-09-29,Evening,8,8,0,Present
AT00008059,E00060,2025-09-30,Night,8,9,1,Present
AT00008060,E00061,2025-10-01,Morning,8,6,0,Present
AT00008061,E00062,2025-10-02,Morning,8,7,0,Present
AT00008062,E00063,2025-10-03,Morning,8,8,0,Present
AT00008063,E00064,2025-10-04,Morning,8,9,1,Present
AT00008064,E00065,2025-10-05,Evening,8,6,0,Present
AT00008065,E00066,2025-10-06,Evening,8,7,0,Present
AT00008066,E00067,2025-10-07,Morning,8,8,0,Present
AT00008067,E00068,2025-10-08,Evening,8,9,1,Present
AT00008068,E00069,2025-10-09,Evening,8,6,0,Present
AT00008069,E00070,2025-10-10,Night,8,7,0,Present
AT00008070,E00071,2025-10-11,Evening,8,8,0,Present
AT00008071,E00072,2025-10-12,Night,8,9,1,Present
AT00008072,E00073,2025-10-13,Evening,8,6,0,Present
AT00008073,E00074,2025-10-14,Morning,8,7,0,Present
AT00008074,E00075,2025-10-15,Evening,8,8,0,Present
AT00008075,E00076,2025-10-16,Morning,8,9,1,Present
AT00008076,E00077,2025-10-17,Night,8,6,0,Present
AT00008077,E00078,2025-10-18,Morning,8,7,0,Present
AT00008078,E00079,2025-10-19,Evening,8,8,0,Present
AT00008079,E00080,2025-10-20,Morning,8,9,1,Present
AT00008081,E00082,2025-10-22,Morning,8,7,0,Present
AT00008082,E00083,2025-10-23,Evening,8,8,0,Present
AT00008083,E00084,2025-10-24,Evening,8,9,1,Present
AT00008084,E00085,2025-10-25,Night,8,6,0,Present
AT00008085,E00086,2025-10-26,Night,8,7,0,Present
AT00008086,E00087,2025-10-27,Night,8,8,0,Present
AT00008087,E00088,2025-10-28,Night,8,9,1,Present
AT00008088,E00089,2025-10-29,Night,8,6,0,Present
AT00008089,E00090,2025-10-30,Evening,8,7,0,Present
AT00008090,E00091,2025-10-31,Evening,8,8,0,Present
AT00008091,E00092,2025-11-01,Morning,8,9,1,Present
AT00008092,E00093,2025-11-02,Morning,8,6,0,Present
AT00008093,E00094,2025-11-03,Night,8,7,0,Present
AT00008094,E00095,2025-11-04,Evening,8,8,0,Present
AT00008095,E00096,2025-11-05,Night,8,9,1,Present
AT00008096,E00097,2025-11-06,Night,8,6,0,Present
AT00008097,E00098,2025-11-07,Morning,8,7,0,Present
AT00008098,E00099,2025-11-08,Morning,8,8,0,Present
AT00008099,E00100,2025-11-09,Morning,8,9,1,Present
AT00008100,E00101,2025-11-10,Evening,8,6,0,Present
AT00008101,E00102,2025-11-11,Evening,8,7,0,Present
AT00008102,E00103,2025-11-12,Morning,8,8,0,Present
AT00008103,E00104,2025-11-13,Night,8,9,1,Present
AT00008104,E00105,2025-11-14,Evening,8,6,0,Present
AT00008105,E00106,2025-11-15,Evening,8,7,0,Present
AT00008106,E00107,2025-11-16,Evening,8,8,0,Present
AT00008107,E00108,2025-11-17,Morning,8,9,1,Present
AT00008108,E00109,2025-11-18,Evening,8,6,0,Present
AT00008109,E00110,2025-11-19,Evening,8,7,0,Present
AT00008110,E00111,2025-11-20,Night,8,8,0,Present
AT00008111,E00112,2025-11-21,Morning,8,9,1,Present
AT00008112,E00113,2025-11-22,Night,8,6,0,Present
AT00008113,E00114,2025-11-23,Evening,8,7,0,Present
AT00008114,E00115,2025-11-24,Night,8,8,0,Present
AT00008115,E00116,2025-11-25,Night,8,9,1,Present
AT00008116,E00117,2025-11-26,Night,8,6,0,Present
AT00008117,E00118,2025-11-27,Evening,8,7,0,Present
AT00008118,E00119,2025-11-28,Morning,8,8,0,Present
AT00008119,E00120,2025-11-29,Night,8,9,1,Present
AT00008120,E00121,2025-11-30,Evening,8,6,0,Present
AT00008121,E00122,2025-12-01,Evening,8,7,0,Present
AT00008122,E00123,2025-12-02,Night,8,8,0,Present
AT00008123,E00124,2025-12-03,Morning,8,9,1,Present
AT00008124,E00125,2025-12-04,Morning,8,6,0,Present
AT00008125,E00126,2025-12-05,Morning,8,7,0,Present
AT00008126,E00127,2025-12-06,Evening,8,8,0,Present
AT00008127,E00128,2025-12-07,Morning,8,9,1,Present
AT00008128,E00129,2025-12-08,Morning,8,6,0,Present
AT00008129,E00130,2025-12-09,Night,8,7,0,Present
AT00008130,E00131,2025-12-10,Night,8,8,0,Present
AT00008131,E00132,2025-12-11,Night,8,9,1,Present
AT00008132,E00133,2025-12-12,Night,8,6,0,Present
AT00008133,E00134,2025-12-13,Night,8,7,0,Present
AT00008134,E00135,2025-12-14,Night,8,8,0,Present
AT00008135,E00136,2025-12-15,Morning,8,9,1,Present
AT00008136,E00137,2025-12-16,Evening,8,6,0,Present
AT00008137,E00138,2025-12-17,Morning,8,7,0,Present
AT00008138,E00139,2025-12-18,Morning,8,8,0,Present
AT00008139,E00140,2025-12-19,Night,8,9,1,Present
AT00008140,E00141,2025-12-20,Evening,8,6,0,Present
AT00008141,E00142,2025-12-21,Evening,8,7,0,Present
AT00008142,E00143,2025-12-22,Evening,8,8,0,Present
AT00008143,E00144,2025-12-23,Morning,8,9,1,Present
AT00008144,E00145,2025-12-24,Morning,8,6,0,Present
AT00008145,E00146,2025-12-25,Morning,8,7,0,Present
AT00008146,E00147,2025-12-26,Morning,8,8,0,Present
AT00008147,E00148,2025-12-27,Evening,8,9,1,Present
AT00008148,E00149,2025-12-28,Evening,8,6,0,Present
AT00008149,E00150,2025-12-29,Morning,8,7,0,Present
AT00008150,E00151,2025-12-30,Morning,8,8,0,Present
AT00008151,E00152,2025-12-31,Night,8,9,1,Present
AT00008152,E00153,2026-01-01,Morning,8,6,0,Present
AT00008153,E00154,2026-01-02,Evening,8,7,0,Present
AT00008154,E00155,2026-01-03,Morning,8,8,0,Present
AT00008155,E00156,2026-01-04,Night,8,9,1,Present
AT00008156,E00157,2026-01-05,Morning,8,6,0,Present
AT00008157,E00158,2026-01-06,Night,8,7,0,Present
AT00008158,E00159,2026-01-07,Morning,8,8,0,Present
AT00008159,E00160,2026-01-08,Morning,8,9,1,Present
AT00008160,E00161,2026-01-09,Evening,8,6,0,Present
AT00008161,E00162,2026-01-10,Night,8,7,0,Present
AT00008162,E00163,2026-01-11,Morning,8,8,0,Present
AT00008163,E00164,2026-01-12,Night,8,9,1,Present
AT00008164,E00165,2026-01-13,Night,8,6,0,Present
AT00008165,E00166,2026-01-14,Evening,8,7,0,Present
AT00008166,E00167,2026-01-15,Evening,8,8,0,Present
AT00008167,E00168,2026-01-16,Evening,8,9,1,Present
AT00008168,E00169,2026-01-17,Morning,8,6,0,Present
AT00008169,E00170,2026-01-18,Morning,8,7,0,Present
AT00008170,E00171,2026-01-19,Evening,8,8,0,Present
AT00008171,E00172,2026-01-20,Morning,8,9,1,Present
AT00008172,E00173,2026-01-21,Night,8,6,0,Present
AT00008173,E00174,2026-01-22,Morning,8,7,0,Present
AT00008174,E00175,2026-01-23,Evening,8,8,0,Present
AT00008175,E00176,2026-01-24,Night,8,9,1,Present
AT00008176,E00177,2026-01-25,Morning,8,6,0,Present
AT00008177,E00178,2026-01-26,Morning,8,7,0,Present
AT00008178,E00179,2026-01-27,Night,8,8,0,Present
AT00008179,E00180,2026-01-28,Night,8,9,1,Present
AT00008180,E00181,2026-01-29,Morning,8,6,0,Present
AT00008182,E00183,2026-01-31,Night,8,8,0,Present
AT00008183,E00184,2026-02-01,Evening,8,9,1,Present
AT00008184,E00185,2026-02-02,Evening,8,6,0,Present
AT00008185,E00186,2026-02-03,Night,8,7,0,Present
AT00008186,E00187,2026-02-04,Night,8,8,0,Present
AT00008187,E00188,2026-02-05,Evening,8,9,1,Present
AT00008188,E00189,2026-02-06,Night,8,6,0,Present
AT00008189,E00190,2026-02-07,Evening,8,7,0,Present
AT00008190,E00191,2026-02-08,Morning,8,8,0,Present
AT00008191,E00192,2026-02-09,Night,8,9,1,Present
AT00008192,E00193,2026-02-10,Evening,8,6,0,Present
AT00008193,E00194,2026-02-11,Night,8,7,0,Present
AT00008194,E00195,2026-02-12,Evening,8,8,0,Present
AT00008195,E00196,2026-02-13,Night,8,9,1,Present
AT00008196,E00197,2026-02-14,Night,8,6,0,Present
AT00008197,E00198,2026-02-15,Evening,8,7,0,Present
AT00008198,E00199,2026-02-16,Morning,8,8,0,Present
AT00008199,E00200,2026-02-17,Evening,8,9,1,Present
AT00008200,E00201,2026-02-18,Morning,8,6,0,Present
AT00008201,E00202,2026-02-19,Morning,8,7,0,Present
AT00008202,E00203,2026-02-20,Morning,8,8,0,Present
AT00008203,E00204,2026-02-21,Morning,8,9,1,Present
AT00008204,E00205,2026-02-22,Morning,8,6,0,Present
AT00008205,E00206,2026-02-23,Morning,8,7,0,Present
AT00008206,E00207,2026-02-24,Night,8,8,0,Present
AT00008207,E00208,2026-02-25,Morning,8,9,1,Present
AT00008208,E00209,2026-02-26,Night,8,6,0,Present
AT00008209,E00210,2026-02-27,Morning,8,7,0,Present
AT00008210,E00211,2026-02-28,Morning,8,8,0,Present
AT00008211,E00212,2026-03-01,Night,8,9,1,Present
AT00008212,E00213,2026-03-02,Night,8,6,0,Present
AT00008213,E00214,2026-03-03,Night,8,7,0,Present
AT00008214,E00215,2026-03-04,Morning,8,8,0,Present
AT00008215,E00216,2026-03-05,Evening,8,9,1,Present
AT00008216,E00217,2026-03-06,Morning,8,6,0,Present
AT00008217,E00218,2026-03-07,Morning,8,7,0,Present
AT00008218,E00219,2026-03-08,Night,8,8,0,Present
AT00008219,E00220,2026-03-09,Night,8,9,1,Present
AT00008220,E00221,2026-03-10,Evening,8,6,0,Present
AT00008221,E00222,2026-03-11,Evening,8,7,0,Present
AT00008222,E00223,2026-03-12,Evening,8,8,0,Present
AT00008223,E00224,2026-03-13,Evening,8,9,1,Present
AT00008224,E00225,2026-03-14,Evening,8,6,0,Present
AT00008225,E00226,2026-03-15,Morning,8,7,0,Present
AT00008226,E00227,2026-03-16,Night,8,8,0,Present
AT00008227,E00228,2026-03-17,Evening,8,9,1,Present
AT00008228,E00229,2026-03-18,Night,8,6,0,Present
AT00008229,E00230,2026-03-19,Morning,8,7,0,Present
AT00008230,E00231,2026-03-20,Morning,8,8,0,Present
AT00008231,E00232,2026-03-21,Night,8,9,1,Present
AT00008232,E00233,2026-03-22,Night,8,6,0,Present
AT00008233,E00234,2026-03-23,Evening,8,7,0,Present
AT00008234,E00235,2026-03-24,Evening,8,8,0,Present
AT00008235,E00236,2026-03-25,Evening,8,9,1,Present
AT00008236,E00237,2026-03-26,Morning,8,6,0,Present
AT00008237,E00238,2026-03-27,Night,8,7,0,Present
AT00008238,E00239,2026-03-28,Evening,8,8,0,Present
AT00008239,E00240,2026-03-29,Night,8,9,1,Present
AT00008240,E00241,2026-03-30,Morning,8,6,0,Present
AT00008241,E00242,2026-03-31,Night,8,7,0,Present
AT00008242,E00243,2026-04-01,Evening,8,8,0,Present
AT00008243,E00244,2026-04-02,Night,8,9,1,Present
AT00008244,E00245,2026-04-03,Night,8,6,0,Present
AT00008245,E00246,2026-04-04,Evening,8,7,0,Present
AT00008246,E00247,2026-04-05,Night,8,8,0,Present
AT00008247,E00248,2026-04-06,Night,8,9,1,Present
AT00008248,E00249,2026-04-07,Night,8,6,0,Present
AT00008249,E00250,2026-04-08,Night,8,7,0,Present
AT00008251,E00252,2026-04-10,Night,8,9,1,Present
AT00008252,E00253,2026-04-11,Evening,8,6,0,Present
AT00008253,E00254,2026-04-12,Evening,8,7,0,Present
AT00008254,E00255,2026-04-13,Night,8,8,0,Present
AT00008255,E00256,2026-04-14,Evening,8,9,1,Present
AT00008256,E00257,2026-04-15,Morning,8,6,0,Present
AT00008257,E00258,2026-04-16,Morning,8,7,0,Present
AT00008258,E00259,2026-04-17,Evening,8,8,0,Present
AT00008259,E00260,2026-04-18,Night,8,9,1,Present
AT00008260,E00261,2026-04-19,Evening,8,6,0,Present
AT00008261,E00262,2026-04-20,Morning,8,7,0,Present
AT00008262,E00263,2026-04-21,Evening,8,8,0,Present
AT00008263,E00264,2026-04-22,Morning,8,9,1,Present
AT00008264,E00265,2026-04-23,Morning,8,6,0,Present
AT00008265,E00266,2026-04-24,Morning,8,7,0,Present
AT00008266,E00267,2026-04-25,Night,8,8,0,Present
AT00008267,E00268,2026-04-26,Morning,8,9,1,Present
AT00008268,E00269,2026-04-27,Evening,8,6,0,Present
AT00008269,E00270,2026-04-28,Evening,8,7,0,Present
AT00008270,E00271,2026-04-29,Morning,8,8,0,Present
AT00008271,E00272,2026-04-30,Evening,8,9,1,Present
AT00008272,E00273,2026-05-01,Morning,8,6,0,Present
AT00008273,E00274,2026-05-02,Morning,8,7,0,Present
AT00008274,E00275,2026-05-03,Morning,8,8,0,Present
AT00008275,E00276,2026-05-04,Morning,8,9,1,Present
AT00008276,E00277,2026-05-05,Morning,8,6,0,Present
AT00008277,E00278,2026-05-06,Morning,8,7,0,Present
AT00008278,E00279,2026-05-07,Night,8,8,0,Present
AT00008279,E00280,2026-05-08,Morning,8,9,1,Present
AT00008280,E00281,2026-05-09,Morning,8,6,0,Present
AT00008281,E00282,2026-05-10,Night,8,7,0,Present
AT00008283,E00284,2026-05-12,Evening,8,9,1,Present
AT00008284,E00285,2026-05-13,Morning,8,6,0,Present
AT00008285,E00286,2026-05-14,Evening,8,7,0,Present
AT00008286,E00287,2026-05-15,Night,8,8,0,Present
AT00008287,E00288,2026-05-16,Morning,8,9,1,Present
AT00008288,E00289,2026-05-17,Morning,8,6,0,Present
AT00008289,E00290,2026-05-18,Morning,8,7,0,Present
AT00008290,E00291,2026-05-19,Evening,8,8,0,Present
AT00008291,E00292,2026-05-20,Evening,8,9,1,Present
AT00008292,E00293,2026-05-21,Night,8,6,0,Present
AT00008293,E00294,2026-05-22,Night,8,7,0,Present
AT00008294,E00295,2026-05-23,Evening,8,8,0,Present
AT00008295,E00296,2026-05-24,Night,8,9,1,Present
AT00008296,E00297,2026-05-25,Evening,8,6,0,Present
AT00008297,E00298,2026-05-26,Night,8,7,0,Present
AT00008298,E00299,2026-05-27,Night,8,8,0,Present
AT00008299,E00300,2026-05-28,Night,8,9,1,Present
AT00008300,E00301,2026-05-29,Evening,8,6,0,Present
AT00008301,E00302,2026-05-30,Night,8,7,0,Present
AT00008302,E00303,2026-05-31,Evening,8,8,0,Present
AT00008303,E00304,2026-06-01,Night,8,9,1,Present
AT00008304,E00305,2026-06-02,Morning,8,6,0,Present
AT00008305,E00306,2026-06-03,Morning,8,7,0,Present
AT00008306,E00307,2026-06-04,Evening,8,8,0,Present
AT00008307,E00308,2026-06-05,Night,8,9,1,Present
AT00008308,E00309,2026-06-06,Night,8,6,0,Present
AT00008309,E00310,2026-06-07,Night,8,7,0,Present
AT00008310,E00311,2026-06-08,Morning,8,8,0,Present
AT00008311,E00312,2026-06-09,Morning,8,9,1,Present
AT00008312,E00313,2026-06-10,Morning,8,6,0,Present
AT00008313,E00314,2026-06-11,Evening,8,7,0,Present
AT00008314,E00315,2026-06-12,Morning,8,8,0,Present
AT00008315,E00316,2026-06-13,Evening,8,9,1,Present
AT00008316,E00317,2026-06-14,Evening,8,6,0,Present
AT00008317,E00318,2026-06-15,Night,8,7,0,Present
AT00008318,E00319,2026-06-16,Night,8,8,0,Present
AT00008319,E00320,2026-06-17,Evening,8,9,1,Present
AT00008320,E00321,2026-06-18,Night,8,6,0,Present
AT00008321,E00322,2026-06-19,Evening,8,7,0,Present
AT00008322,E00323,2026-06-20,Morning,8,8,0,Present
AT00008323,E00324,2026-06-21,Morning,8,9,1,Present
AT00008324,E00325,2026-06-22,Night,8,6,0,Present
AT00008325,E00326,2026-06-23,Night,8,7,0,Present
AT00008326,E00327,2026-06-24,Morning,8,8,0,Present
AT00008327,E00328,2026-06-25,Evening,8,9,1,Present
AT00008328,E00329,2026-06-26,Morning,8,6,0,Present
AT00008329,E00330,2026-06-27,Evening,8,7,0,Present
AT00008330,E00331,2026-06-28,Night,8,8,0,Present
AT00008331,E00332,2026-06-29,Morning,8,9,1,Present
AT00008332,E00333,2026-06-30,Night,8,6,0,Present
AT00008333,E00334,2026-07-01,Morning,8,7,0,Present
AT00008334,E00335,2026-07-02,Night,8,8,0,Present
AT00008335,E00336,2026-07-03,Morning,8,9,1,Present
AT00008336,E00337,2026-07-04,Morning,8,6,0,Present
AT00008337,E00338,2026-07-05,Morning,8,7,0,Present
AT00008338,E00339,2026-07-06,Morning,8,8,0,Present
AT00008339,E00340,2026-07-07,Night,8,9,1,Present
AT00008340,E00341,2026-07-08,Evening,8,6,0,Present
AT00008341,E00342,2026-07-09,Evening,8,7,0,Present
AT00008342,E00343,2026-07-10,Morning,8,8,0,Present
AT00008343,E00344,2026-07-11,Night,8,9,1,Present
AT00008344,E00345,2026-07-12,Night,8,6,0,Present
AT00008345,E00346,2026-07-13,Night,8,7,0,Present
AT00008346,E00347,2026-07-14,Night,8,8,0,Present
AT00008347,E00348,2026-07-15,Evening,8,9,1,Present
AT00008348,E00349,2026-07-16,Evening,8,6,0,Present
AT00008349,E00350,2026-07-17,Morning,8,7,0,Present
AT00008350,E00351,2026-07-18,Night,8,8,0,Present
AT00008351,E00352,2026-07-19,Evening,8,9,1,Present
AT00008352,E00353,2026-07-20,Evening,8,6,0,Present
AT00008353,E00354,2026-07-21,Evening,8,7,0,Present
AT00008354,E00355,2026-07-22,Evening,8,8,0,Present
AT00008355,E00356,2026-07-23,Evening,8,9,1,Present
AT00008356,E00357,2026-07-24,Night,8,6,0,Present
AT00008357,E00358,2026-07-25,Evening,8,7,0,Present
AT00008358,E00359,2026-07-26,Evening,8,8,0,Present
AT00008359,E00360,2026-07-27,Night,8,9,1,Present
AT00008360,E00361,2026-07-28,Evening,8,6,0,Present
AT00008361,E00362,2026-07-29,Evening,8,7,0,Present
AT00008362,E00363,2026-07-30,Evening,8,8,0,Present
AT00008363,E00364,2026-07-31,Evening,8,9,1,Present
AT00008364,E00365,2026-08-01,Morning,8,6,0,Present
AT00008365,E00366,2026-08-02,Morning,8,7,0,Present
AT00008366,E00367,2026-08-03,Morning,8,8,0,Present
AT00008367,E00368,2026-08-04,Evening,8,9,1,Present
AT00008368,E00369,2026-08-05,Night,8,6,0,Present
AT00008369,E00370,2026-08-06,Evening,8,7,0,Present
AT00008370,E00371,2026-08-07,Evening,8,8,0,Present
AT00008371,E00372,2026-08-08,Night,8,9,1,Present
AT00008372,E00373,2026-08-09,Morning,8,6,0,Present
AT00008373,E00374,2026-08-10,Night,8,7,0,Present
AT00008374,E00375,2026-08-11,Morning,8,8,0,Present
AT00008375,E00376,2026-08-12,Morning,8,9,1,Present
AT00008376,E00377,2026-08-13,Morning,8,6,0,Present
AT00008377,E00378,2026-08-14,Morning,8,7,0,Present
AT00008378,E00379,2026-08-15,Morning,8,8,0,Present
AT00008379,E00380,2026-08-16,Night,8,9,1,Present
AT00008380,E00381,2026-08-17,Evening,8,6,0,Present
AT00008381,E00382,2026-08-18,Morning,8,7,0,Present
AT00008382,E00383,2026-08-19,Evening,8,8,0,Present
AT00008384,E00385,2026-08-21,Evening,8,6,0,Present
AT00008385,E00386,2026-08-22,Morning,8,7,0,Present
AT00008386,E00387,2026-08-23,Evening,8,8,0,Present
AT00008387,E00388,2026-08-24,Night,8,9,1,Present
AT00008388,E00389,2026-08-25,Night,8,6,0,Present
AT00008389,E00390,2026-08-26,Morning,8,7,0,Present
AT00008390,E00391,2026-08-27,Night,8,8,0,Present
AT00008391,E00392,2026-08-28,Evening,8,9,1,Present
AT00008392,E00393,2026-08-29,Morning,8,6,0,Present
AT00008393,E00394,2026-08-30,Night,8,7,0,Present
AT00008394,E00395,2026-08-31,Night,8,8,0,Present
AT00008395,E00396,2025-09-01,Night,8,9,1,Present
AT00008396,E00397,2025-09-02,Night,8,6,0,Present
AT00008397,E00398,2025-09-03,Evening,8,7,0,Present
AT00008398,E00399,2025-09-04,Morning,8,8,0,Present
AT00008399,E00400,2025-09-05,Evening,8,9,1,Present
AT00008400,E00401,2025-09-06,Morning,8,6,0,Present
AT00008401,E00402,2025-09-07,Evening,8,7,0,Present
AT00008402,E00403,2025-09-08,Night,8,8,0,Present
AT00008403,E00404,2025-09-09,Morning,8,9,1,Present
AT00008404,E00405,2025-09-10,Morning,8,6,0,Present
AT00008405,E00406,2025-09-11,Evening,8,7,0,Present
AT00008406,E00407,2025-09-12,Night,8,8,0,Present
AT00008407,E00408,2025-09-13,Night,8,9,1,Present
AT00008408,E00409,2025-09-14,Night,8,6,0,Present
AT00008409,E00410,2025-09-15,Night,8,7,0,Present
AT00008410,E00411,2025-09-16,Night,8,8,0,Present
AT00008411,E00412,2025-09-17,Night,8,9,1,Present
AT00008412,E00413,2025-09-18,Night,8,6,0,Present
AT00008413,E00414,2025-09-19,Night,8,7,0,Present
AT00008414,E00415,2025-09-20,Night,8,8,0,Present
AT00008415,E00416,2025-09-21,Morning,8,9,1,Present
