Return_ID,Order_ID,Order_Item_ID,Customer_ID,Product_ID,Return_Date,Return_Quantity,Refund_Amount,Reason,Status
RT0001644,O0021373,OI00021373,C001374,P00374,2025-09-23,1,963.5815585039528,Wrong item,Pending
RT0001645,O0021386,OI00021386,C001387,P00387,2025-10-07,1,1128.7151212607507,Quality issue,Rejected
RT0001646,O0021399,OI00021399,C001400,P00400,2025-10-21,1,1293.8486840175487,Changed mind,Rejected
RT0001647,O0021412,OI00021412,C001413,P00413,2025-11-04,1,188.7240717220548,Changed mind,Refunded
RT0001648,O0021425,OI00021425,C001426,P00426,2025-11-18,1,353.8576344788528,Quality issue,Refunded
RT0001649,O0021438,OI00021438,C001439,P00439,2025-12-02,1,518.9911972356507,Late delivery,Pending
RT0001650,O0021451,OI00021451,C001452,P00452,2025-12-16,1,684.1247599924486,Late delivery,Pending
RT0001651,O0021464,OI00021464,C001465,P00465,2025-12-30,1,849.2583227492466,Quality issue,Refunded
RT0001652,O0021477,OI00021477,C001478,P00478,2026-01-13,1,1014.3918855060446,Quality issue,Rejected
RT0001653,O0021490,OI00021490,C001491,P00491,2026-01-27,1,1179.5254482628425,Changed mind,Rejected
RT0001654,O0021503,OI00021503,C001504,P00504,2026-02-10,1,74.40083596734853,Wrong item,Refunded
RT0001655,O0021516,OI00021516,C001517,P00517,2026-02-24,1,239.53439872414648,Changed mind,Rejected
RT0001656,O0021529,OI00021529,C001530,P00530,2026-03-10,1,404.6679614809444,Changed mind,Rejected
RT0001657,O0021542,OI00021542,C001543,P00543,2026-03-24,1,569.8015242377423,Quality issue,Rejected
RT0001658,O0021555,OI00021555,C001556,P00556,2026-04-07,1,734.9350869945404,Damaged,Pending
RT0001659,O0021568,OI00021568,C001569,P00569,2026-04-21,1,900.0686497513383,Late delivery,Rejected
RT0001660,O0021581,OI00021581,C001582,P00582,2026-05-05,1,1065.2022125081362,Quality issue,Refunded
RT0001661,O0021594,OI00021594,C001595,P00595,2026-05-19,1,1230.3357752649342,Wrong item,Refunded
RT0001662,O0021607,OI00021607,C001608,P00608,2026-06-02,1,125.2111629694402,Quality issue,Rejected
RT0001663,O0021620,OI00021620,C001621,P00621,2026-06-16,1,290.3447257262381,Late delivery,Refunded
RT0001664,O0021633,OI00021633,C001634,P00634,2026-06-30,1,455.4782884830361,Wrong item,Refunded
RT0001665,O0021646,OI00021646,C001647,P00647,2026-07-14,1,620.6118512398341,Quality issue,Pending
RT0001666,O0021659,OI00021659,C001660,P00660,2026-07-28,1,785.745413996632,Wrong item,Pending
RT0001667,O0021672,OI00021672,C001673,P00673,2026-08-11,1,950.87897675343,Changed mind,Refunded
RT0001668,O0021685,OI00021685,C001686,P00686,2026-08-25,1,1116.012539510228,Quality issue,Refunded
RT0001669,O0021698,OI00021698,C001699,P00699,2025-09-08,1,1281.1461022670258,Wrong item,Pending
RT0001670,O0021711,OI00021711,C001712,P00712,2025-09-22,1,176.02148997153188,Wrong item,Rejected
RT0001671,O0021724,OI00021724,C001725,P00725,2025-10-06,1,341.15505272832985,Quality issue,Refunded
RT0001672,O0021737,OI00021737,C001738,P00738,2025-10-20,1,506.28861548512776,Late delivery,Refunded
RT0001674,O0021763,OI00021763,C001764,P00764,2025-11-17,1,836.5557409987236,Late delivery,Refunded
RT0001675,O0021776,OI00021776,C001777,P00777,2025-12-01,1,1001.6893037555216,Changed mind,Refunded
RT0001676,O0021789,OI00021789,C001790,P00790,2025-12-15,1,1166.8228665123197,Changed mind,Refunded
RT0001677,O0021802,OI00021802,C001803,P00803,2025-12-29,1,61.69825421682561,Late delivery,Rejected
RT0001678,O0021815,OI00021815,C001816,P00816,2026-01-12,1,226.83181697362355,Late delivery,Refunded
RT0001679,O0021828,OI00021828,C001829,P00829,2026-01-26,1,391.9653797304215,Wrong item,Pending
RT0001681,O0021854,OI00021854,C001855,P00855,2026-02-23,1,722.2325052440174,Changed mind,Pending
RT0001682,O0021867,OI00021867,C001868,P00868,2026-03-09,1,887.3660680008154,Late delivery,Pending
RT0001683,O0021880,OI00021880,C001881,P00881,2026-03-23,1,1052.4996307576132,Quality issue,Rejected
RT0001684,O0021893,OI00021893,C001894,P00894,2026-04-06,1,1217.6331935144112,Damaged,Pending
RT0001685,O0021906,OI00021906,C001907,P00907,2026-04-20,1,112.50858121891729,Late delivery,Rejected
RT0001686,O0021919,OI00021919,C001920,P00920,2026-05-04,1,277.6421439757152,Late delivery,Pending
RT0001687,O0021932,OI00021932,C001933,P00933,2026-05-18,1,442.7757067325132,Quality issue,Pending
RT0001688,O0021945,OI00021945,C001946,P00946,2026-06-01,1,607.9092694893111,Wrong item,Refunded
RT0001689,O0021958,OI00021958,C001959,P00959,2026-06-15,1,773.0428322461091,Late delivery,Pending
RT0001690,O0021971,OI00021971,C001972,P00972,2026-06-29,1,938.176395002907,Late delivery,Refunded
RT0001691,O0021984,OI00021984,C001985,P00985,2026-07-13,1,1103.309957759705,Late delivery,Rejected
RT0001694,O0022023,OI00022023,C002024,P00024,2026-08-24,1,328.4524709778069,Quality issue,Refunded
RT0001695,O0022036,OI00022036,C002037,P00037,2025-09-07,1,493.5860337346049,Late delivery,Refunded
RT0001696,O0022049,OI00022049,C002050,P00050,2025-09-21,1,658.7195964914029,Damaged,Rejected
RT0001697,O0022062,OI00022062,C002063,P00063,2025-10-05,1,823.8531592482008,Damaged,Pending
RT0001698,O0022075,OI00022075,C002076,P00076,2025-10-19,1,988.9867220049988,Wrong item,Rejected
RT0001699,O0022088,OI00022088,C002089,P00089,2025-11-02,1,1154.1202847617967,Damaged,Refunded
RT0001700,O0022101,OI00022101,C002102,P00102,2025-11-16,1,48.995672466302686,Wrong item,Refunded
RT0001701,O0022114,OI00022114,C002115,P00115,2025-11-30,1,214.12923522310064,Damaged,Refunded
RT0001702,O0022127,OI00022127,C002128,P00128,2025-12-14,1,379.2627979798986,Damaged,Refunded
RT0001703,O0022140,OI00022140,C002141,P00141,2025-12-28,1,544.3963607366966,Late delivery,Refunded
RT0001704,O0022153,OI00022153,C002154,P00154,2026-01-11,1,709.5299234934945,Quality issue,Rejected
RT0001705,O0022166,OI00022166,C002167,P00167,2026-01-25,1,874.6634862502924,Late delivery,Refunded
RT0001706,O0022179,OI00022179,C002180,P00180,2026-02-08,1,1039.7970490070904,Quality issue,Refunded
RT0001707,O0022192,OI00022192,C002193,P00193,2026-02-22,1,1204.9306117638882,Quality issue,Pending
RT0001708,O0022205,OI00022205,C002206,P00206,2026-03-08,1,99.80599946839436,Late delivery,Refunded
RT0001709,O0022218,OI00022218,C002219,P00219,2026-03-22,1,264.93956222519233,Wrong item,Pending
RT0001710,O0022231,OI00022231,C002232,P00232,2026-04-05,1,430.0731249819903,Damaged,Pending
RT0001711,O0022244,OI00022244,C002245,P00245,2026-04-19,1,595.2066877387882,Wrong item,Refunded
RT0001712,O0022257,OI00022257,C002258,P00258,2026-05-03,1,760.3402504955861,Late delivery,Pending
RT0001713,O0022270,OI00022270,C002271,P00271,2026-05-17,1,925.4738132523842,Quality issue,Pending
RT0001714,O0022283,OI00022283,C002284,P00284,2026-05-31,1,1090.607376009182,Wrong item,Rejected
RT0001715,O0022296,OI00022296,C002297,P00297,2026-06-14,1,1255.74093876598,Late delivery,Refunded
RT0001716,O0022309,OI00022309,C002310,P00310,2026-06-28,1,150.61632647048603,Quality issue,Rejected
RT0001717,O0022322,OI00022322,C002323,P00323,2026-07-12,1,315.749889227284,Late delivery,Rejected
RT0001718,O0022335,OI00022335,C002336,P00336,2026-07-26,1,480.88345198408194,Late delivery,Refunded
RT0001719,O0022348,OI00022348,C002349,P00349,2026-08-09,1,646.0170147408799,Changed mind,Refunded
RT0001720,O0022361,OI00022361,C002362,P00362,2026-08-23,1,811.1505774976779,Late delivery,Rejected
RT0001721,O0022374,OI00022374,C002375,P00375,2025-09-06,1,976.2841402544758,Damaged,Refunded
RT0001722,O0022387,OI00022387,C002388,P00388,2025-09-20,1,1141.4177030112735,Changed mind,Refunded
RT0001723,O0022400,OI00022400,C002401,P00401,2025-10-04,1,36.29309071577977,Changed mind,Rejected
RT0001724,O0022413,OI00022413,C002414,P00414,2025-10-18,1,201.42665347257773,Wrong item,Rejected
RT0001725,O0022426,OI00022426,C002427,P00427,2025-11-01,1,366.56021622937567,Late delivery,Pending
RT0001726,O0022439,OI00022439,C002440,P00440,2025-11-15,1,531.6937789861736,Damaged,Pending
RT0001727,O0022452,OI00022452,C002453,P00453,2025-11-29,1,696.8273417429716,Wrong item,Refunded
RT0001728,O0022465,OI00022465,C002466,P00466,2025-12-13,1,861.9609044997695,Damaged,Refunded
RT0001729,O0022478,OI00022478,C002479,P00479,2025-12-27,1,1027.0944672565674,Changed mind,Rejected
RT0001730,O0022491,OI00022491,C002492,P00492,2026-01-10,1,1192.2280300133657,Changed mind,Pending
RT0001731,O0022504,OI00022504,C002505,P00505,2026-01-24,1,87.10341771787145,Wrong item,Rejected
RT0001732,O0022517,OI00022517,C002518,P00518,2026-02-07,1,252.2369804746694,Quality issue,Refunded
RT0001733,O0022530,OI00022530,C002531,P00531,2026-02-21,1,417.37054323146737,Wrong item,Rejected
RT0001734,O0022543,OI00022543,C002544,P00544,2026-03-07,1,582.5041059882653,Late delivery,Pending
RT0001735,O0022556,OI00022556,C002557,P00557,2026-03-21,1,747.6376687450633,Damaged,Pending
RT0001736,O0022569,OI00022569,C002570,P00570,2026-04-04,1,912.7712315018612,Damaged,Rejected
RT0001737,O0022582,OI00022582,C002583,P00583,2026-04-18,1,1077.9047942586592,Late delivery,Refunded
RT0001738,O0022595,OI00022595,C002596,P00596,2026-05-02,1,1243.038357015457,Late delivery,Pending
RT0001739,O0022608,OI00022608,C002609,P00609,2026-05-16,1,137.91374471996312,Changed mind,Rejected
RT0001740,O0022621,OI00022621,C002622,P00622,2026-05-30,1,303.0473074767611,Wrong item,Pending
RT0001741,O0022634,OI00022634,C002635,P00635,2026-06-13,1,468.180870233559,Damaged,Refunded
RT0001742,O0022647,OI00022647,C002648,P00648,2026-06-27,1,633.314432990357,Changed mind,Rejected
RT0001743,O0022660,OI00022660,C002661,P00661,2026-07-11,1,798.4479957471549,Quality issue,Refunded
RT0001744,O0022673,OI00022673,C002674,P00674,2026-07-25,1,963.5815585039528,Late delivery,Rejected
RT0001745,O0022686,OI00022686,C002687,P00687,2026-08-08,1,1128.7151212607507,Damaged,Refunded
RT0001746,O0022699,OI00022699,C002700,P00700,2026-08-22,1,1293.8486840175487,Wrong item,Refunded
RT0001747,O0022712,OI00022712,C002713,P00713,2025-09-05,1,188.7240717220548,Late delivery,Pending
RT0001748,O0022725,OI00022725,C002726,P00726,2025-09-19,1,353.8576344788528,Quality issue,Rejected
RT0001749,O0022738,OI00022738,C002739,P00739,2025-10-03,1,518.9911972356507,Damaged,Rejected
RT0001750,O0022751,OI00022751,C002752,P00752,2025-10-17,1,684.1247599924486,Late delivery,Pending
RT0001751,O0022764,OI00022764,C002765,P00765,2025-10-31,1,849.2583227492466,Changed mind,Pending
RT0001752,O0022777,OI00022777,C002778,P00778,2025-11-14,1,1014.3918855060446,Changed mind,Pending
RT0001753,O0022790,OI00022790,C002791,P00791,2025-11-28,1,1179.5254482628425,Damaged,Refunded
RT0001754,O0022803,OI00022803,C002804,P00804,2025-12-12,1,74.40083596734853,Damaged,Pending
RT0001755,O0022816,OI00022816,C002817,P00817,2025-12-26,1,239.53439872414648,Damaged,Rejected
RT0001756,O0022829,OI00022829,C002830,P00830,2026-01-09,1,404.6679614809444,Damaged,Rejected
RT0001757,O0022842,OI00022842,C002843,P00843,2026-01-23,1,569.8015242377423,Wrong item,Rejected
RT0001758,O0022855,OI00022855,C002856,P00856,2026-02-06,1,734.9350869945404,Wrong item,Refunded
RT0001759,O0022868,OI00022868,C002869,P00869,2026-02-20,1,900.0686497513383,Changed mind,Rejected
RT0001760,O0022881,OI00022881,C002882,P00882,2026-03-06,1,1065.2022125081362,Wrong item,Refunded
RT0001761,O0022894,OI00022894,C002895,P00895,2026-03-20,1,1230.3357752649342,Wrong item,Refunded
RT0001762,O0022907,OI00022907,C002908,P00908,2026-04-03,1,125.2111629694402,Quality issue,Pending
RT0001764,O0022933,OI00022933,C002934,P00934,2026-05-01,1,455.4782884830361,Wrong item,Pending
RT0001765,O0022946,OI00022946,C002947,P00947,2026-05-15,1,620.6118512398341,Damaged,Rejected
RT0001766,O0022959,OI00022959,C002960,P00960,2026-05-29,1,785.745413996632,Damaged,Pending
RT0001767,O0022972,OI00022972,C002973,P00973,2026-06-12,1,950.87897675343,Damaged,Refunded
RT0001768,O0022985,OI00022985,C002986,P00986,2026-06-26,1,1116.012539510228,Late delivery,Refunded
RT0001769,O0022998,OI00022998,C002999,P00999,2026-07-10,1,1281.1461022670258,Wrong item,Refunded
RT0001770,O0023011,OI00023011,C003012,P00012,2026-07-24,1,176.02148997153188,Changed mind,Rejected
RT0001771,O0023024,OI00023024,C003025,P00025,2026-08-07,1,341.15505272832985,Quality issue,Pending
RT0001772,O0023037,OI00023037,C003038,P00038,2026-08-21,1,506.28861548512776,Damaged,Pending
RT0001773,O0023050,OI00023050,C003051,P00051,2025-09-04,1,671.4221782419257,Changed mind,Rejected
RT0001774,O0023063,OI00023063,C003064,P00064,2025-09-18,1,836.5557409987236,Quality issue,Refunded
RT0001775,O0023076,OI00023076,C003077,P00077,2025-10-02,1,1001.6893037555216,Quality issue,Refunded
RT0001776,O0023089,OI00023089,C003090,P00090,2025-10-16,1,1166.8228665123197,Late delivery,Rejected
RT0001777,O0023102,OI00023102,C003103,P00103,2025-10-30,1,61.69825421682561,Quality issue,Pending
RT0001778,O0023115,OI00023115,C003116,P00116,2025-11-13,1,226.83181697362355,Late delivery,Rejected
RT0001779,O0023128,OI00023128,C003129,P00129,2025-11-27,1,391.9653797304215,Changed mind,Refunded
RT0001780,O0023141,OI00023141,C003142,P00142,2025-12-11,1,557.0989424872195,Changed mind,Refunded
RT0001781,O0023154,OI00023154,C003155,P00155,2025-12-25,1,722.2325052440174,Late delivery,Rejected
RT0001782,O0023167,OI00023167,C003168,P00168,2026-01-08,1,887.3660680008154,Late delivery,Rejected
RT0001783,O0023180,OI00023180,C003181,P00181,2026-01-22,1,1052.4996307576132,Wrong item,Refunded
RT0001784,O0023193,OI00023193,C003194,P00194,2026-02-05,1,1217.6331935144112,Changed mind,Refunded
RT0001785,O0023206,OI00023206,C003207,P00207,2026-02-19,1,112.50858121891729,Wrong item,Refunded
RT0001786,O0023219,OI00023219,C003220,P00220,2026-03-05,1,277.6421439757152,Damaged,Refunded
RT0001787,O0023232,OI00023232,C003233,P00233,2026-03-19,1,442.7757067325132,Late delivery,Rejected
RT0001788,O0023245,OI00023245,C003246,P00246,2026-04-02,1,607.9092694893111,Changed mind,Refunded
RT0001789,O0023258,OI00023258,C003259,P00259,2026-04-16,1,773.0428322461091,Damaged,Pending
RT0001790,O0023271,OI00023271,C003272,P00272,2026-04-30,1,938.176395002907,Damaged,Refunded
RT0001791,O0023284,OI00023284,C003285,P00285,2026-05-14,1,1103.309957759705,Wrong item,Rejected
RT0001792,O0023297,OI00023297,C003298,P00298,2026-05-28,1,1268.443520516503,Quality issue,Refunded
RT0001793,O0023310,OI00023310,C003311,P00311,2026-06-11,1,163.31890822100897,Quality issue,Refunded
RT0001794,O0023323,OI00023323,C003324,P00324,2026-06-25,1,328.4524709778069,Quality issue,Refunded
RT0001795,O0023336,OI00023336,C003337,P00337,2026-07-09,1,493.5860337346049,Wrong item,Refunded
RT0001796,O0023349,OI00023349,C003350,P00350,2026-07-23,1,658.7195964914029,Late delivery,Pending
RT0001797,O0023362,OI00023362,C003363,P00363,2026-08-06,1,823.8531592482008,Late delivery,Pending
RT0001798,O0023375,OI00023375,C003376,P00376,2026-08-20,1,988.9867220049988,Quality issue,Refunded
RT0001799,O0023388,OI00023388,C003389,P00389,2025-09-03,1,1154.1202847617967,Wrong item,Rejected
RT0001800,O0023401,OI00023401,C003402,P00402,2025-09-17,1,48.995672466302686,Damaged,Rejected
RT0001801,O0023414,OI00023414,C003415,P00415,2025-10-01,1,214.12923522310064,Late delivery,Refunded
RT0001802,O0023427,OI00023427,C003428,P00428,2025-10-15,1,379.2627979798986,Wrong item,Pending
RT0001803,O0023440,OI00023440,C003441,P00441,2025-10-29,1,544.3963607366966,Late delivery,Refunded
RT0001804,O0023453,OI00023453,C003454,P00454,2025-11-12,1,709.5299234934945,Wrong item,Rejected
RT0001805,O0023466,OI00023466,C003467,P00467,2025-11-26,1,874.6634862502924,Late delivery,Refunded
RT0001806,O0023479,OI00023479,C003480,P00480,2025-12-10,1,1039.7970490070904,Late delivery,Refunded
RT0001807,O0023492,OI00023492,C003493,P00493,2025-12-24,1,1204.9306117638882,Wrong item,Refunded
RT0001808,O0023505,OI00023505,C003506,P00506,2026-01-07,1,99.80599946839436,Late delivery,Refunded
RT0001809,O0023518,OI00023518,C003519,P00519,2026-01-21,1,264.93956222519233,Late delivery,Refunded
RT0001810,O0023531,OI00023531,C003532,P00532,2026-02-04,1,430.0731249819903,Late delivery,Refunded
RT0001811,O0023544,OI00023544,C003545,P00545,2026-02-18,1,595.2066877387882,Damaged,Rejected
RT0001812,O0023557,OI00023557,C003558,P00558,2026-03-04,1,760.3402504955861,Quality issue,Refunded
RT0001813,O0023570,OI00023570,C003571,P00571,2026-03-18,1,925.4738132523842,Late delivery,Refunded
RT0001814,O0023583,OI00023583,C003584,P00584,2026-04-01,1,1090.607376009182,Damaged,Refunded
RT0001815,O0023596,OI00023596,C003597,P00597,2026-04-15,1,1255.74093876598,Quality issue,Refunded
RT0001816,O0023609,OI00023609,C003610,P00610,2026-04-29,1,150.61632647048603,Damaged,Rejected
RT0001817,O0023622,OI00023622,C003623,P00623,2026-05-13,1,315.749889227284,Quality issue,Refunded
RT0001818,O0023635,OI00023635,C003636,P00636,2026-05-27,1,480.88345198408194,Changed mind,Rejected
RT0001819,O0023648,OI00023648,C003649,P00649,2026-06-10,1,646.0170147408799,Late delivery,Refunded
RT0001820,O0023661,OI00023661,C003662,P00662,2026-06-24,1,811.1505774976779,Damaged,Refunded
RT0001821,O0023674,OI00023674,C003675,P00675,2026-07-08,1,976.2841402544758,Changed mind,Refunded
RT0001822,O0023687,OI00023687,C003688,P00688,2026-07-22,1,1141.4177030112735,Late delivery,Rejected
RT0001823,O0023700,OI00023700,C003701,P00701,2026-08-05,1,36.29309071577977,Changed mind,Rejected
RT0001824,O0023713,OI00023713,C003714,P00714,2026-08-19,1,201.42665347257773,Wrong item,Pending
RT0001825,O0023726,OI00023726,C003727,P00727,2025-09-02,1,366.56021622937567,Damaged,Rejected
RT0001826,O0023739,OI00023739,C003740,P00740,2025-09-16,1,531.6937789861736,Wrong item,Rejected
RT0001827,O0023752,OI00023752,C003753,P00753,2025-09-30,1,696.8273417429716,Quality issue,Refunded
RT0001828,O0023765,OI00023765,C003766,P00766,2025-10-14,1,861.9609044997695,Changed mind,Rejected
RT0001829,O0023778,OI00023778,C003779,P00779,2025-10-28,1,1027.0944672565674,Late delivery,Pending
RT0001830,O0023791,OI00023791,C003792,P00792,2025-11-11,1,1192.2280300133657,Quality issue,Refunded
RT0001831,O0023804,OI00023804,C003805,P00805,2025-11-25,1,87.10341771787145,Late delivery,Pending
RT0001832,O0023817,OI00023817,C003818,P00818,2025-12-09,1,252.2369804746694,Quality issue,Pending
RT0001833,O0023830,OI00023830,C003831,P00831,2025-12-23,1,417.37054323146737,Damaged,Pending
RT0001834,O0023843,OI00023843,C003844,P00844,2026-01-06,1,582.5041059882653,Late delivery,Rejected
RT0001835,O0023856,OI00023856,C003857,P00857,2026-01-20,1,747.6376687450633,Late delivery,Pending
RT0001836,O0023869,OI00023869,C003870,P00870,2026-02-03,1,912.7712315018612,Changed mind,Refunded
RT0001837,O0023882,OI00023882,C003883,P00883,2026-02-17,1,1077.9047942586592,Damaged,Refunded
RT0001838,O0023895,OI00023895,C003896,P00896,2026-03-03,1,1243.038357015457,Damaged,Rejected
RT0001839,O0023908,OI00023908,C003909,P00909,2026-03-17,1,137.91374471996312,Damaged,Refunded
RT0001840,O0023921,OI00023921,C003922,P00922,2026-03-31,1,303.0473074767611,Damaged,Refunded
RT0001842,O0023947,OI00023947,C003948,P00948,2026-04-28,1,633.314432990357,Damaged,Rejected
RT0001843,O0023960,OI00023960,C003961,P00961,2026-05-12,1,798.4479957471549,Late delivery,Pending
RT0001844,O0023973,OI00023973,C003974,P00974,2026-05-26,1,963.5815585039528,Damaged,Refunded
RT0001845,O0023986,OI00023986,C003987,P00987,2026-06-09,1,1128.7151212607507,Changed mind,Pending
RT0001846,O0023999,OI00023999,C004000,P01000,2026-06-23,1,1293.8486840175487,Late delivery,Pending
RT0001847,O0024012,OI00024012,C004013,P00013,2026-07-07,1,188.7240717220548,Damaged,Refunded
RT0001848,O0024025,OI00024025,C004026,P00026,2026-07-21,1,353.8576344788528,Wrong item,Pending
RT0001849,O0024038,OI00024038,C004039,P00039,2026-08-04,1,518.9911972356507,Changed mind,Pending
RT0001850,O0024051,OI00024051,C004052,P00052,2026-08-18,1,684.1247599924486,Damaged,Pending
RT0001851,O0024064,OI00024064,C004065,P00065,2025-09-01,1,849.2583227492466,Late delivery,Rejected
RT0001852,O0024077,OI00024077,C004078,P00078,2025-09-15,1,1014.3918855060446,Late delivery,Rejected
RT0001853,O0024090,OI00024090,C004091,P00091,2025-09-29,1,1179.5254482628425,Quality issue,Refunded
RT0001854,O0024103,OI00024103,C004104,P00104,2025-10-13,1,74.40083596734853,Quality issue,Refunded
RT0001855,O0024116,OI00024116,C004117,P00117,2025-10-27,1,239.53439872414648,Late delivery,Rejected
RT0001856,O0024129,OI00024129,C004130,P00130,2025-11-10,1,404.6679614809444,Quality issue,Refunded
RT0001857,O0024142,OI00024142,C004143,P00143,2025-11-24,1,569.8015242377423,Damaged,Pending
RT0001858,O0024155,OI00024155,C004156,P00156,2025-12-08,1,734.9350869945404,Late delivery,Pending
RT0001859,O0024168,OI00024168,C004169,P00169,2025-12-22,1,900.0686497513383,Wrong item,Refunded
RT0001860,O0024181,OI00024181,C004182,P00182,2026-01-05,1,1065.2022125081362,Late delivery,Rejected
RT0001861,O0024194,OI00024194,C004195,P00195,2026-01-19,1,1230.3357752649342,Late delivery,Refunded
RT0001862,O0024207,OI00024207,C004208,P00208,2026-02-02,1,125.2111629694402,Changed mind,Rejected
RT0001863,O0024220,OI00024220,C004221,P00221,2026-02-16,1,290.3447257262381,Wrong item,Pending
RT0001864,O0024233,OI00024233,C004234,P00234,2026-03-02,1,455.4782884830361,Damaged,Rejected
RT0001865,O0024246,OI00024246,C004247,P00247,2026-03-16,1,620.6118512398341,Quality issue,Refunded
RT0001866,O0024259,OI00024259,C004260,P00260,2026-03-30,1,785.745413996632,Changed mind,Pending
RT0001867,O0024272,OI00024272,C004273,P00273,2026-04-13,1,950.87897675343,Changed mind,Rejected
RT0001868,O0024285,OI00024285,C004286,P00286,2026-04-27,1,1116.012539510228,Quality issue,Rejected
RT0001869,O0024298,OI00024298,C004299,P00299,2026-05-11,1,1281.1461022670258,Late delivery,Rejected
RT0001870,O0024311,OI00024311,C004312,P00312,2026-05-25,1,176.02148997153188,Wrong item,Rejected
RT0001871,O0024324,OI00024324,C004325,P00325,2026-06-08,1,341.15505272832985,Wrong item,Pending
RT0001872,O0024337,OI00024337,C004338,P00338,2026-06-22,1,506.28861548512776,Late delivery,Pending
RT0001873,O0024350,OI00024350,C004351,P00351,2026-07-06,1,671.4221782419257,Quality issue,Pending
RT0001874,O0024363,OI00024363,C004364,P00364,2026-07-20,1,836.5557409987236,Wrong item,Rejected
RT0001875,O0024376,OI00024376,C004377,P00377,2026-08-03,1,1001.6893037555216,Late delivery,Rejected
RT0001876,O0024389,OI00024389,C004390,P00390,2026-08-17,1,1166.8228665123197,Damaged,Rejected
RT0001877,O0024402,OI00024402,C004403,P00403,2026-08-31,1,61.69825421682561,Changed mind,Refunded
RT0001878,O0024415,OI00024415,C004416,P00416,2025-09-14,1,226.83181697362355,Quality issue,Refunded
RT0001879,O0024428,OI00024428,C004429,P00429,2025-09-28,1,391.9653797304215,Late delivery,Pending
RT0001880,O0024441,OI00024441,C004442,P00442,2025-10-12,1,557.0989424872195,Wrong item,Pending
RT0001881,O0024454,OI00024454,C004455,P00455,2025-10-26,1,722.2325052440174,Late delivery,Pending
RT0001882,O0024467,OI00024467,C004468,P00468,2025-11-09,1,887.3660680008154,Wrong item,Pending
RT0001883,O0024480,OI00024480,C004481,P00481,2025-11-23,1,1052.4996307576132,Damaged,Rejected
RT0001884,O0024493,OI00024493,C004494,P00494,2025-12-07,1,1217.6331935144112,Wrong item,Rejected
RT0001885,O0024506,OI00024506,C004507,P00507,2025-12-21,1,112.50858121891729,Damaged,Refunded
RT0001886,O0024519,OI00024519,C004520,P00520,2026-01-04,1,277.6421439757152,Wrong item,Pending
RT0001887,O0024532,OI00024532,C004533,P00533,2026-01-18,1,442.7757067325132,Quality issue,Pending
RT0001888,O0024545,OI00024545,C004546,P00546,2026-02-01,1,607.9092694893111,Quality issue,Rejected
RT0001889,O0024558,OI00024558,C004559,P00559,2026-02-15,1,773.0428322461091,Late delivery,Pending
RT0001890,O0024571,OI00024571,C004572,P00572,2026-03-01,1,938.176395002907,Wrong item,Refunded
RT0001891,O0024584,OI00024584,C004585,P00585,2026-03-15,1,1103.309957759705,Quality issue,Rejected
RT0001892,O0024597,OI00024597,C004598,P00598,2026-03-29,1,1268.443520516503,Changed mind,Refunded
RT0001893,O0024610,OI00024610,C004611,P00611,2026-04-12,1,163.31890822100897,Damaged,Pending
RT0001894,O0024623,OI00024623,C004624,P00624,2026-04-26,1,328.4524709778069,Damaged,Refunded
RT0001895,O0024636,OI00024636,C004637,P00637,2026-05-10,1,493.5860337346049,Late delivery,Pending
RT0001896,O0024649,OI00024649,C004650,P00650,2026-05-24,1,658.7195964914029,Quality issue,Pending
RT0001897,O0024662,OI00024662,C004663,P00663,2026-06-07,1,823.8531592482008,Late delivery,Pending
RT0001898,O0024675,OI00024675,C004676,P00676,2026-06-21,1,988.9867220049988,Wrong item,Pending
RT0001899,O0024688,OI00024688,C004689,P00689,2026-07-05,1,1154.1202847617967,Damaged,Pending
RT0001900,O0024701,OI00024701,C004702,P00702,2026-07-19,1,48.995672466302686,Quality issue,Pending
RT0001901,O0024714,OI00024714,C004715,P00715,2026-08-02,1,214.12923522310064,Wrong item,Refunded
RT0001902,O0024727,OI00024727,C004728,P00728,2026-08-16,1,379.2627979798986,Damaged,Pending
RT0001903,O0024740,OI00024740,C004741,P00741,2026-08-30,1,544.3963607366966,Late delivery,Rejected
RT0001904,O0024753,OI00024753,C004754,P00754,2025-09-13,1,709.5299234934945,Changed mind,Refunded
RT0001905,O0024766,OI00024766,C004767,P00767,2025-09-27,1,874.6634862502924,Quality issue,Refunded
RT0001906,O0024779,OI00024779,C004780,P00780,2025-10-11,1,1039.7970490070904,Late delivery,Rejected
RT0001907,O0024792,OI00024792,C004793,P00793,2025-10-25,1,1204.9306117638882,Damaged,Rejected
RT0001908,O0024805,OI00024805,C004806,P00806,2025-11-08,1,99.80599946839436,Late delivery,Pending
RT0001909,O0024818,OI00024818,C004819,P00819,2025-11-22,1,264.93956222519233,Wrong item,Rejected
RT0001910,O0024831,OI00024831,C004832,P00832,2025-12-06,1,430.0731249819903,Wrong item,Pending
RT0001911,O0024844,OI00024844,C004845,P00845,2025-12-20,1,595.2066877387882,Wrong item,Refunded
RT0001912,O0024857,OI00024857,C004858,P00858,2026-01-03,1,760.3402504955861,Damaged,Refunded
RT0001913,O0024870,OI00024870,C004871,P00871,2026-01-17,1,925.4738132523842,Quality issue,Pending
