Inventory_ID,Snapshot_Date,Warehouse_ID,Product_ID,Opening_Stock,Purchases,Units_Sold,Returns_In,Adjustments,Closing_Stock,Unit_Cost,Stock_Value,Stockout_Flag
ST00005975,2026-01-14,W016,P00976,525,275,245,8,1,564,8550,4822200.0,0
ST00005976,2026-01-15,W017,P00977,526,276,252,0,2,552,8660,4780320.0,0
ST00005977,2026-01-16,W018,P00978,527,277,259,1,3,549,8770,4814730.0,0
ST00005978,2026-01-17,W019,P00979,528,278,266,2,-3,539,8880,4786320.0,0
ST00005979,2026-01-18,W020,P00980,529,279,273,3,-2,536,8990,4818640.0,0
ST00005980,2026-01-19,W001,P00981,530,280,280,4,-1,533,9100,4850300.0,0
ST00005981,2026-01-20,W002,P00982,531,281,287,5,0,530,9210,4881300.0,0
ST00005982,2026-01-21,W003,P00983,532,282,294,6,1,527,9320,4911640.0,0
ST00005983,2026-01-22,W004,P00984,533,283,301,7,2,524,9430,4941320.0,0
ST00005984,2026-01-23,W005,P00985,534,284,308,8,3,521,9540,4970340.0,0
ST00005985,2026-01-24,W006,P00986,535,285,315,0,-3,502,9650,4844300.0,0
ST00005986,2026-01-25,W007,P00987,536,286,322,1,-2,499,9760,4870240.0,0
ST00005987,2026-01-26,W008,P00988,537,287,329,2,-1,496,9870,4895520.0,0
ST00005988,2026-01-27,W009,P00989,538,288,336,3,0,493,9980,4920140.0,0
ST00005989,2026-01-28,W010,P00990,539,289,343,4,1,490,10090,4944100.0,0
ST00005990,2026-01-29,W011,P00991,540,290,350,5,2,487,10200,4967400.0,0
ST00005991,2026-01-30,W012,P00992,541,291,357,6,3,484,10310,4990040.0,0
ST00005992,2026-01-31,W013,P00993,542,292,364,7,-3,474,10420,4939080.0,0
ST00005993,2026-02-01,W014,P00994,543,293,371,8,-2,471,10530,4959630.0,0
ST00005994,2026-02-02,W015,P00995,544,294,378,0,-1,459,10640,4883760.0,0
ST00005995,2026-02-03,W016,P00996,545,295,385,1,0,456,10750,4902000.0,0
ST00005996,2026-02-04,W017,P00997,546,296,392,2,1,453,10860,4919580.0,0
ST00005998,2026-02-06,W019,P00999,548,298,406,4,3,447,11080,4952760.0,0
ST00005999,2026-02-07,W020,P01000,549,299,413,5,-3,437,11190,4890030.0,0
ST00006000,2026-02-08,W001,P00001,50,0,0,6,-2,54,300,16200.0,0
ST00006001,2026-02-09,W002,P00002,51,1,7,7,-1,51,410,20910.0,0
ST00006002,2026-02-10,W003,P00003,52,2,14,8,-200,-152,520,-79040.0,1
ST00006003,2026-02-11,W004,P00004,53,3,21,0,1,36,630,22680.0,0
ST00006004,2026-02-12,W005,P00005,54,4,28,1,2,33,740,24420.0,0
ST00006005,2026-02-13,W006,P00006,55,5,35,2,3,30,850,25500.0,0
ST00006006,2026-02-14,W007,P00007,56,6,42,3,-3,20,960,19200.0,0
ST00006007,2026-02-15,W008,P00008,57,7,49,4,-2,17,1070,18190.0,0
ST00006008,2026-02-16,W009,P00009,58,8,56,5,-1,14,1180,16520.0,0
ST00006009,2026-02-17,W010,P00010,59,9,63,6,0,11,1290,14190.0,0
ST00006010,2026-02-18,W011,P00011,60,10,70,7,1,8,1400,11200.0,0
ST00006011,2026-02-19,W012,P00012,61,11,77,8,2,5,1510,7550.0,0
ST00006012,2026-02-20,W013,P00013,62,12,84,0,3,-7,1620,-11340.0,1
ST00006013,2026-02-21,W014,P00014,63,13,91,1,-3,-17,1730,-29410.0,1
ST00006014,2026-02-22,W015,P00015,64,14,98,2,-2,-20,1840,-36800.0,1
ST00006015,2026-02-23,W016,P00016,65,15,105,3,-1,-23,1950,-44850.0,1
ST00006016,2026-02-24,W017,P00017,66,16,112,4,0,-26,2060,-53560.0,1
ST00006017,2026-02-25,W018,P00018,67,17,119,5,1,-29,2170,-62930.0,1
ST00006018,2026-02-26,W019,P00019,68,18,126,6,2,-32,2280,-72960.0,1
ST00006019,2026-02-27,W020,P00020,69,19,133,7,3,-35,2390,-83650.0,1
ST00006020,2026-02-28,W001,P00021,70,20,140,8,-3,-45,2500,-112500.0,1
ST00006021,2026-03-01,W002,P00022,71,21,147,0,-2,-57,2610,-148770.0,1
ST00006022,2026-03-02,W003,P00023,72,22,154,1,-1,-60,2720,-163200.0,1
ST00006023,2026-03-03,W004,P00024,73,23,161,2,0,-63,2830,-178290.0,1
ST00006024,2026-03-04,W005,P00025,74,24,168,3,1,-66,2940,-194040.0,1
ST00006025,2026-03-05,W006,P00026,75,25,175,4,2,-69,3050,-210450.0,1
ST00006026,2026-03-06,W007,P00027,76,26,182,5,3,-72,3160,-227520.0,1
ST00006027,2026-03-07,W008,P00028,77,27,189,6,-3,-82,3270,-268140.0,1
ST00006028,2026-03-08,W009,P00029,78,28,196,7,-2,-85,3380,-287300.0,1
ST00006029,2026-03-09,W010,P00030,79,29,203,8,-1,-88,3490,-307120.0,1
ST00006030,2026-03-10,W011,P00031,80,30,210,0,0,-100,3600,-360000.0,1
ST00006031,2026-03-11,W012,P00032,81,31,217,1,1,-103,3710,-382130.0,1
ST00006032,2026-03-12,W013,P00033,82,32,224,2,2,-106,3820,-404920.0,1
ST00006033,2026-03-13,W014,P00034,83,33,231,3,3,-109,3930,-428370.0,1
ST00006034,2026-03-14,W015,P00035,84,34,238,4,-3,-119,4040,-480760.0,1
ST00006035,2026-03-15,W016,P00036,85,35,245,5,-2,-122,4150,-506300.0,1
ST00006036,2026-03-16,W017,P00037,86,36,252,6,-1,-125,4260,-532500.0,1
ST00006037,2026-03-17,W018,P00038,87,37,259,7,0,-128,4370,-559360.0,1
ST00006038,2026-03-18,W019,P00039,88,38,266,8,1,-131,4480,-586880.0,1
ST00006039,2026-03-19,W020,P00040,89,39,273,0,2,-143,4590,-656370.0,1
ST00006040,2026-03-20,W001,P00041,90,40,280,1,3,-146,4700,-686200.0,1
ST00006041,2026-03-21,W002,P00042,91,41,287,2,-3,-156,4810,-750360.0,1
ST00006042,2026-03-22,W003,P00043,92,42,294,3,-2,-159,4920,-782280.0,1
ST00006043,2026-03-23,W004,P00044,93,43,301,4,-1,-162,5030,-814860.0,1
ST00006044,2026-03-24,W005,P00045,94,44,308,5,0,-165,5140,-848100.0,1
ST00006045,2026-03-25,W006,P00046,95,45,315,6,1,-168,5250,-882000.0,1
ST00006046,2026-03-26,W007,P00047,96,46,322,7,2,-171,5360,-916560.0,1
ST00006047,2026-03-27,W008,P00048,97,47,329,8,3,-174,5470,-951780.0,1
ST00006048,2026-03-28,W009,P00049,98,48,336,0,-3,-193,5580,-1076940.0,1
ST00006049,2026-03-29,W010,P00050,99,49,343,1,-2,-196,5690,-1115240.0,1
ST00006050,2026-03-30,W011,P00051,100,50,350,2,-1,-199,5800,-1154200.0,1
ST00006051,2026-03-31,W012,P00052,101,51,357,3,0,-202,5910,-1193820.0,1
ST00006052,2026-04-01,W013,P00053,102,52,364,4,1,-205,6020,-1234100.0,1
ST00006053,2026-04-02,W014,P00054,103,53,371,5,2,-208,6130,-1275040.0,1
ST00006054,2026-04-03,W015,P00055,104,54,378,6,3,-211,6240,-1316640.0,1
ST00006055,2026-04-04,W016,P00056,105,55,385,7,-3,-221,6350,-1403350.0,1
ST00006056,2026-04-05,W017,P00057,106,56,392,8,-2,-224,6460,-1447040.0,1
ST00006057,2026-04-06,W018,P00058,107,57,399,0,-1,-236,6570,-1550520.0,1
ST00006058,2026-04-07,W019,P00059,108,58,406,1,0,-239,6680,-1596520.0,1
ST00006059,2026-04-08,W020,P00060,109,59,413,2,1,-242,6790,-1643180.0,1
ST00006060,2026-04-09,W001,P00061,110,60,0,3,2,175,6900,1207500.0,0
ST00006061,2026-04-10,W002,P00062,111,61,7,4,3,172,7010,1205720.0,0
ST00006062,2026-04-11,W003,P00063,112,62,14,5,-3,162,7120,1153440.0,0
ST00006063,2026-04-12,W004,P00064,113,63,21,6,-2,159,7230,1149570.0,0
ST00006064,2026-04-13,W005,P00065,114,64,28,7,-1,156,7340,1145040.0,0
ST00006065,2026-04-14,W006,P00066,115,65,35,8,0,153,7450,1139850.0,0
ST00006066,2026-04-15,W007,P00067,116,66,42,0,1,141,7560,1065960.0,0
ST00006067,2026-04-16,W008,P00068,117,67,49,1,2,138,7670,1058460.0,0
ST00006068,2026-04-17,W009,P00069,118,68,56,2,3,135,7780,1050300.0,0
ST00006069,2026-04-18,W010,P00070,119,69,63,3,-3,125,7890,986250.0,0
ST00006070,2026-04-19,W011,P00071,120,70,70,4,-2,122,8000,976000.0,0
ST00006071,2026-04-20,W012,P00072,121,71,77,5,-1,119,8110,965090.0,0
ST00006072,2026-04-21,W013,P00073,122,72,84,6,0,116,8220,953520.0,0
ST00006073,2026-04-22,W014,P00074,123,73,91,7,1,113,8330,941290.0,0
ST00006074,2026-04-23,W015,P00075,124,74,98,8,2,110,8440,928400.0,0
ST00006075,2026-04-24,W016,P00076,125,75,105,0,3,98,8550,837900.0,0
ST00006076,2026-04-25,W017,P00077,126,76,112,1,-3,88,8660,762080.0,0
ST00006077,2026-04-26,W018,P00078,127,77,119,2,-2,85,8770,745450.0,0
ST00006078,2026-04-27,W019,P00079,128,78,126,3,-1,82,8880,728160.0,0
ST00006079,2026-04-28,W020,P00080,129,79,133,4,0,79,8990,710210.0,0
ST00006080,2026-04-29,W001,P00081,130,80,140,5,1,76,9100,691600.0,0
ST00006081,2026-04-30,W002,P00082,131,81,147,6,2,73,9210,672330.0,0
ST00006082,2026-05-01,W003,P00083,132,82,154,7,3,70,9320,652400.0,0
ST00006083,2026-05-02,W004,P00084,133,83,161,8,-3,60,9430,565800.0,0
ST00006084,2026-05-03,W005,P00085,134,84,168,0,-2,48,9540,457920.0,0
ST00006085,2026-05-04,W006,P00086,135,85,175,1,-1,45,9650,434250.0,0
ST00006086,2026-05-05,W007,P00087,136,86,182,2,0,42,9760,409920.0,0
ST00006087,2026-05-06,W008,P00088,137,87,189,3,1,39,9870,384930.0,0
ST00006088,2026-05-07,W009,P00089,138,88,196,4,2,36,9980,359280.0,0
ST00006089,2026-05-08,W010,P00090,139,89,203,5,3,33,10090,332970.0,0
ST00006090,2026-05-09,W011,P00091,140,90,210,6,-3,23,10200,234600.0,0
ST00006091,2026-05-10,W012,P00092,141,91,217,7,-2,20,10310,206200.0,0
ST00006092,2026-05-11,W013,P00093,142,92,224,8,-1,17,10420,177140.0,0
ST00006093,2026-05-12,W014,P00094,143,93,231,0,0,5,10530,52650.0,0
ST00006094,2026-05-13,W015,P00095,144,94,238,1,1,2,10640,21280.0,0
ST00006095,2026-05-14,W016,P00096,145,95,245,2,2,-1,10750,-10750.0,1
ST00006096,2026-05-15,W017,P00097,146,96,252,3,3,-4,10860,-43440.0,1
ST00006097,2026-05-16,W018,P00098,147,97,259,4,-3,-14,10970,-153580.0,1
ST00006098,2026-05-17,W019,P00099,148,98,266,5,-2,-17,11080,-188360.0,1
ST00006099,2026-05-18,W020,P00100,149,99,273,6,-1,-20,11190,-223800.0,1
ST00006100,2026-05-19,W001,P00101,150,100,280,7,0,-23,300,-6900.0,1
ST00006101,2026-05-20,W002,P00102,151,101,287,8,1,-26,410,-10660.0,1
ST00006102,2026-05-21,W003,P00103,152,102,294,0,2,-38,520,-19760.0,1
ST00006103,2026-05-22,W004,P00104,153,103,301,1,3,-41,630,-25830.0,1
ST00006104,2026-05-23,W005,P00105,154,104,308,2,-3,-51,740,-37740.0,1
ST00006105,2026-05-24,W006,P00106,155,105,315,3,-2,-54,850,-45900.0,1
ST00006106,2026-05-25,W007,P00107,156,106,322,4,-1,-57,960,-54720.0,1
ST00006107,2026-05-26,W008,P00108,157,107,329,5,0,-60,1070,-64200.0,1
ST00006108,2026-05-27,W009,P00109,158,108,336,6,1,-63,1180,-74340.0,1
ST00006109,2026-05-28,W010,P00110,159,109,343,7,2,-66,1290,-85140.0,1
ST00006110,2026-05-29,W011,P00111,160,110,350,8,3,-69,1400,-96600.0,1
ST00006111,2026-05-30,W012,P00112,161,111,357,0,-3,-88,1510,-132880.0,1
ST00006112,2026-05-31,W013,P00113,162,112,364,1,-2,-91,1620,-147420.0,1
ST00006113,2026-06-01,W014,P00114,163,113,371,2,-1,-94,1730,-162620.0,1
ST00006114,2026-06-02,W015,P00115,164,114,378,3,0,-97,1840,-178480.0,1
ST00006115,2026-06-03,W016,P00116,165,115,385,4,1,-100,1950,-195000.0,1
ST00006116,2026-06-04,W017,P00117,166,116,392,5,2,-103,2060,-212180.0,1
ST00006117,2026-06-05,W018,P00118,167,117,399,6,3,-106,2170,-230020.0,1
ST00006118,2026-06-06,W019,P00119,168,118,406,7,-3,-116,2280,-264480.0,1
ST00006119,2026-06-07,W020,P00120,169,119,413,8,-2,-119,2390,-284410.0,1
ST00006120,2026-06-08,W001,P00121,170,120,0,0,-1,289,2500,722500.0,0
ST00006121,2026-06-09,W002,P00122,171,121,7,1,0,286,2610,746460.0,0
ST00006122,2026-06-10,W003,P00123,172,122,14,2,1,283,2720,769760.0,0
ST00006123,2026-06-11,W004,P00124,173,123,21,3,2,280,2830,792400.0,0
ST00006124,2026-06-12,W005,P00125,174,124,28,4,3,277,2940,814380.0,0
ST00006125,2026-06-13,W006,P00126,175,125,35,5,-3,267,3050,814350.0,0
ST00006126,2026-06-14,W007,P00127,176,126,42,6,-2,264,3160,834240.0,0
ST00006127,2026-06-15,W008,P00128,177,127,49,7,-1,261,3270,853470.0,0
ST00006128,2026-06-16,W009,P00129,178,128,56,8,0,258,3380,872040.0,0
ST00006129,2026-06-17,W010,P00130,179,129,63,0,1,246,3490,858540.0,0
ST00006130,2026-06-18,W011,P00131,180,130,70,1,2,243,3600,874800.0,0
ST00006131,2026-06-19,W012,P00132,181,131,77,2,3,240,3710,890400.0,0
ST00006132,2026-06-20,W013,P00133,182,132,84,3,-3,230,3820,878600.0,0
ST00006133,2026-06-21,W014,P00134,183,133,91,4,-2,227,3930,892110.0,0
ST00006134,2026-06-22,W015,P00135,184,134,98,5,-1,224,4040,904960.0,0
ST00006135,2026-06-23,W016,P00136,185,135,105,6,0,221,4150,917150.0,0
ST00006136,2026-06-24,W017,P00137,186,136,112,7,1,218,4260,928680.0,0
ST00006137,2026-06-25,W018,P00138,187,137,119,8,2,215,4370,939550.0,0
ST00006138,2026-06-26,W019,P00139,188,138,126,0,3,203,4480,909440.0,0
ST00006139,2026-06-27,W020,P00140,189,139,133,1,-3,193,4590,885870.0,0
ST00006140,2026-06-28,W001,P00141,190,140,140,2,-2,190,4700,893000.0,0
ST00006141,2026-06-29,W002,P00142,191,141,147,3,-1,187,4810,899470.0,0
ST00006142,2026-06-30,W003,P00143,192,142,154,4,0,184,4920,905280.0,0
ST00006143,2026-07-01,W004,P00144,193,143,161,5,1,181,5030,910430.0,0
ST00006144,2026-07-02,W005,P00145,194,144,168,6,2,178,5140,914920.0,0
ST00006145,2026-07-03,W006,P00146,195,145,175,7,3,175,5250,918750.0,0
ST00006146,2026-07-04,W007,P00147,196,146,182,8,-3,165,5360,884400.0,0
ST00006147,2026-07-05,W008,P00148,197,147,189,0,-2,153,5470,836910.0,0
ST00006148,2026-07-06,W009,P00149,198,148,196,1,-1,150,5580,837000.0,0
ST00006149,2026-07-07,W010,P00150,199,149,203,2,0,147,5690,836430.0,0
ST00006150,2026-07-08,W011,P00151,200,150,210,3,1,144,5800,835200.0,0
ST00006151,2026-07-09,W012,P00152,201,151,217,4,2,141,5910,833310.0,0
ST00006152,2026-07-10,W013,P00153,202,152,224,5,3,138,6020,830760.0,0
ST00006153,2026-07-11,W014,P00154,203,153,231,6,-3,128,6130,784640.0,0
ST00006154,2026-07-12,W015,P00155,204,154,238,7,-2,125,6240,780000.0,0
ST00006155,2026-07-13,W016,P00156,205,155,245,8,-1,122,6350,774700.0,0
ST00006156,2026-07-14,W017,P00157,206,156,252,0,0,110,6460,710600.0,0
ST00006157,2026-07-15,W018,P00158,207,157,259,1,1,107,6570,702990.0,0
ST00006158,2026-07-16,W019,P00159,208,158,266,2,2,104,6680,694720.0,0
ST00006159,2026-07-17,W020,P00160,209,159,273,3,3,101,6790,685790.0,0
ST00006160,2026-07-18,W001,P00161,210,160,280,4,-3,91,6900,627900.0,0
ST00006161,2026-07-19,W002,P00162,211,161,287,5,-2,88,7010,616880.0,0
ST00006162,2026-07-20,W003,P00163,212,162,294,6,-1,85,7120,605200.0,0
ST00006163,2026-07-21,W004,P00164,213,163,301,7,0,82,7230,592860.0,0
ST00006164,2026-07-22,W005,P00165,214,164,308,8,1,79,7340,579860.0,0
ST00006165,2026-07-23,W006,P00166,215,165,315,0,2,67,7450,499150.0,0
ST00006166,2026-07-24,W007,P00167,216,166,322,1,3,64,7560,483840.0,0
ST00006167,2026-07-25,W008,P00168,217,167,329,2,-3,54,7670,414180.0,0
ST00006168,2026-07-26,W009,P00169,218,168,336,3,-2,51,7780,396780.0,0
ST00006169,2026-07-27,W010,P00170,219,169,343,4,-1,48,7890,378720.0,0
ST00006170,2026-07-28,W011,P00171,220,170,350,5,0,45,8000,360000.0,0
ST00006171,2026-07-29,W012,P00172,221,171,357,6,1,42,8110,340620.0,0
ST00006172,2026-07-30,W013,P00173,222,172,364,7,2,39,8220,320580.0,0
ST00006173,2026-07-31,W014,P00174,223,173,371,8,3,36,8330,299880.0,0
ST00006174,2026-08-01,W015,P00175,224,174,378,0,-3,17,8440,143480.0,0
ST00006175,2026-08-02,W016,P00176,225,175,385,1,-2,14,8550,119700.0,0
ST00006176,2026-08-03,W017,P00177,226,176,392,2,-1,11,8660,95260.0,0
ST00006177,2026-08-04,W018,P00178,227,177,399,3,0,8,8770,70160.0,0
ST00006178,2026-08-05,W019,P00179,228,178,406,4,1,5,8880,44400.0,0
ST00006179,2026-08-06,W020,P00180,229,179,413,5,2,2,8990,17980.0,0
ST00006180,2026-08-07,W001,P00181,230,180,0,6,3,419,9100,3812900.0,0
ST00006181,2026-08-08,W002,P00182,231,181,7,7,-3,409,9210,3766890.0,0
ST00006182,2026-08-09,W003,P00183,232,182,14,8,-2,406,9320,3783920.0,0
ST00006183,2026-08-10,W004,P00184,233,183,21,0,-1,394,9430,3715420.0,0
ST00006184,2026-08-11,W005,P00185,234,184,28,1,0,391,9540,3730140.0,0
ST00006185,2026-08-12,W006,P00186,235,185,35,2,1,388,9650,3744200.0,0
ST00006186,2026-08-13,W007,P00187,236,186,42,3,2,385,9760,3757600.0,0
ST00006187,2026-08-14,W008,P00188,237,187,49,4,3,382,9870,3770340.0,0
ST00006188,2026-08-15,W009,P00189,238,188,56,5,-3,372,9980,3712560.0,0
ST00006189,2026-08-16,W010,P00190,239,189,63,6,-2,369,10090,3723210.0,0
ST00006190,2026-08-17,W011,P00191,240,190,70,7,-1,366,10200,3733200.0,0
ST00006191,2026-08-18,W012,P00192,241,191,77,8,0,363,10310,3742530.0,0
ST00006192,2026-08-19,W013,P00193,242,192,84,0,1,351,10420,3657420.0,0
ST00006193,2026-08-20,W014,P00194,243,193,91,1,2,348,10530,3664440.0,0
ST00006194,2026-08-21,W015,P00195,244,194,98,2,3,345,10640,3670800.0,0
ST00006195,2026-08-22,W016,P00196,245,195,105,3,-3,335,10750,3601250.0,0
ST00006196,2026-08-23,W017,P00197,246,196,112,4,-2,332,10860,3605520.0,0
ST00006197,2026-08-24,W018,P00198,247,197,119,5,-1,329,10970,3609130.0,0
ST00006198,2026-08-25,W019,P00199,248,198,126,6,0,326,11080,3612080.0,0
ST00006199,2026-08-26,W020,P00200,249,199,133,7,1,323,11190,3614370.0,0
ST00006200,2026-08-27,W001,P00201,250,200,140,8,2,320,300,96000.0,0
ST00006201,2026-08-28,W002,P00202,251,201,147,0,3,308,410,126280.0,0
ST00006202,2026-08-29,W003,P00203,252,202,154,1,-3,298,520,154960.0,0
ST00006203,2026-08-30,W004,P00204,253,203,161,2,-2,295,630,185850.0,0
ST00006204,2026-08-31,W005,P00205,254,204,168,3,-1,292,740,216080.0,0
ST00006205,2025-09-01,W006,P00206,255,205,175,4,0,289,850,245650.0,0
ST00006206,2025-09-02,W007,P00207,256,206,182,5,1,286,960,274560.0,0
ST00006207,2025-09-03,W008,P00208,257,207,189,6,2,283,1070,302810.0,0
ST00006208,2025-09-04,W009,P00209,258,208,196,7,3,280,1180,330400.0,0
ST00006209,2025-09-05,W010,P00210,259,209,203,8,-3,270,1290,348300.0,0
ST00006210,2025-09-06,W011,P00211,260,210,210,0,-2,258,1400,361200.0,0
ST00006211,2025-09-07,W012,P00212,261,211,217,1,-1,255,1510,385050.0,0
ST00006212,2025-09-08,W013,P00213,262,212,224,2,0,252,1620,408240.0,0
ST00006213,2025-09-09,W014,P00214,263,213,231,3,1,249,1730,430770.0,0
ST00006214,2025-09-10,W015,P00215,264,214,238,4,2,246,1840,452640.0,0
ST00006215,2025-09-11,W016,P00216,265,215,245,5,3,243,1950,473850.0,0
ST00006216,2025-09-12,W017,P00217,266,216,252,6,-3,233,2060,479980.0,0
ST00006217,2025-09-13,W018,P00218,267,217,259,7,-2,230,2170,499100.0,0
ST00006218,2025-09-14,W019,P00219,268,218,266,8,-1,227,2280,517560.0,0
ST00006219,2025-09-15,W020,P00220,269,219,273,0,0,215,2390,513850.0,0
ST00006220,2025-09-16,W001,P00221,270,220,280,1,1,212,2500,530000.0,0
ST00006221,2025-09-17,W002,P00222,271,221,287,2,2,209,2610,545490.0,0
ST00006222,2025-09-18,W003,P00223,272,222,294,3,3,206,2720,560320.0,0
ST00006223,2025-09-19,W004,P00224,273,223,301,4,-3,196,2830,554680.0,0
ST00006224,2025-09-20,W005,P00225,274,224,308,5,-2,193,2940,567420.0,0
ST00006225,2025-09-21,W006,P00226,275,225,315,6,-1,190,3050,579500.0,0
ST00006226,2025-09-22,W007,P00227,276,226,322,7,0,187,3160,590920.0,0
ST00006227,2025-09-23,W008,P00228,277,227,329,8,1,184,3270,601680.0,0
ST00006228,2025-09-24,W009,P00229,278,228,336,0,2,172,3380,581360.0,0
ST00006229,2025-09-25,W010,P00230,279,229,343,1,3,169,3490,589810.0,0
ST00006230,2025-09-26,W011,P00231,280,230,350,2,-3,159,3600,572400.0,0
ST00006231,2025-09-27,W012,P00232,281,231,357,3,-2,156,3710,578760.0,0
ST00006232,2025-09-28,W013,P00233,282,232,364,4,-1,153,3820,584460.0,0
ST00006233,2025-09-29,W014,P00234,283,233,371,5,0,150,3930,589500.0,0
ST00006234,2025-09-30,W015,P00235,284,234,378,6,1,147,4040,593880.0,0
ST00006235,2025-10-01,W016,P00236,285,235,385,7,2,144,4150,597600.0,0
ST00006236,2025-10-02,W017,P00237,286,236,392,8,3,141,4260,600660.0,0
ST00006237,2025-10-03,W018,P00238,287,237,399,0,-3,122,4370,533140.0,0
ST00006238,2025-10-04,W019,P00239,288,238,406,1,-2,119,4480,533120.0,0
ST00006239,2025-10-05,W020,P00240,289,239,413,2,-1,116,4590,532440.0,0
ST00006240,2025-10-06,W001,P00241,290,240,0,3,0,533,4700,2505100.0,0
ST00006241,2025-10-07,W002,P00242,291,241,7,4,1,530,4810,2549300.0,0
ST00006242,2025-10-08,W003,P00243,292,242,14,5,2,527,4920,2592840.0,0
ST00006243,2025-10-09,W004,P00244,293,243,21,6,3,524,5030,2635720.0,0
ST00006244,2025-10-10,W005,P00245,294,244,28,7,-3,514,5140,2641960.0,0
ST00006245,2025-10-11,W006,P00246,295,245,35,8,-2,511,5250,2682750.0,0
ST00006246,2025-10-12,W007,P00247,296,246,42,0,-1,499,5360,2674640.0,0
ST00006247,2025-10-13,W008,P00248,297,247,49,1,0,496,5470,2713120.0,0
ST00006248,2025-10-14,W009,P00249,298,248,56,2,1,493,5580,2750940.0,0
ST00006249,2025-10-15,W010,P00250,299,249,63,3,2,490,5690,2788100.0,0
ST00006250,2025-10-16,W011,P00251,300,250,70,4,3,487,5800,2824600.0,0
ST00006251,2025-10-17,W012,P00252,301,251,77,5,-3,477,5910,2819070.0,0
ST00006252,2025-10-18,W013,P00253,302,252,84,6,-2,474,6020,2853480.0,0
ST00006253,2025-10-19,W014,P00254,303,253,91,7,-1,471,6130,2887230.0,0
ST00006254,2025-10-20,W015,P00255,304,254,98,8,0,468,6240,2920320.0,0
ST00006255,2025-10-21,W016,P00256,305,255,105,0,1,456,6350,2895600.0,0
ST00006256,2025-10-22,W017,P00257,306,256,112,1,2,453,6460,2926380.0,0
ST00006257,2025-10-23,W018,P00258,307,257,119,2,3,450,6570,2956500.0,0
ST00006258,2025-10-24,W019,P00259,308,258,126,3,-3,440,6680,2939200.0,0
ST00006259,2025-10-25,W020,P00260,309,259,133,4,-2,437,6790,2967230.0,0
ST00006260,2025-10-26,W001,P00261,310,260,140,5,-1,434,6900,2994600.0,0
ST00006261,2025-10-27,W002,P00262,311,261,147,6,0,431,7010,3021310.0,0
ST00006262,2025-10-28,W003,P00263,312,262,154,7,1,428,7120,3047360.0,0
ST00006263,2025-10-29,W004,P00264,313,263,161,8,2,425,7230,3072750.0,0
ST00006264,2025-10-30,W005,P00265,314,264,168,0,3,413,7340,3031420.0,0
ST00006265,2025-10-31,W006,P00266,315,265,175,1,-3,403,7450,3002350.0,0
ST00006266,2025-11-01,W007,P00267,316,266,182,2,-2,400,7560,3024000.0,0
ST00006267,2025-11-02,W008,P00268,317,267,189,3,-1,397,7670,3044990.0,0
ST00006268,2025-11-03,W009,P00269,318,268,196,4,0,394,7780,3065320.0,0
ST00006269,2025-11-04,W010,P00270,319,269,203,5,1,391,7890,3084990.0,0
ST00006270,2025-11-05,W011,P00271,320,270,210,6,2,388,8000,3104000.0,0
ST00006271,2025-11-06,W012,P00272,321,271,217,7,3,385,8110,3122350.0,0
ST00006272,2025-11-07,W013,P00273,322,272,224,8,-3,375,8220,3082500.0,0
ST00006273,2025-11-08,W014,P00274,323,273,231,0,-2,363,8330,3023790.0,0
ST00006274,2025-11-09,W015,P00275,324,274,238,1,-1,360,8440,3038400.0,0
ST00006275,2025-11-10,W016,P00276,325,275,245,2,0,357,8550,3052350.0,0
ST00006276,2025-11-11,W017,P00277,326,276,252,3,1,354,8660,3065640.0,0
ST00006277,2025-11-12,W018,P00278,327,277,259,4,2,351,8770,3078270.0,0
ST00006278,2025-11-13,W019,P00279,328,278,266,5,3,348,8880,3090240.0,0
ST00006279,2025-11-14,W020,P00280,329,279,273,6,-3,338,8990,3038620.0,0
ST00006280,2025-11-15,W001,P00281,330,280,280,7,-2,335,9100,3048500.0,0
ST00006281,2025-11-16,W002,P00282,331,281,287,8,-1,332,9210,3057720.0,0
ST00006282,2025-11-17,W003,P00283,332,282,294,0,0,320,9320,2982400.0,0
ST00006283,2025-11-18,W004,P00284,333,283,301,1,1,317,9430,2989310.0,0
ST00006284,2025-11-19,W005,P00285,334,284,308,2,2,314,9540,2995560.0,0
ST00006285,2025-11-20,W006,P00286,335,285,315,3,3,311,9650,3001150.0,0
ST00006286,2025-11-21,W007,P00287,336,286,322,4,-3,301,9760,2937760.0,0
ST00006287,2025-11-22,W008,P00288,337,287,329,5,-2,298,9870,2941260.0,0
ST00006288,2025-11-23,W009,P00289,338,288,336,6,-1,295,9980,2944100.0,0
ST00006289,2025-11-24,W010,P00290,339,289,343,7,0,292,10090,2946280.0,0
ST00006290,2025-11-25,W011,P00291,340,290,350,8,1,289,10200,2947800.0,0
ST00006291,2025-11-26,W012,P00292,341,291,357,0,2,277,10310,2855870.0,0
ST00006292,2025-11-27,W013,P00293,342,292,364,1,3,274,10420,2855080.0,0
ST00006293,2025-11-28,W014,P00294,343,293,371,2,-3,264,10530,2779920.0,0
ST00006294,2025-11-29,W015,P00295,344,294,378,3,-2,261,10640,2777040.0,0
ST00006295,2025-11-30,W016,P00296,345,295,385,4,-1,258,10750,2773500.0,0
ST00006296,2025-12-01,W017,P00297,346,296,392,5,0,255,10860,2769300.0,0
