Product_ID,Product_Name,Category,Subcategory,Supplier_ID,List_Price,Standard_Cost,Launch_Date,Lead_Time_Days,Status
P00273,Home Appliances Product 0273,Home Appliances,Subcategory 9,S00074,13275,8330,2026-06-01,58,Active
P00274,Accessories Product 0274,Accessories,Subcategory 10,S00075,13450,8440,2026-06-02,59,Active
P00275,IT Equipment Product 0275,IT Equipment,Subcategory 11,S00076,13625,8550,2026-06-03,5,Active
P00276,Electronics Product 0276,Electronics,Subcategory 12,S00077,13800,8660,2026-06-04,6,Active
P00277,Furniture Product 0277,Furniture,Subcategory 13,S00078,13975,8770,2026-06-05,7,Active
P00278,Office Supplies Product 0278,Office Supplies,Subcategory 14,S00079,14150,8880,2026-06-06,8,Active
P00279,Home Appliances Product 0279,Home Appliances,Subcategory 15,S00080,14325,8990,2026-06-07,9,Active
P00280,Accessories Product 0280,Accessories,Subcategory 16,S00081,14500,9100,2026-06-08,10,Active
P00281,IT Equipment Product 0281,IT Equipment,Subcategory 17,S00082,14675,9210,2026-06-09,11,Active
P00282,Electronics Product 0282,Electronics,Subcategory 18,S00083,14850,9320,2026-06-10,12,Active
P00283,Furniture Product 0283,Furniture,Subcategory 19,S00084,15025,9430,2026-06-11,13,Active
P00284,Office Supplies Product 0284,Office Supplies,Subcategory 20,S00085,15200,9540,2026-06-12,14,Active
P00285,Home Appliances Product 0285,Home Appliances,Subcategory 21,S00086,15375,9650,2026-06-13,15,Active
P00286,Accessories Product 0286,Accessories,Subcategory 22,S00087,15550,9760,2026-06-14,16,Active
P00287,IT Equipment Product 0287,IT Equipment,Subcategory 23,S00088,15725,9870,2026-06-15,17,Active
P00288,Electronics Product 0288,Electronics,Subcategory 0,S00089,15900,9980,2026-06-16,18,Active
P00289,Furniture Product 0289,Furniture,Subcategory 1,S00090,16075,10090,2026-06-17,19,Active
P00290,Office Supplies Product 0290,Office Supplies,Subcategory 2,S00091,16250,10200,2026-06-18,20,Active
P00291,Home Appliances Product 0291,Home Appliances,Subcategory 3,S00092,16425,10310,2026-06-19,21,Active
P00292,Accessories Product 0292,Accessories,Subcategory 4,S00093,16600,10420,2026-06-20,22,Active
P00293,IT Equipment Product 0293,IT Equipment,Subcategory 5,S00094,16775,10530,2026-06-21,23,Active
P00294,Electronics Product 0294,Electronics,Subcategory 6,S00095,16950,10640,2026-06-22,24,Active
P00295,Furniture Product 0295,Furniture,Subcategory 7,S00096,17125,10750,2026-06-23,25,Active
P00296,Office Supplies Product 0296,Office Supplies,Subcategory 8,S00097,17300,10860,2026-06-24,26,Active
P00297,Home Appliances Product 0297,Home Appliances,Subcategory 9,S00098,17475,10970,2026-06-25,27,Active
P00298,Accessories Product 0298,Accessories,Subcategory 10,S00099,17650,11080,2026-06-26,28,Active
P00299,IT Equipment Product 0299,IT Equipment,Subcategory 11,S00100,17825,11190,2026-06-27,29,Active
P00300,Electronics Product 0300,Electronics,Subcategory 12,S00101,500,300,2026-06-28,30,Active
P00301,Furniture Product 0301,Furniture,Subcategory 13,S00102,675,410,2026-06-29,31,Discontinued
P00302,Office Supplies Product 0302,Office Supplies,Subcategory 14,S00103,850,520,2026-06-30,32,Active
P00303,Home Appliances Product 0303,Home Appliances,Subcategory 15,S00104,1025,630,2026-07-01,33,Active
P00304,Accessories Product 0304,Accessories,Subcategory 16,S00105,1200,740,2026-07-02,34,Active
P00305,IT Equipment Product 0305,IT Equipment,Subcategory 17,S00106,1375,850,2026-07-03,35,Active
P00306,Electronics Product 0306,Electronics,Subcategory 18,S00107,1550,960,2026-07-04,36,Active
P00308,Office Supplies Product 0308,Office Supplies,Subcategory 20,S00109,1900,1180,2026-07-06,38,Active
P00309,Home Appliances Product 0309,Home Appliances,Subcategory 21,S00110,2075,1290,2026-07-07,39,Active
P00310,Accessories Product 0310,Accessories,Subcategory 22,S00111,2250,1400,2026-07-08,40,Active
P00311,IT Equipment Product 0311,IT Equipment,Subcategory 23,S00112,2425,1510,2026-07-09,41,Active
P00312,Electronics Product 0312,Electronics,Subcategory 0,S00113,2600,1620,2026-07-10,42,Active
P00313,Furniture Product 0313,Furniture,Subcategory 1,S00114,2775,1730,2026-07-11,43,Active
P00314,Office Supplies Product 0314,Office Supplies,Subcategory 2,S00115,2950,1840,2026-07-12,44,Active
P00315,Home Appliances Product 0315,Home Appliances,Subcategory 3,S00116,3125,1950,2026-07-13,45,Active
P00316,Accessories Product 0316,Accessories,Subcategory 4,S00117,3300,2060,2026-07-14,46,Active
P00317,IT Equipment Product 0317,IT Equipment,Subcategory 5,S00118,3475,2170,2026-07-15,47,Active
P00318,Electronics Product 0318,Electronics,Subcategory 6,S00119,3650,2280,2026-07-16,48,Active
P00319,Furniture Product 0319,Furniture,Subcategory 7,S00120,3825,2390,2026-07-17,49,Active
P00320,Office Supplies Product 0320,Office Supplies,Subcategory 8,S00121,4000,2500,2026-07-18,50,Active
P00321,Home Appliances Product 0321,Home Appliances,Subcategory 9,S00122,4175,2610,2026-07-19,51,Active
P00322,Accessories Product 0322,Accessories,Subcategory 10,S00123,4350,2720,2026-07-20,52,Active
P00323,IT Equipment Product 0323,IT Equipment,Subcategory 11,S00124,4525,2830,2026-07-21,53,Active
P00324,Electronics Product 0324,Electronics,Subcategory 12,S00125,4700,2940,2026-07-22,54,Active
P00325,Furniture Product 0325,Furniture,Subcategory 13,S00126,4875,3050,2026-07-23,55,Active
P00326,Office Supplies Product 0326,Office Supplies,Subcategory 14,S00127,5050,3160,2026-07-24,56,Active
P00327,Home Appliances Product 0327,Home Appliances,Subcategory 15,S00128,5225,3270,2026-07-25,57,Active
P00328,Accessories Product 0328,Accessories,Subcategory 16,S00129,5400,3380,2026-07-26,58,Active
P00329,IT Equipment Product 0329,IT Equipment,Subcategory 17,S00130,5575,3490,2026-07-27,59,Active
P00330,Electronics Product 0330,Electronics,Subcategory 18,S00131,5750,3600,2026-07-28,5,Active
P00331,Furniture Product 0331,Furniture,Subcategory 19,S00132,5925,3710,2026-07-29,6,Active
P00332,Office Supplies Product 0332,Office Supplies,Subcategory 20,S00133,6100,3820,2026-07-30,7,Active
P00333,Home Appliances Product 0333,Home Appliances,Subcategory 21,S00134,6275,3930,2026-07-31,8,Active
P00334,Accessories Product 0334,Accessories,Subcategory 22,S00135,6450,4040,2026-08-01,9,Active
P00335,IT Equipment Product 0335,IT Equipment,Subcategory 23,S00136,6625,4150,2026-08-02,10,Active
P00336,Electronics Product 0336,Electronics,Subcategory 0,S00137,6800,4260,2026-08-03,11,Active
P00337,Furniture Product 0337,Furniture,Subcategory 1,S00138,6975,4370,2026-08-04,12,Active
P00338,Office Supplies Product 0338,Office Supplies,Subcategory 2,S00139,7150,4480,2026-08-05,13,Active
P00339,Home Appliances Product 0339,Home Appliances,Subcategory 3,S00140,7325,4590,2026-08-06,14,Active
P00340,Accessories Product 0340,Accessories,Subcategory 4,S00141,7500,4700,2026-08-07,15,Active
P00341,IT Equipment Product 0341,IT Equipment,Subcategory 5,S00142,7675,4810,2026-08-08,16,Active
P00342,Electronics Product 0342,Electronics,Subcategory 6,S00143,7850,4920,2026-08-09,17,Active
P00343,Furniture Product 0343,Furniture,Subcategory 7,S00144,8025,5030,2026-08-10,18,Active
P00344,Office Supplies Product 0344,Office Supplies,Subcategory 8,S00145,8200,5140,2026-08-11,19,Discontinued
P00345,Home Appliances Product 0345,Home Appliances,Subcategory 9,S00146,8375,5250,2026-08-12,20,Active
P00346,Accessories Product 0346,Accessories,Subcategory 10,S00147,8550,5360,2026-08-13,21,Active
P00347,IT Equipment Product 0347,IT Equipment,Subcategory 11,S00148,8725,5470,2026-08-14,22,Active
P00348,Electronics Product 0348,Electronics,Subcategory 12,S00149,8900,5580,2026-08-15,23,Active
P00349,Furniture Product 0349,Furniture,Subcategory 13,S00150,9075,5690,2026-08-16,24,Active
P00350,Office Supplies Product 0350,Office Supplies,Subcategory 14,S00151,9250,5800,2026-08-17,25,Active
P00351,Home Appliances Product 0351,Home Appliances,Subcategory 15,S00152,9425,5910,2026-08-18,26,Active
P00352,Accessories Product 0352,Accessories,Subcategory 16,S00153,9600,6020,2026-08-19,27,Active
P00353,IT Equipment Product 0353,IT Equipment,Subcategory 17,S00154,9775,6130,2026-08-20,28,Active
P00354,Electronics Product 0354,Electronics,Subcategory 18,S00155,9950,6240,2026-08-21,29,Active
P00355,Furniture Product 0355,Furniture,Subcategory 19,S00156,10125,6350,2026-08-22,30,Active
P00356,Office Supplies Product 0356,Office Supplies,Subcategory 20,S00157,10300,6460,2026-08-23,31,Active
P00357,Home Appliances Product 0357,Home Appliances,Subcategory 21,S00158,10475,6570,2026-08-24,32,Active
P00358,Accessories Product 0358,Accessories,Subcategory 22,S00159,10650,6680,2026-08-25,33,Active
P00359,IT Equipment Product 0359,IT Equipment,Subcategory 23,S00160,10825,6790,2026-08-26,34,Active
P00360,Electronics Product 0360,Electronics,Subcategory 0,S00161,11000,6900,2026-08-27,35,Active
P00361,Furniture Product 0361,Furniture,Subcategory 1,S00162,11175,7010,2026-08-28,36,Active
P00362,Office Supplies Product 0362,Office Supplies,Subcategory 2,S00163,11350,7120,2026-08-29,37,Active
P00363,Home Appliances Product 0363,Home Appliances,Subcategory 3,S00164,11525,7230,2026-08-30,38,Active
P00364,Accessories Product 0364,Accessories,Subcategory 4,S00165,11700,7340,2026-08-31,39,Active
P00365,IT Equipment Product 0365,IT Equipment,Subcategory 5,S00166,11875,7450,2025-09-01,40,Active
P00366,Electronics Product 0366,Electronics,Subcategory 6,S00167,12050,7560,2025-09-02,41,Active
P00367,Furniture Product 0367,Furniture,Subcategory 7,S00168,12225,7670,2025-09-03,42,Active
P00368,Office Supplies Product 0368,Office Supplies,Subcategory 8,S00169,12400,7780,2025-09-04,43,Active
P00369,Home Appliances Product 0369,Home Appliances,Subcategory 9,S00170,12575,7890,2025-09-05,44,Active
P00370,Accessories Product 0370,Accessories,Subcategory 10,S00171,12750,8000,2025-09-06,45,Active
P00371,IT Equipment Product 0371,IT Equipment,Subcategory 11,S00172,12925,8110,2025-09-07,46,Active
P00372,Electronics Product 0372,Electronics,Subcategory 12,S00173,13100,8220,2025-09-08,47,Active
P00373,Furniture Product 0373,Furniture,Subcategory 13,S00174,13275,8330,2025-09-09,48,Active
P00374,Office Supplies Product 0374,Office Supplies,Subcategory 14,S00175,13450,8440,2025-09-10,49,Active
P00375,Home Appliances Product 0375,Home Appliances,Subcategory 15,S00176,13625,8550,2025-09-11,50,Active
P00376,Accessories Product 0376,Accessories,Subcategory 16,S00177,13800,8660,2025-09-12,51,Active
P00377,IT Equipment Product 0377,IT Equipment,Subcategory 17,S00178,13975,8770,2025-09-13,52,Active
P00378,Electronics Product 0378,Electronics,Subcategory 18,S00179,14150,8880,2025-09-14,53,Active
P00379,Furniture Product 0379,Furniture,Subcategory 19,S00180,14325,8990,2025-09-15,54,Active
P00380,Office Supplies Product 0380,Office Supplies,Subcategory 20,S00181,14500,9100,2025-09-16,55,Active
P00381,Home Appliances Product 0381,Home Appliances,Subcategory 21,S00182,14675,9210,2025-09-17,56,Active
P00382,Accessories Product 0382,Accessories,Subcategory 22,S00183,14850,9320,2025-09-18,57,Active
P00383,IT Equipment Product 0383,IT Equipment,Subcategory 23,S00184,15025,9430,2025-09-19,58,Active
P00384,Electronics Product 0384,Electronics,Subcategory 0,S00185,15200,9540,2025-09-20,59,Active
P00385,Furniture Product 0385,Furniture,Subcategory 1,S00186,15375,9650,2025-09-21,5,Active
P00386,Office Supplies Product 0386,Office Supplies,Subcategory 2,S00187,15550,9760,2025-09-22,6,Active
P00387,Home Appliances Product 0387,Home Appliances,Subcategory 3,S00188,15725,9870,2025-09-23,7,Discontinued
P00388,Accessories Product 0388,Accessories,Subcategory 4,S00189,15900,9980,2025-09-24,8,Active
P00389,IT Equipment Product 0389,IT Equipment,Subcategory 5,S00190,16075,10090,2025-09-25,9,Active
P00390,Electronics Product 0390,Electronics,Subcategory 6,S00191,16250,10200,2025-09-26,10,Active
P00391,Furniture Product 0391,Furniture,Subcategory 7,S00192,16425,10310,2025-09-27,11,Active
P00392,Office Supplies Product 0392,Office Supplies,Subcategory 8,S00193,16600,10420,2025-09-28,12,Active
P00393,Home Appliances Product 0393,Home Appliances,Subcategory 9,S00194,16775,10530,2025-09-29,13,Active
P00394,Accessories Product 0394,Accessories,Subcategory 10,S00195,16950,10640,2025-09-30,14,Active
P00395,IT Equipment Product 0395,IT Equipment,Subcategory 11,S00196,17125,10750,2025-10-01,15,Active
P00396,Electronics Product 0396,Electronics,Subcategory 12,S00197,17300,10860,2025-10-02,16,Active
P00397,Furniture Product 0397,Furniture,Subcategory 13,S00198,17475,10970,2025-10-03,17,Active
P00398,Office Supplies Product 0398,Office Supplies,Subcategory 14,S00199,17650,11080,2025-10-04,18,Active
P00399,Home Appliances Product 0399,Home Appliances,Subcategory 15,S00200,17825,11190,2025-10-05,19,Active
P00400,Accessories Product 0400,Accessories,Subcategory 16,S00001,500,300,2025-10-06,20,Active
P00401,IT Equipment Product 0401,IT Equipment,Subcategory 17,S00002,675,410,2025-10-07,21,Active
P00402,Electronics Product 0402,Electronics,Subcategory 18,S00003,850,520,2025-10-08,22,Active
P00403,Furniture Product 0403,Furniture,Subcategory 19,S00004,1025,630,2025-10-09,23,Active
P00404,Office Supplies Product 0404,Office Supplies,Subcategory 20,S00005,1200,740,2025-10-10,24,Active
P00405,Home Appliances Product 0405,Home Appliances,Subcategory 21,S00006,1375,850,2025-10-11,25,Active
P00406,Accessories Product 0406,Accessories,Subcategory 22,S00007,1550,960,2025-10-12,26,Active
P00407,IT Equipment Product 0407,IT Equipment,Subcategory 23,S00008,1725,1070,2025-10-13,27,Active
P00408,Electronics Product 0408,Electronics,Subcategory 0,S00009,1900,1180,2025-10-14,28,Active
P00409,Furniture Product 0409,Furniture,Subcategory 1,S00010,2075,1290,2025-10-15,29,Active
P00410,Office Supplies Product 0410,Office Supplies,Subcategory 2,S00011,2250,1400,2025-10-16,30,Active
P00411,Home Appliances Product 0411,Home Appliances,Subcategory 3,S00012,2425,1510,2025-10-17,31,Active
P00412,Accessories Product 0412,Accessories,Subcategory 4,S00013,2600,1620,2025-10-18,32,Active
P00413,IT Equipment Product 0413,IT Equipment,Subcategory 5,S00014,2775,1730,2025-10-19,33,Active
P00414,Electronics Product 0414,Electronics,Subcategory 6,S00015,2950,1840,2025-10-20,34,Active
P00415,Furniture Product 0415,Furniture,Subcategory 7,S00016,3125,1950,2025-10-21,35,Active
P00416,Office Supplies Product 0416,Office Supplies,Subcategory 8,S00017,3300,2060,2025-10-22,36,Active
P00417,Home Appliances Product 0417,Home Appliances,Subcategory 9,S00018,3475,2170,2025-10-23,37,Active
P00418,Accessories Product 0418,Accessories,Subcategory 10,S00019,3650,2280,2025-10-24,38,Active
P00419,IT Equipment Product 0419,IT Equipment,Subcategory 11,S00020,3825,2390,2025-10-25,39,Active
P00420,Electronics Product 0420,Electronics,Subcategory 12,S00021,4000,2500,2025-10-26,40,Active
P00422,Office Supplies Product 0422,Office Supplies,Subcategory 14,S00023,4350,2720,2025-10-28,42,Active
P00423,Home Appliances Product 0423,Home Appliances,Subcategory 15,S00024,4525,2830,2025-10-29,43,Active
P00424,Accessories Product 0424,Accessories,Subcategory 16,S00025,4700,2940,2025-10-30,44,Active
P00425,IT Equipment Product 0425,IT Equipment,Subcategory 17,S00026,4875,3050,2025-10-31,45,Active
P00426,Electronics Product 0426,Electronics,Subcategory 18,S00027,5050,3160,2025-11-01,46,Active
P00427,Furniture Product 0427,Furniture,Subcategory 19,S00028,5225,3270,2025-11-02,47,Active
P00428,Office Supplies Product 0428,Office Supplies,Subcategory 20,S00029,5400,3380,2025-11-03,48,Active
P00429,Home Appliances Product 0429,Home Appliances,Subcategory 21,S00030,5575,3490,2025-11-04,49,Active
P00430,Accessories Product 0430,Accessories,Subcategory 22,S00031,5750,3600,2025-11-05,50,Discontinued
P00431,IT Equipment Product 0431,IT Equipment,Subcategory 23,S00032,5925,3710,2025-11-06,51,Active
P00432,Electronics Product 0432,Electronics,Subcategory 0,S00033,6100,3820,2025-11-07,52,Active
P00433,Furniture Product 0433,Furniture,Subcategory 1,S00034,6275,3930,2025-11-08,53,Active
P00434,Office Supplies Product 0434,Office Supplies,Subcategory 2,S00035,6450,4040,2025-11-09,54,Active
P00435,Home Appliances Product 0435,Home Appliances,Subcategory 3,S00036,6625,4150,2025-11-10,55,Active
P00436,Accessories Product 0436,Accessories,Subcategory 4,S00037,6800,4260,2025-11-11,56,Active
P00437,IT Equipment Product 0437,IT Equipment,Subcategory 5,S00038,6975,4370,2025-11-12,57,Active
P00438,Electronics Product 0438,Electronics,Subcategory 6,S00039,7150,4480,2025-11-13,58,Active
P00439,Furniture Product 0439,Furniture,Subcategory 7,S00040,7325,4590,2025-11-14,59,Active
P00440,Office Supplies Product 0440,Office Supplies,Subcategory 8,S00041,7500,4700,2025-11-15,5,Active
P00441,Home Appliances Product 0441,Home Appliances,Subcategory 9,S00042,7675,4810,2025-11-16,6,Active
P00442,Accessories Product 0442,Accessories,Subcategory 10,S00043,7850,4920,2025-11-17,7,Active
P00443,IT Equipment Product 0443,IT Equipment,Subcategory 11,S00044,8025,5030,2025-11-18,8,Active
P00444,Electronics Product 0444,Electronics,Subcategory 12,S00045,8200,5140,2025-11-19,9,Active
P00445,Furniture Product 0445,Furniture,Subcategory 13,S00046,8375,5250,2025-11-20,10,Active
P00446,Office Supplies Product 0446,Office Supplies,Subcategory 14,S00047,8550,5360,2025-11-21,11,Active
P00447,Home Appliances Product 0447,Home Appliances,Subcategory 15,S00048,8725,5470,2025-11-22,12,Active
P00448,Accessories Product 0448,Accessories,Subcategory 16,S00049,8900,5580,2025-11-23,13,Active
P00449,IT Equipment Product 0449,IT Equipment,Subcategory 17,S00050,9075,5690,2025-11-24,14,Active
P00450,Electronics Product 0450,Electronics,Subcategory 18,S00051,9250,5800,2025-11-25,15,Active
P00451,Furniture Product 0451,Furniture,Subcategory 19,S00052,9425,5910,2025-11-26,16,Active
P00452,Office Supplies Product 0452,Office Supplies,Subcategory 20,S00053,9600,6020,2025-11-27,17,Active
P00453,Home Appliances Product 0453,Home Appliances,Subcategory 21,S00054,9775,6130,2025-11-28,18,Active
P00454,Accessories Product 0454,Accessories,Subcategory 22,S00055,9950,6240,2025-11-29,19,Active
P00455,IT Equipment Product 0455,IT Equipment,Subcategory 23,S00056,10125,6350,2025-11-30,20,Active
P00456,Electronics Product 0456,Electronics,Subcategory 0,S00057,10300,6460,2025-12-01,21,Active
P00457,Furniture Product 0457,Furniture,Subcategory 1,S00058,10475,6570,2025-12-02,22,Active
P00458,Office Supplies Product 0458,Office Supplies,Subcategory 2,S00059,10650,6680,2025-12-03,23,Active
P00459,Home Appliances Product 0459,Home Appliances,Subcategory 3,S00060,10825,6790,2025-12-04,24,Active
P00460,Accessories Product 0460,Accessories,Subcategory 4,S00061,11000,6900,2025-12-05,25,Active
P00461,IT Equipment Product 0461,IT Equipment,Subcategory 5,S00062,11175,7010,2025-12-06,26,Active
P00462,Electronics Product 0462,Electronics,Subcategory 6,S00063,11350,7120,2025-12-07,27,Active
P00463,Furniture Product 0463,Furniture,Subcategory 7,S00064,11525,7230,2025-12-08,28,Active
P00464,Office Supplies Product 0464,Office Supplies,Subcategory 8,S00065,11700,7340,2025-12-09,29,Active
P00465,Home Appliances Product 0465,Home Appliances,Subcategory 9,S00066,11875,7450,2025-12-10,30,Active
P00466,Accessories Product 0466,Accessories,Subcategory 10,S00067,12050,7560,2025-12-11,31,Active
P00467,IT Equipment Product 0467,IT Equipment,Subcategory 11,S00068,12225,7670,2025-12-12,32,Active
P00468,Electronics Product 0468,Electronics,Subcategory 12,S00069,12400,7780,2025-12-13,33,Active
P00469,Furniture Product 0469,Furniture,Subcategory 13,S00070,12575,7890,2025-12-14,34,Active
P00470,Office Supplies Product 0470,Office Supplies,Subcategory 14,S00071,12750,8000,2025-12-15,35,Active
P00471,Home Appliances Product 0471,Home Appliances,Subcategory 15,S00072,12925,8110,2025-12-16,36,Active
P00472,Accessories Product 0472,Accessories,Subcategory 16,S00073,13100,8220,2025-12-17,37,Active
P00473,IT Equipment Product 0473,IT Equipment,Subcategory 17,S00074,13275,8330,2025-12-18,38,Discontinued
P00474,Electronics Product 0474,Electronics,Subcategory 18,S00075,13450,8440,2025-12-19,39,Active
P00475,Furniture Product 0475,Furniture,Subcategory 19,S00076,13625,8550,2025-12-20,40,Active
P00476,Office Supplies Product 0476,Office Supplies,Subcategory 20,S00077,13800,8660,2025-12-21,41,Active
P00477,Home Appliances Product 0477,Home Appliances,Subcategory 21,S00078,13975,8770,2025-12-22,42,Active
P00478,Accessories Product 0478,Accessories,Subcategory 22,S00079,14150,8880,2025-12-23,43,Active
P00479,IT Equipment Product 0479,IT Equipment,Subcategory 23,S00080,14325,8990,2025-12-24,44,Active
P00480,Electronics Product 0480,Electronics,Subcategory 0,S00081,14500,9100,2025-12-25,45,Active
P00481,Furniture Product 0481,Furniture,Subcategory 1,S00082,14675,9210,2025-12-26,46,Active
P00482,Office Supplies Product 0482,Office Supplies,Subcategory 2,S00083,14850,9320,2025-12-27,47,Active
P00483,Home Appliances Product 0483,Home Appliances,Subcategory 3,S00084,15025,9430,2025-12-28,48,Active
P00484,Accessories Product 0484,Accessories,Subcategory 4,S00085,15200,9540,2025-12-29,49,Active
P00485,IT Equipment Product 0485,IT Equipment,Subcategory 5,S00086,15375,9650,2025-12-30,50,Active
P00486,Electronics Product 0486,Electronics,Subcategory 6,S00087,15550,9760,2025-12-31,51,Active
P00487,Furniture Product 0487,Furniture,Subcategory 7,S00088,15725,9870,2026-01-01,52,Active
P00488,Office Supplies Product 0488,Office Supplies,Subcategory 8,S00089,15900,9980,2026-01-02,53,Active
P00489,Home Appliances Product 0489,Home Appliances,Subcategory 9,S00090,16075,10090,2026-01-03,54,Active
P00490,Accessories Product 0490,Accessories,Subcategory 10,S00091,16250,10200,2026-01-04,55,Active
P00491,IT Equipment Product 0491,IT Equipment,Subcategory 11,S00092,16425,10310,2026-01-05,56,Active
P00492,Electronics Product 0492,Electronics,Subcategory 12,S00093,16600,10420,2026-01-06,57,Active
P00493,Furniture Product 0493,Furniture,Subcategory 13,S00094,16775,10530,2026-01-07,58,Active
P00494,Office Supplies Product 0494,Office Supplies,Subcategory 14,S00095,16950,10640,2026-01-08,59,Active
P00495,Home Appliances Product 0495,Home Appliances,Subcategory 15,S00096,17125,10750,2026-01-09,5,Active
P00496,Accessories Product 0496,Accessories,Subcategory 16,S00097,17300,10860,2026-01-10,6,Active
P00497,IT Equipment Product 0497,IT Equipment,Subcategory 17,S00098,17475,10970,2026-01-11,7,Active
P00498,Electronics Product 0498,Electronics,Subcategory 18,S00099,17650,11080,2026-01-12,8,Active
P00500,Office Supplies Product 0500,Office Supplies,Subcategory 20,S00101,500,300,2026-01-14,10,Active
P00501,Home Appliances Product 0501,Home Appliances,Subcategory 21,S00102,675,410,2026-01-15,11,Active
P00502,Accessories Product 0502,Accessories,Subcategory 22,S00103,850,520,2026-01-16,12,Active
P00503,IT Equipment Product 0503,IT Equipment,Subcategory 23,S00104,1025,630,2026-01-17,13,Active
P00504,Electronics Product 0504,Electronics,Subcategory 0,S00105,1200,740,2026-01-18,14,Active
P00505,Furniture Product 0505,Furniture,Subcategory 1,S00106,1375,850,2026-01-19,15,Active
P00506,Office Supplies Product 0506,Office Supplies,Subcategory 2,S00107,1550,960,2026-01-20,16,Active
P00507,Home Appliances Product 0507,Home Appliances,Subcategory 3,S00108,1725,1070,2026-01-21,17,Active
P00508,Accessories Product 0508,Accessories,Subcategory 4,S00109,1900,1180,2026-01-22,18,Active
P00509,IT Equipment Product 0509,IT Equipment,Subcategory 5,S00110,2075,1290,2026-01-23,19,Active
P00510,Electronics Product 0510,Electronics,Subcategory 6,S00111,2250,1400,2026-01-24,20,Active
P00511,Furniture Product 0511,Furniture,Subcategory 7,S00112,2425,1510,2026-01-25,21,Active
P00512,Office Supplies Product 0512,Office Supplies,Subcategory 8,S00113,2600,1620,2026-01-26,22,Active
P00513,Home Appliances Product 0513,Home Appliances,Subcategory 9,S00114,2775,1730,2026-01-27,23,Active
P00514,Accessories Product 0514,Accessories,Subcategory 10,S00115,2950,1840,2026-01-28,24,Active
P00515,IT Equipment Product 0515,IT Equipment,Subcategory 11,S00116,3125,1950,2026-01-29,25,Active
P00516,Electronics Product 0516,Electronics,Subcategory 12,S00117,3300,2060,2026-01-30,26,Discontinued
P00517,Furniture Product 0517,Furniture,Subcategory 13,S00118,3475,2170,2026-01-31,27,Active
P00518,Office Supplies Product 0518,Office Supplies,Subcategory 14,S00119,3650,2280,2026-02-01,28,Active
P00519,Home Appliances Product 0519,Home Appliances,Subcategory 15,S00120,3825,2390,2026-02-02,29,Active
P00520,Accessories Product 0520,Accessories,Subcategory 16,S00121,4000,2500,2026-02-03,30,Active
P00521,IT Equipment Product 0521,IT Equipment,Subcategory 17,S00122,4175,2610,2026-02-04,31,Active
P00522,Electronics Product 0522,Electronics,Subcategory 18,S00123,4350,2720,2026-02-05,32,Active
P00523,Furniture Product 0523,Furniture,Subcategory 19,S00124,4525,2830,2026-02-06,33,Active
P00524,Office Supplies Product 0524,Office Supplies,Subcategory 20,S00125,4700,2940,2026-02-07,34,Active
P00525,Home Appliances Product 0525,Home Appliances,Subcategory 21,S00126,4875,3050,2026-02-08,35,Active
P00526,Accessories Product 0526,Accessories,Subcategory 22,S00127,5050,3160,2026-02-09,36,Active
P00527,IT Equipment Product 0527,IT Equipment,Subcategory 23,S00128,5225,3270,2026-02-10,37,Active
P00528,Electronics Product 0528,Electronics,Subcategory 0,S00129,5400,3380,2026-02-11,38,Active
P00529,Furniture Product 0529,Furniture,Subcategory 1,S00130,5575,3490,2026-02-12,39,Active
P00530,Office Supplies Product 0530,Office Supplies,Subcategory 2,S00131,5750,3600,2026-02-13,40,Active
P00531,Home Appliances Product 0531,Home Appliances,Subcategory 3,S00132,5925,3710,2026-02-14,41,Active
P00532,Accessories Product 0532,Accessories,Subcategory 4,S00133,6100,3820,2026-02-15,42,Active
P00533,IT Equipment Product 0533,IT Equipment,Subcategory 5,S00134,6275,3930,2026-02-16,43,Active
P00534,Electronics Product 0534,Electronics,Subcategory 6,S00135,6450,4040,2026-02-17,44,Active
P00535,Furniture Product 0535,Furniture,Subcategory 7,S00136,6625,4150,2026-02-18,45,Active
P00536,Office Supplies Product 0536,Office Supplies,Subcategory 8,S00137,6800,4260,2026-02-19,46,Active
P00537,Home Appliances Product 0537,Home Appliances,Subcategory 9,S00138,6975,4370,2026-02-20,47,Active
P00538,Accessories Product 0538,Accessories,Subcategory 10,S00139,7150,4480,2026-02-21,48,Active
P00539,IT Equipment Product 0539,IT Equipment,Subcategory 11,S00140,7325,4590,2026-02-22,49,Active
P00540,Electronics Product 0540,Electronics,Subcategory 12,S00141,7500,4700,2026-02-23,50,Active
P00541,Furniture Product 0541,Furniture,Subcategory 13,S00142,7675,4810,2026-02-24,51,Active
P00542,Office Supplies Product 0542,Office Supplies,Subcategory 14,S00143,7850,4920,2026-02-25,52,Active
P00543,Home Appliances Product 0543,Home Appliances,Subcategory 15,S00144,8025,5030,2026-02-26,53,Active
P00544,Accessories Product 0544,Accessories,Subcategory 16,S00145,8200,5140,2026-02-27,54,Active
P00545,IT Equipment Product 0545,IT Equipment,Subcategory 17,S00146,8375,5250,2026-02-28,55,Active
P00546,Electronics Product 0546,Electronics,Subcategory 18,S00147,8550,5360,2026-03-01,56,Active
P00547,Furniture Product 0547,Furniture,Subcategory 19,S00148,8725,5470,2026-03-02,57,Active
P00548,Office Supplies Product 0548,Office Supplies,Subcategory 20,S00149,8900,5580,2026-03-03,58,Active
