Event_ID,Customer_ID,Session_ID,Event_Time,Channel,Event_Type,Page,Experiment_Group,Converted,Order_ID
EV00056132,C016133,SES00014034,2026-06-15 20:32:00,Email,Checkout,/cart,Treatment,0,
EV00056133,C016134,SES00014034,2026-06-16 21:33:00,Referral,Checkout,/checkout,Control,0,
EV00056134,,SES00014034,2026-06-17 22:34:00,Organic Search,Checkout,/product,Treatment,0,
EV00056135,C016136,SES00014034,2026-06-18 23:35:00,Google Ads,Add to Cart,/product,Control,0,
EV00056136,C016137,SES00014035,2026-06-19 00:36:00,Instagram,Page View,/product,Treatment,0,
EV00056137,C016138,SES00014035,2026-06-20 01:37:00,Email,Product View,/product,Control,0,
EV00056138,C016139,SES00014035,2026-06-21 02:38:00,Referral,Product View,/product,Treatment,0,
EV00056139,C016140,SES00014035,2026-06-22 03:39:00,Organic Search,Page View,/product,Control,0,
EV00056140,C016141,SES00014036,2026-06-23 04:40:00,Google Ads,Add to Cart,/checkout,Treatment,0,
EV00056141,C016142,SES00014036,2026-06-24 05:41:00,Instagram,Checkout,/home,Control,0,
EV00056142,C016143,SES00014036,2026-06-25 06:42:00,Email,Page View,/checkout,Treatment,0,
EV00056143,C016144,SES00014036,2026-06-26 07:43:00,Referral,Purchase,/product,Control,1,O0056144
EV00056144,C016145,SES00014037,2026-06-27 08:44:00,Organic Search,Product View,/home,Treatment,0,
EV00056145,C016146,SES00014037,2026-06-28 09:45:00,Google Ads,Product View,/product,Control,0,
EV00056146,C016147,SES00014037,2026-06-29 10:46:00,Instagram,Checkout,/checkout,Treatment,0,
EV00056147,C016148,SES00014037,2026-06-30 11:47:00,Email,Product View,/cart,Control,0,
EV00056148,C016149,SES00014038,2026-07-01 12:48:00,Referral,Add to Cart,/home,Treatment,0,
EV00056149,C016150,SES00014038,2026-07-02 13:49:00,Organic Search,Page View,/cart,Control,0,
EV00056150,C016151,SES00014038,2026-07-03 14:50:00,Google Ads,Checkout,/cart,Treatment,0,
EV00056151,,SES00014038,2026-07-04 15:51:00,Instagram,Page View,/cart,Control,0,
EV00056152,C016153,SES00014039,2026-07-05 16:52:00,Email,Page View,/home,Treatment,0,
EV00056153,C016154,SES00014039,2026-07-06 17:53:00,Referral,Page View,/home,Control,0,
EV00056154,C016155,SES00014039,2026-07-07 18:54:00,Organic Search,Product View,/product,Treatment,0,
EV00056155,C016156,SES00014039,2026-07-08 19:55:00,Google Ads,Add to Cart,/cart,Control,0,
EV00056156,C016157,SES00014040,2026-07-09 20:56:00,Instagram,Product View,/home,Treatment,0,
EV00056157,C016158,SES00014040,2026-07-10 21:57:00,Email,Product View,/cart,Control,0,
EV00056158,C016159,SES00014040,2026-07-11 22:58:00,Referral,Page View,/home,Treatment,0,
EV00056159,C016160,SES00014040,2026-07-12 23:59:00,Organic Search,Product View,/home,Control,0,
EV00056160,C016161,SES00014041,2026-07-13 00:00:00,Google Ads,Add to Cart,/product,Treatment,0,
EV00056161,C016162,SES00014041,2026-07-14 01:01:00,Instagram,Page View,/home,Control,0,
EV00056162,C016163,SES00014041,2026-07-15 02:02:00,Email,Product View,/cart,Treatment,0,
EV00056163,C016164,SES00014041,2026-07-16 03:03:00,Referral,Page View,/cart,Control,0,
EV00056164,C016165,SES00014042,2026-07-17 04:04:00,Organic Search,Checkout,/home,Treatment,0,
EV00056165,C016166,SES00014042,2026-07-18 05:05:00,Google Ads,Page View,/cart,Control,0,
EV00056166,C016167,SES00014042,2026-07-19 06:06:00,Instagram,Purchase,/home,Treatment,1,O0056167
EV00056167,C016168,SES00014042,2026-07-20 07:07:00,Email,Add to Cart,/product,Control,0,
EV00056168,,SES00014043,2026-07-21 08:08:00,Referral,Add to Cart,/checkout,Treatment,0,
EV00056169,C016170,SES00014043,2026-07-22 09:09:00,Organic Search,Checkout,/product,Control,0,
EV00056170,C016171,SES00014043,2026-07-23 10:10:00,Google Ads,Page View,/cart,Treatment,0,
EV00056171,C016172,SES00014043,2026-07-24 11:11:00,Instagram,Product View,/home,Control,0,
EV00056172,C016173,SES00014044,2026-07-25 12:12:00,Email,Add to Cart,/home,Treatment,0,
EV00056173,C016174,SES00014044,2026-07-26 13:13:00,Referral,Add to Cart,/cart,Control,0,
EV00056174,C016175,SES00014044,2026-07-27 14:14:00,Organic Search,Product View,/checkout,Treatment,0,
EV00056175,C016176,SES00014044,2026-07-28 15:15:00,Google Ads,Checkout,/home,Control,0,
EV00056176,C016177,SES00014045,2026-07-29 16:16:00,Instagram,Page View,/home,Treatment,0,
EV00056177,C016178,SES00014045,2026-07-30 17:17:00,Email,Add to Cart,/product,Control,0,
EV00056178,C016179,SES00014045,2026-07-31 18:18:00,Referral,Product View,/product,Treatment,0,
EV00056179,C016180,SES00014045,2026-08-01 19:19:00,Organic Search,Product View,/cart,Control,0,
EV00056180,C016181,SES00014046,2026-08-02 20:20:00,Google Ads,Product View,/product,Treatment,0,
EV00056181,C016182,SES00014046,2026-08-03 21:21:00,Instagram,Page View,/home,Control,0,
EV00056182,C016183,SES00014046,2026-08-04 22:22:00,Email,Checkout,/checkout,Treatment,0,
EV00056183,C016184,SES00014046,2026-08-05 23:23:00,Referral,Page View,/cart,Control,0,
EV00056184,C016185,SES00014047,2026-08-06 00:24:00,Organic Search,Add to Cart,/product,Treatment,0,
EV00056185,,SES00014047,2026-08-07 01:25:00,Google Ads,Product View,/home,Control,0,
EV00056186,C016187,SES00014047,2026-08-08 02:26:00,Instagram,Product View,/home,Treatment,0,
EV00056187,C016188,SES00014047,2026-08-09 03:27:00,Email,Product View,/checkout,Control,0,
EV00056188,C016189,SES00014048,2026-08-10 04:28:00,Referral,Checkout,/checkout,Treatment,0,
EV00056189,C016190,SES00014048,2026-08-11 05:29:00,Organic Search,Purchase,/cart,Control,1,O0056190
EV00056190,C016191,SES00014048,2026-08-12 06:30:00,Google Ads,Checkout,/product,Treatment,0,
EV00056191,C016192,SES00014048,2026-08-13 07:31:00,Instagram,Page View,/product,Control,0,
EV00056192,C016193,SES00014049,2026-08-14 08:32:00,Email,Checkout,/home,Treatment,0,
EV00056193,C016194,SES00014049,2026-08-15 09:33:00,Referral,Product View,/home,Control,0,
EV00056194,C016195,SES00014049,2026-08-16 10:34:00,Organic Search,Page View,/product,Treatment,0,
EV00056195,C016196,SES00014049,2026-08-17 11:35:00,Google Ads,Checkout,/cart,Control,0,
EV00056196,C016197,SES00014050,2026-08-18 12:36:00,Instagram,Add to Cart,/checkout,Treatment,0,
EV00056197,C016198,SES00014050,2026-08-19 13:37:00,Email,Checkout,/home,Control,0,
EV00056198,C016199,SES00014050,2026-08-20 14:38:00,Referral,Checkout,/cart,Treatment,0,
EV00056199,C016200,SES00014050,2026-08-21 15:39:00,Organic Search,Add to Cart,/checkout,Control,0,
EV00056200,C016201,SES00014051,2026-08-22 16:40:00,Google Ads,Page View,/product,Treatment,0,
EV00056201,C016202,SES00014051,2026-08-23 17:41:00,Instagram,Checkout,/cart,Control,0,
EV00056202,,SES00014051,2026-08-24 18:42:00,Email,Page View,/cart,Treatment,0,
EV00056203,C016204,SES00014051,2026-08-25 19:43:00,Referral,Page View,/cart,Control,0,
EV00056204,C016205,SES00014052,2026-08-26 20:44:00,Organic Search,Checkout,/home,Treatment,0,
EV00056205,C016206,SES00014052,2026-08-27 21:45:00,Google Ads,Page View,/product,Control,0,
EV00056206,C016207,SES00014052,2026-08-28 22:46:00,Instagram,Checkout,/cart,Treatment,0,
EV00056207,C016208,SES00014052,2026-08-29 23:47:00,Email,Product View,/cart,Control,0,
EV00056208,C016209,SES00014053,2026-08-30 00:48:00,Referral,Add to Cart,/home,Treatment,0,
EV00056209,C016210,SES00014053,2026-08-31 01:49:00,Organic Search,Product View,/cart,Control,0,
EV00056210,C016211,SES00014053,2025-09-01 02:50:00,Google Ads,Checkout,/checkout,Treatment,0,
EV00056211,C016212,SES00014053,2025-09-02 03:51:00,Instagram,Add to Cart,/checkout,Control,0,
EV00056212,C016213,SES00014054,2025-09-03 04:52:00,Email,Purchase,/checkout,Treatment,1,O0056213
EV00056213,C016214,SES00014054,2025-09-04 05:53:00,Referral,Checkout,/home,Control,0,
EV00056214,C016215,SES00014054,2025-09-05 06:54:00,Organic Search,Checkout,/home,Treatment,0,
EV00056215,C016216,SES00014054,2025-09-06 07:55:00,Google Ads,Product View,/product,Control,0,
EV00056216,C016217,SES00014055,2025-09-07 08:56:00,Instagram,Checkout,/product,Treatment,0,
EV00056217,C016218,SES00014055,2025-09-08 09:57:00,Email,Add to Cart,/cart,Control,0,
EV00056218,C016219,SES00014055,2025-09-09 10:58:00,Referral,Add to Cart,/cart,Treatment,0,
EV00056219,,SES00014055,2025-09-10 11:59:00,Organic Search,Checkout,/cart,Control,0,
EV00056220,C016221,SES00014056,2025-09-11 12:00:00,Google Ads,Page View,/home,Treatment,0,
EV00056221,C016222,SES00014056,2025-09-12 13:01:00,Instagram,Page View,/home,Control,0,
EV00056222,C016223,SES00014056,2025-09-13 14:02:00,Email,Page View,/cart,Treatment,0,
EV00056223,C016224,SES00014056,2025-09-14 15:03:00,Referral,Add to Cart,/product,Control,0,
EV00056224,C016225,SES00014057,2025-09-15 16:04:00,Organic Search,Page View,/product,Treatment,0,
EV00056225,C016226,SES00014057,2025-09-16 17:05:00,Google Ads,Add to Cart,/product,Control,0,
EV00056226,C016227,SES00014057,2025-09-17 18:06:00,Instagram,Page View,/cart,Treatment,0,
EV00056227,C016228,SES00014057,2025-09-18 19:07:00,Email,Add to Cart,/checkout,Control,0,
EV00056228,C016229,SES00014058,2025-09-19 20:08:00,Referral,Checkout,/cart,Treatment,0,
EV00056229,C016230,SES00014058,2025-09-20 21:09:00,Organic Search,Product View,/checkout,Control,0,
EV00056230,C016231,SES00014058,2025-09-21 22:10:00,Google Ads,Product View,/product,Treatment,0,
EV00056231,C016232,SES00014058,2025-09-22 23:11:00,Instagram,Page View,/checkout,Control,0,
EV00056232,C016233,SES00014059,2025-09-23 00:12:00,Email,Checkout,/home,Treatment,0,
EV00056233,C016234,SES00014059,2025-09-24 01:13:00,Referral,Page View,/cart,Control,0,
EV00056234,C016235,SES00014059,2025-09-25 02:14:00,Organic Search,Page View,/home,Treatment,0,
EV00056235,C016236,SES00014059,2025-09-26 03:15:00,Google Ads,Purchase,/checkout,Control,1,O0056236
EV00056236,,SES00014060,2025-09-27 04:16:00,Instagram,Checkout,/cart,Treatment,0,
EV00056237,C016238,SES00014060,2025-09-28 05:17:00,Email,Product View,/cart,Control,0,
EV00056238,C016239,SES00014060,2025-09-29 06:18:00,Referral,Page View,/home,Treatment,0,
EV00056239,C016240,SES00014060,2025-09-30 07:19:00,Organic Search,Checkout,/cart,Control,0,
EV00056240,C016241,SES00014061,2025-10-01 08:20:00,Google Ads,Page View,/cart,Treatment,0,
EV00056241,C016242,SES00014061,2025-10-02 09:21:00,Instagram,Page View,/product,Control,0,
EV00056242,C016243,SES00014061,2025-10-03 10:22:00,Email,Product View,/home,Treatment,0,
EV00056243,C016244,SES00014061,2025-10-04 11:23:00,Referral,Page View,/product,Control,0,
EV00056244,C016245,SES00014062,2025-10-05 12:24:00,Organic Search,Product View,/home,Treatment,0,
EV00056245,C016246,SES00014062,2025-10-06 13:25:00,Google Ads,Page View,/cart,Control,0,
EV00056246,C016247,SES00014062,2025-10-07 14:26:00,Instagram,Checkout,/cart,Treatment,0,
EV00056247,C016248,SES00014062,2025-10-08 15:27:00,Email,Page View,/product,Control,0,
EV00056248,C016249,SES00014063,2025-10-09 16:28:00,Referral,Checkout,/product,Treatment,0,
EV00056249,C016250,SES00014063,2025-10-10 17:29:00,Organic Search,Checkout,/cart,Control,0,
EV00056250,C016251,SES00014063,2025-10-11 18:30:00,Google Ads,Page View,/home,Treatment,0,
EV00056251,C016252,SES00014063,2025-10-12 19:31:00,Instagram,Checkout,/checkout,Control,0,
EV00056252,C016253,SES00014064,2025-10-13 20:32:00,Email,Add to Cart,/cart,Treatment,0,
EV00056253,,SES00014064,2025-10-14 21:33:00,Referral,Product View,/home,Control,0,
EV00056254,C016255,SES00014064,2025-10-15 22:34:00,Organic Search,Checkout,/product,Treatment,0,
EV00056255,C016256,SES00014064,2025-10-16 23:35:00,Google Ads,Checkout,/home,Control,0,
EV00056256,C016257,SES00014065,2025-10-17 00:36:00,Instagram,Checkout,/product,Treatment,0,
EV00056257,C016258,SES00014065,2025-10-18 01:37:00,Email,Product View,/home,Control,0,
EV00056258,C016259,SES00014065,2025-10-19 02:38:00,Referral,Purchase,/home,Treatment,1,O0056259
EV00056259,C016260,SES00014065,2025-10-20 03:39:00,Organic Search,Add to Cart,/home,Control,0,
EV00056260,C016261,SES00014066,2025-10-21 04:40:00,Google Ads,Product View,/checkout,Treatment,0,
EV00056261,C016262,SES00014066,2025-10-22 05:41:00,Instagram,Checkout,/checkout,Control,0,
EV00056262,C016263,SES00014066,2025-10-23 06:42:00,Email,Checkout,/product,Treatment,0,
EV00056263,C016264,SES00014066,2025-10-24 07:43:00,Referral,Checkout,/product,Control,0,
EV00056264,C016265,SES00014067,2025-10-25 08:44:00,Organic Search,Checkout,/home,Treatment,0,
EV00056265,C016266,SES00014067,2025-10-26 09:45:00,Google Ads,Page View,/cart,Control,0,
EV00056266,C016267,SES00014067,2025-10-27 10:46:00,Instagram,Checkout,/cart,Treatment,0,
EV00056267,C016268,SES00014067,2025-10-28 11:47:00,Email,Page View,/checkout,Control,0,
EV00056268,C016269,SES00014068,2025-10-29 12:48:00,Referral,Checkout,/product,Treatment,0,
EV00056269,C016270,SES00014068,2025-10-30 13:49:00,Organic Search,Checkout,/product,Control,0,
EV00056270,,SES00014068,2025-10-31 14:50:00,Google Ads,Page View,/cart,Treatment,0,
EV00056271,C016272,SES00014068,2025-11-01 15:51:00,Instagram,Product View,/checkout,Control,0,
EV00056272,C016273,SES00014069,2025-11-02 16:52:00,Email,Product View,/checkout,Treatment,0,
EV00056273,C016274,SES00014069,2025-11-03 17:53:00,Referral,Page View,/cart,Control,0,
EV00056274,C016275,SES00014069,2025-11-04 18:54:00,Organic Search,Add to Cart,/home,Treatment,0,
EV00056275,C016276,SES00014069,2025-11-05 19:55:00,Google Ads,Product View,/product,Control,0,
EV00056276,C016277,SES00014070,2025-11-06 20:56:00,Instagram,Page View,/cart,Treatment,0,
EV00056277,C016278,SES00014070,2025-11-07 21:57:00,Email,Page View,/checkout,Control,0,
EV00056278,C016279,SES00014070,2025-11-08 22:58:00,Referral,Product View,/checkout,Treatment,0,
EV00056279,C016280,SES00014070,2025-11-09 23:59:00,Organic Search,Page View,/checkout,Control,0,
EV00056280,C016281,SES00014071,2025-11-10 00:00:00,Google Ads,Product View,/product,Treatment,0,
EV00056281,C016282,SES00014071,2025-11-11 01:01:00,Instagram,Purchase,/home,Control,1,O0056282
EV00056282,C016283,SES00014071,2025-11-12 02:02:00,Email,Checkout,/home,Treatment,0,
EV00056283,C016284,SES00014071,2025-11-13 03:03:00,Referral,Product View,/checkout,Control,0,
EV00056284,C016285,SES00014072,2025-11-14 04:04:00,Organic Search,Product View,/cart,Treatment,0,
EV00056285,C016286,SES00014072,2025-11-15 05:05:00,Google Ads,Checkout,/product,Control,0,
EV00056286,C016287,SES00014072,2025-11-16 06:06:00,Instagram,Product View,/home,Treatment,0,
EV00056287,,SES00014072,2025-11-17 07:07:00,Email,Checkout,/checkout,Control,0,
EV00056288,C016289,SES00014073,2025-11-18 08:08:00,Referral,Checkout,/home,Treatment,0,
EV00056289,C016290,SES00014073,2025-11-19 09:09:00,Organic Search,Page View,/home,Control,0,
EV00056290,C016291,SES00014073,2025-11-20 10:10:00,Google Ads,Add to Cart,/home,Treatment,0,
EV00056291,C016292,SES00014073,2025-11-21 11:11:00,Instagram,Product View,/checkout,Control,0,
EV00056292,C016293,SES00014074,2025-11-22 12:12:00,Email,Page View,/home,Treatment,0,
EV00056293,C016294,SES00014074,2025-11-23 13:13:00,Referral,Page View,/home,Control,0,
EV00056294,C016295,SES00014074,2025-11-24 14:14:00,Organic Search,Product View,/product,Treatment,0,
EV00056295,C016296,SES00014074,2025-11-25 15:15:00,Google Ads,Product View,/checkout,Control,0,
EV00056296,C016297,SES00014075,2025-11-26 16:16:00,Instagram,Checkout,/checkout,Treatment,0,
EV00056297,C016298,SES00014075,2025-11-27 17:17:00,Email,Add to Cart,/cart,Control,0,
EV00056298,C016299,SES00014075,2025-11-28 18:18:00,Referral,Page View,/home,Treatment,0,
EV00056299,C016300,SES00014075,2025-11-29 19:19:00,Organic Search,Add to Cart,/cart,Control,0,
EV00056300,C016301,SES00014076,2025-11-30 20:20:00,Google Ads,Checkout,/cart,Treatment,0,
EV00056301,C016302,SES00014076,2025-12-01 21:21:00,Instagram,Page View,/product,Control,0,
EV00056302,C016303,SES00014076,2025-12-02 22:22:00,Email,Product View,/checkout,Treatment,0,
EV00056303,C016304,SES00014076,2025-12-03 23:23:00,Referral,Add to Cart,/home,Control,0,
EV00056304,,SES00014077,2025-12-04 00:24:00,Organic Search,Purchase,/checkout,Treatment,1,O0056305
EV00056305,C016306,SES00014077,2025-12-05 01:25:00,Google Ads,Product View,/cart,Control,0,
EV00056306,C016307,SES00014077,2025-12-06 02:26:00,Instagram,Checkout,/product,Treatment,0,
EV00056307,C016308,SES00014077,2025-12-07 03:27:00,Email,Page View,/home,Control,0,
EV00056308,C016309,SES00014078,2025-12-08 04:28:00,Referral,Checkout,/home,Treatment,0,
EV00056309,C016310,SES00014078,2025-12-09 05:29:00,Organic Search,Page View,/product,Control,0,
EV00056310,C016311,SES00014078,2025-12-10 06:30:00,Google Ads,Product View,/product,Treatment,0,
EV00056311,C016312,SES00014078,2025-12-11 07:31:00,Instagram,Page View,/product,Control,0,
EV00056312,C016313,SES00014079,2025-12-12 08:32:00,Email,Checkout,/cart,Treatment,0,
EV00056313,C016314,SES00014079,2025-12-13 09:33:00,Referral,Checkout,/checkout,Control,0,
EV00056314,C016315,SES00014079,2025-12-14 10:34:00,Organic Search,Page View,/home,Treatment,0,
EV00056315,C016316,SES00014079,2025-12-15 11:35:00,Google Ads,Product View,/home,Control,0,
EV00056316,C016317,SES00014080,2025-12-16 12:36:00,Instagram,Checkout,/home,Treatment,0,
EV00056317,C016318,SES00014080,2025-12-17 13:37:00,Email,Checkout,/home,Control,0,
EV00056318,C016319,SES00014080,2025-12-18 14:38:00,Referral,Add to Cart,/home,Treatment,0,
EV00056319,C016320,SES00014080,2025-12-19 15:39:00,Organic Search,Product View,/home,Control,0,
EV00056320,C016321,SES00014081,2025-12-20 16:40:00,Google Ads,Checkout,/cart,Treatment,0,
EV00056321,,SES00014081,2025-12-21 17:41:00,Instagram,Page View,/cart,Control,0,
EV00056322,C016323,SES00014081,2025-12-22 18:42:00,Email,Add to Cart,/checkout,Treatment,0,
EV00056323,C016324,SES00014081,2025-12-23 19:43:00,Referral,Product View,/home,Control,0,
EV00056324,C016325,SES00014082,2025-12-24 20:44:00,Organic Search,Checkout,/checkout,Treatment,0,
EV00056325,C016326,SES00014082,2025-12-25 21:45:00,Google Ads,Page View,/checkout,Control,0,
EV00056326,C016327,SES00014082,2025-12-26 22:46:00,Instagram,Add to Cart,/cart,Treatment,0,
EV00056327,C016328,SES00014082,2025-12-27 23:47:00,Email,Purchase,/checkout,Control,1,O0056328
EV00056328,C016329,SES00014083,2025-12-28 00:48:00,Referral,Checkout,/product,Treatment,0,
EV00056329,C016330,SES00014083,2025-12-29 01:49:00,Organic Search,Add to Cart,/cart,Control,0,
EV00056330,C016331,SES00014083,2025-12-30 02:50:00,Google Ads,Page View,/product,Treatment,0,
EV00056331,C016332,SES00014083,2025-12-31 03:51:00,Instagram,Page View,/home,Control,0,
EV00056332,C016333,SES00014084,2026-01-01 04:52:00,Email,Page View,/home,Treatment,0,
EV00056333,C016334,SES00014084,2026-01-02 05:53:00,Referral,Add to Cart,/home,Control,0,
EV00056334,C016335,SES00014084,2026-01-03 06:54:00,Organic Search,Page View,/product,Treatment,0,
EV00056335,C016336,SES00014084,2026-01-04 07:55:00,Google Ads,Checkout,/home,Control,0,
EV00056336,C016337,SES00014085,2026-01-05 08:56:00,Instagram,Page View,/checkout,Treatment,0,
EV00056337,C016338,SES00014085,2026-01-06 09:57:00,Email,Add to Cart,/cart,Control,0,
EV00056338,,SES00014085,2026-01-07 10:58:00,Referral,Page View,/product,Treatment,0,
EV00056339,C016340,SES00014085,2026-01-08 11:59:00,Organic Search,Page View,/home,Control,0,
EV00056340,C016341,SES00014086,2026-01-09 12:00:00,Google Ads,Add to Cart,/checkout,Treatment,0,
EV00056341,C016342,SES00014086,2026-01-10 13:01:00,Instagram,Checkout,/home,Control,0,
EV00056342,C016343,SES00014086,2026-01-11 14:02:00,Email,Page View,/home,Treatment,0,
EV00056343,C016344,SES00014086,2026-01-12 15:03:00,Referral,Add to Cart,/product,Control,0,
EV00056344,C016345,SES00014087,2026-01-13 16:04:00,Organic Search,Product View,/home,Treatment,0,
EV00056345,C016346,SES00014087,2026-01-14 17:05:00,Google Ads,Add to Cart,/checkout,Control,0,
EV00056346,C016347,SES00014087,2026-01-15 18:06:00,Instagram,Product View,/cart,Treatment,0,
EV00056347,C016348,SES00014087,2026-01-16 19:07:00,Email,Product View,/home,Control,0,
EV00056348,C016349,SES00014088,2026-01-17 20:08:00,Referral,Product View,/product,Treatment,0,
EV00056349,C016350,SES00014088,2026-01-18 21:09:00,Organic Search,Add to Cart,/home,Control,0,
EV00056350,C016351,SES00014088,2026-01-19 22:10:00,Google Ads,Purchase,/product,Treatment,1,O0056351
EV00056351,C016352,SES00014088,2026-01-20 23:11:00,Instagram,Add to Cart,/cart,Control,0,
EV00056352,C016353,SES00014089,2026-01-21 00:12:00,Email,Add to Cart,/checkout,Treatment,0,
EV00056353,C016354,SES00014089,2026-01-22 01:13:00,Referral,Add to Cart,/product,Control,0,
EV00056354,C016355,SES00014089,2026-01-23 02:14:00,Organic Search,Add to Cart,/home,Treatment,0,
EV00056355,,SES00014089,2026-01-24 03:15:00,Google Ads,Checkout,/product,Control,0,
EV00056356,C016357,SES00014090,2026-01-25 04:16:00,Instagram,Checkout,/product,Treatment,0,
EV00056357,C016358,SES00014090,2026-01-26 05:17:00,Email,Product View,/cart,Control,0,
EV00056358,C016359,SES00014090,2026-01-27 06:18:00,Referral,Checkout,/checkout,Treatment,0,
EV00056359,C016360,SES00014090,2026-01-28 07:19:00,Organic Search,Product View,/product,Control,0,
EV00056360,C016361,SES00014091,2026-01-29 08:20:00,Google Ads,Product View,/home,Treatment,0,
EV00056361,C016362,SES00014091,2026-01-30 09:21:00,Instagram,Page View,/cart,Control,0,
EV00056362,C016363,SES00014091,2026-01-31 10:22:00,Email,Product View,/product,Treatment,0,
EV00056363,C016364,SES00014091,2026-02-01 11:23:00,Referral,Product View,/product,Control,0,
EV00056364,C016365,SES00014092,2026-02-02 12:24:00,Organic Search,Page View,/product,Treatment,0,
EV00056365,C016366,SES00014092,2026-02-03 13:25:00,Google Ads,Checkout,/home,Control,0,
EV00056366,C016367,SES00014092,2026-02-04 14:26:00,Instagram,Checkout,/cart,Treatment,0,
EV00056367,C016368,SES00014092,2026-02-05 15:27:00,Email,Page View,/cart,Control,0,
EV00056368,C016369,SES00014093,2026-02-06 16:28:00,Referral,Checkout,/checkout,Treatment,0,
EV00056369,C016370,SES00014093,2026-02-07 17:29:00,Organic Search,Product View,/home,Control,0,
EV00056370,C016371,SES00014093,2026-02-08 18:30:00,Google Ads,Checkout,/cart,Treatment,0,
EV00056371,C016372,SES00014093,2026-02-09 19:31:00,Instagram,Page View,/cart,Control,0,
EV00056372,,SES00014094,2026-02-10 20:32:00,Email,Checkout,/checkout,Treatment,0,
EV00056373,C016374,SES00014094,2026-02-11 21:33:00,Referral,Purchase,/cart,Control,1,O0056374
EV00056374,C016375,SES00014094,2026-02-12 22:34:00,Organic Search,Page View,/cart,Treatment,0,
EV00056375,C016376,SES00014094,2026-02-13 23:35:00,Google Ads,Checkout,/product,Control,0,
EV00056376,C016377,SES00014095,2026-02-14 00:36:00,Instagram,Add to Cart,/checkout,Treatment,0,
EV00056377,C016378,SES00014095,2026-02-15 01:37:00,Email,Checkout,/cart,Control,0,
EV00056378,C016379,SES00014095,2026-02-16 02:38:00,Referral,Page View,/cart,Treatment,0,
EV00056379,C016380,SES00014095,2026-02-17 03:39:00,Organic Search,Product View,/cart,Control,0,
EV00056380,C016381,SES00014096,2026-02-18 04:40:00,Google Ads,Product View,/home,Treatment,0,
EV00056381,C016382,SES00014096,2026-02-19 05:41:00,Instagram,Product View,/cart,Control,0,
EV00056382,C016383,SES00014096,2026-02-20 06:42:00,Email,Add to Cart,/product,Treatment,0,
EV00056383,C016384,SES00014096,2026-02-21 07:43:00,Referral,Page View,/home,Control,0,
EV00056384,C016385,SES00014097,2026-02-22 08:44:00,Organic Search,Product View,/product,Treatment,0,
EV00056385,C016386,SES00014097,2026-02-23 09:45:00,Google Ads,Checkout,/cart,Control,0,
EV00056386,C016387,SES00014097,2026-02-24 10:46:00,Instagram,Checkout,/home,Treatment,0,
EV00056387,C016388,SES00014097,2026-02-25 11:47:00,Email,Checkout,/product,Control,0,
EV00056388,C016389,SES00014098,2026-02-26 12:48:00,Referral,Add to Cart,/product,Treatment,0,
EV00056389,,SES00014098,2026-02-27 13:49:00,Organic Search,Product View,/product,Control,0,
EV00056390,C016391,SES00014098,2026-02-28 14:50:00,Google Ads,Add to Cart,/product,Treatment,0,
EV00056391,C016392,SES00014098,2026-03-01 15:51:00,Instagram,Checkout,/checkout,Control,0,
EV00056392,C016393,SES00014099,2026-03-02 16:52:00,Email,Add to Cart,/cart,Treatment,0,
EV00056393,C016394,SES00014099,2026-03-03 17:53:00,Referral,Checkout,/checkout,Control,0,
EV00056394,C016395,SES00014099,2026-03-04 18:54:00,Organic Search,Page View,/product,Treatment,0,
EV00056395,C016396,SES00014099,2026-03-05 19:55:00,Google Ads,Checkout,/cart,Control,0,
EV00056396,C016397,SES00014100,2026-03-06 20:56:00,Instagram,Purchase,/cart,Treatment,1,O0056397
EV00056397,C016398,SES00014100,2026-03-07 21:57:00,Email,Page View,/home,Control,0,
EV00056398,C016399,SES00014100,2026-03-08 22:58:00,Referral,Checkout,/checkout,Treatment,0,
EV00056399,C016400,SES00014100,2026-03-09 23:59:00,Organic Search,Add to Cart,/checkout,Control,0,
EV00056400,C016401,SES00014101,2026-03-10 00:00:00,Google Ads,Add to Cart,/product,Treatment,0,
EV00056401,C016402,SES00014101,2026-03-11 01:01:00,Instagram,Product View,/home,Control,0,
EV00056402,C016403,SES00014101,2026-03-12 02:02:00,Email,Add to Cart,/cart,Treatment,0,
EV00056403,C016404,SES00014101,2026-03-13 03:03:00,Referral,Add to Cart,/checkout,Control,0,
EV00056404,C016405,SES00014102,2026-03-14 04:04:00,Organic Search,Page View,/cart,Treatment,0,
EV00056405,C016406,SES00014102,2026-03-15 05:05:00,Google Ads,Product View,/checkout,Control,0,
EV00056406,,SES00014102,2026-03-16 06:06:00,Instagram,Page View,/cart,Treatment,0,
EV00056407,C016408,SES00014102,2026-03-17 07:07:00,Email,Page View,/home,Control,0,
EV00056408,C016409,SES00014103,2026-03-18 08:08:00,Referral,Add to Cart,/home,Treatment,0,
EV00056409,C016410,SES00014103,2026-03-19 09:09:00,Organic Search,Page View,/checkout,Control,0,
EV00056410,C016411,SES00014103,2026-03-20 10:10:00,Google Ads,Page View,/product,Treatment,0,
EV00056411,C016412,SES00014103,2026-03-21 11:11:00,Instagram,Product View,/checkout,Control,0,
EV00056412,C016413,SES00014104,2026-03-22 12:12:00,Email,Product View,/checkout,Treatment,0,
EV00056413,C016414,SES00014104,2026-03-23 13:13:00,Referral,Page View,/product,Control,0,
