Order_ID,Customer_ID,Order_Date,Region_ID,Sales_Employee_ID,Channel,Order_Status,Management_Order_Value
O0010246,C010247,2025-09-27,R007,E00247,Organic Search,Completed,3833.1
O0010247,C010248,2025-09-28,R008,E00248,Instagram,Completed,5806.85
O0010248,C010249,2025-09-29,R009,E00249,Organic Search,Completed,8007.45
O0010249,C010250,2025-09-30,R010,E00250,Referral,Completed,10101.26
O0010251,C010252,2025-10-02,R012,E00252,Email,Completed,4210.86
O0010252,C010253,2025-10-03,R013,E00253,Referral,Completed,6522.3
O0010253,C010254,2025-10-04,R014,E00254,Google Ads,Completed,8764.58
O0010254,C010255,2025-10-05,R015,E00255,Organic Search,Completed,11036.89
O0010255,C010256,2025-10-06,R016,E00256,Google Ads,Completed,2277.4
O0010256,C010257,2025-10-07,R017,E00257,Organic Search,Completed,4585.92
O0010257,C010258,2025-10-08,R018,E00258,Google Ads,Returned,7092.58
O0010258,C010259,2025-10-09,R019,E00259,Email,Completed,9516.32
O0010259,C010260,2025-10-10,R020,E00260,Referral,Completed,12257.63
O0010260,C010261,2025-10-11,R001,E00261,Referral,Cancelled,2465.74
O0010261,C010262,2025-10-12,R002,E00262,Instagram,Completed,4958.28
O0010262,C010263,2025-10-13,R003,E00263,Instagram,Completed,7658.81
O0010263,C010264,2025-10-14,R004,E00264,Email,Completed,10262.66
O0010264,C010265,2025-10-15,R005,E00265,Referral,Completed,13203.37
O0010265,C010266,2025-10-16,R006,E00266,Google Ads,Completed,2652.73
O0010266,C010267,2025-10-17,R007,E00267,Instagram,Completed,5457.9
O0010267,C010268,2025-10-18,R008,E00268,Instagram,Completed,8220.99
O0010268,C010269,2025-10-19,R009,E00269,Organic Search,Completed,11003.61
O0010269,C010270,2025-10-20,R010,E00270,Email,Completed,14142.37
O0010270,C010271,2025-10-21,R011,E00271,Email,Returned,2838.37
O0010271,C010272,2025-10-22,R012,E00272,Email,Completed,5834.31
O0010272,C010273,2025-10-23,R013,E00273,Email,Completed,8779.14
O0010273,C010274,2025-10-24,R014,E00274,Referral,Completed,12025.5
O0010274,C010275,2025-10-25,R015,E00275,Referral,Completed,15074.62
O0010275,C010276,2025-10-26,R016,E00276,Instagram,Completed,3022.67
O0010276,C010277,2025-10-27,R017,E00277,Organic Search,Completed,6208.02
O0010277,C010278,2025-10-28,R018,E00278,Google Ads,Completed,9333.23
O0010278,C010279,2025-10-29,R019,E00279,Google Ads,Completed,12774.54
O0010279,C010280,2025-10-30,R020,E00280,Organic Search,Cancelled,16000.14
O0010280,C010281,2025-10-31,R001,E00281,Organic Search,Completed,3283.8
O0010281,C010282,2025-11-01,R002,E00282,Email,Completed,6579.04
O0010282,C010283,2025-11-02,R003,E00283,Email,Completed,9883.29
O0010283,C010284,2025-11-03,R004,E00284,Email,Returned,13518.19
O0010284,C010285,2025-11-04,R005,E00285,Organic Search,Completed,16918.92
O0010285,C010286,2025-11-05,R006,E00286,Instagram,Completed,3470.12
O0010286,C010287,2025-11-06,R007,E00287,Instagram,Completed,6947.36
O0010287,C010288,2025-11-07,R008,E00288,Referral,Completed,10683.67
O0010288,C010289,2025-11-08,R009,E00289,Instagram,Completed,14256.45
O0010289,C010290,2025-11-09,R010,E00290,Google Ads,Completed,17830.96
O0010290,C010291,2025-11-10,R011,E00291,Instagram,Completed,3655.08
O0010291,C010292,2025-11-11,R012,E00292,Google Ads,Completed,7312.98
O0010292,C010293,2025-11-12,R013,E00293,Referral,Completed,11239.79
O0010293,C010294,2025-11-13,R014,E00294,Referral,Completed,14989.31
O0010294,C010295,2025-11-14,R015,E00295,Referral,Completed,19193.24
O0010295,C010296,2025-11-15,R016,E00296,Instagram,Completed,3838.71
O0010296,C010297,2025-11-16,R017,E00297,Organic Search,Returned,7675.91
O0010297,C010298,2025-11-17,R018,E00298,Organic Search,Completed,11791.87
O0010298,C010299,2025-11-18,R019,E00299,Google Ads,Cancelled,15716.79
O0010299,C010300,2025-11-19,R020,E00300,Instagram,Completed,20115.39
O0010300,C010301,2025-11-20,R001,E00301,Instagram,Completed,111.69
O0010301,C010302,2025-11-21,R002,E00302,Instagram,Completed,305.73
O0010302,C010303,2025-11-22,R003,E00303,Organic Search,Completed,571.6
O0010303,C010304,2025-11-23,R004,E00304,Instagram,Completed,909.57
O0010304,C010305,2025-11-24,R005,E00305,Organic Search,Completed,1349.57
O0010305,C010306,2025-11-25,R006,E00306,Email,Completed,306.1
O0010306,C010307,2025-11-26,R007,E00307,Instagram,Completed,699.67
O0010307,C010308,2025-11-27,R008,E00308,Instagram,Completed,1156.03
O0010308,C010309,2025-11-28,R009,E00309,Referral,Completed,1721.16
O0010309,C010310,2025-11-29,R010,E00310,Email,Returned,2325.64
O0010310,C010311,2025-11-30,R011,E00311,Instagram,Completed,499.16
O0010311,C010312,2025-12-01,R012,E00312,Instagram,Completed,1090.9
O0010312,C010313,2025-12-02,R013,E00313,Referral,Completed,1736.42
O0010313,C010314,2025-12-03,R014,E00314,Instagram,Completed,2505.25
O0010314,C010315,2025-12-04,R015,E00315,Email,Completed,3294.97
O0010315,C010316,2025-12-05,R016,E00316,Email,Completed,707.72
O0010316,C010317,2025-12-06,R017,E00317,Organic Search,Completed,1479.44
O0010317,C010318,2025-12-07,R018,E00318,Instagram,Cancelled,2312.76
O0010318,C010319,2025-12-08,R019,E00319,Instagram,Completed,3283.95
O0010319,C010320,2025-12-09,R020,E00320,Referral,Completed,4257.56
O0010320,C010321,2025-12-10,R001,E00321,Referral,Completed,902.79
O0010321,C010322,2025-12-11,R002,E00322,Referral,Completed,1865.29
O0010322,C010323,2025-12-12,R003,E00323,Email,Returned,2955.42
O0010323,C010324,2025-12-13,R004,E00324,Google Ads,Completed,4057.26
O0010324,C010325,2025-12-14,R005,E00325,Email,Completed,5213.41
O0010325,C010326,2025-12-15,R006,E00326,Organic Search,Completed,1096.53
O0010326,C010327,2025-12-16,R007,E00327,Instagram,Completed,2248.44
O0010327,C010328,2025-12-17,R008,E00328,Google Ads,Completed,3537.83
O0010328,C010329,2025-12-18,R009,E00329,Organic Search,Completed,4825.17
O0010329,C010330,2025-12-19,R010,E00330,Referral,Completed,6312.82
O0010330,C010331,2025-12-20,R011,E00331,Instagram,Completed,1288.91
O0010331,C010332,2025-12-21,R012,E00332,Email,Completed,2628.89
O0010332,C010333,2025-12-22,R013,E00333,Email,Completed,4116.19
O0010333,C010334,2025-12-23,R014,E00334,Organic Search,Completed,5587.7
O0010334,C010335,2025-12-24,R015,E00335,Organic Search,Completed,7278.78
O0010335,C010336,2025-12-25,R016,E00336,Email,Returned,1479.94
O0010336,C010337,2025-12-26,R017,E00337,Organic Search,Cancelled,3079.98
O0010337,C010338,2025-12-27,R018,E00338,Email,Completed,4690.51
O0010338,C010339,2025-12-28,R019,E00339,Organic Search,Completed,6344.83
O0010339,C010340,2025-12-29,R020,E00340,Instagram,Completed,8238.0
O0010340,C010341,2025-12-30,R001,E00341,Organic Search,Completed,1669.63
O0010341,C010342,2025-12-31,R002,E00342,Email,Completed,3464.47
O0010342,C010343,2026-01-01,R003,E00343,Email,Completed,5260.78
O0010343,C010344,2026-01-02,R004,E00344,Organic Search,Completed,7269.65
O0010344,C010345,2026-01-03,R005,E00345,Organic Search,Completed,9190.48
O0010345,C010346,2026-01-04,R006,E00346,Referral,Completed,1857.97
O0010346,C010347,2026-01-05,R007,E00347,Email,Completed,3846.27
O0010347,C010348,2026-01-06,R008,E00348,Google Ads,Completed,5827.01
O0010348,C010349,2026-01-07,R009,E00349,Instagram,Returned,8034.87
O0010349,C010350,2026-01-08,R010,E00350,Referral,Completed,10136.22
O0010350,C010351,2026-01-09,R011,E00351,Email,Completed,2094.84
O0010351,C010352,2026-01-10,R012,E00352,Instagram,Completed,4225.38
O0010352,C010353,2026-01-11,R013,E00353,Google Ads,Completed,6389.2
O0010353,C010354,2026-01-12,R014,E00354,Referral,Completed,8794.7
O0010354,C010355,2026-01-13,R015,E00355,Referral,Completed,11075.21
O0010355,C010356,2026-01-14,R016,E00356,Google Ads,Cancelled,2285.2
O0010356,C010357,2026-01-15,R017,E00357,Email,Completed,4601.79
O0010357,C010358,2026-01-16,R018,E00358,Instagram,Completed,7116.78
O0010358,C010359,2026-01-17,R019,E00359,Google Ads,Completed,9549.13
O0010359,C010360,2026-01-18,R020,E00360,Referral,Completed,12007.47
O0010360,C010361,2026-01-19,R001,E00361,Email,Completed,2474.21
O0010361,C010362,2026-01-20,R002,E00362,Instagram,Returned,4975.5
O0010362,C010363,2026-01-21,R003,E00363,Email,Completed,7685.04
O0010363,C010364,2026-01-22,R004,E00364,Organic Search,Completed,10298.17
O0010364,C010365,2026-01-23,R005,E00365,Instagram,Completed,13248.43
O0010365,C010366,2026-01-24,R006,E00366,Organic Search,Completed,2661.88
O0010366,C010367,2026-01-25,R007,E00367,Instagram,Completed,5346.51
O0010367,C010368,2026-01-26,R008,E00368,Google Ads,Completed,8249.24
O0010368,C010369,2026-01-27,R009,E00369,Google Ads,Completed,11041.82
O0010369,C010370,2026-01-28,R010,E00370,Email,Completed,14190.8
O0010370,C010371,2026-01-29,R011,E00371,Google Ads,Completed,2848.19
O0010371,C010372,2026-01-30,R012,E00372,Instagram,Completed,5854.22
O0010372,C010373,2026-01-31,R013,E00373,Instagram,Completed,8809.41
O0010373,C010374,2026-02-01,R014,E00374,Organic Search,Completed,11780.08
O0010374,C010375,2026-02-02,R015,E00375,Instagram,Cancelled,15126.43
O0010375,C010376,2026-02-03,R016,E00376,Google Ads,Completed,3033.16
O0010376,C010377,2026-02-04,R017,E00377,Instagram,Completed,6229.28
O0010377,C010378,2026-02-05,R018,E00378,Instagram,Completed,9365.53
O0010378,C010379,2026-02-06,R019,E00379,Google Ads,Completed,12818.14
O0010379,C010380,2026-02-07,R020,E00380,Google Ads,Completed,16055.32
O0010380,C010381,2026-02-08,R001,E00381,Organic Search,Completed,3216.78
O0010381,C010382,2026-02-09,R002,E00382,Email,Completed,6601.65
O0010382,C010383,2026-02-10,R003,E00383,Referral,Completed,9917.6
O0010383,C010384,2026-02-11,R004,E00384,Email,Completed,13564.48
O0010384,C010385,2026-02-12,R005,E00385,Referral,Completed,16977.46
O0010385,C010386,2026-02-13,R006,E00386,Instagram,Completed,3481.96
O0010386,C010387,2026-02-14,R007,E00387,Organic Search,Completed,6971.31
O0010387,C010388,2026-02-15,R008,E00388,Email,Returned,10465.64
O0010388,C010389,2026-02-16,R009,E00389,Referral,Completed,14305.44
O0010389,C010390,2026-02-17,R010,E00390,Google Ads,Completed,17892.87
O0010390,C010391,2026-02-18,R011,E00391,Instagram,Completed,3667.6
O0010391,C010392,2026-02-19,R012,E00392,Email,Completed,7338.29
O0010392,C010393,2026-02-20,R013,E00393,Instagram,Completed,11278.15
O0010393,C010394,2026-02-21,R014,E00394,Organic Search,Cancelled,15041.0
O0010394,C010395,2026-02-22,R015,E00395,Instagram,Completed,18801.54
O0010395,C010396,2026-02-23,R016,E00396,Google Ads,Completed,3851.9
O0010396,C010397,2026-02-24,R017,E00397,Email,Completed,7702.56
O0010397,C010398,2026-02-25,R018,E00398,Referral,Completed,11832.25
O0010398,C010399,2026-02-26,R019,E00399,Instagram,Completed,15771.17
O0010399,C010400,2026-02-27,R020,E00400,Email,Completed,20184.04
O0010400,C010401,2026-02-28,R001,E00401,Organic Search,Returned,112.08
O0010401,C010402,2026-03-01,R002,E00402,Google Ads,Completed,299.49
O0010402,C010403,2026-03-02,R003,E00403,Organic Search,Completed,573.57
O0010403,C010404,2026-03-03,R004,E00404,Google Ads,Completed,912.73
O0010404,C010405,2026-03-04,R005,E00405,Google Ads,Completed,1354.19
O0010405,C010406,2026-03-05,R006,E00406,Google Ads,Completed,307.16
O0010406,C010407,2026-03-06,R007,E00407,Referral,Completed,702.05
O0010407,C010408,2026-03-07,R008,E00408,Organic Search,Completed,1160.02
O0010408,C010409,2026-03-08,R009,E00409,Google Ads,Completed,1686.04
O0010409,C010410,2026-03-09,R010,E00410,Referral,Completed,2333.63
O0010410,C010411,2026-03-10,R011,E00411,Email,Completed,500.89
O0010411,C010412,2026-03-11,R012,E00412,Referral,Completed,1094.64
O0010412,C010413,2026-03-12,R013,E00413,Email,Cancelled,1742.42
O0010413,C010414,2026-03-13,R014,E00414,Organic Search,Returned,2513.8
O0010414,C010415,2026-03-14,R015,E00415,Organic Search,Completed,3306.33
O0010415,C010416,2026-03-15,R016,E00416,Google Ads,Completed,693.27
O0010416,C010417,2026-03-16,R017,E00417,Instagram,Completed,1484.53
O0010417,C010418,2026-03-17,R018,E00418,Referral,Completed,2320.79
O0010418,C010419,2026-03-18,R019,E00419,Referral,Completed,3295.2
O0010419,C010420,2026-03-19,R020,E00420,Referral,Completed,4272.29
O0010420,C010421,2026-03-20,R001,E00421,Email,Completed,905.88
O0010421,C010422,2026-03-21,R002,E00422,Email,Completed,1871.72
O0010422,C010423,2026-03-22,R003,E00423,Instagram,Completed,2895.1
O0010423,C010424,2026-03-23,R004,E00424,Instagram,Completed,4071.2
O0010424,C010425,2026-03-24,R005,E00425,Google Ads,Completed,5231.51
O0010425,C010426,2026-03-25,R006,E00426,Instagram,Completed,1100.28
O0010426,C010427,2026-03-26,R007,E00427,Instagram,Returned,2256.22
O0010427,C010428,2026-03-27,R008,E00428,Organic Search,Completed,3549.9
O0010428,C010429,2026-03-28,R009,E00429,Organic Search,Completed,4841.81
O0010429,C010430,2026-03-29,R010,E00430,Email,Completed,6183.99
O0010430,C010431,2026-03-30,R011,E00431,Email,Completed,1293.34
O0010431,C010432,2026-03-31,R012,E00432,Google Ads,Cancelled,2638.02
O0010432,C010433,2026-04-01,R013,E00433,Email,Completed,4130.28
O0010433,C010434,2026-04-02,R014,E00434,Organic Search,Completed,5607.03
O0010434,C010435,2026-04-03,R015,E00435,Instagram,Completed,7303.62
O0010435,C010436,2026-04-04,R016,E00436,Instagram,Completed,1485.05
O0010436,C010437,2026-04-05,R017,E00437,Email,Completed,3017.12
O0010437,C010438,2026-04-06,R018,E00438,Instagram,Completed,4706.62
O0010438,C010439,2026-04-07,R019,E00439,Instagram,Completed,6366.86
O0010439,C010440,2026-04-08,R020,E00440,Organic Search,Returned,8266.21
O0010440,C010441,2026-04-09,R001,E00441,Referral,Completed,1675.41
O0010441,C010442,2026-04-10,R002,E00442,Organic Search,Completed,3476.3
O0010442,C010443,2026-04-11,R003,E00443,Referral,Completed,5278.92
O0010443,C010444,2026-04-12,R004,E00444,Instagram,Completed,7121.29
O0010444,C010445,2026-04-13,R005,E00445,Instagram,Completed,9222.06
O0010445,C010446,2026-04-14,R006,E00446,Organic Search,Completed,1864.42
O0010446,C010447,2026-04-15,R007,E00447,Google Ads,Completed,3859.45
O0010447,C010448,2026-04-16,R008,E00448,Email,Completed,5847.17
O0010448,C010449,2026-04-17,R009,E00449,Instagram,Completed,8062.29
O0010449,C010450,2026-04-18,R010,E00450,Referral,Completed,10171.17
O0010450,C010451,2026-04-19,R011,E00451,Organic Search,Cancelled,2052.09
O0010451,C010452,2026-04-20,R012,E00452,Email,Completed,4239.9
O0010452,C010453,2026-04-21,R013,E00453,Referral,Returned,6411.38
O0010453,C010454,2026-04-22,R014,E00454,Email,Completed,8824.81
O0010454,C010455,2026-04-23,R015,E00455,Organic Search,Completed,11113.54
O0010455,C010456,2026-04-24,R016,E00456,Referral,Completed,2293.0
O0010456,C010457,2026-04-25,R017,E00457,Instagram,Completed,4617.65
O0010457,C010458,2026-04-26,R018,E00458,Google Ads,Completed,6971.54
O0010458,C010459,2026-04-27,R019,E00459,Email,Completed,9581.94
O0010459,C010460,2026-04-28,R020,E00460,Instagram,Completed,12049.17
O0010460,C010461,2026-04-29,R001,E00461,Email,Completed,2482.68
O0010461,C010462,2026-04-30,R002,E00462,Organic Search,Completed,4992.71
O0010462,C010463,2026-05-01,R003,E00463,Google Ads,Completed,7711.27
O0010463,C010464,2026-05-02,R004,E00464,Instagram,Completed,10333.68
O0010464,C010465,2026-05-03,R005,E00465,Google Ads,Completed,12978.05
O0010465,C010466,2026-05-04,R006,E00466,Organic Search,Returned,2671.02
O0010466,C010467,2026-05-05,R007,E00467,Email,Completed,5365.08
O0010467,C010468,2026-05-06,R008,E00468,Google Ads,Completed,8277.5
O0010468,C010469,2026-05-07,R009,E00469,Google Ads,Completed,11080.03
O0010469,C010470,2026-05-08,R010,E00470,Email,Cancelled,14239.23
O0010470,C010471,2026-05-09,R011,E00471,Google Ads,Completed,2858.01
O0010471,C010472,2026-05-10,R012,E00472,Referral,Completed,5734.75
O0010472,C010473,2026-05-11,R013,E00473,Organic Search,Completed,8839.68
O0010473,C010474,2026-05-12,R014,E00474,Email,Completed,11820.98
O0010474,C010475,2026-05-13,R015,E00475,Referral,Completed,15178.23
O0010475,C010476,2026-05-14,R016,E00476,Organic Search,Completed,3043.66
O0010476,C010477,2026-05-15,R017,E00477,Organic Search,Completed,6250.54
O0010477,C010478,2026-05-16,R018,E00478,Referral,Completed,9397.82
O0010478,C010479,2026-05-17,R019,E00479,Referral,Returned,12556.54
O0010479,C010480,2026-05-18,R020,E00480,Google Ads,Completed,16110.49
O0010480,C010481,2026-05-19,R001,E00481,Email,Completed,3227.95
O0010481,C010482,2026-05-20,R002,E00482,Referral,Completed,6624.25
O0010482,C010483,2026-05-21,R003,E00483,Google Ads,Completed,9951.92
O0010483,C010484,2026-05-22,R004,E00484,Referral,Completed,13610.78
O0010484,C010485,2026-05-23,R005,E00485,Email,Completed,17036.01
O0010485,C010486,2026-05-24,R006,E00486,Email,Completed,3410.9
O0010486,C010487,2026-05-25,R007,E00487,Referral,Completed,6995.27
O0010487,C010488,2026-05-26,R008,E00488,Organic Search,Completed,10501.97
O0010488,C010489,2026-05-27,R009,E00489,Organic Search,Cancelled,14354.43
O0010489,C010490,2026-05-28,R010,E00490,Organic Search,Completed,17954.78
O0010490,C010491,2026-05-29,R011,E00491,Referral,Completed,3680.12
O0010491,C010492,2026-05-30,R012,E00492,Google Ads,Returned,7363.59
O0010492,C010493,2026-05-31,R013,E00493,Instagram,Completed,11047.98
O0010493,C010494,2026-06-01,R014,E00494,Organic Search,Completed,15092.69
O0010494,C010495,2026-06-02,R015,E00495,Google Ads,Completed,18866.82
O0010495,C010496,2026-06-03,R016,E00496,Referral,Completed,3865.09
O0010496,C010497,2026-06-04,R017,E00497,Referral,Completed,7729.21
O0010497,C010498,2026-06-05,R018,E00498,Google Ads,Completed,11872.63
O0010498,C010499,2026-06-06,R019,E00499,Organic Search,Completed,15825.55
O0010499,C010500,2026-06-07,R020,E00500,Google Ads,Completed,19772.12
O0010500,C010501,2026-06-08,R001,E00001,Organic Search,Completed,112.46
O0010501,C010502,2026-06-09,R002,E00002,Organic Search,Completed,300.53
O0010502,C010503,2026-06-10,R003,E00003,Instagram,Completed,575.53
O0010503,C010504,2026-06-11,R004,E00004,Google Ads,Completed,915.89
O0010504,C010505,2026-06-12,R005,E00005,Instagram,Returned,1358.81
O0010505,C010506,2026-06-13,R006,E00006,Google Ads,Completed,308.22
O0010506,C010507,2026-06-14,R007,E00007,Organic Search,Completed,687.73
O0010507,C010508,2026-06-15,R008,E00008,Instagram,Cancelled,1164.0
O0010508,C010509,2026-06-16,R009,E00009,Google Ads,Completed,1691.89
O0010509,C010510,2026-06-17,R010,E00010,Instagram,Completed,2341.62
O0010510,C010511,2026-06-18,R011,E00011,Email,Completed,502.62
O0010511,C010512,2026-06-19,R012,E00012,Referral,Completed,1098.37
O0010512,C010513,2026-06-20,R013,E00013,Email,Completed,1748.43
O0010513,C010514,2026-06-21,R014,E00014,Organic Search,Completed,2462.5
O0010514,C010515,2026-06-22,R015,E00015,Google Ads,Completed,3317.69
O0010515,C010516,2026-06-23,R016,E00016,Google Ads,Completed,695.68
O0010516,C010517,2026-06-24,R017,E00017,Organic Search,Completed,1489.61
O0010517,C010518,2026-06-25,R018,E00018,Google Ads,Returned,2328.82
O0010518,C010519,2026-06-26,R019,E00019,Organic Search,Completed,3306.45
O0010519,C010520,2026-06-27,R020,E00020,Instagram,Completed,4287.02
O0010520,C010521,2026-06-28,R001,E00021,Instagram,Completed,887.39
O0010521,C010522,2026-06-29,R002,E00022,Referral,Completed,1878.15
O0010522,C010523,2026-06-30,R003,E00023,Email,Completed,2905.16
O0010523,C010524,2026-07-01,R004,E00024,Referral,Completed,4085.14
O0010524,C010525,2026-07-02,R005,E00025,Referral,Completed,5249.61
O0010525,C010526,2026-07-03,R006,E00026,Organic Search,Completed,1104.04
O0010526,C010527,2026-07-04,R007,E00027,Organic Search,Cancelled,2264.0
O0010527,C010528,2026-07-05,R008,E00028,Referral,Completed,3477.45
O0010528,C010529,2026-07-06,R009,E00029,Organic Search,Completed,4858.45
O0010529,C010530,2026-07-07,R010,E00030,Organic Search,Completed,6205.46
O0010530,C010531,2026-07-08,R011,E00031,Organic Search,Returned,1297.77
O0010531,C010532,2026-07-09,R012,E00032,Google Ads,Completed,2647.14
O0010532,C010533,2026-07-10,R013,E00033,Google Ads,Completed,4144.38
O0010533,C010534,2026-07-11,R014,E00034,Email,Completed,5626.37
O0010534,C010535,2026-07-12,R015,E00035,Organic Search,Completed,7154.57
O0010535,C010536,2026-07-13,R016,E00036,Email,Completed,1490.15
O0010536,C010537,2026-07-14,R017,E00037,Organic Search,Completed,3027.6
O0010537,C010538,2026-07-15,R018,E00038,Referral,Completed,4722.74
O0010538,C010539,2026-07-16,R019,E00039,Referral,Completed,6388.89
O0010539,C010540,2026-07-17,R020,E00040,Email,Completed,8294.42
O0010540,C010541,2026-07-18,R001,E00041,Google Ads,Completed,1681.18
O0010541,C010542,2026-07-19,R002,E00042,Email,Completed,3405.35
O0010542,C010543,2026-07-20,R003,E00043,Organic Search,Completed,5297.06
O0010543,C010544,2026-07-21,R004,E00044,Instagram,Returned,7146.02
O0010544,C010545,2026-07-22,R005,E00045,Organic Search,Completed,9253.64
O0010545,C010546,2026-07-23,R006,E00046,Instagram,Cancelled,1870.87
O0010546,C010547,2026-07-24,R007,E00047,Email,Completed,3872.62
O0010547,C010548,2026-07-25,R008,E00048,Google Ads,Completed,5867.34
O0010548,C010549,2026-07-26,R009,E00049,Referral,Completed,7897.76
O0010549,C010550,2026-07-27,R010,E00050,Referral,Completed,10206.12
O0010550,C010551,2026-07-28,R011,E00051,Google Ads,Completed,2059.21
O0010551,C010552,2026-07-29,R012,E00052,Google Ads,Completed,4254.42
O0010552,C010553,2026-07-30,R013,E00053,Instagram,Completed,6433.57
O0010553,C010554,2026-07-31,R014,E00054,Google Ads,Completed,8854.93
O0010554,C010555,2026-08-01,R015,E00055,Referral,Completed,11151.86
O0010555,C010556,2026-08-02,R016,E00056,Referral,Completed,2246.2
O0010556,C010557,2026-08-03,R017,E00057,Instagram,Returned,4633.52
O0010557,C010558,2026-08-04,R018,E00058,Google Ads,Completed,6995.75
O0010558,C010559,2026-08-05,R019,E00059,Instagram,Completed,9614.76
O0010559,C010560,2026-08-06,R020,E00060,Instagram,Completed,12090.86
O0010560,C010561,2026-08-07,R001,E00061,Referral,Completed,2491.16
O0010561,C010562,2026-08-08,R002,E00062,Email,Completed,5009.93
O0010562,C010563,2026-08-09,R003,E00063,Instagram,Completed,7553.89
O0010563,C010564,2026-08-10,R004,E00064,Organic Search,Completed,10369.19
O0010564,C010565,2026-08-11,R005,E00065,Organic Search,Cancelled,13023.12
O0010565,C010566,2026-08-12,R006,E00066,Google Ads,Completed,2680.17
O0010566,C010567,2026-08-13,R007,E00067,Referral,Completed,5383.64
O0010567,C010568,2026-08-14,R008,E00068,Email,Completed,8305.75
O0010568,C010569,2026-08-15,R009,E00069,Referral,Completed,11118.24
O0010569,C010570,2026-08-16,R010,E00070,Instagram,Returned,13948.63
O0010570,C010571,2026-08-17,R011,E00071,Organic Search,Completed,2867.84
O0010571,C010572,2026-08-18,R012,E00072,Referral,Completed,5754.66
O0010572,C010573,2026-08-19,R013,E00073,Organic Search,Completed,8869.95
O0010573,C010574,2026-08-20,R014,E00074,Google Ads,Completed,11861.89
O0010574,C010575,2026-08-21,R015,E00075,Email,Completed,15230.03
O0010575,C010576,2026-08-22,R016,E00076,Organic Search,Completed,3054.15
O0010576,C010577,2026-08-23,R017,E00077,Instagram,Completed,6122.98
O0010577,C010578,2026-08-24,R018,E00078,Instagram,Completed,9430.12
O0010578,C010579,2026-08-25,R019,E00079,Organic Search,Completed,12600.14
O0010579,C010580,2026-08-26,R020,E00080,Organic Search,Completed,16165.66
O0010580,C010581,2026-08-27,R001,E00081,Instagram,Completed,3239.12
O0010581,C010582,2026-08-28,R002,E00082,Organic Search,Completed,6646.86
O0010582,C010583,2026-08-29,R003,E00083,Email,Returned,9986.24
O0010583,C010584,2026-08-30,R004,E00084,Instagram,Cancelled,13333.01
O0010584,C010585,2026-08-31,R005,E00085,Referral,Completed,17094.55
O0010585,C010586,2025-09-01,R006,E00086,Email,Completed,3422.74
O0010586,C010587,2025-09-02,R007,E00087,Organic Search,Completed,7019.23
O0010587,C010588,2025-09-03,R008,E00088,Google Ads,Completed,10538.31
O0010588,C010589,2025-09-04,R009,E00089,Instagram,Completed,14403.42
O0010589,C010590,2025-09-05,R010,E00090,Email,Completed,18016.7
O0010590,C010591,2025-09-06,R011,E00091,Organic Search,Completed,3605.01
O0010591,C010592,2025-09-07,R012,E00092,Google Ads,Completed,7388.89
O0010592,C010593,2025-09-08,R013,E00093,Google Ads,Completed,11086.35
O0010593,C010594,2025-09-09,R014,E00094,Google Ads,Completed,15144.37
O0010594,C010595,2025-09-10,R015,E00095,Organic Search,Completed,18932.11
O0010595,C010596,2025-09-11,R016,E00096,Referral,Returned,3878.28
O0010596,C010597,2025-09-12,R017,E00097,Instagram,Completed,7755.87
O0010597,C010598,2025-09-13,R018,E00098,Organic Search,Completed,11630.33
O0010598,C010599,2025-09-14,R019,E00099,Instagram,Completed,15879.94
O0010599,C010600,2025-09-15,R020,E00100,Email,Completed,19840.77
O0010600,C010601,2025-09-16,R001,E00101,Email,Completed,112.85
O0010601,C010602,2025-09-17,R002,E00102,Instagram,Completed,301.57
O0010602,C010603,2025-09-18,R003,E00103,Google Ads,Cancelled,577.5
O0010603,C010604,2025-09-19,R004,E00104,Instagram,Completed,919.05
O0010604,C010605,2025-09-20,R005,E00105,Google Ads,Completed,1331.08
O0010605,C010606,2025-09-21,R006,E00106,Instagram,Completed,309.28
O0010606,C010607,2025-09-22,R007,E00107,Instagram,Completed,690.11
O0010607,C010608,2025-09-23,R008,E00108,Instagram,Completed,1167.99
O0010608,C010609,2025-09-24,R009,E00109,Referral,Returned,1697.75
O0010609,C010610,2025-09-25,R010,E00110,Email,Completed,2349.61
O0010610,C010611,2025-09-26,R011,E00111,Organic Search,Completed,504.36
O0010611,C010612,2025-09-27,R012,E00112,Organic Search,Completed,1075.96
O0010612,C010613,2025-09-28,R013,E00113,Instagram,Completed,1754.44
O0010613,C010614,2025-09-29,R014,E00114,Organic Search,Completed,2471.05
O0010614,C010615,2025-09-30,R015,E00115,Google Ads,Completed,3329.05
O0010615,C010616,2025-10-01,R016,E00116,Instagram,Completed,698.09
O0010616,C010617,2025-10-02,R017,E00117,Instagram,Completed,1494.69
O0010617,C010618,2025-10-03,R018,E00118,Instagram,Completed,2336.85
O0010618,C010619,2025-10-04,R019,E00119,Referral,Completed,3238.97
O0010619,C010620,2025-10-05,R020,E00120,Google Ads,Completed,4301.75
O0010620,C010621,2025-10-06,R001,E00121,Referral,Completed,890.47
O0010621,C010622,2025-10-07,R002,E00122,Google Ads,Cancelled,1884.58
O0010622,C010623,2025-10-08,R003,E00123,Referral,Completed,2915.21
O0010623,C010624,2025-10-09,R004,E00124,Organic Search,Completed,4099.09
O0010624,C010625,2025-10-10,R005,E00125,Organic Search,Completed,5267.71
