"Campaign_ID","Campaign_Date","Channel","Campaign_Name","Spend","Impressions","Clicks","Leads","Conversions","Attributed_Revenue","Attributed_Profit"
"MC000916","2026-03-06","Instagram","Campaign 0916","18000","20916","1916","516","26","75816","3228.480000000003"
"MC000917","2026-03-07","Email","Campaign 0917","18500","20917","1917","517","27","78759","3552.5200000000004"
"MC000918","2026-03-08","Referral","Campaign 0918","19000","20918","1918","518","28","81704","3877.1200000000026"
"MC000919","2026-03-09","Organic Search","Campaign 0919","19500","20919","1919","519","29","84651","4202.2800000000025"
"MC000920","2026-03-10","Google Ads","Campaign 0920","20000","20920","1920","520","30","87600","4528.000000000004"
"MC000921","2026-03-11","Instagram","Campaign 0921","20500","20921","1921","521","31","90551","4854.2800000000025"
"MC000922","2026-03-12","Email","Campaign 0922","21000","20922","1922","522","32","93504","5181.120000000003"
"MC000923","2026-03-13","Referral","Campaign 0923","21500","20923","1923","523","33","96459","5508.520000000004"
"MC000924","2026-03-14","Organic Search","Campaign 0924","22000","20924","1924","524","34","99416","5836.480000000003"
"MC000925","2026-03-15","Google Ads","Campaign 0925","22500","20925","1925","525","35","102375","6165.000000000004"
"MC000926","2026-03-16","Instagram","Campaign 0926","23000","20926","1926","526","36","105336","6494.080000000002"
"MC000927","2026-03-17","Email","Campaign 0927","23500","20927","1927","527","37","108299","6823.720000000001"
"MC000928","2026-03-18","Referral","Campaign 0928","24000","20928","1928","528","38","111264","7153.920000000002"
"MC000929","2026-03-19","Organic Search","Campaign 0929","24500","20929","1929","529","39","114231","7484.680000000004"
"MC000930","2026-03-20","Google Ads","Campaign 0930","25000","20930","1930","530","40","117200","7816"
"MC000931","2026-03-21","Instagram","Campaign 0931","25500","20931","1931","531","41","120171","8147.880000000005"
"MC000932","2026-03-22","Email","Campaign 0932","26000","20932","1932","532","42","123144","8480.32"
"MC000933","2026-03-23","Referral","Campaign 0933","26500","20933","1933","533","43","126119","8813.320000000007"
"MC000934","2026-03-24","Organic Search","Campaign 0934","27000","20934","1934","534","44","129096","9146.880000000005"
"MC000935","2026-03-25","Google Ads","Campaign 0935","27500","20935","1935","535","45","132075","9481"
"MC000936","2026-03-26","Instagram","Campaign 0936","28000","20936","1936","536","46","135056","9815.68"
"MC000937","2026-03-27","Email","Campaign 0937","28500","20937","1937","537","47","138039","10150.920000000006"
"MC000938","2026-03-28","Referral","Campaign 0938","29000","20938","1938","538","48","141024","10486.720000000001"
"MC000939","2026-03-29","Organic Search","Campaign 0939","29500","20939","1939","539","49","144011","10823.080000000002"
"MC000940","2026-03-30","Google Ads","Campaign 0940","30000","20940","1940","540","50","147000","11160.000000000007"
"MC000941","2026-03-31","Instagram","Campaign 0941","30500","20941","1941","541","51","149991","11497.480000000003"
"MC000942","2026-04-01","Email","Campaign 0942","31000","20942","1942","542","52","152984","11835.520000000004"
"MC000943","2026-04-02","Referral","Campaign 0943","31500","20943","1943","543","53","155979","12174.120000000003"
"MC000944","2026-04-03","Organic Search","Campaign 0944","32000","20944","1944","544","54","158976","12513.280000000006"
"MC000945","2026-04-04","Google Ads","Campaign 0945","32500","20945","1945","545","55","161975","12853.000000000007"
"MC000946","2026-04-05","Instagram","Campaign 0946","33000","20946","1946","546","56","164976","13193.280000000006"
"MC000947","2026-04-06","Email","Campaign 0947","33500","20947","1947","547","57","167979","13534.120000000003"
"MC000948","2026-04-07","Referral","Campaign 0948","34000","20948","1948","548","58","170984","13875.520000000004"
"MC000949","2026-04-08","Organic Search","Campaign 0949","34500","20949","1949","549","59","173991","14217.480000000003"
"MC000950","2026-04-09","Google Ads","Campaign 0950","35000","20950","1950","550","60","177000","14560.000000000007"
"MC000951","2026-04-10","Instagram","Campaign 0951","35500","20951","1951","551","61","180011","14903.080000000002"
"MC000952","2026-04-11","Email","Campaign 0952","36000","20952","1952","552","62","183024","15246.720000000008"
"MC000953","2026-04-12","Referral","Campaign 0953","36500","20953","1953","553","63","186039","15590.920000000006"
"MC000954","2026-04-13","Organic Search","Campaign 0954","37000","20954","1954","554","64","189056","15935.680000000008"
"MC000955","2026-04-14","Google Ads","Campaign 0955","37500","20955","1955","555","65","192075","16281.000000000007"
"MC000956","2026-04-15","Instagram","Campaign 0956","38000","20956","1956","556","66","195096","16626.880000000005"
"MC000957","2026-04-16","Email","Campaign 0957","38500","20957","1957","557","67","198119","16973.320000000007"
"MC000958","2026-04-17","Referral","Campaign 0958","39000","20958","1958","558","68","201144","17320.320000000007"
"MC000959","2026-04-18","Organic Search","Campaign 0959","39500","20959","1959","559","69","204171","17667.880000000005"
"MC000960","2026-04-19","Google Ads","Campaign 0960","40000","20960","1960","560","70","207200","18016.000000000007"
"MC000961","2026-04-20","Instagram","Campaign 0961","40500","20961","1961","561","71","210231","18364.680000000008"
"MC000962","2026-04-21","Email","Campaign 0962","41000","20962","1962","562","72","213264","18713.920000000006"
"MC000963","2026-04-22","Referral","Campaign 0963","41500","20963","1963","563","73","216299","19063.72000000001"
"MC000964","2026-04-23","Organic Search","Campaign 0964","42000","20964","1964","564","74","219336","19414.08000000001"
"MC000965","2026-04-24","Google Ads","Campaign 0965","42500","20965","1965","565","75","222375","19765.000000000007"
"MC000966","2026-04-25","Instagram","Campaign 0966","43000","20966","1966","566","76","225416","20116.480000000003"
"MC000967","2026-04-26","Email","Campaign 0967","43500","20967","1967","567","77","228459","20468.520000000004"
"MC000968","2026-04-27","Referral","Campaign 0968","44000","20968","1968","568","78","231504","20821.120000000003"
"MC000969","2026-04-28","Organic Search","Campaign 0969","44500","20969","1969","569","79","234551","21174.280000000013"
"MC000970","2026-04-29","Google Ads","Campaign 0970","45000","20970","1970","570","80","237600","21528"
"MC000971","2026-04-30","Instagram","Campaign 0971","45500","20971","1971","571","81","240651","21882.280000000013"
"MC000972","2026-05-01","Email","Campaign 0972","46000","20972","1972","572","82","243704","22237.12000000001"
"MC000973","2026-05-02","Referral","Campaign 0973","46500","20973","1973","573","83","246759","22592.520000000004"
"MC000974","2026-05-03","Organic Search","Campaign 0974","47000","20974","1974","574","84","249816","22948.48000000001"
"MC000975","2026-05-04","Google Ads","Campaign 0975","47500","20975","1975","575","85","252875","23305"
"MC000976","2026-05-05","Instagram","Campaign 0976","48000","20976","1976","576","86","255936","23662.08"
"MC000977","2026-05-06","Email","Campaign 0977","48500","20977","1977","577","87","258999","24019.72"
"MC000978","2026-05-07","Referral","Campaign 0978","49000","20978","1978","578","88","262064","24377.920000000013"
"MC000979","2026-05-08","Organic Search","Campaign 0979","49500","20979","1979","579","89","265131","24736.680000000008"
"MC000980","2026-05-09","Google Ads","Campaign 0980","50000","20980","1980","580","90","268200","25096"
"MC000981","2026-05-10","Instagram","Campaign 0981","50500","20981","1981","581","91","271271","25455.880000000005"
"MC000982","2026-05-11","Email","Campaign 0982","51000","20982","1982","582","92","274344","25816.320000000007"
"MC000983","2026-05-12","Referral","Campaign 0983","51500","20983","1983","583","93","277419","26177.320000000007"
"MC000984","2026-05-13","Organic Search","Campaign 0984","52000","20984","1984","584","94","280496","26538.880000000005"
"MC000985","2026-05-14","Google Ads","Campaign 0985","52500","20985","1985","585","95","283575","26901.000000000015"
"MC000986","2026-05-15","Instagram","Campaign 0986","53000","20986","1986","586","96","286656","27263.680000000008"
"MC000987","2026-05-16","Email","Campaign 0987","53500","20987","1987","587","97","289739","27626.920000000013"
"MC000988","2026-05-17","Referral","Campaign 0988","54000","20988","1988","588","98","292824","27990.72"
"MC000989","2026-05-18","Organic Search","Campaign 0989","54500","20989","1989","589","99","295911","28355.08"
"MC000990","2026-05-19","Google Ads","Campaign 0990","55000","20990","1990","590","10","29900","-46628"
"MC000991","2026-05-20","Instagram","Campaign 0991","55500","20991","1991","591","11","32901","-46287.72"
"MC000992","2026-05-21","Email","Campaign 0992","56000","20992","1992","592","12","35904","-45946.88"
"MC000993","2026-05-22","Referral","Campaign 0993","56500","20993","1993","593","13","38909","-45605.479999999996"
"MC000994","2026-05-23","Organic Search","Campaign 0994","57000","20994","1994","594","14","41916","-45263.52"
"MC000995","2026-05-24","Google Ads","Campaign 0995","57500","20995","1995","595","15","44925","-44921"
"MC000996","2026-05-25","Instagram","Campaign 0996","58000","20996","1996","596","16","47936","-44577.92"
"MC000997","2026-05-26","Email","Campaign 0997","58500","20997","1997","597","17","50949","-44234.28"
"MC000998","2026-05-27","Referral","Campaign 0998","59000","20998","1998","598","18","53964","-43890.08"
"MC000999","2026-05-28","Organic Search","Campaign 0999","59500","20999","1999","599","19","56981","-43545.32"
"MC001000","2026-05-29","Google Ads","Campaign 1000","10000","21000","2000","100","20","40000","1200.0000000000018"
"MC001001","2026-05-30","Instagram","Campaign 1001","10500","21001","2001","101","21","42021","1265.880000000001"
"MC001002","2026-05-31","Email","Campaign 1002","11000","21002","2002","102","22","44044","1332.3200000000015"
"MC001003","2026-06-01","Referral","Campaign 1003","11500","21003","2003","103","23","46069","1399.3200000000015"
"MC001004","2026-06-02","Organic Search","Campaign 1004","12000","21004","2004","104","24","48096","1466.880000000001"
"MC001005","2026-06-03","Google Ads","Campaign 1005","12500","21005","2005","105","25","50125","1535.0000000000018"
"MC001006","2026-06-04","Instagram","Campaign 1006","13000","21006","2006","106","26","52156","1603.680000000002"
"MC001007","2026-06-05","Email","Campaign 1007","13500","21007","2007","107","27","54189","1672.920000000002"
"MC001008","2026-06-06","Referral","Campaign 1008","14000","21008","2008","108","28","56224","1742.7200000000012"
"MC001009","2026-06-07","Organic Search","Campaign 1009","14500","21009","2009","109","29","58261","1813.0800000000017"
"MC001010","2026-06-08","Google Ads","Campaign 1010","15000","21010","2010","110","30","60300","1884"
"MC001011","2026-06-09","Instagram","Campaign 1011","15500","21011","2011","111","31","62341","1955.4800000000032"
"MC001012","2026-06-10","Email","Campaign 1012","16000","21012","2012","112","32","64384","2027.5200000000004"
"MC001013","2026-06-11","Referral","Campaign 1013","16500","21013","2013","113","33","66429","2100.1200000000026"
"MC001014","2026-06-12","Organic Search","Campaign 1014","17000","21014","2014","114","34","68476","2173.2800000000025"
"MC001015","2026-06-13","Google Ads","Campaign 1015","17500","21015","2015","115","35","70525","2247.0000000000036"
"MC001016","2026-06-14","Instagram","Campaign 1016","18000","21016","2016","116","36","72576","2321.2800000000025"
"MC001017","2026-06-15","Email","Campaign 1017","18500","21017","2017","117","37","74629","2396.1200000000026"
"MC001018","2026-06-16","Referral","Campaign 1018","19000","21018","2018","118","38","76684","2471.5200000000004"
"MC001019","2026-06-17","Organic Search","Campaign 1019","19500","21019","2019","119","39","78741","2547.480000000003"
"MC001020","2026-06-18","Google Ads","Campaign 1020","20000","21020","2020","120","40","80800","2624.0000000000036"
"MC001021","2026-06-19","Instagram","Campaign 1021","20500","21021","2021","121","41","82861","2701.0800000000017"
"MC001022","2026-06-20","Email","Campaign 1022","21000","21022","2022","122","42","84924","2778.720000000001"
"MC001023","2026-06-21","Referral","Campaign 1023","21500","21023","2023","123","43","86989","2856.920000000002"
"MC001024","2026-06-22","Organic Search","Campaign 1024","22000","21024","2024","124","44","89056","2935.680000000004"
"MC001025","2026-06-23","Google Ads","Campaign 1025","22500","21025","2025","125","45","91125","3015.0000000000036"
"MC001026","2026-06-24","Instagram","Campaign 1026","23000","21026","2026","126","46","93196","3094.880000000001"
"MC001027","2026-06-25","Email","Campaign 1027","23500","21027","2027","127","47","95269","3175.3200000000033"
"MC001028","2026-06-26","Referral","Campaign 1028","24000","21028","2028","128","48","97344","3256.3200000000033"
"MC001029","2026-06-27","Organic Search","Campaign 1029","24500","21029","2029","129","49","99421","3337.880000000001"
"MC001030","2026-06-28","Google Ads","Campaign 1030","25000","21030","2030","130","50","101500","3420.0000000000036"
"MC001031","2026-06-29","Instagram","Campaign 1031","25500","21031","2031","131","51","103581","3502.680000000004"
"MC001032","2026-06-30","Email","Campaign 1032","26000","21032","2032","132","52","105664","3585.920000000002"
"MC001033","2026-07-01","Referral","Campaign 1033","26500","21033","2033","133","53","107749","3669.720000000001"
"MC001034","2026-07-02","Organic Search","Campaign 1034","27000","21034","2034","134","54","109836","3754.0800000000017"
"MC001035","2026-07-03","Google Ads","Campaign 1035","27500","21035","2035","135","55","111925","3839.0000000000036"
"MC001036","2026-07-04","Instagram","Campaign 1036","28000","21036","2036","136","56","114016","3924.480000000003"
"MC001037","2026-07-05","Email","Campaign 1037","28500","21037","2037","137","57","116109","4010.520000000004"
"MC001038","2026-07-06","Referral","Campaign 1038","29000","21038","2038","138","58","118204","4097.120000000003"
"MC001039","2026-07-07","Organic Search","Campaign 1039","29500","21039","2039","139","59","120301","4184.280000000006"
"MC001040","2026-07-08","Google Ads","Campaign 1040","30000","21040","2040","140","60","122400","4272"
"MC001041","2026-07-09","Instagram","Campaign 1041","30500","21041","2041","141","61","124501","4360.280000000006"
"MC001042","2026-07-10","Email","Campaign 1042","31000","21042","2042","142","62","126604","4449.120000000003"
"MC001043","2026-07-11","Referral","Campaign 1043","31500","21043","2043","143","63","128709","4538.520000000004"
"MC001044","2026-07-12","Organic Search","Campaign 1044","32000","21044","2044","144","64","130816","4628.480000000003"
"MC001045","2026-07-13","Google Ads","Campaign 1045","32500","21045","2045","145","65","132925","4719"
"MC001046","2026-07-14","Instagram","Campaign 1046","33000","21046","2046","146","66","135036","4810.080000000002"
"MC001047","2026-07-15","Email","Campaign 1047","33500","21047","2047","147","67","137149","4901.720000000001"
"MC001048","2026-07-16","Referral","Campaign 1048","34000","21048","2048","148","68","139264","4993.9200000000055"
"MC001049","2026-07-17","Organic Search","Campaign 1049","34500","21049","2049","149","69","141381","5086.68"
"MC001050","2026-07-18","Google Ads","Campaign 1050","35000","21050","2050","150","70","143500","5180.000000000007"
"MC001051","2026-07-19","Instagram","Campaign 1051","35500","21051","2051","151","71","145621","5273.880000000005"
"MC001052","2026-07-20","Email","Campaign 1052","36000","21052","2052","152","72","147744","5368.320000000007"
"MC001053","2026-07-21","Referral","Campaign 1053","36500","21053","2053","153","73","149869","5463.320000000007"
"MC001054","2026-07-22","Organic Search","Campaign 1054","37000","21054","2054","154","74","151996","5558.880000000005"
"MC001055","2026-07-23","Google Ads","Campaign 1055","37500","21055","2055","155","75","154125","5655.000000000007"
"MC001056","2026-07-24","Instagram","Campaign 1056","38000","21056","2056","156","76","156256","5751.680000000008"
"MC001057","2026-07-25","Email","Campaign 1057","38500","21057","2057","157","77","158389","5848.9200000000055"
"MC001058","2026-07-26","Referral","Campaign 1058","39000","21058","2058","158","78","160524","5946.720000000001"
"MC001059","2026-07-27","Organic Search","Campaign 1059","39500","21059","2059","159","79","162661","6045.080000000002"
"MC001060","2026-07-28","Google Ads","Campaign 1060","40000","21060","2060","160","80","164800","6144.000000000007"
"MC001061","2026-07-29","Instagram","Campaign 1061","40500","21061","2061","161","81","166941","6243.480000000003"
"MC001062","2026-07-30","Email","Campaign 1062","41000","21062","2062","162","82","169084","6343.520000000004"
"MC001063","2026-07-31","Referral","Campaign 1063","41500","21063","2063","163","83","171229","6444.120000000003"
"MC001064","2026-08-01","Organic Search","Campaign 1064","42000","21064","2064","164","84","173376","6545.280000000006"
"MC001065","2026-08-02","Google Ads","Campaign 1065","42500","21065","2065","165","85","175525","6647.000000000007"
"MC001066","2026-08-03","Instagram","Campaign 1066","43000","21066","2066","166","86","177676","6749.280000000006"
"MC001067","2026-08-04","Email","Campaign 1067","43500","21067","2067","167","87","179829","6852.120000000003"
"MC001068","2026-08-05","Referral","Campaign 1068","44000","21068","2068","168","88","181984","6955.520000000004"
"MC001069","2026-08-06","Organic Search","Campaign 1069","44500","21069","2069","169","89","184141","7059.480000000003"
"MC001070","2026-08-07","Google Ads","Campaign 1070","45000","21070","2070","170","90","186300","7164.000000000007"
"MC001071","2026-08-08","Instagram","Campaign 1071","45500","21071","2071","171","91","188461","7269.080000000002"
"MC001072","2026-08-09","Email","Campaign 1072","46000","21072","2072","172","92","190624","7374.720000000008"
"MC001073","2026-08-10","Referral","Campaign 1073","46500","21073","2073","173","93","192789","7480.9200000000055"
"MC001074","2026-08-11","Organic Search","Campaign 1074","47000","21074","2074","174","94","194956","7587.680000000008"
"MC001075","2026-08-12","Google Ads","Campaign 1075","47500","21075","2075","175","95","197125","7695.000000000007"
"MC001076","2026-08-13","Instagram","Campaign 1076","48000","21076","2076","176","96","199296","7802.880000000005"
"MC001077","2026-08-14","Email","Campaign 1077","48500","21077","2077","177","97","201469","7911.320000000007"
"MC001078","2026-08-15","Referral","Campaign 1078","49000","21078","2078","178","98","203644","8020.320000000007"
"MC001079","2026-08-16","Organic Search","Campaign 1079","49500","21079","2079","179","99","205821","8129.880000000005"
"MC001080","2026-08-17","Google Ads","Campaign 1080","50000","21080","2080","180","10","20800","-44176"
"MC001081","2026-08-18","Instagram","Campaign 1081","50500","21081","2081","181","11","22891","-44090.52"
"MC001082","2026-08-19","Email","Campaign 1082","51000","21082","2082","182","12","24984","-44004.479999999996"
"MC001083","2026-08-20","Referral","Campaign 1083","51500","21083","2083","183","13","27079","-43917.88"
"MC001084","2026-08-21","Organic Search","Campaign 1084","52000","21084","2084","184","14","29176","-43830.72"
"MC001085","2026-08-22","Google Ads","Campaign 1085","52500","21085","2085","185","15","31275","-43743"
"MC001086","2026-08-23","Instagram","Campaign 1086","53000","21086","2086","186","16","33376","-43654.72"
"MC001087","2026-08-24","Email","Campaign 1087","53500","21087","2087","187","17","35479","-43565.88"
"MC001088","2026-08-25","Referral","Campaign 1088","54000","21088","2088","188","18","37584","-43476.479999999996"
"MC001089","2026-08-26","Organic Search","Campaign 1089","54500","21089","2089","189","19","39691","-43386.52"
"MC001090","2026-08-27","Google Ads","Campaign 1090","55000","21090","2090","190","20","41800","-43296"
"MC001091","2026-08-28","Instagram","Campaign 1091","55500","21091","2091","191","21","43911","-43204.92"
"MC001092","2026-08-29","Email","Campaign 1092","56000","21092","2092","192","22","46024","-43113.28"
"MC001093","2026-08-30","Referral","Campaign 1093","56500","21093","2093","193","23","48139","-43021.08"
"MC001094","2026-08-31","Organic Search","Campaign 1094","57000","21094","2094","194","24","50256","-42928.32"
"MC001095","2025-09-01","Google Ads","Campaign 1095","57500","21095","2095","195","25","52375","-42835"
"MC001096","2025-09-02","Instagram","Campaign 1096","58000","21096","2096","196","26","54496","-42741.119999999995"
"MC001097","2025-09-03","Email","Campaign 1097","58500","21097","2097","197","27","56619","-42646.68"
"MC001098","2025-09-04","Referral","Campaign 1098","59000","21098","2098","198","28","58744","-42551.67999999999"
"MC001099","2025-09-05","Organic Search","Campaign 1099","59500","21099","2099","199","29","60871","-42456.119999999995"
"MC001100","2025-09-06","Google Ads","Campaign 1100","10000","21100","2100","200","30","63000","7640"
"MC001101","2025-09-07","Instagram","Campaign 1101","10500","21101","2101","201","31","65131","7736.68"
"MC001102","2025-09-08","Email","Campaign 1102","11000","21102","2102","202","32","67264","7833.920000000002"
"MC001103","2025-09-09","Referral","Campaign 1103","11500","21103","2103","203","33","69399","7931.720000000001"
"MC001104","2025-09-10","Organic Search","Campaign 1104","12000","21104","2104","204","34","71536","8030.080000000002"
"MC001105","2025-09-11","Google Ads","Campaign 1105","12500","21105","2105","205","35","73675","8129.000000000004"
"MC001106","2025-09-12","Instagram","Campaign 1106","13000","21106","2106","206","36","75816","8228.480000000003"
"MC001107","2025-09-13","Email","Campaign 1107","13500","21107","2107","207","37","77959","8328.52"
"MC001108","2025-09-14","Referral","Campaign 1108","14000","21108","2108","208","38","80104","8429.120000000003"
"MC001109","2025-09-15","Organic Search","Campaign 1109","14500","21109","2109","209","39","82251","8530.280000000002"
"MC001110","2025-09-16","Google Ads","Campaign 1110","15000","21110","2110","210","40","84400","8632.000000000004"
"MC001111","2025-09-17","Instagram","Campaign 1111","15500","21111","2111","211","41","86551","8734.280000000002"
"MC001112","2025-09-18","Email","Campaign 1112","16000","21112","2112","212","42","88704","8837.120000000003"
"MC001113","2025-09-19","Referral","Campaign 1113","16500","21113","2113","213","43","90859","8940.520000000004"
"MC001114","2025-09-20","Organic Search","Campaign 1114","17000","21114","2114","214","44","93016","9044.480000000003"
"MC001115","2025-09-21","Google Ads","Campaign 1115","17500","21115","2115","215","45","95175","9149.000000000004"
"MC001116","2025-09-22","Instagram","Campaign 1116","18000","21116","2116","216","46","97336","9254.080000000002"
"MC001117","2025-09-23","Email","Campaign 1117","18500","21117","2117","217","47","99499","9359.720000000001"
"MC001118","2025-09-24","Referral","Campaign 1118","19000","21118","2118","218","48","101664","9465.920000000002"
"MC001119","2025-09-25","Organic Search","Campaign 1119","19500","21119","2119","219","49","103831","9572.680000000004"
"MC001120","2025-09-26","Google Ads","Campaign 1120","20000","21120","2120","220","50","106000","9680.000000000004"
"MC001121","2025-09-27","Instagram","Campaign 1121","20500","21121","2121","221","51","108171","9787.880000000005"
"MC001122","2025-09-28","Email","Campaign 1122","21000","21122","2122","222","52","110344","9896.320000000003"
"MC001123","2025-09-29","Referral","Campaign 1123","21500","21123","2123","223","53","112519","10005.320000000003"
"MC001124","2025-09-30","Organic Search","Campaign 1124","22000","21124","2124","224","54","114696","10114.880000000005"
"MC001125","2025-10-01","Google Ads","Campaign 1125","22500","21125","2125","225","55","116875","10225.000000000004"
"MC001126","2025-10-02","Instagram","Campaign 1126","23000","21126","2126","226","56","119056","10335.68"
"MC001127","2025-10-03","Email","Campaign 1127","23500","21127","2127","227","57","121239","10446.920000000006"
"MC001128","2025-10-04","Referral","Campaign 1128","24000","21128","2128","228","58","123424","10558.720000000001"
"MC001129","2025-10-05","Organic Search","Campaign 1129","24500","21129","2129","229","59","125611","10671.080000000002"
"MC001130","2025-10-06","Google Ads","Campaign 1130","25000","21130","2130","230","60","127800","10784"
"MC001131","2025-10-07","Instagram","Campaign 1131","25500","21131","2131","231","61","129991","10897.480000000003"
"MC001132","2025-10-08","Email","Campaign 1132","26000","21132","2132","232","62","132184","11011.520000000004"
"MC001133","2025-10-09","Referral","Campaign 1133","26500","21133","2133","233","63","134379","11126.120000000003"
"MC001134","2025-10-10","Organic Search","Campaign 1134","27000","21134","2134","234","64","136576","11241.280000000006"
"MC001135","2025-10-11","Google Ads","Campaign 1135","27500","21135","2135","235","65","138775","11357.000000000007"
"MC001136","2025-10-12","Instagram","Campaign 1136","28000","21136","2136","236","66","140976","11473.280000000006"
"MC001137","2025-10-13","Email","Campaign 1137","28500","21137","2137","237","67","143179","11590.120000000003"
"MC001138","2025-10-14","Referral","Campaign 1138","29000","21138","2138","238","68","145384","11707.520000000004"
"MC001139","2025-10-15","Organic Search","Campaign 1139","29500","21139","2139","239","69","147591","11825.480000000003"
"MC001140","2025-10-16","Google Ads","Campaign 1140","30000","21140","2140","240","70","149800","11944.000000000007"
"MC001141","2025-10-17","Instagram","Campaign 1141","30500","21141","2141","241","71","152011","12063.080000000002"
"MC001142","2025-10-18","Email","Campaign 1142","31000","21142","2142","242","72","154224","12182.720000000001"
"MC001143","2025-10-19","Referral","Campaign 1143","31500","21143","2143","243","73","156439","12302.920000000006"
"MC001144","2025-10-20","Organic Search","Campaign 1144","32000","21144","2144","244","74","158656","12423.680000000008"
"MC001145","2025-10-21","Google Ads","Campaign 1145","32500","21145","2145","245","75","160875","12545.000000000007"
"MC001146","2025-10-22","Instagram","Campaign 1146","33000","21146","2146","246","76","163096","12666.880000000005"
"MC001147","2025-10-23","Email","Campaign 1147","33500","21147","2147","247","77","165319","12789.320000000007"
"MC001148","2025-10-24","Referral","Campaign 1148","34000","21148","2148","248","78","167544","12912.320000000007"
"MC001149","2025-10-25","Organic Search","Campaign 1149","34500","21149","2149","249","79","169771","13035.880000000005"
"MC001150","2025-10-26","Google Ads","Campaign 1150","35000","21150","2150","250","80","172000","13160.000000000007"
"MC001151","2025-10-27","Instagram","Campaign 1151","35500","21151","2151","251","81","174231","13284.680000000008"
"MC001152","2025-10-28","Email","Campaign 1152","36000","21152","2152","252","82","176464","13409.920000000006"
"MC001153","2025-10-29","Referral","Campaign 1153","36500","21153","2153","253","83","178699","13535.720000000001"
"MC001154","2025-10-30","Organic Search","Campaign 1154","37000","21154","2154","254","84","180936","13662.080000000002"
"MC001155","2025-10-31","Google Ads","Campaign 1155","37500","21155","2155","255","85","183175","13789.000000000007"
"MC001156","2025-11-01","Instagram","Campaign 1156","38000","21156","2156","256","86","185416","13916.480000000003"
"MC001157","2025-11-02","Email","Campaign 1157","38500","21157","2157","257","87","187659","14044.520000000004"
"MC001158","2025-11-03","Referral","Campaign 1158","39000","21158","2158","258","88","189904","14173.120000000003"
"MC001159","2025-11-04","Organic Search","Campaign 1159","39500","21159","2159","259","89","192151","14302.280000000006"
"MC001160","2025-11-05","Google Ads","Campaign 1160","40000","21160","2160","260","90","194400","14432.000000000007"
"MC001161","2025-11-06","Instagram","Campaign 1161","40500","21161","2161","261","91","196651","14562.280000000006"
"MC001162","2025-11-07","Email","Campaign 1162","41000","21162","2162","262","92","198904","14693.120000000003"
"MC001163","2025-11-08","Referral","Campaign 1163","41500","21163","2163","263","93","201159","14824.520000000004"
"MC001164","2025-11-09","Organic Search","Campaign 1164","42000","21164","2164","264","94","203416","14956.480000000003"
"MC001165","2025-11-10","Google Ads","Campaign 1165","42500","21165","2165","265","95","205675","15089.000000000007"
"MC001166","2025-11-11","Instagram","Campaign 1166","43000","21166","2166","266","96","207936","15222.080000000009"
"MC001167","2025-11-12","Email","Campaign 1167","43500","21167","2167","267","97","210199","15355.720000000008"
"MC001168","2025-11-13","Referral","Campaign 1168","44000","21168","2168","268","98","212464","15489.920000000006"
"MC001169","2025-11-14","Organic Search","Campaign 1169","44500","21169","2169","269","99","214731","15624.680000000008"
"MC001170","2025-11-15","Google Ads","Campaign 1170","45000","21170","2170","270","10","21700","-38924"
"MC001171","2025-11-16","Instagram","Campaign 1171","45500","21171","2171","271","11","23881","-38813.32"
"MC001172","2025-11-17","Email","Campaign 1172","46000","21172","2172","272","12","26064","-38702.08"
"MC001173","2025-11-18","Referral","Campaign 1173","46500","21173","2173","273","13","28249","-38590.28"
"MC001174","2025-11-19","Organic Search","Campaign 1174","47000","21174","2174","274","14","30436","-38477.92"
"MC001175","2025-11-20","Google Ads","Campaign 1175","47500","21175","2175","275","15","32625","-38365"
"MC001176","2025-11-21","Instagram","Campaign 1176","48000","21176","2176","276","16","34816","-38251.52"
"MC001177","2025-11-22","Email","Campaign 1177","48500","21177","2177","277","17","37009","-38137.479999999996"
"MC001178","2025-11-23","Referral","Campaign 1178","49000","21178","2178","278","18","39204","-38022.88"
"MC001179","2025-11-24","Organic Search","Campaign 1179","49500","21179","2179","279","19","41401","-37907.72"
"MC001180","2025-11-25","Google Ads","Campaign 1180","50000","21180","2180","280","20","43600","-37792"
"MC001181","2025-11-26","Instagram","Campaign 1181","50500","21181","2181","281","21","45801","-37675.72"
"MC001182","2025-11-27","Email","Campaign 1182","51000","21182","2182","282","22","48004","-37558.88"
"MC001183","2025-11-28","Referral","Campaign 1183","51500","21183","2183","283","23","50209","-37441.479999999996"
"MC001184","2025-11-29","Organic Search","Campaign 1184","52000","21184","2184","284","24","52416","-37323.52"
"MC001185","2025-11-30","Google Ads","Campaign 1185","52500","21185","2185","285","25","54625","-37205"
"MC001186","2025-12-01","Instagram","Campaign 1186","53000","21186","2186","286","26","56836","-37085.92"
"MC001187","2025-12-02","Email","Campaign 1187","53500","21187","2187","287","27","59049","-36966.28"
"MC001188","2025-12-03","Referral","Campaign 1188","54000","21188","2188","288","28","61264","-36846.08"
"MC001189","2025-12-04","Organic Search","Campaign 1189","54500","21189","2189","289","29","63481","-36725.32"
"MC001190","2025-12-05","Google Ads","Campaign 1190","55000","21190","2190","290","30","65700","-36604"
"MC001191","2025-12-06","Instagram","Campaign 1191","55500","21191","2191","291","31","67921","-36482.119999999995"
"MC001192","2025-12-07","Email","Campaign 1192","56000","21192","2192","292","32","70144","-36359.67999999999"
