"Complaint_ID","Customer_ID","Order_ID","Complaint_Date","Category","Severity","Resolution_Date","Resolution_Status","Satisfaction_Score"
"CP0002830","C002831","O0002831","2026-06-03","Product","High","2026-06-13","Resolved","1"
"CP0002831","C002832","O0002832","2026-06-04","Payment","High","2026-06-15","Resolved","2"
"CP0002832","C002833","O0002833","2026-06-05","Product","Medium","","Open",""
"CP0002833","C002834","O0002834","2026-06-06","Delivery","Low","2026-06-07","Resolved","4"
"CP0002834","C002835","O0002835","2026-06-07","Payment","Medium","2026-06-09","Resolved","5"
"CP0002835","C002836","O0002836","2026-06-08","Delivery","Critical","2026-06-11","Resolved","1"
"CP0002836","C002837","O0002837","2026-06-09","Delivery","Critical","2026-06-13","Resolved","2"
"CP0002837","C002838","O0002838","2026-06-10","Payment","High","2026-06-15","Resolved","3"
"CP0002838","C002839","O0002839","2026-06-11","Support","Medium","2026-06-17","Resolved","4"
"CP0002839","C002840","O0002840","2026-06-12","Support","Medium","2026-06-19","Resolved","5"
"CP0002840","C002841","O0002841","2026-06-13","Product","Medium","","Open",""
"CP0002841","C002842","O0002842","2026-06-14","Refund","Low","2026-06-23","Resolved","2"
"CP0002842","C002843","O0002843","2026-06-15","Delivery","Low","2026-06-25","Resolved","3"
"CP0002843","C002844","O0002844","2026-06-16","Refund","Medium","2026-06-27","Resolved","4"
"CP0002844","C002845","O0002845","2026-06-17","Payment","Low","2026-06-17","Resolved","5"
"CP0002845","C002846","O0002846","2026-06-18","Payment","Critical","2026-06-19","Resolved","1"
"CP0002846","C002847","O0002847","2026-06-19","Refund","Critical","2026-06-21","Resolved","2"
"CP0002847","C002848","O0002848","2026-06-20","Delivery","Medium","2026-06-23","Resolved","3"
"CP0002848","C002849","O0002849","2026-06-21","Support","Critical","","Open",""
"CP0002849","C002850","O0002850","2026-06-22","Payment","Low","2026-06-27","Resolved","5"
"CP0002850","C002851","O0002851","2026-06-23","Payment","Critical","2026-06-29","Resolved","1"
"CP0002851","C002852","O0002852","2026-06-24","Product","Low","2026-07-01","Resolved","2"
"CP0002852","C002853","O0002853","2026-06-25","Support","Critical","2026-07-03","Resolved","3"
"CP0002853","C002854","O0002854","2026-06-26","Payment","Medium","2026-07-05","Resolved","4"
"CP0002854","C002855","O0002855","2026-06-27","Delivery","Medium","2026-07-07","Resolved","5"
"CP0002855","C002856","O0002856","2026-06-28","Payment","Medium","2026-07-09","Resolved","1"
"CP0002856","C002857","O0002857","2026-06-29","Support","Low","","Open",""
"CP0002857","C002858","O0002858","2026-06-30","Refund","Medium","2026-07-01","Resolved","3"
"CP0002858","C002859","O0002859","2026-07-01","Refund","High","2026-07-03","Resolved","4"
"CP0002859","C002860","O0002860","2026-07-02","Delivery","High","2026-07-05","Resolved","5"
"CP0002860","C002861","O0002861","2026-07-03","Refund","Medium","2026-07-07","Resolved","1"
"CP0002861","C002862","O0002862","2026-07-04","Support","Medium","2026-07-09","Resolved","2"
"CP0002862","C002863","O0002863","2026-07-05","Payment","Low","2026-07-11","Resolved","3"
"CP0002863","C002864","O0002864","2026-07-06","Refund","Medium","2026-07-13","Resolved","4"
"CP0002864","C002865","O0002865","2026-07-07","Product","Low","","Open",""
"CP0002865","C002866","O0002866","2026-07-08","Delivery","Critical","2026-07-17","Resolved","1"
"CP0002866","C002867","O0002867","2026-07-09","Delivery","Critical","2026-07-19","Resolved","2"
"CP0002867","C002868","O0002868","2026-07-10","Product","Critical","2026-07-21","Resolved","3"
"CP0002868","C002869","O0002869","2026-07-11","Delivery","High","2026-07-11","Resolved","4"
"CP0002869","C002870","O0002870","2026-07-12","Support","Critical","2026-07-13","Resolved","5"
"CP0002870","C002871","O0002871","2026-07-13","Payment","Low","2026-07-15","Resolved","1"
"CP0002871","C002872","O0002872","2026-07-14","Support","Critical","2026-07-17","Resolved","2"
"CP0002872","C002873","O0002873","2026-07-15","Payment","Low","","Open",""
"CP0002873","C002874","O0002874","2026-07-16","Delivery","Medium","2026-07-21","Resolved","4"
"CP0002874","C002875","O0002875","2026-07-17","Refund","Medium","2026-07-23","Resolved","5"
"CP0002875","C002876","O0002876","2026-07-18","Product","Medium","2026-07-25","Resolved","1"
"CP0002876","C002877","O0002877","2026-07-19","Product","Low","2026-07-27","Resolved","2"
"CP0002877","C002878","O0002878","2026-07-20","Product","Low","2026-07-29","Resolved","3"
"CP0002878","C002879","O0002879","2026-07-21","Delivery","Medium","2026-07-31","Resolved","4"
"CP0002879","C002880","O0002880","2026-07-22","Support","High","2026-08-02","Resolved","5"
"CP0002880","C002881","O0002881","2026-07-23","Refund","High","","Open",""
"CP0002881","C002882","O0002882","2026-07-24","Support","Critical","2026-07-25","Resolved","2"
"CP0002882","C002883","O0002883","2026-07-25","Payment","Medium","2026-07-27","Resolved","3"
"CP0002883","C002884","O0002884","2026-07-26","Product","High","2026-07-29","Resolved","4"
"CP0002884","C002885","O0002885","2026-07-27","Delivery","Medium","2026-07-31","Resolved","5"
"CP0002885","C002886","O0002886","2026-07-28","Payment","Low","2026-08-02","Resolved","1"
"CP0002886","C002887","O0002887","2026-07-29","Refund","Critical","2026-08-04","Resolved","2"
"CP0002887","C002888","O0002888","2026-07-30","Delivery","Low","2026-08-06","Resolved","3"
"CP0002888","C002889","O0002889","2026-07-31","Delivery","Low","","Open",""
"CP0002889","C002890","O0002890","2026-08-01","Payment","High","2026-08-10","Resolved","5"
"CP0002890","C002891","O0002891","2026-08-02","Payment","Low","2026-08-12","Resolved","1"
"CP0002891","C002892","O0002892","2026-08-03","Refund","Low","2026-08-14","Resolved","2"
"CP0002892","C002893","O0002893","2026-08-04","Payment","Critical","2026-08-04","Resolved","3"
"CP0002893","C002894","O0002894","2026-08-05","Product","Medium","2026-08-06","Resolved","4"
"CP0002894","C002895","O0002895","2026-08-06","Payment","Low","2026-08-08","Resolved","5"
"CP0002895","C002896","O0002896","2026-08-07","Payment","Low","2026-08-10","Resolved","1"
"CP0002896","C002897","O0002897","2026-08-08","Product","Medium","","Open",""
"CP0002897","C002898","O0002898","2026-08-09","Refund","High","2026-08-14","Resolved","3"
"CP0002898","C002899","O0002899","2026-08-10","Delivery","Medium","2026-08-16","Resolved","4"
"CP0002899","C002900","O0002900","2026-08-11","Product","Critical","2026-08-18","Resolved","5"
"CP0002900","C002901","O0002901","2026-08-12","Delivery","Medium","2026-08-20","Resolved","1"
"CP0002901","C002902","O0002902","2026-08-13","Product","High","2026-08-22","Resolved","2"
"CP0002902","C002903","O0002903","2026-08-14","Refund","Critical","2026-08-24","Resolved","3"
"CP0002903","C002904","O0002904","2026-08-15","Support","Medium","2026-08-26","Resolved","4"
"CP0002904","C002905","O0002905","2026-08-16","Delivery","High","","Open",""
"CP0002905","C002906","O0002906","2026-08-17","Payment","High","2026-08-18","Resolved","1"
"CP0002906","C002907","O0002907","2026-08-18","Product","Critical","2026-08-20","Resolved","2"
"CP0002907","C002908","O0002908","2026-08-19","Payment","Low","2026-08-22","Resolved","3"
"CP0002908","C002909","O0002909","2026-08-20","Payment","Low","2026-08-24","Resolved","4"
"CP0002909","C002910","O0002910","2026-08-21","Product","Low","2026-08-26","Resolved","5"
"CP0002910","C002911","O0002911","2026-08-22","Product","Low","2026-08-28","Resolved","1"
"CP0002911","C002912","O0002912","2026-08-23","Refund","Medium","2026-08-30","Resolved","2"
"CP0002912","C002913","O0002913","2026-08-24","Support","Critical","","Open",""
"CP0002913","C002914","O0002914","2026-08-25","Support","Low","2026-09-03","Resolved","4"
"CP0002914","C002915","O0002915","2026-08-26","Refund","Medium","2026-09-05","Resolved","5"
"CP0002915","C002916","O0002916","2026-08-27","Product","Low","2026-09-07","Resolved","1"
"CP0002916","C002917","O0002917","2026-08-28","Product","Low","2026-08-28","Resolved","2"
"CP0002917","C002918","O0002918","2026-08-29","Product","Critical","2026-08-30","Resolved","3"
"CP0002918","C002919","O0002919","2026-08-30","Support","Critical","2026-09-01","Resolved","4"
"CP0002919","C002920","O0002920","2026-08-31","Payment","High","2026-09-03","Resolved","5"
"CP0002920","C002921","O0002921","2025-09-01","Support","Medium","","Open",""
"CP0002921","C002922","O0002922","2025-09-02","Refund","Medium","2025-09-07","Resolved","2"
"CP0002922","C002923","O0002923","2025-09-03","Product","Medium","2025-09-09","Resolved","3"
"CP0002923","C002924","O0002924","2025-09-04","Refund","Low","2025-09-11","Resolved","4"
"CP0002924","C002925","O0002925","2025-09-05","Product","Critical","2025-09-13","Resolved","5"
"CP0002925","C002926","O0002926","2025-09-06","Product","Medium","2025-09-15","Resolved","1"
"CP0002926","C002927","O0002927","2025-09-07","Support","Low","2025-09-17","Resolved","2"
"CP0002927","C002928","O0002928","2025-09-08","Refund","Low","2025-09-19","Resolved","3"
"CP0002928","C002929","O0002929","2025-09-09","Product","High","","Open",""
"CP0002929","C002930","O0002930","2025-09-10","Support","High","2025-09-11","Resolved","5"
"CP0002930","C002931","O0002931","2025-09-11","Delivery","Critical","2025-09-13","Resolved","1"
"CP0002931","C002932","O0002932","2025-09-12","Payment","High","2025-09-15","Resolved","2"
"CP0002932","C002933","O0002933","2025-09-13","Support","Medium","2025-09-17","Resolved","3"
"CP0002933","C002934","O0002934","2025-09-14","Payment","Medium","2025-09-19","Resolved","4"
"CP0002934","C002935","O0002935","2025-09-15","Payment","Medium","2025-09-21","Resolved","5"
"CP0002935","C002936","O0002936","2025-09-16","Product","Medium","2025-09-23","Resolved","1"
"CP0002936","C002937","O0002937","2025-09-17","Support","Low","","Open",""
"CP0002937","C002938","O0002938","2025-09-18","Payment","Low","2025-09-27","Resolved","3"
"CP0002938","C002939","O0002939","2025-09-19","Support","High","2025-09-29","Resolved","4"
"CP0002939","C002940","O0002940","2025-09-20","Delivery","Medium","2025-10-01","Resolved","5"
"CP0002940","C002941","O0002941","2025-09-21","Product","Low","2025-09-21","Resolved","1"
"CP0002941","C002942","O0002942","2025-09-22","Refund","High","2025-09-23","Resolved","2"
"CP0002942","C002943","O0002943","2025-09-23","Refund","High","2025-09-25","Resolved","3"
"CP0002943","C002944","O0002944","2025-09-24","Payment","High","2025-09-27","Resolved","4"
"CP0002944","C002945","O0002945","2025-09-25","Product","Medium","","Open",""
"CP0002945","C002946","O0002946","2025-09-26","Support","Critical","2025-10-01","Resolved","1"
"CP0002946","C002947","O0002947","2025-09-27","Refund","Medium","2025-10-03","Resolved","2"
"CP0002947","C002948","O0002948","2025-09-28","Product","Critical","2025-10-05","Resolved","3"
"CP0002948","C002949","O0002949","2025-09-29","Support","Low","2025-10-07","Resolved","4"
"CP0002949","C002950","O0002950","2025-09-30","Product","Medium","2025-10-09","Resolved","5"
"CP0002950","C002951","O0002951","2025-10-01","Refund","Medium","2025-10-11","Resolved","1"
"CP0002951","C002952","O0002952","2025-10-02","Payment","Low","2025-10-13","Resolved","2"
"CP0002952","C002953","O0002953","2025-10-03","Support","Medium","","Open",""
"CP0002953","C002954","O0002954","2025-10-04","Refund","Critical","2025-10-05","Resolved","4"
"CP0002954","C002955","O0002955","2025-10-05","Payment","High","2025-10-07","Resolved","5"
"CP0002955","C002956","O0002956","2025-10-06","Refund","High","2025-10-09","Resolved","1"
"CP0002956","C002957","O0002957","2025-10-07","Payment","Medium","2025-10-11","Resolved","2"
"CP0002957","C002958","O0002958","2025-10-08","Product","Critical","2025-10-13","Resolved","3"
"CP0002958","C002959","O0002959","2025-10-09","Support","Low","2025-10-15","Resolved","4"
"CP0002959","C002960","O0002960","2025-10-10","Delivery","Medium","2025-10-17","Resolved","5"
"CP0002960","C002961","O0002961","2025-10-11","Payment","High","","Open",""
"CP0002961","C002962","O0002962","2025-10-12","Delivery","High","2025-10-21","Resolved","2"
"CP0002962","C002963","O0002963","2025-10-13","Payment","Medium","2025-10-23","Resolved","3"
"CP0002963","C002964","O0002964","2025-10-14","Payment","High","2025-10-25","Resolved","4"
"CP0002964","C002965","O0002965","2025-10-15","Product","Medium","2025-10-15","Resolved","5"
"CP0002965","C002966","O0002966","2025-10-16","Product","Medium","2025-10-17","Resolved","1"
"CP0002966","C002967","O0002967","2025-10-17","Support","Critical","2025-10-19","Resolved","2"
"CP0002967","C002968","O0002968","2025-10-18","Delivery","Low","2025-10-21","Resolved","3"
"CP0002968","C002969","O0002969","2025-10-19","Refund","Medium","","Open",""
"CP0002969","C002970","O0002970","2025-10-20","Support","Critical","2025-10-25","Resolved","5"
"CP0002970","C002971","O0002971","2025-10-21","Support","Low","2025-10-27","Resolved","1"
"CP0002971","C002972","O0002972","2025-10-22","Payment","Medium","2025-10-29","Resolved","2"
"CP0002972","C002973","O0002973","2025-10-23","Product","Critical","2025-10-31","Resolved","3"
"CP0002973","C002974","O0002974","2025-10-24","Product","Medium","2025-11-02","Resolved","4"
"CP0002974","C002975","O0002975","2025-10-25","Payment","Low","2025-11-04","Resolved","5"
"CP0002975","C002976","O0002976","2025-10-26","Refund","High","2025-11-06","Resolved","1"
"CP0002976","C002977","O0002977","2025-10-27","Payment","Critical","","Open",""
"CP0002977","C002978","O0002978","2025-10-28","Refund","High","2025-10-29","Resolved","3"
"CP0002978","C002979","O0002979","2025-10-29","Delivery","Medium","2025-10-31","Resolved","4"
"CP0002979","C002980","O0002980","2025-10-30","Support","Low","2025-11-02","Resolved","5"
"CP0002980","C002981","O0002981","2025-10-31","Support","High","2025-11-04","Resolved","1"
"CP0002981","C002982","O0002982","2025-11-01","Payment","Critical","2025-11-06","Resolved","2"
"CP0002982","C002983","O0002983","2025-11-02","Delivery","Medium","2025-11-08","Resolved","3"
"CP0002983","C002984","O0002984","2025-11-03","Product","Medium","2025-11-10","Resolved","4"
"CP0002984","C002985","O0002985","2025-11-04","Support","Low","","Open",""
"CP0002985","C002986","O0002986","2025-11-05","Product","Medium","2025-11-14","Resolved","1"
"CP0002986","C002987","O0002987","2025-11-06","Support","Critical","2025-11-16","Resolved","2"
"CP0002987","C002988","O0002988","2025-11-07","Support","Critical","2025-11-18","Resolved","3"
"CP0002988","C002989","O0002989","2025-11-08","Product","Medium","2025-11-08","Resolved","4"
"CP0002989","C002990","O0002990","2025-11-09","Refund","Low","2025-11-10","Resolved","5"
"CP0002990","C002991","O0002991","2025-11-10","Refund","Critical","2025-11-12","Resolved","1"
"CP0002991","C002992","O0002992","2025-11-11","Refund","Medium","2025-11-14","Resolved","2"
"CP0002992","C002993","O0002993","2025-11-12","Payment","Medium","","Open",""
"CP0002993","C002994","O0002994","2025-11-13","Support","Low","2025-11-18","Resolved","4"
"CP0002994","C002995","O0002995","2025-11-14","Product","High","2025-11-20","Resolved","5"
"CP0002995","C002996","O0002996","2025-11-15","Refund","Medium","2025-11-22","Resolved","1"
"CP0002996","C002997","O0002997","2025-11-16","Delivery","Low","2025-11-24","Resolved","2"
"CP0002997","C002998","O0002998","2025-11-17","Support","Critical","2025-11-26","Resolved","3"
"CP0002998","C002999","O0002999","2025-11-18","Payment","Medium","2025-11-28","Resolved","4"
"CP0002999","C003000","O0003000","2025-11-19","Product","High","2025-11-30","Resolved","5"
"CP0003000","C003001","O0003001","2025-11-20","Payment","Low","","Open",""
"CP0003001","C003002","O0003002","2025-11-21","Payment","Low","2025-11-22","Resolved","2"
"CP0003002","C003003","O0003003","2025-11-22","Refund","Low","2025-11-24","Resolved","3"
"CP0003003","C003004","O0003004","2025-11-23","Delivery","Medium","2025-11-26","Resolved","4"
"CP0003004","C003005","O0003005","2025-11-24","Product","Critical","2025-11-28","Resolved","5"
"CP0003005","C003006","O0003006","2025-11-25","Product","Medium","2025-11-30","Resolved","1"
"CP0003006","C003007","O0003007","2025-11-26","Product","Critical","2025-12-02","Resolved","2"
"CP0003007","C003008","O0003008","2025-11-27","Payment","Critical","2025-12-04","Resolved","3"
"CP0003008","C003009","O0003009","2025-11-28","Delivery","High","","Open",""
"CP0003009","C003010","O0003010","2025-11-29","Refund","Low","2025-12-08","Resolved","5"
"CP0003010","C003011","O0003011","2025-11-30","Refund","Low","2025-12-10","Resolved","1"
"CP0003011","C003012","O0003012","2025-12-01","Support","Medium","2025-12-12","Resolved","2"
"CP0003012","C003013","O0003013","2025-12-02","Refund","Low","2025-12-02","Resolved","3"
"CP0003013","C003014","O0003014","2025-12-03","Payment","Medium","2025-12-04","Resolved","4"
"CP0003014","C003015","O0003015","2025-12-04","Delivery","High","2025-12-06","Resolved","5"
"CP0003015","C003016","O0003016","2025-12-05","Support","High","2025-12-08","Resolved","1"
"CP0003016","C003017","O0003017","2025-12-06","Product","Low","","Open",""
"CP0003017","C003018","O0003018","2025-12-07","Product","Medium","2025-12-12","Resolved","3"
"CP0003018","C003019","O0003019","2025-12-08","Refund","High","2025-12-14","Resolved","4"
"CP0003019","C003020","O0003020","2025-12-09","Refund","Low","2025-12-16","Resolved","5"
"CP0003020","C003021","O0003021","2025-12-10","Product","High","2025-12-18","Resolved","1"
"CP0003021","C003022","O0003022","2025-12-11","Delivery","Low","2025-12-20","Resolved","2"
"CP0003022","C003023","O0003023","2025-12-12","Support","High","2025-12-22","Resolved","3"
"CP0003023","C003024","O0003024","2025-12-13","Product","Medium","2025-12-24","Resolved","4"
"CP0003024","C003025","O0003025","2025-12-14","Refund","Medium","","Open",""
"CP0003025","C003026","O0003026","2025-12-15","Delivery","Low","2025-12-16","Resolved","1"
"CP0003026","C003027","O0003027","2025-12-16","Product","Critical","2025-12-18","Resolved","2"
"CP0003027","C003028","O0003028","2025-12-17","Refund","Medium","2025-12-20","Resolved","3"
"CP0003028","C003029","O0003029","2025-12-18","Product","Low","2025-12-22","Resolved","4"
"CP0003029","C003030","O0003030","2025-12-19","Delivery","Low","2025-12-24","Resolved","5"
"CP0003030","C003031","O0003031","2025-12-20","Product","High","2025-12-26","Resolved","1"
"CP0003031","C003032","O0003032","2025-12-21","Refund","Medium","2025-12-28","Resolved","2"
"CP0003032","C003033","O0003033","2025-12-22","Payment","High","","Open",""
"CP0003033","C003034","O0003034","2025-12-23","Payment","High","2026-01-01","Resolved","4"
"CP0003034","C003035","O0003035","2025-12-24","Product","High","2026-01-03","Resolved","5"
"CP0003035","C003036","O0003036","2025-12-25","Support","Low","2026-01-05","Resolved","1"
"CP0003036","C003037","O0003037","2025-12-26","Delivery","Medium","2025-12-26","Resolved","2"
"CP0003037","C003038","O0003038","2025-12-27","Refund","Critical","2025-12-28","Resolved","3"
"CP0003038","C003039","O0003039","2025-12-28","Support","Low","2025-12-30","Resolved","4"
"CP0003039","C003040","O0003040","2025-12-29","Refund","Low","2026-01-01","Resolved","5"
"CP0003040","C003041","O0003041","2025-12-30","Payment","Medium","","Open",""
"CP0003041","C003042","O0003042","2025-12-31","Support","High","2026-01-05","Resolved","2"
"CP0003042","C003043","O0003043","2026-01-01","Payment","Low","2026-01-07","Resolved","3"
"CP0003043","C003044","O0003044","2026-01-02","Support","Critical","2026-01-09","Resolved","4"
"CP0003044","C003045","O0003045","2026-01-03","Refund","High","2026-01-11","Resolved","5"
"CP0003045","C003046","O0003046","2026-01-04","Payment","Critical","2026-01-13","Resolved","1"
"CP0003046","C003047","O0003047","2026-01-05","Refund","Medium","2026-01-15","Resolved","2"
"CP0003047","C003048","O0003048","2026-01-06","Payment","Medium","2026-01-17","Resolved","3"
"CP0003048","C003049","O0003049","2026-01-07","Delivery","Critical","","Open",""
"CP0003049","C003050","O0003050","2026-01-08","Refund","Medium","2026-01-09","Resolved","5"
"CP0003050","C003051","O0003051","2026-01-09","Product","Critical","2026-01-11","Resolved","1"
"CP0003051","C003052","O0003052","2026-01-10","Product","Medium","2026-01-13","Resolved","2"
"CP0003052","C003053","O0003053","2026-01-11","Payment","Medium","2026-01-15","Resolved","3"
"CP0003053","C003054","O0003054","2026-01-12","Product","Low","2026-01-17","Resolved","4"
"CP0003054","C003055","O0003055","2026-01-13","Refund","Critical","2026-01-19","Resolved","5"
"CP0003055","C003056","O0003056","2026-01-14","Payment","Critical","2026-01-21","Resolved","1"
"CP0003056","C003057","O0003057","2026-01-15","Payment","Critical","","Open",""
"CP0003057","C003058","O0003058","2026-01-16","Payment","Low","2026-01-25","Resolved","3"
"CP0003058","C003059","O0003059","2026-01-17","Support","Critical","2026-01-27","Resolved","4"
"CP0003059","C003060","O0003060","2026-01-18","Refund","Low","2026-01-29","Resolved","5"
"CP0003060","C003061","O0003061","2026-01-19","Support","Critical","2026-01-19","Resolved","1"
"CP0003061","C003062","O0003062","2026-01-20","Payment","Low","2026-01-21","Resolved","2"
"CP0003062","C003063","O0003063","2026-01-21","Product","High","2026-01-23","Resolved","3"
"CP0003063","C003064","O0003064","2026-01-22","Payment","Low","2026-01-25","Resolved","4"
"CP0003064","C003065","O0003065","2026-01-23","Refund","Low","","Open",""
"CP0003065","C003066","O0003066","2026-01-24","Product","Low","2026-01-29","Resolved","1"
"CP0003066","C003067","O0003067","2026-01-25","Refund","Medium","2026-01-31","Resolved","2"
"CP0003067","C003068","O0003068","2026-01-26","Product","Critical","2026-02-02","Resolved","3"
"CP0003068","C003069","O0003069","2026-01-27","Refund","High","2026-02-04","Resolved","4"
"CP0003069","C003070","O0003070","2026-01-28","Refund","High","2026-02-06","Resolved","5"
"CP0003070","C003071","O0003071","2026-01-29","Product","Critical","2026-02-08","Resolved","1"
"CP0003071","C003072","O0003072","2026-01-30","Support","Medium","2026-02-10","Resolved","2"
"CP0003072","C003073","O0003073","2026-01-31","Payment","Medium","","Open",""
"CP0003073","C003074","O0003074","2026-02-01","Refund","High","2026-02-02","Resolved","4"
"CP0003074","C003075","O0003075","2026-02-02","Support","Critical","2026-02-04","Resolved","5"
"CP0003075","C003076","O0003076","2026-02-03","Payment","Medium","2026-02-06","Resolved","1"
"CP0003076","C003077","O0003077","2026-02-04","Support","Low","2026-02-08","Resolved","2"
"CP0003077","C003078","O0003078","2026-02-05","Product","High","2026-02-10","Resolved","3"
"CP0003078","C003079","O0003079","2026-02-06","Product","Critical","2026-02-12","Resolved","4"
"CP0003079","C003080","O0003080","2026-02-07","Delivery","Critical","2026-02-14","Resolved","5"
"CP0003080","C003081","O0003081","2026-02-08","Delivery","Critical","","Open",""
"CP0003081","C003082","O0003082","2026-02-09","Payment","Low","2026-02-18","Resolved","2"
"CP0003082","C003083","O0003083","2026-02-10","Product","Low","2026-02-20","Resolved","3"
"CP0003083","C003084","O0003084","2026-02-11","Delivery","Medium","2026-02-22","Resolved","4"
"CP0003084","C003085","O0003085","2026-02-12","Product","Critical","2026-02-12","Resolved","5"
"CP0003085","C003086","O0003086","2026-02-13","Delivery","Low","2026-02-14","Resolved","1"
"CP0003086","C003087","O0003087","2026-02-14","Refund","Medium","2026-02-16","Resolved","2"
"CP0003087","C003088","O0003088","2026-02-15","Support","Low","2026-02-18","Resolved","3"
"CP0003088","C003089","O0003089","2026-02-16","Delivery","Low","","Open",""
"CP0003089","C003090","O0003090","2026-02-17","Product","Low","2026-02-22","Resolved","5"
"CP0003090","C003091","O0003091","2026-02-18","Product","Medium","2026-02-24","Resolved","1"
"CP0003091","C003092","O0003092","2026-02-19","Support","Medium","2026-02-26","Resolved","2"
"CP0003092","C003093","O0003093","2026-02-20","Product","High","2026-02-28","Resolved","3"
"CP0003093","C003094","O0003094","2026-02-21","Refund","Medium","2026-03-02","Resolved","4"
"CP0003094","C003095","O0003095","2026-02-22","Product","Critical","2026-03-04","Resolved","5"
"CP0003095","C003096","O0003096","2026-02-23","Support","Medium","2026-03-06","Resolved","1"
"CP0003096","C003097","O0003097","2026-02-24","Product","Medium","","Open",""
"CP0003097","C003098","O0003098","2026-02-25","Support","Low","2026-02-26","Resolved","3"
"CP0003098","C003099","O0003099","2026-02-26","Product","High","2026-02-28","Resolved","4"
"CP0003099","C003100","O0003100","2026-02-27","Payment","High","2026-03-02","Resolved","5"
"CP0003100","C003101","O0003101","2026-02-28","Payment","Low","2026-03-04","Resolved","1"
"CP0003101","C003102","O0003102","2026-03-01","Payment","Critical","2026-03-06","Resolved","2"
"CP0003102","C003103","O0003103","2026-03-02","Support","Medium","2026-03-08","Resolved","3"
"CP0003103","C003104","O0003104","2026-03-03","Delivery","Critical","2026-03-10","Resolved","4"
"CP0003104","C003105","O0003105","2026-03-04","Support","Critical","","Open",""
"CP0003105","C003106","O0003106","2026-03-05","Payment","Low","2026-03-14","Resolved","1"
"CP0003106","C003107","O0003107","2026-03-06","Delivery","Critical","2026-03-16","Resolved","2"
"CP0003107","C003108","O0003108","2026-03-07","Refund","High","2026-03-18","Resolved","3"
"CP0003108","C003109","O0003109","2026-03-08","Payment","Low","2026-03-08","Resolved","4"
"CP0003109","C003110","O0003110","2026-03-09","Delivery","High","2026-03-10","Resolved","5"
"CP0003110","C003111","O0003111","2026-03-10","Delivery","Low","2026-03-12","Resolved","1"
"CP0003111","C003112","O0003112","2026-03-11","Support","Medium","2026-03-14","Resolved","2"
"CP0003112","C003113","O0003113","2026-03-12","Payment","Critical","","Open",""
"CP0003113","C003114","O0003114","2026-03-13","Delivery","Critical","2026-03-18","Resolved","4"
"CP0003114","C003115","O0003115","2026-03-14","Refund","Critical","2026-03-20","Resolved","5"
"CP0003115","C003116","O0003116","2026-03-15","Support","Medium","2026-03-22","Resolved","1"
"CP0003116","C003117","O0003117","2026-03-16","Product","Critical","2026-03-24","Resolved","2"
"CP0003117","C003118","O0003118","2026-03-17","Payment","High","2026-03-26","Resolved","3"
"CP0003118","C003119","O0003119","2026-03-18","Payment","Critical","2026-03-28","Resolved","4"
"CP0003119","C003120","O0003120","2026-03-19","Delivery","Low","2026-03-30","Resolved","5"
"CP0003120","C003121","O0003121","2026-03-20","Support","High","","Open",""
"CP0003121","C003122","O0003122","2026-03-21","Refund","Medium","2026-03-22","Resolved","2"
"CP0003122","C003123","O0003123","2026-03-22","Refund","Medium","2026-03-24","Resolved","3"
"CP0003123","C003124","O0003124","2026-03-23","Product","Critical","2026-03-26","Resolved","4"
"CP0003124","C003125","O0003125","2026-03-24","Refund","Critical","2026-03-28","Resolved","5"
"CP0003125","C003126","O0003126","2026-03-25","Support","High","2026-03-30","Resolved","1"
"CP0003126","C003127","O0003127","2026-03-26","Payment","Low","2026-04-01","Resolved","2"
"CP0003127","C003128","O0003128","2026-03-27","Refund","Critical","2026-04-03","Resolved","3"
"CP0003128","C003129","O0003129","2026-03-28","Support","Low","","Open",""
"CP0003129","C003130","O0003130","2026-03-29","Refund","Medium","2026-04-07","Resolved","5"
"CP0003130","C003131","O0003131","2026-03-30","Payment","Medium","2026-04-09","Resolved","1"
"CP0003131","C003132","O0003132","2026-03-31","Delivery","Critical","2026-04-11","Resolved","2"
"CP0003132","C003133","O0003133","2026-04-01","Support","Critical","2026-04-01","Resolved","3"
"CP0003133","C003134","O0003134","2026-04-02","Product","Medium","2026-04-03","Resolved","4"
"CP0003134","C003135","O0003135","2026-04-03","Refund","Medium","2026-04-05","Resolved","5"
"CP0003135","C003136","O0003136","2026-04-04","Payment","Low","2026-04-07","Resolved","1"
"CP0003136","C003137","O0003137","2026-04-05","Payment","High","","Open",""
"CP0003137","C003138","O0003138","2026-04-06","Refund","High","2026-04-11","Resolved","3"
"CP0003138","C003139","O0003139","2026-04-07","Support","High","2026-04-13","Resolved","4"
"CP0003139","C003140","O0003140","2026-04-08","Delivery","Critical","2026-04-15","Resolved","5"
"CP0003140","C003141","O0003141","2026-04-09","Refund","Low","2026-04-17","Resolved","1"
"CP0003141","C003142","O0003142","2026-04-10","Delivery","Medium","2026-04-19","Resolved","2"
"CP0003142","C003143","O0003143","2026-04-11","Delivery","High","2026-04-21","Resolved","3"
"CP0003143","C003144","O0003144","2026-04-12","Product","Low","2026-04-23","Resolved","4"
"CP0003144","C003145","O0003145","2026-04-13","Product","High","","Open",""
"CP0003145","C003146","O0003146","2026-04-14","Support","Low","2026-04-15","Resolved","1"
"CP0003146","C003147","O0003147","2026-04-15","Support","Critical","2026-04-17","Resolved","2"
