"Payment_ID","Invoice_ID","Customer_ID","Payment_Date","Payment_Method","Payment_Amount","Payment_Fee","Payment_Status"
"PAY0003999","INV0003999","C004000","2025-09-05","Card","26783.00","482.09","Successful"
"PAY0004000","INV0004000","C004001","2025-09-06","UPI","3500.00","63.00","Successful"
"PAY0004001","INV0004001","C004002","2025-09-07","Bank Transfer","3617.00","65.11","Successful"
"PAY0004002","INV0004002","C004003","2025-09-08","UPI","3734.00","67.21","Successful"
"PAY0004003","INV0004003","C004004","2025-09-09","Bank Transfer","3851.00","69.32","Successful"
"PAY0004004","INV0004004","C004005","2025-09-10","Bank Transfer","3968.00","71.42","Successful"
"PAY0004005","INV0004005","C004006","2025-09-11","Bank Transfer","4085.00","73.53","Successful"
"PAY0004006","INV0004006","C004007","2025-09-12","UPI","4202.00","75.64","Successful"
"PAY0004007","INV0004007","C004008","2025-09-13","Card","4319.00","77.74","Successful"
"PAY0004008","INV0004008","C004009","2025-09-14","Wallet","4436.00","79.85","Successful"
"PAY0004009","INV0004009","C004010","2025-09-15","UPI","4553.00","81.95","Successful"
"PAY0004010","INV0004010","C004011","2025-09-16","Card","4670.00","84.06","Successful"
"PAY0004011","INV0004011","C004012","2025-09-17","Wallet","4787.00","86.17","Successful"
"PAY0004012","INV0004012","C004013","2025-09-18","Wallet","4904.00","88.27","Failed"
"PAY0004013","INV0004013","C004014","2025-09-19","Card","5021.00","90.38","Successful"
"PAY0004014","INV0004014","C004015","2025-09-20","Bank Transfer","5138.00","92.48","Successful"
"PAY0004015","INV0004015","C004016","2025-09-21","Card","5255.00","94.59","Successful"
"PAY0004016","INV0004016","C004017","2025-09-22","Bank Transfer","5372.00","96.70","Successful"
"PAY0004017","INV0004017","C004018","2025-09-23","Bank Transfer","5489.00","98.80","Successful"
"PAY0004018","INV0004018","C004019","2025-09-24","Bank Transfer","5606.00","100.91","Successful"
"PAY0004019","INV0004019","C004020","2025-09-25","Bank Transfer","5723.00","103.01","Successful"
"PAY0004020","INV0004020","C004021","2025-09-26","Wallet","5840.00","105.12","Successful"
"PAY0004021","INV0004021","C004022","2025-09-27","Bank Transfer","5957.00","107.23","Successful"
"PAY0004022","INV0004022","C004023","2025-09-28","UPI","6074.00","109.33","Successful"
"PAY0004023","INV0004023","C004024","2025-09-29","UPI","6191.00","111.44","Successful"
"PAY0004024","INV0004024","C004025","2025-09-30","UPI","6308.00","113.54","Successful"
"PAY0004025","INV0004025","C004026","2025-10-01","Bank Transfer","6425.00","115.65","Successful"
"PAY0004026","INV0004026","C004027","2025-10-02","Wallet","6542.00","117.76","Successful"
"PAY0004027","INV0004027","C004028","2025-10-03","Card","6659.00","119.86","Successful"
"PAY0004028","INV0004028","C004029","2025-10-04","Card","6776.00","121.97","Successful"
"PAY0004029","INV0004029","C004030","2025-10-05","Card","6893.00","124.07","Failed"
"PAY0004030","INV0004030","C004031","2025-10-06","Bank Transfer","7010.00","126.18","Successful"
"PAY0004031","INV0004031","C004032","2025-10-07","Wallet","7127.00","128.29","Successful"
"PAY0004032","INV0004032","C004033","2025-10-08","UPI","7244.00","130.39","Successful"
"PAY0004033","INV0004033","C004034","2025-10-09","Card","7361.00","132.50","Successful"
"PAY0004034","INV0004034","C004035","2025-10-10","Wallet","7478.00","134.60","Successful"
"PAY0004035","INV0004035","C004036","2025-10-11","UPI","7595.00","136.71","Successful"
"PAY0004036","INV0004036","C004037","2025-10-12","Card","7712.00","138.82","Successful"
"PAY0004037","INV0004037","C004038","2025-10-13","Wallet","7829.00","140.92","Successful"
"PAY0004038","INV0004038","C004039","2025-10-14","Wallet","7946.00","143.03","Successful"
"PAY0004039","INV0004039","C004040","2025-10-15","Card","8063.00","145.13","Successful"
"PAY0004040","INV0004040","C004041","2025-10-16","Card","8180.00","147.24","Successful"
"PAY0004041","INV0004041","C004042","2025-10-17","UPI","8297.00","149.35","Successful"
"PAY0004042","INV0004042","C004043","2025-10-18","Bank Transfer","8414.00","151.45","Successful"
"PAY0004043","INV0004043","C004044","2025-10-19","Bank Transfer","8531.00","153.56","Successful"
"PAY0004044","INV0004044","C004045","2025-10-20","UPI","8648.00","155.66","Successful"
"PAY0004045","INV0004045","C004046","2025-10-21","UPI","8765.00","157.77","Successful"
"PAY0004046","INV0004046","C004047","2025-10-22","Card","8882.00","159.88","Failed"
"PAY0004047","INV0004047","C004048","2025-10-23","UPI","8999.00","161.98","Successful"
"PAY0004048","INV0004048","C004049","2025-10-24","Card","9116.00","164.09","Successful"
"PAY0004049","INV0004049","C004050","2025-10-25","Card","9233.00","166.19","Successful"
"PAY0004050","INV0004050","C004051","2025-10-26","Wallet","9350.00","168.30","Successful"
"PAY0004051","INV0004051","C004052","2025-10-27","UPI","9467.00","170.41","Successful"
"PAY0004052","INV0004052","C004053","2025-10-28","UPI","9584.00","172.51","Successful"
"PAY0004053","INV0004053","C004054","2025-10-29","UPI","9701.00","174.62","Successful"
"PAY0004054","INV0004054","C004055","2025-10-30","Wallet","9818.00","176.72","Successful"
"PAY0004055","INV0004055","C004056","2025-10-31","Wallet","9935.00","178.83","Successful"
"PAY0004056","INV0004056","C004057","2025-11-01","Bank Transfer","10052.00","180.94","Successful"
"PAY0004057","INV0004057","C004058","2025-11-02","UPI","10169.00","183.04","Successful"
"PAY0004058","INV0004058","C004059","2025-11-03","Card","10286.00","185.15","Successful"
"PAY0004059","INV0004059","C004060","2025-11-04","Wallet","10403.00","187.25","Successful"
"PAY0004060","INV0004060","C004061","2025-11-05","Bank Transfer","10520.00","189.36","Successful"
"PAY0004061","INV0004061","C004062","2025-11-06","Bank Transfer","10637.00","191.47","Successful"
"PAY0004062","INV0004062","C004063","2025-11-07","Bank Transfer","10754.00","193.57","Successful"
"PAY0004063","INV0004063","C004064","2025-11-08","Card","10871.00","195.68","Failed"
"PAY0004064","INV0004064","C004065","2025-11-09","UPI","10988.00","197.78","Successful"
"PAY0004065","INV0004065","C004066","2025-11-10","Card","11105.00","199.89","Successful"
"PAY0004066","INV0004066","C004067","2025-11-11","UPI","11222.00","202.00","Successful"
"PAY0004067","INV0004067","C004068","2025-11-12","Card","11339.00","204.10","Successful"
"PAY0004068","INV0004068","C004069","2025-11-13","Bank Transfer","11456.00","206.21","Successful"
"PAY0004069","INV0004069","C004070","2025-11-14","Card","11573.00","208.31","Successful"
"PAY0004070","INV0004070","C004071","2025-11-15","Wallet","11690.00","210.42","Successful"
"PAY0004071","INV0004071","C004072","2025-11-16","Bank Transfer","11807.00","212.53","Successful"
"PAY0004072","INV0004072","C004073","2025-11-17","Bank Transfer","11924.00","214.63","Successful"
"PAY0004073","INV0004073","C004074","2025-11-18","UPI","12041.00","216.74","Successful"
"PAY0004074","INV0004074","C004075","2025-11-19","Bank Transfer","12158.00","218.84","Successful"
"PAY0004075","INV0004075","C004076","2025-11-20","Bank Transfer","12275.00","220.95","Successful"
"PAY0004076","INV0004076","C004077","2025-11-21","Card","12392.00","223.06","Successful"
"PAY0004077","INV0004077","C004078","2025-11-22","Card","12509.00","225.16","Successful"
"PAY0004078","INV0004078","C004079","2025-11-23","Bank Transfer","12626.00","227.27","Successful"
"PAY0004079","INV0004079","C004080","2025-11-24","Card","12743.00","229.37","Successful"
"PAY0004080","INV0004080","C004081","2025-11-25","Card","12860.00","231.48","Failed"
"PAY0004081","INV0004081","C004082","2025-11-26","UPI","12977.00","233.59","Successful"
"PAY0004082","INV0004082","C004083","2025-11-27","Card","13094.00","235.69","Successful"
"PAY0004083","INV0004083","C004084","2025-11-28","Wallet","13211.00","237.80","Successful"
"PAY0004084","INV0004084","C004085","2025-11-29","UPI","13328.00","239.90","Successful"
"PAY0004085","INV0004085","C004086","2025-11-30","Bank Transfer","13445.00","242.01","Successful"
"PAY0004086","INV0004086","C004087","2025-12-01","Wallet","13562.00","244.12","Successful"
"PAY0004087","INV0004087","C004088","2025-12-02","UPI","13679.00","246.22","Successful"
"PAY0004088","INV0004088","C004089","2025-12-03","UPI","13796.00","248.33","Successful"
"PAY0004089","INV0004089","C004090","2025-12-04","Wallet","13913.00","250.43","Successful"
"PAY0004090","INV0004090","C004091","2025-12-05","Bank Transfer","14030.00","252.54","Successful"
"PAY0004091","INV0004091","C004092","2025-12-06","Wallet","14147.00","254.65","Successful"
"PAY0004092","INV0004092","C004093","2025-12-07","UPI","14264.00","256.75","Successful"
"PAY0004093","INV0004093","C004094","2025-12-08","Wallet","14381.00","258.86","Successful"
"PAY0004094","INV0004094","C004095","2025-12-09","Bank Transfer","14498.00","260.96","Successful"
"PAY0004095","INV0004095","C004096","2025-12-10","Wallet","14615.00","263.07","Successful"
"PAY0004096","INV0004096","C004097","2025-12-11","Card","14732.00","265.18","Successful"
"PAY0004097","INV0004097","C004098","2025-12-12","UPI","14849.00","267.28","Failed"
"PAY0004098","INV0004098","C004099","2025-12-13","Wallet","14966.00","269.39","Successful"
"PAY0004099","INV0004099","C004100","2025-12-14","UPI","15083.00","271.49","Successful"
"PAY0004100","INV0004100","C004101","2025-12-15","Card","15200.00","273.60","Successful"
"PAY0004101","INV0004101","C004102","2025-12-16","Bank Transfer","15317.00","275.71","Successful"
"PAY0004102","INV0004102","C004103","2025-12-17","Bank Transfer","15434.00","277.81","Successful"
"PAY0004103","INV0004103","C004104","2025-12-18","Wallet","15551.00","279.92","Successful"
"PAY0004104","INV0004104","C004105","2025-12-19","Bank Transfer","15668.00","282.02","Successful"
"PAY0004105","INV0004105","C004106","2025-12-20","Wallet","15785.00","284.13","Successful"
"PAY0004106","INV0004106","C004107","2025-12-21","UPI","15902.00","286.24","Successful"
"PAY0004107","INV0004107","C004108","2025-12-22","Card","16019.00","288.34","Successful"
"PAY0004108","INV0004108","C004109","2025-12-23","Wallet","16136.00","290.45","Successful"
"PAY0004109","INV0004109","C004110","2025-12-24","Wallet","16253.00","292.55","Successful"
"PAY0004110","INV0004110","C004111","2025-12-25","UPI","16370.00","294.66","Successful"
"PAY0004111","INV0004111","C004112","2025-12-26","Bank Transfer","16487.00","296.77","Successful"
"PAY0004112","INV0004112","C004113","2025-12-27","Bank Transfer","16604.00","298.87","Successful"
"PAY0004113","INV0004113","C004114","2025-12-28","Card","16721.00","300.98","Successful"
"PAY0004114","INV0004114","C004115","2025-12-29","Wallet","16838.00","303.08","Failed"
"PAY0004115","INV0004115","C004116","2025-12-30","UPI","16955.00","305.19","Successful"
"PAY0004116","INV0004116","C004117","2025-12-31","Bank Transfer","17072.00","307.30","Successful"
"PAY0004117","INV0004117","C004118","2026-01-01","UPI","17189.00","309.40","Successful"
"PAY0004118","INV0004118","C004119","2026-01-02","Wallet","17306.00","311.51","Successful"
"PAY0004119","INV0004119","C004120","2026-01-03","Bank Transfer","17423.00","313.61","Successful"
"PAY0004120","INV0004120","C004121","2026-01-04","Card","17540.00","315.72","Successful"
"PAY0004121","INV0004121","C004122","2026-01-05","Bank Transfer","17657.00","317.83","Successful"
"PAY0004122","INV0004122","C004123","2026-01-06","UPI","17774.00","319.93","Successful"
"PAY0004123","INV0004123","C004124","2026-01-07","UPI","17891.00","322.04","Successful"
"PAY0004124","INV0004124","C004125","2026-01-08","Bank Transfer","18008.00","324.14","Successful"
"PAY0004125","INV0004125","C004126","2026-01-09","Bank Transfer","18125.00","326.25","Successful"
"PAY0004126","INV0004126","C004127","2026-01-10","Bank Transfer","18242.00","328.36","Successful"
"PAY0004127","INV0004127","C004128","2026-01-11","Bank Transfer","18359.00","330.46","Successful"
"PAY0004128","INV0004128","C004129","2026-01-12","Bank Transfer","18476.00","332.57","Successful"
"PAY0004129","INV0004129","C004130","2026-01-13","Card","18593.00","334.67","Successful"
"PAY0004130","INV0004130","C004131","2026-01-14","Bank Transfer","18710.00","336.78","Successful"
"PAY0004131","INV0004131","C004132","2026-01-15","UPI","18827.00","338.89","Failed"
"PAY0004132","INV0004132","C004133","2026-01-16","Wallet","18944.00","340.99","Successful"
"PAY0004133","INV0004133","C004134","2026-01-17","UPI","19061.00","343.10","Successful"
"PAY0004134","INV0004134","C004135","2026-01-18","UPI","19178.00","345.20","Successful"
"PAY0004135","INV0004135","C004136","2026-01-19","Bank Transfer","19295.00","347.31","Successful"
"PAY0004136","INV0004136","C004137","2026-01-20","Card","19412.00","349.42","Successful"
"PAY0004137","INV0004137","C004138","2026-01-21","Card","19529.00","351.52","Successful"
"PAY0004138","INV0004138","C004139","2026-01-22","Wallet","19646.00","353.63","Successful"
"PAY0004139","INV0004139","C004140","2026-01-23","Wallet","19763.00","355.73","Successful"
"PAY0004140","INV0004140","C004141","2026-01-24","UPI","19880.00","357.84","Successful"
"PAY0004141","INV0004141","C004142","2026-01-25","Bank Transfer","19997.00","359.95","Successful"
"PAY0004142","INV0004142","C004143","2026-01-26","Bank Transfer","20114.00","362.05","Successful"
"PAY0004143","INV0004143","C004144","2026-01-27","UPI","20231.00","364.16","Successful"
"PAY0004144","INV0004144","C004145","2026-01-28","Bank Transfer","20348.00","366.26","Successful"
"PAY0004145","INV0004145","C004146","2026-01-29","Wallet","20465.00","368.37","Successful"
"PAY0004146","INV0004146","C004147","2026-01-30","Bank Transfer","20582.00","370.48","Successful"
"PAY0004147","INV0004147","C004148","2026-01-31","UPI","20699.00","372.58","Successful"
"PAY0004148","INV0004148","C004149","2026-02-01","Wallet","20816.00","374.69","Failed"
"PAY0004149","INV0004149","C004150","2026-02-02","UPI","20933.00","376.79","Successful"
"PAY0004150","INV0004150","C004151","2026-02-03","Card","21050.00","378.90","Successful"
"PAY0004151","INV0004151","C004152","2026-02-04","Bank Transfer","21167.00","381.01","Successful"
"PAY0004152","INV0004152","C004153","2026-02-05","UPI","21284.00","383.11","Successful"
"PAY0004153","INV0004153","C004154","2026-02-06","Bank Transfer","21401.00","385.22","Successful"
"PAY0004154","INV0004154","C004155","2026-02-07","Bank Transfer","21518.00","387.32","Successful"
"PAY0004155","INV0004155","C004156","2026-02-08","Card","21635.00","389.43","Successful"
"PAY0004156","INV0004156","C004157","2026-02-09","Card","21752.00","391.54","Successful"
"PAY0004157","INV0004157","C004158","2026-02-10","Wallet","21869.00","393.64","Successful"
"PAY0004158","INV0004158","C004159","2026-02-11","Wallet","21986.00","395.75","Successful"
"PAY0004159","INV0004159","C004160","2026-02-12","Bank Transfer","22103.00","397.85","Successful"
"PAY0004160","INV0004160","C004161","2026-02-13","Card","22220.00","399.96","Successful"
"PAY0004161","INV0004161","C004162","2026-02-14","Wallet","22337.00","402.07","Successful"
"PAY0004162","INV0004162","C004163","2026-02-15","UPI","22454.00","404.17","Successful"
"PAY0004163","INV0004163","C004164","2026-02-16","Wallet","22571.00","406.28","Successful"
"PAY0004164","INV0004164","C004165","2026-02-17","UPI","22688.00","408.38","Successful"
"PAY0004165","INV0004165","C004166","2026-02-18","Card","22805.00","410.49","Failed"
"PAY0004166","INV0004166","C004167","2026-02-19","Wallet","22922.00","412.60","Successful"
"PAY0004167","INV0004167","C004168","2026-02-20","Wallet","23039.00","414.70","Successful"
"PAY0004168","INV0004168","C004169","2026-02-21","Card","23156.00","416.81","Successful"
"PAY0004169","INV0004169","C004170","2026-02-22","Bank Transfer","23273.00","418.91","Successful"
"PAY0004170","INV0004170","C004171","2026-02-23","UPI","23390.00","421.02","Successful"
"PAY0004171","INV0004171","C004172","2026-02-24","Card","23507.00","423.13","Successful"
"PAY0004172","INV0004172","C004173","2026-02-25","Wallet","23624.00","425.23","Successful"
"PAY0004173","INV0004173","C004174","2026-02-26","Bank Transfer","23741.00","427.34","Successful"
"PAY0004174","INV0004174","C004175","2026-02-27","Card","23858.00","429.44","Successful"
"PAY0004175","INV0004175","C004176","2026-02-28","UPI","23975.00","431.55","Successful"
"PAY0004176","INV0004176","C004177","2026-03-01","UPI","24092.00","433.66","Successful"
"PAY0004177","INV0004177","C004178","2026-03-02","Wallet","24209.00","435.76","Successful"
"PAY0004178","INV0004178","C004179","2026-03-03","Wallet","24326.00","437.87","Successful"
"PAY0004179","INV0004179","C004180","2026-03-04","Wallet","24443.00","439.97","Successful"
"PAY0004180","INV0004180","C004181","2026-03-05","Bank Transfer","24560.00","442.08","Successful"
"PAY0004181","INV0004181","C004182","2026-03-06","UPI","24677.00","444.19","Successful"
"PAY0004182","INV0004182","C004183","2026-03-07","Wallet","24794.00","446.29","Failed"
"PAY0004183","INV0004183","C004184","2026-03-08","Bank Transfer","24911.00","448.40","Successful"
"PAY0004184","INV0004184","C004185","2026-03-09","Bank Transfer","25028.00","450.50","Successful"
"PAY0004185","INV0004185","C004186","2026-03-10","UPI","25145.00","452.61","Successful"
"PAY0004186","INV0004186","C004187","2026-03-11","Bank Transfer","25262.00","454.72","Successful"
"PAY0004187","INV0004187","C004188","2026-03-12","UPI","25379.00","456.82","Successful"
"PAY0004188","INV0004188","C004189","2026-03-13","UPI","25496.00","458.93","Successful"
"PAY0004189","INV0004189","C004190","2026-03-14","Wallet","25613.00","461.03","Successful"
"PAY0004190","INV0004190","C004191","2026-03-15","UPI","25730.00","463.14","Successful"
"PAY0004191","INV0004191","C004192","2026-03-16","Card","25847.00","465.25","Successful"
"PAY0004192","INV0004192","C004193","2026-03-17","Wallet","25964.00","467.35","Successful"
"PAY0004193","INV0004193","C004194","2026-03-18","Card","26081.00","469.46","Successful"
"PAY0004194","INV0004194","C004195","2026-03-19","Wallet","26198.00","471.56","Successful"
"PAY0004195","INV0004195","C004196","2026-03-20","Wallet","26315.00","473.67","Successful"
"PAY0004196","INV0004196","C004197","2026-03-21","Bank Transfer","26432.00","475.78","Successful"
"PAY0004197","INV0004197","C004198","2026-03-22","Bank Transfer","26549.00","477.88","Successful"
"PAY0004198","INV0004198","C004199","2026-03-23","Card","26666.00","479.99","Successful"
"PAY0004199","INV0004199","C004200","2026-03-24","Bank Transfer","26783.00","482.09","Failed"
"PAY0004200","INV0004200","C004201","2026-03-25","Wallet","3500.00","63.00","Successful"
"PAY0004201","INV0004201","C004202","2026-03-26","UPI","3617.00","65.11","Successful"
"PAY0004202","INV0004202","C004203","2026-03-27","Wallet","3734.00","67.21","Successful"
"PAY0004203","INV0004203","C004204","2026-03-28","UPI","3851.00","69.32","Successful"
"PAY0004204","INV0004204","C004205","2026-03-29","Card","3968.00","71.42","Successful"
"PAY0004205","INV0004205","C004206","2026-03-30","Wallet","4085.00","73.53","Successful"
"PAY0004206","INV0004206","C004207","2026-03-31","Bank Transfer","4202.00","75.64","Successful"
"PAY0004207","INV0004207","C004208","2026-04-01","Bank Transfer","4319.00","77.74","Successful"
"PAY0004208","INV0004208","C004209","2026-04-02","Wallet","4436.00","79.85","Successful"
"PAY0004209","INV0004209","C004210","2026-04-03","UPI","4553.00","81.95","Successful"
"PAY0004210","INV0004210","C004211","2026-04-04","Card","4670.00","84.06","Successful"
"PAY0004211","INV0004211","C004212","2026-04-05","Wallet","4787.00","86.17","Successful"
"PAY0004212","INV0004212","C004213","2026-04-06","Card","4904.00","88.27","Successful"
"PAY0004213","INV0004213","C004214","2026-04-07","Card","5021.00","90.38","Successful"
"PAY0004214","INV0004214","C004215","2026-04-08","Card","5138.00","92.48","Successful"
"PAY0004215","INV0004215","C004216","2026-04-09","UPI","5255.00","94.59","Successful"
"PAY0004216","INV0004216","C004217","2026-04-10","Bank Transfer","5372.00","96.70","Failed"
"PAY0004217","INV0004217","C004218","2026-04-11","Bank Transfer","5489.00","98.80","Successful"
"PAY0004218","INV0004218","C004219","2026-04-12","Card","5606.00","100.91","Successful"
"PAY0004219","INV0004219","C004220","2026-04-13","UPI","5723.00","103.01","Successful"
"PAY0004220","INV0004220","C004221","2026-04-14","UPI","5840.00","105.12","Successful"
"PAY0004221","INV0004221","C004222","2026-04-15","Wallet","5957.00","107.23","Successful"
"PAY0004222","INV0004222","C004223","2026-04-16","UPI","6074.00","109.33","Successful"
"PAY0004223","INV0004223","C004224","2026-04-17","UPI","6191.00","111.44","Successful"
"PAY0004224","INV0004224","C004225","2026-04-18","UPI","6308.00","113.54","Successful"
"PAY0004225","INV0004225","C004226","2026-04-19","Bank Transfer","6425.00","115.65","Successful"
"PAY0004226","INV0004226","C004227","2026-04-20","Wallet","6542.00","117.76","Successful"
"PAY0004227","INV0004227","C004228","2026-04-21","UPI","6659.00","119.86","Successful"
"PAY0004228","INV0004228","C004229","2026-04-22","Wallet","6776.00","121.97","Successful"
"PAY0004229","INV0004229","C004230","2026-04-23","Card","6893.00","124.07","Successful"
"PAY0004230","INV0004230","C004231","2026-04-24","UPI","7010.00","126.18","Successful"
"PAY0004231","INV0004231","C004232","2026-04-25","Card","7127.00","128.29","Successful"
"PAY0004232","INV0004232","C004233","2026-04-26","Wallet","7244.00","130.39","Successful"
"PAY0004233","INV0004233","C004234","2026-04-27","Bank Transfer","7361.00","132.50","Failed"
"PAY0004234","INV0004234","C004235","2026-04-28","Wallet","7478.00","134.60","Successful"
"PAY0004235","INV0004235","C004236","2026-04-29","Card","7595.00","136.71","Successful"
"PAY0004236","INV0004236","C004237","2026-04-30","Bank Transfer","7712.00","138.82","Successful"
"PAY0004237","INV0004237","C004238","2026-05-01","Card","7829.00","140.92","Successful"
"PAY0004238","INV0004238","C004239","2026-05-02","Bank Transfer","7946.00","143.03","Successful"
"PAY0004239","INV0004239","C004240","2026-05-03","Wallet","8063.00","145.13","Successful"
"PAY0004240","INV0004240","C004241","2026-05-04","Wallet","8180.00","147.24","Successful"
"PAY0004241","INV0004241","C004242","2026-05-05","Wallet","8297.00","149.35","Successful"
"PAY0004242","INV0004242","C004243","2026-05-06","Bank Transfer","8414.00","151.45","Successful"
"PAY0004243","INV0004243","C004244","2026-05-07","UPI","8531.00","153.56","Successful"
"PAY0004244","INV0004244","C004245","2026-05-08","Card","8648.00","155.66","Successful"
"PAY0004245","INV0004245","C004246","2026-05-09","UPI","8765.00","157.77","Successful"
"PAY0004246","INV0004246","C004247","2026-05-10","Wallet","8882.00","159.88","Successful"
"PAY0004247","INV0004247","C004248","2026-05-11","UPI","8999.00","161.98","Successful"
"PAY0004248","INV0004248","C004249","2026-05-12","Wallet","9116.00","164.09","Successful"
"PAY0004249","INV0004249","C004250","2026-05-13","Bank Transfer","9233.00","166.19","Successful"
"PAY0004250","INV0004250","C004251","2026-05-14","Wallet","9350.00","168.30","Failed"
"PAY0004251","INV0004251","C004252","2026-05-15","Card","9467.00","170.41","Successful"
"PAY0004252","INV0004252","C004253","2026-05-16","Bank Transfer","9584.00","172.51","Successful"
"PAY0004253","INV0004253","C004254","2026-05-17","Bank Transfer","9701.00","174.62","Successful"
"PAY0004254","INV0004254","C004255","2026-05-18","Bank Transfer","9818.00","176.72","Successful"
"PAY0004255","INV0004255","C004256","2026-05-19","UPI","9935.00","178.83","Successful"
"PAY0004256","INV0004256","C004257","2026-05-20","UPI","10052.00","180.94","Successful"
"PAY0004257","INV0004257","C004258","2026-05-21","Bank Transfer","10169.00","183.04","Successful"
"PAY0004258","INV0004258","C004259","2026-05-22","Bank Transfer","10286.00","185.15","Successful"
"PAY0004259","INV0004259","C004260","2026-05-23","Bank Transfer","10403.00","187.25","Successful"
"PAY0004260","INV0004260","C004261","2026-05-24","UPI","10520.00","189.36","Successful"
"PAY0004261","INV0004261","C004262","2026-05-25","Wallet","10637.00","191.47","Successful"
"PAY0004262","INV0004262","C004263","2026-05-26","Bank Transfer","10754.00","193.57","Successful"
"PAY0004263","INV0004263","C004264","2026-05-27","Card","10871.00","195.68","Successful"
"PAY0004264","INV0004264","C004265","2026-05-28","Wallet","10988.00","197.78","Successful"
"PAY0004265","INV0004265","C004266","2026-05-29","Bank Transfer","11105.00","199.89","Successful"
"PAY0004266","INV0004266","C004267","2026-05-30","Bank Transfer","11222.00","202.00","Successful"
"PAY0004267","INV0004267","C004268","2026-05-31","Bank Transfer","11339.00","204.10","Failed"
"PAY0004268","INV0004268","C004269","2026-06-01","Card","11456.00","206.21","Successful"
"PAY0004269","INV0004269","C004270","2026-06-02","UPI","11573.00","208.31","Successful"
"PAY0004270","INV0004270","C004271","2026-06-03","Bank Transfer","11690.00","210.42","Successful"
"PAY0004271","INV0004271","C004272","2026-06-04","Wallet","11807.00","212.53","Successful"
"PAY0004272","INV0004272","C004273","2026-06-05","Bank Transfer","11924.00","214.63","Successful"
"PAY0004273","INV0004273","C004274","2026-06-06","Wallet","12041.00","216.74","Successful"
"PAY0004274","INV0004274","C004275","2026-06-07","Card","12158.00","218.84","Successful"
"PAY0004275","INV0004275","C004276","2026-06-08","Bank Transfer","12275.00","220.95","Successful"
"PAY0004276","INV0004276","C004277","2026-06-09","Wallet","12392.00","223.06","Successful"
"PAY0004277","INV0004277","C004278","2026-06-10","Wallet","12509.00","225.16","Successful"
"PAY0004278","INV0004278","C004279","2026-06-11","Bank Transfer","12626.00","227.27","Successful"
"PAY0004279","INV0004279","C004280","2026-06-12","Card","12743.00","229.37","Successful"
"PAY0004280","INV0004280","C004281","2026-06-13","Bank Transfer","12860.00","231.48","Successful"
"PAY0004281","INV0004281","C004282","2026-06-14","Card","12977.00","233.59","Successful"
"PAY0004282","INV0004282","C004283","2026-06-15","Bank Transfer","13094.00","235.69","Successful"
"PAY0004283","INV0004283","C004284","2026-06-16","UPI","13211.00","237.80","Successful"
"PAY0004284","INV0004284","C004285","2026-06-17","Card","13328.00","239.90","Failed"
"PAY0004285","INV0004285","C004286","2026-06-18","UPI","13445.00","242.01","Successful"
"PAY0004286","INV0004286","C004287","2026-06-19","Wallet","13562.00","244.12","Successful"
"PAY0004287","INV0004287","C004288","2026-06-20","UPI","13679.00","246.22","Successful"
"PAY0004288","INV0004288","C004289","2026-06-21","Wallet","13796.00","248.33","Successful"
"PAY0004289","INV0004289","C004290","2026-06-22","UPI","13913.00","250.43","Successful"
"PAY0004290","INV0004290","C004291","2026-06-23","Wallet","14030.00","252.54","Successful"
"PAY0004291","INV0004291","C004292","2026-06-24","Card","14147.00","254.65","Successful"
"PAY0004292","INV0004292","C004293","2026-06-25","Card","14264.00","256.75","Successful"
"PAY0004293","INV0004293","C004294","2026-06-26","UPI","14381.00","258.86","Successful"
"PAY0004294","INV0004294","C004295","2026-06-27","Bank Transfer","14498.00","260.96","Successful"
"PAY0004295","INV0004295","C004296","2026-06-28","Bank Transfer","14615.00","263.07","Successful"
"PAY0004296","INV0004296","C004297","2026-06-29","Card","14732.00","265.18","Successful"
"PAY0004297","INV0004297","C004298","2026-06-30","Card","14849.00","267.28","Successful"
"PAY0004298","INV0004298","C004299","2026-07-01","Bank Transfer","14966.00","269.39","Successful"
"PAY0004299","INV0004299","C004300","2026-07-02","UPI","15083.00","271.49","Successful"
"PAY0004300","INV0004300","C004301","2026-07-03","Card","15200.00","273.60","Successful"
"PAY0004301","INV0004301","C004302","2026-07-04","UPI","15317.00","275.71","Failed"
"PAY0004302","INV0004302","C004303","2026-07-05","Card","15434.00","277.81","Successful"
"PAY0004303","INV0004303","C004304","2026-07-06","Card","15551.00","279.92","Successful"
"PAY0004304","INV0004304","C004305","2026-07-07","Bank Transfer","15668.00","282.02","Successful"
"PAY0004305","INV0004305","C004306","2026-07-08","Wallet","15785.00","284.13","Successful"
"PAY0004306","INV0004306","C004307","2026-07-09","Bank Transfer","15902.00","286.24","Successful"
"PAY0004307","INV0004307","C004308","2026-07-10","UPI","16019.00","288.34","Successful"
"PAY0004308","INV0004308","C004309","2026-07-11","Bank Transfer","16136.00","290.45","Successful"
"PAY0004309","INV0004309","C004310","2026-07-12","Bank Transfer","16253.00","292.55","Successful"
"PAY0004310","INV0004310","C004311","2026-07-13","Bank Transfer","16370.00","294.66","Successful"
"PAY0004311","INV0004311","C004312","2026-07-14","Wallet","16487.00","296.77","Successful"
"PAY0004312","INV0004312","C004313","2026-07-15","Wallet","16604.00","298.87","Successful"
"PAY0004313","INV0004313","C004314","2026-07-16","Bank Transfer","16721.00","300.98","Successful"
