"Order_Item_ID","Order_ID","Product_ID","Quantity","Unit_Price","Discount_Pct","Gross_Amount","Net_Amount"
"OI00009237","O0009237","P00238","3","6975.00","0.04","20925.00","1547.38"
"OI00009238","O0009238","P00239","4","7150.00","0.05","28600.00","2092.91"
"OI00009239","O0009239","P00240","5","7325.00","0.06","36625.00","2651.96"
"OI00009240","O0009240","P00241","1","7500.00","0.00","7500.00","577.73"
"OI00009241","O0009241","P00242","2","7675.00","0.01","15350.00","1170.59"
"OI00009242","O0009242","P00243","3","7850.00","0.02","23550.00","1777.78"
"OI00009243","O0009243","P00244","4","8025.00","0.03","32100.00","2398.49"
"OI00009244","O0009244","P00245","5","8200.00","0.04","41000.00","3031.91"
"OI00009245","O0009245","P00246","1","8375.00","0.05","8375.00","612.87"
"OI00009246","O0009246","P00247","2","8550.00","0.06","17100.00","1238.18"
"OI00009247","O0009247","P00248","3","8725.00","0.00","26175.00","2016.27"
"OI00009248","O0009248","P00249","4","8900.00","0.01","35600.00","2714.85"
"OI00009249","O0009249","P00250","5","9075.00","0.02","45375.00","3425.34"
"OI00009250","O0009250","P00251","1","9250.00","0.03","9250.00","691.15"
"OI00009251","O0009251","P00252","2","9425.00","0.04","18850.00","1393.94"
"OI00009252","O0009252","P00253","3","9600.00","0.05","28800.00","2107.55"
"OI00009253","O0009253","P00254","4","9775.00","0.06","39100.00","2831.17"
"OI00009254","O0009254","P00255","5","9950.00","0.00","49750.00","3832.25"
"OI00009255","O0009255","P00256","1","10125.00","0.01","10125.00","772.13"
"OI00009256","O0009256","P00257","2","10300.00","0.02","20600.00","1555.09"
"OI00009257","O0009257","P00258","3","10475.00","0.03","31425.00","2348.05"
"OI00009258","O0009258","P00259","4","10650.00","0.04","42600.00","3150.23"
"OI00009259","O0009259","P00260","5","10825.00","0.05","54125.00","3960.80"
"OI00009260","O0009260","P00261","1","11000.00","0.06","11000.00","796.49"
"OI00009261","O0009261","P00262","2","11175.00","0.00","22350.00","1721.63"
"OI00009262","O0009262","P00263","3","11350.00","0.01","34050.00","2596.65"
"OI00009263","O0009263","P00264","4","11525.00","0.02","46100.00","3480.07"
"OI00009264","O0009264","P00265","5","11700.00","0.03","58500.00","4371.08"
"OI00009265","O0009265","P00266","1","11875.00","0.04","11875.00","878.14"
"OI00009266","O0009266","P00267","2","12050.00","0.05","24100.00","1763.61"
"OI00009267","O0009267","P00268","3","12225.00","0.06","36675.00","2655.58"
"OI00009268","O0009268","P00269","4","12400.00","0.00","49600.00","3820.70"
"OI00009269","O0009269","P00270","5","12575.00","0.01","62875.00","4794.84"
"OI00009270","O0009270","P00271","1","12750.00","0.02","12750.00","962.49"
"OI00009271","O0009271","P00272","2","12925.00","0.03","25850.00","1931.49"
"OI00009272","O0009272","P00273","3","13100.00","0.04","39300.00","2906.20"
"OI00009273","O0009273","P00274","4","13275.00","0.05","53100.00","3885.79"
"OI00009274","O0009274","P00275","5","13450.00","0.06","67250.00","4869.47"
"OI00009275","O0009275","P00276","1","13625.00","0.00","13625.00","1049.54"
"OI00009276","O0009276","P00277","2","13800.00","0.01","27600.00","2104.77"
"OI00009277","O0009277","P00278","3","13975.00","0.02","41925.00","3164.90"
"OI00009278","O0009278","P00279","4","14150.00","0.03","56600.00","4229.11"
"OI00009279","O0009279","P00280","5","14325.00","0.04","71625.00","5296.60"
"OI00009280","O0009280","P00281","1","14500.00","0.05","14500.00","1061.09"
"OI00009281","O0009281","P00282","2","14675.00","0.06","29350.00","2125.19"
"OI00009282","O0009282","P00283","3","14850.00","0.00","44550.00","3431.70"
"OI00009283","O0009283","P00284","4","15025.00","0.01","60100.00","4583.22"
"OI00009284","O0009284","P00285","5","15200.00","0.02","76000.00","5737.21"
"OI00009285","O0009285","P00286","1","15375.00","0.03","15375.00","1148.81"
"OI00009286","O0009286","P00287","2","15550.00","0.04","31100.00","2299.81"
"OI00009287","O0009287","P00288","3","15725.00","0.05","47175.00","3452.21"
"OI00009288","O0009288","P00289","4","15900.00","0.06","63600.00","4605.18"
"OI00009289","O0009289","P00290","5","16075.00","0.00","80375.00","6191.31"
"OI00009290","O0009290","P00291","1","16250.00","0.01","16250.00","1239.22"
"OI00009291","O0009291","P00292","2","16425.00","0.02","32850.00","2479.83"
"OI00009292","O0009292","P00293","3","16600.00","0.03","49800.00","3721.02"
"OI00009293","O0009293","P00294","4","16775.00","0.04","67100.00","4961.98"
"OI00009294","O0009294","P00295","5","16950.00","0.05","84750.00","6201.90"
"OI00009295","O0009295","P00296","1","17125.00","0.06","17125.00","1239.99"
"OI00009296","O0009296","P00297","2","17300.00","0.00","34600.00","2665.25"
"OI00009297","O0009297","P00298","3","17475.00","0.01","52425.00","3997.93"
"OI00009298","O0009298","P00299","4","17650.00","0.02","70600.00","5329.57"
"OI00009299","O0009299","P00300","5","17825.00","0.03","89125.00","6659.36"
"OI00009300","O0009300","P00301","1","500.00","0.04","500.00","36.97"
"OI00009301","O0009301","P00302","2","675.00","0.05","1350.00","98.79"
"OI00009302","O0009302","P00303","3","850.00","0.06","2550.00","184.64"
"OI00009303","O0009303","P00304","4","1025.00","0.00","4100.00","315.82"
"OI00009304","O0009304","P00305","5","1200.00","0.01","6000.00","457.56"
"OI00009305","O0009305","P00306","1","1375.00","0.02","1375.00","103.80"
"OI00009306","O0009306","P00307","2","1550.00","0.03","3100.00","231.63"
"OI00009307","O0009307","P00308","3","1725.00","0.04","5175.00","382.69"
"OI00009308","O0009308","P00309","4","1900.00","0.05","7600.00","556.16"
"OI00009309","O0009309","P00310","5","2075.00","0.06","10375.00","751.24"
"OI00009310","O0009310","P00311","1","2250.00","0.00","2250.00","173.32"
"OI00009311","O0009311","P00312","2","2425.00","0.01","4850.00","369.86"
"OI00009312","O0009312","P00313","3","2600.00","0.02","7800.00","588.82"
"OI00009313","O0009313","P00314","4","2775.00","0.03","11100.00","829.38"
"OI00009314","O0009314","P00315","5","2950.00","0.04","14750.00","1090.75"
"OI00009315","O0009315","P00316","1","3125.00","0.05","3125.00","228.68"
"OI00009316","O0009316","P00317","2","3300.00","0.06","6600.00","477.90"
"OI00009317","O0009317","P00318","3","3475.00","0.00","10425.00","803.04"
"OI00009318","O0009318","P00319","4","3650.00","0.01","14600.00","1113.39"
"OI00009319","O0009319","P00320","5","3825.00","0.02","19125.00","1443.74"
"OI00009320","O0009320","P00321","1","4000.00","0.03","4000.00","298.88"
"OI00009321","O0009321","P00322","2","4175.00","0.04","8350.00","617.47"
"OI00009322","O0009322","P00323","3","4350.00","0.05","13050.00","954.98"
"OI00009323","O0009323","P00324","4","4525.00","0.06","18100.00","1310.59"
"OI00009324","O0009324","P00325","5","4700.00","0.00","23500.00","1810.21"
"OI00009325","O0009325","P00326","1","4875.00","0.01","4875.00","371.77"
"OI00009326","O0009326","P00327","2","5050.00","0.02","10100.00","762.45"
"OI00009327","O0009327","P00328","3","5225.00","0.03","15675.00","1171.23"
"OI00009328","O0009328","P00329","4","5400.00","0.04","21600.00","1597.30"
"OI00009329","O0009329","P00330","5","5575.00","0.05","27875.00","2039.86"
"OI00009330","O0009330","P00331","1","5750.00","0.06","5750.00","416.35"
"OI00009331","O0009331","P00332","2","5925.00","0.00","11850.00","912.81"
"OI00009332","O0009332","P00333","3","6100.00","0.01","18300.00","1395.56"
"OI00009333","O0009333","P00334","4","6275.00","0.02","25100.00","1894.79"
"OI00009334","O0009334","P00335","5","6450.00","0.03","32250.00","2409.70"
"OI00009335","O0009335","P00336","1","6625.00","0.04","6625.00","489.91"
"OI00009336","O0009336","P00337","2","6800.00","0.05","13600.00","995.23"
"OI00009337","O0009337","P00338","3","6975.00","0.06","20925.00","1515.15"
"OI00009338","O0009338","P00339","4","7150.00","0.00","28600.00","2203.06"
"OI00009339","O0009339","P00340","5","7325.00","0.01","36625.00","2793.02"
"OI00009340","O0009340","P00341","1","7500.00","0.02","7500.00","566.17"
"OI00009341","O0009341","P00342","2","7675.00","0.03","15350.00","1146.94"
"OI00009342","O0009342","P00343","3","7850.00","0.04","23550.00","1741.50"
"OI00009343","O0009343","P00344","4","8025.00","0.05","32100.00","2349.04"
"OI00009344","O0009344","P00345","5","8200.00","0.06","41000.00","2968.75"
"OI00009345","O0009345","P00346","1","8375.00","0.00","8375.00","645.13"
"OI00009346","O0009346","P00347","2","8550.00","0.01","17100.00","1304.04"
"OI00009347","O0009347","P00348","3","8725.00","0.02","26175.00","1975.94"
"OI00009348","O0009348","P00349","4","8900.00","0.03","35600.00","2660.01"
"OI00009349","O0009349","P00350","5","9075.00","0.04","45375.00","3355.44"
"OI00009350","O0009350","P00351","1","9250.00","0.05","9250.00","676.90"
"OI00009351","O0009351","P00352","2","9425.00","0.06","18850.00","1364.90"
"OI00009352","O0009352","P00353","3","9600.00","0.00","28800.00","2218.47"
"OI00009353","O0009353","P00354","4","9775.00","0.01","39100.00","2981.76"
"OI00009354","O0009354","P00355","5","9950.00","0.02","49750.00","3755.61"
"OI00009355","O0009355","P00356","1","10125.00","0.03","10125.00","756.53"
"OI00009356","O0009356","P00357","2","10300.00","0.04","20600.00","1523.35"
"OI00009357","O0009357","P00358","3","10475.00","0.05","31425.00","2299.64"
"OI00009358","O0009358","P00359","4","10650.00","0.06","42600.00","3084.60"
"OI00009359","O0009359","P00360","5","10825.00","0.00","54125.00","4169.26"
"OI00009360","O0009360","P00361","1","11000.00","0.01","11000.00","838.86"
"OI00009361","O0009361","P00362","2","11175.00","0.02","22350.00","1687.19"
"OI00009362","O0009362","P00363","3","11350.00","0.03","34050.00","2544.19"
"OI00009363","O0009363","P00364","4","11525.00","0.04","46100.00","3409.05"
"OI00009364","O0009364","P00365","5","11700.00","0.05","58500.00","4280.96"
"OI00009365","O0009365","P00366","1","11875.00","0.06","11875.00","859.85"
"OI00009366","O0009366","P00367","2","12050.00","0.00","24100.00","1856.43"
"OI00009367","O0009367","P00368","3","12225.00","0.01","36675.00","2796.83"
"OI00009368","O0009368","P00369","4","12400.00","0.02","49600.00","3744.29"
"OI00009369","O0009369","P00370","5","12575.00","0.03","62875.00","4697.98"
"OI00009370","O0009370","P00371","1","12750.00","0.04","12750.00","942.85"
"OI00009371","O0009371","P00372","2","12925.00","0.05","25850.00","1891.67"
"OI00009372","O0009372","P00373","3","13100.00","0.06","39300.00","2845.65"
"OI00009373","O0009373","P00374","4","13275.00","0.00","53100.00","4090.31"
"OI00009374","O0009374","P00375","5","13450.00","0.01","67250.00","5128.48"
"OI00009375","O0009375","P00376","1","13625.00","0.02","13625.00","1028.55"
"OI00009376","O0009376","P00377","2","13800.00","0.03","27600.00","2062.25"
"OI00009377","O0009377","P00378","3","13975.00","0.04","41925.00","3100.31"
"OI00009378","O0009378","P00379","4","14150.00","0.05","56600.00","4141.92"
"OI00009379","O0009379","P00380","5","14325.00","0.06","71625.00","5186.25"
"OI00009380","O0009380","P00381","1","14500.00","0.00","14500.00","1116.94"
"OI00009381","O0009381","P00382","2","14675.00","0.01","29350.00","2238.23"
"OI00009382","O0009382","P00383","3","14850.00","0.02","44550.00","3363.06"
"OI00009383","O0009383","P00384","4","15025.00","0.03","60100.00","4490.63"
"OI00009384","O0009384","P00385","5","15200.00","0.04","76000.00","5620.13"
"OI00009385","O0009385","P00386","1","15375.00","0.05","15375.00","1125.12"
"OI00009386","O0009386","P00387","2","15550.00","0.06","31100.00","2251.90"
"OI00009387","O0009387","P00388","3","15725.00","0.00","47175.00","3633.90"
"OI00009388","O0009388","P00389","4","15900.00","0.01","63600.00","4850.13"
"OI00009389","O0009389","P00390","5","16075.00","0.02","80375.00","6067.48"
"OI00009390","O0009390","P00391","1","16250.00","0.03","16250.00","1214.19"
"OI00009391","O0009391","P00392","2","16425.00","0.04","32850.00","2429.23"
"OI00009392","O0009392","P00393","3","16600.00","0.05","49800.00","3644.30"
"OI00009393","O0009393","P00394","4","16775.00","0.06","67100.00","4858.60"
"OI00009394","O0009394","P00395","5","16950.00","0.00","84750.00","6528.31"
"OI00009395","O0009395","P00396","1","17125.00","0.01","17125.00","1305.95"
"OI00009396","O0009396","P00397","2","17300.00","0.02","34600.00","2611.94"
"OI00009397","O0009397","P00398","3","17475.00","0.03","52425.00","3917.16"
"OI00009398","O0009398","P00399","4","17650.00","0.04","70600.00","5220.80"
"OI00009399","O0009399","P00400","5","17825.00","0.05","89125.00","6522.05"
"OI00009400","O0009400","P00401","1","500.00","0.06","500.00","36.20"
"OI00009401","O0009401","P00402","2","675.00","0.00","1350.00","103.99"
"OI00009402","O0009402","P00403","3","850.00","0.01","2550.00","194.46"
"OI00009403","O0009403","P00404","4","1025.00","0.02","4100.00","309.51"
"OI00009404","O0009404","P00405","5","1200.00","0.03","6000.00","448.32"
"OI00009405","O0009405","P00406","1","1375.00","0.04","1375.00","101.68"
"OI00009406","O0009406","P00407","2","1550.00","0.05","3100.00","226.85"
"OI00009407","O0009407","P00408","3","1725.00","0.06","5175.00","374.71"
"OI00009408","O0009408","P00409","4","1900.00","0.00","7600.00","585.43"
"OI00009409","O0009409","P00410","5","2075.00","0.01","10375.00","791.20"
"OI00009410","O0009410","P00411","1","2250.00","0.02","2250.00","169.85"
"OI00009411","O0009411","P00412","2","2425.00","0.03","4850.00","362.39"
"OI00009412","O0009412","P00413","3","2600.00","0.04","7800.00","576.80"
"OI00009413","O0009413","P00414","4","2775.00","0.05","11100.00","812.28"
"OI00009414","O0009414","P00415","5","2950.00","0.06","14750.00","1068.02"
"OI00009415","O0009415","P00416","1","3125.00","0.00","3125.00","240.72"
"OI00009416","O0009416","P00417","2","3300.00","0.01","6600.00","503.32"
"OI00009417","O0009417","P00418","3","3475.00","0.02","10425.00","786.98"
"OI00009418","O0009418","P00419","4","3650.00","0.03","14600.00","1090.90"
"OI00009419","O0009419","P00420","5","3825.00","0.04","19125.00","1414.28"
"OI00009420","O0009420","P00421","1","4000.00","0.05","4000.00","292.71"
"OI00009421","O0009421","P00422","2","4175.00","0.06","8350.00","604.61"
"OI00009422","O0009422","P00423","3","4350.00","0.00","13050.00","1005.24"
"OI00009423","O0009423","P00424","4","4525.00","0.01","18100.00","1380.30"
"OI00009424","O0009424","P00425","5","4700.00","0.02","23500.00","1774.01"
"OI00009425","O0009425","P00426","1","4875.00","0.03","4875.00","364.26"
"OI00009426","O0009426","P00427","2","5050.00","0.04","10100.00","746.89"
"OI00009427","O0009427","P00428","3","5225.00","0.05","15675.00","1147.08"
"OI00009428","O0009428","P00429","4","5400.00","0.06","21600.00","1564.02"
"OI00009429","O0009429","P00430","5","5575.00","0.00","27875.00","2147.22"
"OI00009430","O0009430","P00431","1","5750.00","0.01","5750.00","438.49"
"OI00009431","O0009431","P00432","2","5925.00","0.02","11850.00","894.55"
"OI00009432","O0009432","P00433","3","6100.00","0.03","18300.00","1367.36"
"OI00009433","O0009433","P00434","4","6275.00","0.04","25100.00","1856.12"
"OI00009434","O0009434","P00435","5","6450.00","0.05","32250.00","2360.01"
"OI00009435","O0009435","P00436","1","6625.00","0.06","6625.00","479.71"
"OI00009436","O0009436","P00437","2","6800.00","0.00","13600.00","1047.61"
"OI00009437","O0009437","P00438","3","6975.00","0.01","20925.00","1595.74"
"OI00009438","O0009438","P00439","4","7150.00","0.02","28600.00","2159.00"
"OI00009439","O0009439","P00440","5","7325.00","0.03","36625.00","2736.60"
"OI00009440","O0009440","P00441","1","7500.00","0.04","7500.00","554.62"
"OI00009441","O0009441","P00442","2","7675.00","0.05","15350.00","1123.29"
"OI00009442","O0009442","P00443","3","7850.00","0.06","23550.00","1705.22"
"OI00009443","O0009443","P00444","4","8025.00","0.00","32100.00","2472.67"
"OI00009444","O0009444","P00445","5","8200.00","0.01","41000.00","3126.66"
"OI00009445","O0009445","P00446","1","8375.00","0.02","8375.00","632.23"
"OI00009446","O0009446","P00447","2","8550.00","0.03","17100.00","1277.70"
"OI00009447","O0009447","P00448","3","8725.00","0.04","26175.00","1935.62"
"OI00009448","O0009448","P00449","4","8900.00","0.05","35600.00","2605.16"
"OI00009449","O0009449","P00450","5","9075.00","0.06","45375.00","3285.53"
"OI00009450","O0009450","P00451","1","9250.00","0.00","9250.00","712.53"
"OI00009451","O0009451","P00452","2","9425.00","0.01","18850.00","1437.50"
"OI00009452","O0009452","P00453","3","9600.00","0.02","28800.00","2174.10"
"OI00009453","O0009453","P00454","4","9775.00","0.03","39100.00","2921.53"
"OI00009454","O0009454","P00455","5","9950.00","0.04","49750.00","3678.96"
"OI00009455","O0009455","P00456","1","10125.00","0.05","10125.00","740.93"
"OI00009456","O0009456","P00457","2","10300.00","0.06","20600.00","1491.61"
"OI00009457","O0009457","P00458","3","10475.00","0.00","31425.00","2420.68"
"OI00009458","O0009458","P00459","4","10650.00","0.01","42600.00","3248.67"
"OI00009459","O0009459","P00460","5","10825.00","0.02","54125.00","4085.88"
"OI00009460","O0009460","P00461","1","11000.00","0.03","11000.00","821.91"
"OI00009461","O0009461","P00462","2","11175.00","0.04","22350.00","1652.76"
"OI00009462","O0009462","P00463","3","11350.00","0.05","34050.00","2491.74"
"OI00009463","O0009463","P00464","4","11525.00","0.06","46100.00","3338.03"
"OI00009464","O0009464","P00465","5","11700.00","0.00","58500.00","4506.27"
"OI00009465","O0009465","P00466","1","11875.00","0.01","11875.00","905.59"
"OI00009466","O0009466","P00467","2","12050.00","0.02","24100.00","1819.30"
"OI00009467","O0009467","P00468","3","12225.00","0.03","36675.00","2740.33"
"OI00009468","O0009468","P00469","4","12400.00","0.04","49600.00","3667.87"
"OI00009469","O0009469","P00470","5","12575.00","0.05","62875.00","4601.11"
"OI00009470","O0009470","P00471","1","12750.00","0.06","12750.00","923.21"
"OI00009471","O0009471","P00472","2","12925.00","0.00","25850.00","1991.23"
"OI00009472","O0009472","P00473","3","13100.00","0.01","39300.00","2997.02"
"OI00009473","O0009473","P00474","4","13275.00","0.02","53100.00","4008.50"
"OI00009474","O0009474","P00475","5","13450.00","0.03","67250.00","5024.87"
"OI00009475","O0009475","P00476","1","13625.00","0.04","13625.00","1007.56"
"OI00009476","O0009476","P00477","2","13800.00","0.05","27600.00","2019.73"
"OI00009477","O0009477","P00478","3","13975.00","0.06","41925.00","3035.72"
"OI00009478","O0009478","P00479","4","14150.00","0.00","56600.00","4359.91"
"OI00009479","O0009479","P00480","5","14325.00","0.01","71625.00","5462.12"
"OI00009480","O0009480","P00481","1","14500.00","0.02","14500.00","1094.60"
"OI00009481","O0009481","P00482","2","14675.00","0.03","29350.00","2193.01"
"OI00009482","O0009482","P00483","3","14850.00","0.04","44550.00","3294.43"
"OI00009483","O0009483","P00484","4","15025.00","0.05","60100.00","4398.04"
"OI00009484","O0009484","P00485","5","15200.00","0.06","76000.00","5503.04"
"OI00009485","O0009485","P00486","1","15375.00","0.00","15375.00","1184.34"
"OI00009486","O0009486","P00487","2","15550.00","0.01","31100.00","2371.68"
"OI00009487","O0009487","P00488","3","15725.00","0.02","47175.00","3561.22"
"OI00009488","O0009488","P00489","4","15900.00","0.03","63600.00","4752.15"
"OI00009489","O0009489","P00490","5","16075.00","0.04","80375.00","5943.65"
"OI00009490","O0009490","P00491","1","16250.00","0.05","16250.00","1189.15"
"OI00009491","O0009491","P00492","2","16425.00","0.06","32850.00","2378.62"
"OI00009492","O0009492","P00493","3","16600.00","0.00","49800.00","3836.11"
"OI00009493","O0009493","P00494","4","16775.00","0.01","67100.00","5117.04"
"OI00009494","O0009494","P00495","5","16950.00","0.02","84750.00","6397.75"
"OI00009495","O0009495","P00496","1","17125.00","0.03","17125.00","1279.57"
"OI00009496","O0009496","P00497","2","17300.00","0.04","34600.00","2558.64"
"OI00009497","O0009497","P00498","3","17475.00","0.05","52425.00","3836.39"
"OI00009498","O0009498","P00499","4","17650.00","0.06","70600.00","5112.03"
"OI00009499","O0009499","P00500","5","17825.00","0.00","89125.00","6865.32"
"OI00009500","O0009500","P00501","1","500.00","0.01","500.00","38.13"
"OI00009501","O0009501","P00502","2","675.00","0.02","1350.00","101.91"
"OI00009502","O0009502","P00503","3","850.00","0.03","2550.00","190.53"
"OI00009503","O0009503","P00504","4","1025.00","0.04","4100.00","303.19"
"OI00009504","O0009504","P00505","5","1200.00","0.05","6000.00","439.07"
"OI00009505","O0009505","P00506","1","1375.00","0.06","1375.00","99.56"
"OI00009506","O0009506","P00507","2","1550.00","0.00","3100.00","238.79"
"OI00009507","O0009507","P00508","3","1725.00","0.01","5175.00","394.65"
"OI00009508","O0009508","P00509","4","1900.00","0.02","7600.00","573.72"
"OI00009509","O0009509","P00510","5","2075.00","0.03","10375.00","775.21"
"OI00009510","O0009510","P00511","1","2250.00","0.04","2250.00","166.39"
"OI00009511","O0009511","P00512","2","2425.00","0.05","4850.00","354.92"
"OI00009512","O0009512","P00513","3","2600.00","0.06","7800.00","564.79"
"OI00009513","O0009513","P00514","4","2775.00","0.00","11100.00","855.04"
"OI00009514","O0009514","P00515","5","2950.00","0.01","14750.00","1124.83"
"OI00009515","O0009515","P00516","1","3125.00","0.02","3125.00","235.91"
"OI00009516","O0009516","P00517","2","3300.00","0.03","6600.00","493.15"
"OI00009517","O0009517","P00518","3","3475.00","0.04","10425.00","770.92"
"OI00009518","O0009518","P00519","4","3650.00","0.05","14600.00","1068.41"
"OI00009519","O0009519","P00520","5","3825.00","0.06","19125.00","1384.81"
"OI00009520","O0009520","P00521","1","4000.00","0.00","4000.00","308.12"
"OI00009521","O0009521","P00522","2","4175.00","0.01","8350.00","636.77"
"OI00009522","O0009522","P00523","3","4350.00","0.02","13050.00","985.14"
"OI00009523","O0009523","P00524","4","4525.00","0.03","18100.00","1352.42"
"OI00009524","O0009524","P00525","5","4700.00","0.04","23500.00","1737.80"
"OI00009525","O0009525","P00526","1","4875.00","0.05","4875.00","356.75"
"OI00009526","O0009526","P00527","2","5050.00","0.06","10100.00","731.33"
"OI00009527","O0009527","P00528","3","5225.00","0.00","15675.00","1207.45"
"OI00009528","O0009528","P00529","4","5400.00","0.01","21600.00","1647.21"
"OI00009529","O0009529","P00530","5","5575.00","0.02","27875.00","2104.27"
"OI00009530","O0009530","P00531","1","5750.00","0.03","5750.00","429.64"
"OI00009531","O0009531","P00532","2","5925.00","0.04","11850.00","876.30"
"OI00009532","O0009532","P00533","3","6100.00","0.05","18300.00","1339.17"
"OI00009533","O0009533","P00534","4","6275.00","0.06","25100.00","1817.45"
"OI00009534","O0009534","P00535","5","6450.00","0.00","32250.00","2484.23"
"OI00009535","O0009535","P00536","1","6625.00","0.01","6625.00","505.22"
"OI00009536","O0009536","P00537","2","6800.00","0.02","13600.00","1026.66"
"OI00009537","O0009537","P00538","3","6975.00","0.03","20925.00","1563.50"
"OI00009538","O0009538","P00539","4","7150.00","0.04","28600.00","2114.94"
"OI00009539","O0009539","P00540","5","7325.00","0.05","36625.00","2680.17"
"OI00009540","O0009540","P00541","1","7500.00","0.06","7500.00","543.06"
"OI00009541","O0009541","P00542","2","7675.00","0.00","15350.00","1182.41"
"OI00009542","O0009542","P00543","3","7850.00","0.01","23550.00","1795.92"
"OI00009543","O0009543","P00544","4","8025.00","0.02","32100.00","2423.22"
"OI00009544","O0009544","P00545","5","8200.00","0.03","41000.00","3063.49"
"OI00009545","O0009545","P00546","1","8375.00","0.04","8375.00","619.32"
"OI00009546","O0009546","P00547","2","8550.00","0.05","17100.00","1251.36"
"OI00009547","O0009547","P00548","3","8725.00","0.06","26175.00","1895.29"
"OI00009548","O0009548","P00549","4","8900.00","0.00","35600.00","2742.28"
"OI00009549","O0009549","P00550","5","9075.00","0.01","45375.00","3460.29"
"OI00009550","O0009550","P00551","1","9250.00","0.02","9250.00","698.28"
"OI00009551","O0009551","P00552","2","9425.00","0.03","18850.00","1408.46"
"OI00009552","O0009552","P00553","3","9600.00","0.04","28800.00","2129.73"
"OI00009553","O0009553","P00554","4","9775.00","0.05","39100.00","2861.29"
"OI00009554","O0009554","P00555","5","9950.00","0.06","49750.00","3602.32"
"OI00009555","O0009555","P00556","1","10125.00","0.00","10125.00","779.93"
"OI00009556","O0009556","P00557","2","10300.00","0.01","20600.00","1570.95"
"OI00009557","O0009557","P00558","3","10475.00","0.02","31425.00","2372.26"
"OI00009558","O0009558","P00559","4","10650.00","0.03","42600.00","3183.04"
"OI00009559","O0009559","P00560","5","10825.00","0.04","54125.00","4002.49"
"OI00009560","O0009560","P00561","1","11000.00","0.05","11000.00","804.97"
"OI00009561","O0009561","P00562","2","11175.00","0.06","22350.00","1618.33"
"OI00009562","O0009562","P00563","3","11350.00","0.00","34050.00","2622.88"
"OI00009563","O0009563","P00564","4","11525.00","0.01","46100.00","3515.58"
"OI00009564","O0009564","P00565","5","11700.00","0.02","58500.00","4416.14"
"OI00009565","O0009565","P00566","1","11875.00","0.03","11875.00","887.29"
"OI00009566","O0009566","P00567","2","12050.00","0.04","24100.00","1782.17"
"OI00009567","O0009567","P00568","3","12225.00","0.05","36675.00","2683.83"
"OI00009568","O0009568","P00569","4","12400.00","0.06","49600.00","3591.46"
"OI00009569","O0009569","P00570","5","12575.00","0.00","62875.00","4843.28"
"OI00009570","O0009570","P00571","1","12750.00","0.01","12750.00","972.31"
"OI00009571","O0009571","P00572","2","12925.00","0.02","25850.00","1951.41"
"OI00009572","O0009572","P00573","3","13100.00","0.03","39300.00","2936.47"
"OI00009573","O0009573","P00574","4","13275.00","0.04","53100.00","3926.69"
"OI00009574","O0009574","P00575","5","13450.00","0.05","67250.00","4921.27"
"OI00009575","O0009575","P00576","1","13625.00","0.06","13625.00","986.56"
"OI00009576","O0009576","P00577","2","13800.00","0.00","27600.00","2126.03"
"OI00009577","O0009577","P00578","3","13975.00","0.01","41925.00","3197.20"
"OI00009578","O0009578","P00579","4","14150.00","0.02","56600.00","4272.71"
"OI00009579","O0009579","P00580","5","14325.00","0.03","71625.00","5351.77"
"OI00009580","O0009580","P00581","1","14500.00","0.04","14500.00","1072.26"
"OI00009581","O0009581","P00582","2","14675.00","0.05","29350.00","2147.80"
"OI00009582","O0009582","P00583","3","14850.00","0.06","44550.00","3225.80"
"OI00009583","O0009583","P00584","4","15025.00","0.00","60100.00","4629.52"
"OI00009584","O0009584","P00585","5","15200.00","0.01","76000.00","5795.75"
"OI00009585","O0009585","P00586","1","15375.00","0.02","15375.00","1160.65"
"OI00009586","O0009586","P00587","2","15550.00","0.03","31100.00","2323.77"
"OI00009587","O0009587","P00588","3","15725.00","0.04","47175.00","3488.55"
"OI00009588","O0009588","P00589","4","15900.00","0.05","63600.00","4654.17"
"OI00009589","O0009589","P00590","5","16075.00","0.06","80375.00","5819.83"
"OI00009590","O0009590","P00591","1","16250.00","0.00","16250.00","1251.74"
"OI00009591","O0009591","P00592","2","16425.00","0.01","32850.00","2505.14"
"OI00009592","O0009592","P00593","3","16600.00","0.02","49800.00","3759.38"
"OI00009593","O0009593","P00594","4","16775.00","0.03","67100.00","5013.67"
"OI00009594","O0009594","P00595","5","16950.00","0.04","84750.00","6267.18"
"OI00009595","O0009595","P00596","1","17125.00","0.05","17125.00","1253.19"
"OI00009596","O0009596","P00597","2","17300.00","0.06","34600.00","2505.33"
"OI00009597","O0009597","P00598","3","17475.00","0.00","52425.00","4038.31"
"OI00009598","O0009598","P00599","4","17650.00","0.01","70600.00","5383.95"
"OI00009599","O0009599","P00600","5","17825.00","0.02","89125.00","6728.01"
"OI00009600","O0009600","P00601","1","500.00","0.03","500.00","37.36"
"OI00009601","O0009601","P00602","2","675.00","0.04","1350.00","99.83"
"OI00009602","O0009602","P00603","3","850.00","0.05","2550.00","186.61"
"OI00009603","O0009603","P00604","4","1025.00","0.06","4100.00","296.87"
"OI00009604","O0009604","P00605","5","1200.00","0.00","6000.00","462.18"
"OI00009605","O0009605","P00606","1","1375.00","0.01","1375.00","104.86"
"OI00009606","O0009606","P00607","2","1550.00","0.02","3100.00","234.02"
