"Invoice_ID","Order_ID","Customer_ID","Invoice_Date","Due_Date","Invoice_Amount","Tax_Amount","Invoice_Status"
"INV0008390","O0008390","C008391","2026-08-27","2026-09-26","3459.31","622.68","Issued"
"INV0008391","O0008391","C008392","2026-08-28","2026-09-27","6921.77","1245.92","Issued"
"INV0008392","O0008392","C008393","2026-08-29","2026-09-28","10385.11","1869.32","Issued"
"INV0008393","O0008393","C008394","2026-08-30","2026-09-29","14187.13","2553.68","Overdue"
"INV0008394","O0008394","C008395","2026-08-31","2026-09-30","17734.81","3192.27","Issued"
"INV0008395","O0008395","C008396","2025-09-01","2025-10-01","3633.18","653.97","Issued"
"INV0008396","O0008396","C008397","2025-09-02","2025-10-02","7265.46","1307.78","Issued"
"INV0008397","O0008397","C008398","2025-09-03","2025-10-03","11160.27","2008.85","Issued"
"INV0008398","O0008398","C008399","2025-09-04","2025-10-04","14876.02","2677.68","Issued"
"INV0008399","O0008399","C008400","2025-09-05","2025-10-05","18585.79","3345.44","Issued"
"INV0008400","O0008400","C008401","2025-09-06","2025-10-06","105.72","19.03","Issued"
"INV0008401","O0008401","C008402","2025-09-07","2025-10-07","282.50","50.85","Issued"
"INV0008402","O0008402","C008403","2025-09-08","2025-10-08","541.00","97.38","Issued"
"INV0008403","O0008403","C008404","2025-09-09","2025-10-09","860.94","154.97","Issued"
"INV0008404","O0008404","C008405","2025-09-10","2025-10-10","1277.28","229.91","Overdue"
"INV0008405","O0008405","C008406","2025-09-11","2025-10-11","289.72","52.15","Issued"
"INV0008406","O0008406","C008407","2025-09-12","2025-10-12","646.46","116.36","Issued"
"INV0008407","O0008407","C008408","2025-09-13","2025-10-13","1094.16","196.95","Issued"
"INV0008408","O0008408","C008409","2025-09-14","2025-10-14","1590.38","286.27","Issued"
"INV0008409","O0008409","C008410","2025-09-15","2025-10-15","2201.13","396.20","Issued"
"INV0008410","O0008410","C008411","2025-09-16","2025-10-16","472.46","85.04","Issued"
"INV0008411","O0008411","C008412","2025-09-17","2025-10-17","1032.47","185.84","Issued"
"INV0008412","O0008412","C008413","2025-09-18","2025-10-18","1643.53","295.83","Issued"
"INV0008413","O0008413","C008414","2025-09-19","2025-10-19","2314.75","416.66","Issued"
"INV0008414","O0008414","C008415","2025-09-20","2025-10-20","3118.63","561.35","Issued"
"INV0008415","O0008415","C008416","2025-09-21","2025-10-21","653.94","117.71","Overdue"
"INV0008416","O0008416","C008417","2025-09-22","2025-10-22","1400.23","252.04","Issued"
"INV0008417","O0008417","C008418","2025-09-23","2025-10-23","2189.09","394.04","Issued"
"INV0008418","O0008418","C008419","2025-09-24","2025-10-24","3108.06","559.45","Issued"
"INV0008419","O0008419","C008420","2025-09-25","2025-10-25","4029.80","725.36","Issued"
"INV0008420","O0008420","C008421","2025-09-26","2025-10-26","834.14","150.15","Issued"
"INV0008421","O0008421","C008422","2025-09-27","2025-10-27","1765.46","317.78","Issued"
"INV0008422","O0008422","C008423","2025-09-28","2025-10-28","2730.85","491.55","Issued"
"INV0008423","O0008423","C008424","2025-09-29","2025-10-29","3840.04","691.21","Issued"
"INV0008424","O0008424","C008425","2025-09-30","2025-10-30","4934.63","888.23","Issued"
"INV0008425","O0008425","C008426","2025-10-01","2025-10-31","1037.79","186.80","Issued"
"INV0008426","O0008426","C008427","2025-10-02","2025-11-01","2128.16","383.07","Overdue"
"INV0008427","O0008427","C008428","2025-10-03","2025-11-02","3268.81","588.39","Issued"
"INV0008428","O0008428","C008429","2025-10-04","2025-11-03","4566.94","822.05","Issued"
"INV0008429","O0008429","C008430","2025-10-05","2025-11-04","5833.13","1049.96","Issued"
"INV0008430","O0008430","C008431","2025-10-06","2025-11-05","1219.90","219.58","Issued"
"INV0008431","O0008431","C008432","2025-10-07","2025-11-06","2488.32","447.90","Issued"
"INV0008432","O0008432","C008433","2025-10-08","2025-11-07","3895.72","701.23","Issued"
"INV0008433","O0008433","C008434","2025-10-09","2025-11-08","5288.78","951.98","Issued"
"INV0008434","O0008434","C008435","2025-10-10","2025-11-09","6725.29","1210.55","Issued"
"INV0008435","O0008435","C008436","2025-10-11","2025-11-10","1400.74","252.13","Issued"
"INV0008436","O0008436","C008437","2025-10-12","2025-11-11","2845.94","512.27","Issued"
"INV0008437","O0008437","C008438","2025-10-13","2025-11-12","4439.38","799.09","Overdue"
"INV0008438","O0008438","C008439","2025-10-14","2025-11-13","6005.55","1081.00","Issued"
"INV0008439","O0008439","C008440","2025-10-15","2025-11-14","7796.76","1403.42","Issued"
"INV0008440","O0008440","C008441","2025-10-16","2025-11-15","1580.31","284.46","Issued"
"INV0008441","O0008441","C008442","2025-10-17","2025-11-16","3201.03","576.19","Issued"
"INV0008442","O0008442","C008443","2025-10-18","2025-11-17","4979.24","896.26","Issued"
"INV0008443","O0008443","C008444","2025-10-19","2025-11-18","6717.26","1209.11","Issued"
"INV0008444","O0008444","C008445","2025-10-20","2025-11-19","8698.42","1565.72","Issued"
"INV0008445","O0008445","C008446","2025-10-21","2025-11-20","1758.62","316.55","Issued"
"INV0008446","O0008446","C008447","2025-10-22","2025-11-21","3640.26","655.25","Issued"
"INV0008447","O0008447","C008448","2025-10-23","2025-11-22","5515.29","992.75","Issued"
"INV0008448","O0008448","C008449","2025-10-24","2025-11-23","7423.89","1336.30","Overdue"
"INV0008449","O0008449","C008450","2025-10-25","2025-11-24","9593.75","1726.88","Issued"
"INV0008450","O0008450","C008451","2025-10-26","2025-11-25","1935.66","348.42","Issued"
"INV0008451","O0008451","C008452","2025-10-27","2025-11-26","3999.15","719.85","Issued"
"INV0008452","O0008452","C008453","2025-10-28","2025-11-27","6047.55","1088.56","Issued"
"INV0008453","O0008453","C008454","2025-10-29","2025-11-28","8323.64","1498.25","Issued"
"INV0008454","O0008454","C008455","2025-10-30","2025-11-29","10482.75","1886.89","Issued"
"INV0008455","O0008455","C008456","2025-10-31","2025-11-30","2111.43","380.06","Issued"
"INV0008456","O0008456","C008457","2025-11-01","2025-12-01","4355.51","783.99","Issued"
"INV0008457","O0008457","C008458","2025-11-02","2025-12-02","6576.01","1183.68","Issued"
"INV0008458","O0008458","C008459","2025-11-03","2025-12-03","9037.87","1626.82","Issued"
"INV0008459","O0008459","C008460","2025-11-04","2025-12-04","11365.41","2045.77","Overdue"
"INV0008460","O0008460","C008461","2025-11-05","2025-12-05","2341.69","421.50","Issued"
"INV0008461","O0008461","C008462","2025-11-06","2025-12-06","4709.33","847.68","Issued"
"INV0008462","O0008462","C008463","2025-11-07","2025-12-07","7100.66","1278.12","Issued"
"INV0008463","O0008463","C008464","2025-11-08","2025-12-08","9747.04","1754.47","Issued"
"INV0008464","O0008464","C008465","2025-11-09","2025-12-09","12241.73","2203.51","Issued"
"INV0008465","O0008465","C008466","2025-11-10","2025-12-10","2519.36","453.48","Issued"
"INV0008466","O0008466","C008467","2025-11-11","2025-12-11","5060.62","910.91","Issued"
"INV0008467","O0008467","C008468","2025-11-12","2025-12-12","7807.40","1405.33","Issued"
"INV0008468","O0008468","C008469","2025-11-13","2025-12-13","10451.14","1881.21","Issued"
"INV0008469","O0008469","C008470","2025-11-14","2025-12-14","13111.72","2360.11","Issued"
"INV0008470","O0008470","C008471","2025-11-15","2025-12-15","2695.77","485.24","Overdue"
"INV0008471","O0008471","C008472","2025-11-16","2025-12-16","5409.38","973.69","Issued"
"INV0008472","O0008472","C008473","2025-11-17","2025-12-17","8337.76","1500.80","Issued"
"INV0008473","O0008473","C008474","2025-11-18","2025-12-18","11150.17","2007.03","Issued"
"INV0008474","O0008474","C008475","2025-11-19","2025-12-19","14316.23","2576.92","Issued"
"INV0008475","O0008475","C008476","2025-11-20","2025-12-20","2870.90","516.76","Issued"
"INV0008476","O0008476","C008477","2025-11-21","2025-12-21","5755.60","1036.01","Issued"
"INV0008477","O0008477","C008478","2025-11-22","2025-12-22","8864.31","1595.58","Issued"
"INV0008478","O0008478","C008479","2025-11-23","2025-12-23","11844.13","2131.94","Issued"
"INV0008479","O0008479","C008480","2025-11-24","2025-12-24","15195.72","2735.23","Issued"
"INV0008480","O0008480","C008481","2025-11-25","2025-12-25","3044.77","548.06","Issued"
"INV0008481","O0008481","C008482","2025-11-26","2025-12-26","6248.05","1124.65","Overdue"
"INV0008482","O0008482","C008483","2025-11-27","2025-12-27","9387.06","1689.67","Issued"
"INV0008483","O0008483","C008484","2025-11-28","2025-12-28","12533.03","2255.95","Issued"
"INV0008484","O0008484","C008485","2025-11-29","2025-12-29","16068.88","2892.40","Issued"
"INV0008485","O0008485","C008486","2025-11-30","2025-12-30","3217.38","579.13","Issued"
"INV0008486","O0008486","C008487","2025-12-01","2025-12-31","6598.07","1187.65","Issued"
"INV0008487","O0008487","C008488","2025-12-02","2026-01-01","9906.01","1783.08","Issued"
"INV0008488","O0008488","C008489","2025-12-03","2026-01-02","13539.22","2437.06","Issued"
"INV0008489","O0008489","C008490","2025-12-04","2026-01-03","16935.70","3048.43","Issued"
"INV0008490","O0008490","C008491","2025-12-05","2026-01-04","3388.71","609.97","Issued"
"INV0008491","O0008491","C008492","2025-12-06","2026-01-05","6945.56","1250.20","Issued"
"INV0008492","O0008492","C008493","2025-12-07","2026-01-06","10421.16","1875.81","Overdue"
"INV0008493","O0008493","C008494","2025-12-08","2026-01-07","14235.71","2562.43","Issued"
"INV0008494","O0008494","C008495","2025-12-09","2026-01-08","17796.18","3203.31","Issued"
"INV0008495","O0008495","C008496","2025-12-10","2026-01-09","3645.58","656.20","Issued"
"INV0008496","O0008496","C008497","2025-12-11","2026-01-10","7290.51","1312.29","Issued"
"INV0008497","O0008497","C008498","2025-12-12","2026-01-11","10932.51","1967.85","Issued"
"INV0008498","O0008498","C008499","2025-12-13","2026-01-12","14927.14","2686.89","Issued"
"INV0008499","O0008499","C008500","2025-12-14","2026-01-13","18650.33","3357.06","Issued"
"INV0008500","O0008500","C008501","2025-12-15","2026-01-14","106.08","19.09","Issued"
"INV0008501","O0008501","C008502","2025-12-16","2026-01-15","283.48","51.03","Issued"
"INV0008502","O0008502","C008503","2025-12-17","2026-01-16","542.85","97.71","Issued"
"INV0008503","O0008503","C008504","2025-12-18","2026-01-17","863.90","155.50","Overdue"
"INV0008504","O0008504","C008505","2025-12-19","2026-01-18","1251.22","225.22","Issued"
"INV0008505","O0008505","C008506","2025-12-20","2026-01-19","290.72","52.33","Issued"
"INV0008506","O0008506","C008507","2025-12-21","2026-01-20","648.71","116.77","Issued"
"INV0008507","O0008507","C008508","2025-12-22","2026-01-21","1097.91","197.62","Issued"
"INV0008508","O0008508","C008509","2025-12-23","2026-01-22","1595.88","287.26","Issued"
"INV0008509","O0008509","C008510","2025-12-24","2026-01-23","2208.64","397.55","Issued"
"INV0008510","O0008510","C008511","2025-12-25","2026-01-24","474.09","85.34","Issued"
"INV0008511","O0008511","C008512","2025-12-26","2026-01-25","1011.40","182.05","Issued"
"INV0008512","O0008512","C008513","2025-12-27","2026-01-26","1649.17","296.85","Issued"
"INV0008513","O0008513","C008514","2025-12-28","2026-01-27","2322.79","418.10","Issued"
"INV0008514","O0008514","C008515","2025-12-29","2026-01-28","3129.31","563.28","Overdue"
"INV0008515","O0008515","C008516","2025-12-30","2026-01-29","656.20","118.12","Issued"
"INV0008516","O0008516","C008517","2025-12-31","2026-01-30","1405.01","252.90","Issued"
"INV0008517","O0008517","C008518","2026-01-01","2026-01-31","2196.64","395.39","Issued"
"INV0008518","O0008518","C008519","2026-01-02","2026-02-01","3044.63","548.03","Issued"
"INV0008519","O0008519","C008520","2026-01-03","2026-02-02","4043.65","727.86","Issued"
"INV0008520","O0008520","C008521","2026-01-04","2026-02-03","837.04","150.67","Issued"
"INV0008521","O0008521","C008522","2026-01-05","2026-02-04","1771.51","318.87","Issued"
"INV0008522","O0008522","C008523","2026-01-06","2026-02-05","2740.30","493.25","Issued"
"INV0008523","O0008523","C008524","2026-01-07","2026-02-06","3853.14","693.57","Issued"
"INV0008524","O0008524","C008525","2026-01-08","2026-02-07","4951.65","891.30","Issued"
"INV0008525","O0008525","C008526","2026-01-09","2026-02-08","1016.61","182.99","Overdue"
"INV0008526","O0008526","C008527","2026-01-10","2026-02-09","2135.47","384.38","Issued"
"INV0008527","O0008527","C008528","2026-01-11","2026-02-10","3280.16","590.43","Issued"
"INV0008528","O0008528","C008529","2026-01-12","2026-02-11","4582.58","824.87","Issued"
"INV0008529","O0008529","C008530","2026-01-13","2026-02-12","5853.32","1053.60","Issued"
"INV0008530","O0008530","C008531","2026-01-14","2026-02-13","1224.06","220.33","Issued"
"INV0008531","O0008531","C008532","2026-01-15","2026-02-14","2496.90","449.44","Issued"
"INV0008532","O0008532","C008533","2026-01-16","2026-02-15","3816.21","686.92","Issued"
"INV0008533","O0008533","C008534","2026-01-17","2026-02-16","5306.96","955.25","Issued"
"INV0008534","O0008534","C008535","2026-01-18","2026-02-17","6748.65","1214.76","Issued"
"INV0008535","O0008535","C008536","2026-01-19","2026-02-18","1405.54","253.00","Issued"
"INV0008536","O0008536","C008537","2026-01-20","2026-02-19","2855.79","514.04","Overdue"
"INV0008537","O0008537","C008538","2026-01-21","2026-02-20","4454.53","801.82","Issued"
"INV0008538","O0008538","C008539","2026-01-22","2026-02-21","6026.26","1084.73","Issued"
"INV0008539","O0008539","C008540","2026-01-23","2026-02-22","7637.64","1374.78","Issued"
"INV0008540","O0008540","C008541","2026-01-24","2026-02-23","1585.74","285.43","Issued"
"INV0008541","O0008541","C008542","2026-01-25","2026-02-24","3212.15","578.19","Issued"
"INV0008542","O0008542","C008543","2026-01-26","2026-02-25","4996.29","899.33","Issued"
"INV0008543","O0008543","C008544","2026-01-27","2026-02-26","6740.50","1213.29","Issued"
"INV0008544","O0008544","C008545","2026-01-28","2026-02-27","8728.11","1571.06","Issued"
"INV0008545","O0008545","C008546","2026-01-29","2026-02-28","1764.68","317.64","Issued"
"INV0008546","O0008546","C008547","2026-01-30","2026-03-01","3565.97","641.87","Issued"
"INV0008547","O0008547","C008548","2026-01-31","2026-03-02","5534.25","996.16","Overdue"
"INV0008548","O0008548","C008549","2026-02-01","2026-03-03","7449.67","1340.94","Issued"
"INV0008549","O0008549","C008550","2026-02-02","2026-03-04","9626.61","1732.79","Issued"
"INV0008550","O0008550","C008551","2026-02-03","2026-03-05","1942.36","349.62","Issued"
"INV0008551","O0008551","C008552","2026-02-04","2026-03-06","4012.80","722.30","Issued"
"INV0008552","O0008552","C008553","2026-02-05","2026-03-07","6068.40","1092.31","Issued"
"INV0008553","O0008553","C008554","2026-02-06","2026-03-08","8153.77","1467.68","Issued"
"INV0008554","O0008554","C008555","2026-02-07","2026-03-09","10518.77","1893.38","Issued"
"INV0008555","O0008555","C008556","2026-02-08","2026-03-10","2118.76","381.38","Issued"
"INV0008556","O0008556","C008557","2026-02-09","2026-03-11","4370.43","786.68","Issued"
"INV0008557","O0008557","C008558","2026-02-10","2026-03-12","6598.76","1187.78","Issued"
"INV0008558","O0008558","C008559","2026-02-11","2026-03-13","9068.72","1632.37","Overdue"
"INV0008559","O0008559","C008560","2026-02-12","2026-03-14","11404.60","2052.83","Issued"
"INV0008560","O0008560","C008561","2026-02-13","2026-03-15","2293.90","412.90","Issued"
"INV0008561","O0008561","C008562","2026-02-14","2026-03-16","4725.52","850.59","Issued"
"INV0008562","O0008562","C008563","2026-02-15","2026-03-17","7125.31","1282.56","Issued"
"INV0008563","O0008563","C008564","2026-02-16","2026-03-18","9780.42","1760.48","Issued"
"INV0008564","O0008564","C008565","2026-02-17","2026-03-19","12284.09","2211.14","Issued"
"INV0008565","O0008565","C008566","2026-02-18","2026-03-20","2527.96","455.03","Issued"
"INV0008566","O0008566","C008567","2026-02-19","2026-03-21","5078.07","914.05","Issued"
"INV0008567","O0008567","C008568","2026-02-20","2026-03-22","7648.07","1376.65","Issued"
"INV0008568","O0008568","C008569","2026-02-21","2026-03-23","10487.06","1887.67","Issued"
"INV0008569","O0008569","C008570","2026-02-22","2026-03-24","13157.24","2368.30","Overdue"
"INV0008570","O0008570","C008571","2026-02-23","2026-03-25","2705.00","486.90","Issued"
"INV0008571","O0008571","C008572","2026-02-24","2026-03-26","5428.10","977.06","Issued"
"INV0008572","O0008572","C008573","2026-02-25","2026-03-27","8366.21","1505.92","Issued"
"INV0008573","O0008573","C008574","2026-02-26","2026-03-28","11188.62","2013.95","Issued"
"INV0008574","O0008574","C008575","2026-02-27","2026-03-29","14024.06","2524.33","Issued"
"INV0008575","O0008575","C008576","2026-02-28","2026-03-30","2880.77","518.54","Issued"
"INV0008576","O0008576","C008577","2026-03-01","2026-03-31","5775.59","1039.61","Issued"
"INV0008577","O0008577","C008578","2026-03-02","2026-04-01","8894.67","1601.04","Issued"
"INV0008578","O0008578","C008579","2026-03-03","2026-04-02","11885.12","2139.32","Issued"
"INV0008579","O0008579","C008580","2026-03-04","2026-04-03","15247.58","2744.57","Issued"
"INV0008580","O0008580","C008581","2026-03-05","2026-04-04","3055.27","549.95","Overdue"
"INV0008581","O0008581","C008582","2026-03-06","2026-04-05","6120.54","1101.70","Issued"
"INV0008582","O0008582","C008583","2026-03-07","2026-04-06","9419.32","1695.48","Issued"
"INV0008583","O0008583","C008584","2026-03-08","2026-04-07","12576.55","2263.78","Issued"
"INV0008584","O0008584","C008585","2026-03-09","2026-04-08","16123.91","2902.30","Issued"
"INV0008585","O0008585","C008586","2026-03-10","2026-04-09","3228.51","581.13","Issued"
"INV0008586","O0008586","C008587","2026-03-11","2026-04-10","6620.59","1191.71","Issued"
"INV0008587","O0008587","C008588","2026-03-12","2026-04-11","9940.17","1789.23","Issued"
"INV0008588","O0008588","C008589","2026-03-13","2026-04-12","13262.91","2387.32","Issued"
"INV0008589","O0008589","C008590","2026-03-14","2026-04-13","16993.89","3058.90","Issued"
"INV0008590","O0008590","C008591","2026-03-15","2026-04-14","3400.48","612.09","Issued"
"INV0008591","O0008591","C008592","2026-03-16","2026-04-15","6969.35","1254.48","Overdue"
"INV0008592","O0008592","C008593","2026-03-17","2026-04-16","10457.22","1882.30","Issued"
"INV0008593","O0008593","C008594","2026-03-18","2026-04-17","14284.30","2571.17","Issued"
"INV0008594","O0008594","C008595","2026-03-19","2026-04-18","17857.55","3214.36","Issued"
"INV0008595","O0008595","C008596","2026-03-20","2026-04-19","3571.18","642.81","Issued"
"INV0008596","O0008596","C008597","2026-03-21","2026-04-20","7315.57","1316.80","Issued"
"INV0008597","O0008597","C008598","2026-03-22","2026-04-21","10970.47","1974.69","Issued"
"INV0008598","O0008598","C008599","2026-03-23","2026-04-22","14978.26","2696.09","Issued"
"INV0008599","O0008599","C008600","2026-03-24","2026-04-23","18714.86","3368.67","Issued"
"INV0008600","O0008600","C008601","2026-03-25","2026-04-24","106.44","19.16","Issued"
"INV0008601","O0008601","C008602","2026-03-26","2026-04-25","284.46","51.20","Issued"
"INV0008602","O0008602","C008603","2026-03-27","2026-04-26","531.77","95.72","Overdue"
"INV0008603","O0008603","C008604","2026-03-28","2026-04-27","866.87","156.04","Issued"
"INV0008604","O0008604","C008605","2026-03-29","2026-04-28","1255.56","226.00","Issued"
"INV0008605","O0008605","C008606","2026-03-30","2026-04-29","291.72","52.51","Issued"
"INV0008606","O0008606","C008607","2026-03-31","2026-04-30","650.95","117.17","Issued"
"INV0008607","O0008607","C008608","2026-04-01","2026-05-01","1101.66","198.30","Issued"
"INV0008608","O0008608","C008609","2026-04-02","2026-05-02","1601.38","288.25","Issued"
"INV0008609","O0008609","C008610","2026-04-03","2026-05-03","2163.56","389.44","Issued"
"INV0008610","O0008610","C008611","2026-04-04","2026-05-04","475.72","85.63","Issued"
"INV0008611","O0008611","C008612","2026-04-05","2026-05-05","1014.91","182.68","Issued"
"INV0008612","O0008612","C008613","2026-04-06","2026-05-06","1654.82","297.87","Issued"
"INV0008613","O0008613","C008614","2026-04-07","2026-05-07","2330.83","419.55","Overdue"
"INV0008614","O0008614","C008615","2026-04-08","2026-05-08","3139.99","565.20","Issued"
"INV0008615","O0008615","C008616","2026-04-09","2026-05-09","658.46","118.52","Issued"
"INV0008616","O0008616","C008617","2026-04-10","2026-05-10","1376.34","247.74","Issued"
"INV0008617","O0008617","C008618","2026-04-11","2026-05-11","2204.18","396.75","Issued"
"INV0008618","O0008618","C008619","2026-04-12","2026-05-12","3055.20","549.94","Issued"
"INV0008619","O0008619","C008620","2026-04-13","2026-05-13","4057.50","730.35","Issued"
"INV0008620","O0008620","C008621","2026-04-14","2026-05-14","839.94","151.19","Issued"
"INV0008621","O0008621","C008622","2026-04-15","2026-05-15","1777.55","319.96","Issued"
"INV0008622","O0008622","C008623","2026-04-16","2026-05-16","2749.75","494.95","Issued"
"INV0008623","O0008623","C008624","2026-04-17","2026-05-17","3774.51","679.41","Issued"
"INV0008624","O0008624","C008625","2026-04-18","2026-05-18","4968.67","894.36","Overdue"
"INV0008625","O0008625","C008626","2026-04-19","2026-05-19","1020.14","183.63","Issued"
"INV0008626","O0008626","C008627","2026-04-20","2026-05-20","2142.78","385.70","Issued"
"INV0008627","O0008627","C008628","2026-04-21","2026-05-21","3291.51","592.47","Issued"
"INV0008628","O0008628","C008629","2026-04-22","2026-05-22","4598.22","827.68","Issued"
"INV0008629","O0008629","C008630","2026-04-23","2026-05-23","5873.50","1057.23","Issued"
"INV0008630","O0008630","C008631","2026-04-24","2026-05-24","1199.08","215.84","Issued"
"INV0008631","O0008631","C008632","2026-04-25","2026-05-25","2505.48","450.99","Issued"
"INV0008632","O0008632","C008633","2026-04-26","2026-05-26","3829.46","689.30","Issued"
"INV0008633","O0008633","C008634","2026-04-27","2026-05-27","5325.13","958.52","Issued"
"INV0008634","O0008634","C008635","2026-04-28","2026-05-28","6772.00","1218.96","Issued"
"INV0008635","O0008635","C008636","2026-04-29","2026-05-29","1410.33","253.86","Overdue"
"INV0008636","O0008636","C008637","2026-04-30","2026-05-30","2865.64","515.81","Issued"
"INV0008637","O0008637","C008638","2026-05-01","2026-05-31","4363.62","785.45","Issued"
"INV0008638","O0008638","C008639","2026-05-02","2026-06-01","6046.97","1088.45","Issued"
"INV0008639","O0008639","C008640","2026-05-03","2026-06-02","7664.16","1379.55","Issued"
"INV0008640","O0008640","C008641","2026-05-04","2026-06-03","1591.18","286.41","Issued"
"INV0008641","O0008641","C008642","2026-05-05","2026-06-04","3223.26","580.19","Issued"
"INV0008642","O0008642","C008643","2026-05-06","2026-06-05","5013.34","902.40","Issued"
"INV0008643","O0008643","C008644","2026-05-07","2026-06-06","6763.74","1217.47","Issued"
"INV0008644","O0008644","C008645","2026-05-08","2026-06-07","8549.99","1539.00","Issued"
"INV0008645","O0008645","C008646","2026-05-09","2026-06-08","1770.75","318.73","Issued"
"INV0008646","O0008646","C008647","2026-05-10","2026-06-09","3578.35","644.10","Overdue"
"INV0008647","O0008647","C008648","2026-05-11","2026-06-10","5553.20","999.58","Issued"
"INV0008648","O0008648","C008649","2026-05-12","2026-06-11","7475.45","1345.58","Issued"
"INV0008649","O0008649","C008650","2026-05-13","2026-06-12","9659.46","1738.70","Issued"
"INV0008650","O0008650","C008651","2026-05-14","2026-06-13","1949.05","350.83","Issued"
"INV0008651","O0008651","C008652","2026-05-15","2026-06-14","3930.91","707.56","Issued"
"INV0008652","O0008652","C008653","2026-05-16","2026-06-15","6089.26","1096.07","Issued"
"INV0008653","O0008653","C008654","2026-05-17","2026-06-16","8182.08","1472.77","Issued"
"INV0008654","O0008654","C008655","2026-05-18","2026-06-17","10554.79","1899.86","Issued"
"INV0008655","O0008655","C008656","2026-05-19","2026-06-18","2126.09","382.70","Issued"
"INV0008656","O0008656","C008657","2026-05-20","2026-06-19","4385.34","789.36","Issued"
"INV0008657","O0008657","C008658","2026-05-21","2026-06-20","6621.51","1191.87","Overdue"
"INV0008658","O0008658","C008659","2026-05-22","2026-06-21","8883.64","1599.06","Issued"
"INV0008659","O0008659","C008660","2026-05-23","2026-06-22","11443.79","2059.88","Issued"
"INV0008660","O0008660","C008661","2026-05-24","2026-06-23","2301.86","414.34","Issued"
"INV0008661","O0008661","C008662","2026-05-25","2026-06-24","4741.70","853.51","Issued"
"INV0008662","O0008662","C008663","2026-05-26","2026-06-25","7149.97","1286.99","Issued"
"INV0008663","O0008663","C008664","2026-05-27","2026-06-26","9813.80","1766.48","Issued"
"INV0008664","O0008664","C008665","2026-05-28","2026-06-27","12326.45","2218.76","Issued"
"INV0008665","O0008665","C008666","2026-05-29","2026-06-28","2476.37","445.75","Issued"
"INV0008666","O0008666","C008667","2026-05-30","2026-06-29","5095.53","917.19","Issued"
"INV0008667","O0008667","C008668","2026-05-31","2026-06-30","7674.62","1381.43","Issued"
"INV0008668","O0008668","C008669","2026-06-01","2026-07-01","10522.97","1894.13","Overdue"
"INV0008669","O0008669","C008670","2026-06-02","2026-07-02","13202.77","2376.50","Issued"
"INV0008670","O0008670","C008671","2026-06-03","2026-07-03","2714.23","488.56","Issued"
"INV0008671","O0008671","C008672","2026-06-04","2026-07-04","5446.81","980.43","Issued"
"INV0008672","O0008672","C008673","2026-06-05","2026-07-05","8195.47","1475.19","Issued"
"INV0008673","O0008673","C008674","2026-06-06","2026-07-06","11227.07","2020.87","Issued"
"INV0008674","O0008674","C008675","2026-06-07","2026-07-07","14072.76","2533.10","Issued"
"INV0008675","O0008675","C008676","2026-06-08","2026-07-08","2890.63","520.31","Issued"
"INV0008676","O0008676","C008677","2026-06-09","2026-07-09","5795.57","1043.20","Issued"
"INV0008677","O0008677","C008678","2026-06-10","2026-07-10","8925.03","1606.50","Issued"
"INV0008678","O0008678","C008679","2026-06-11","2026-07-11","11926.10","2146.70","Issued"
"INV0008679","O0008679","C008680","2026-06-12","2026-07-12","14936.41","2688.55","Overdue"
"INV0008680","O0008680","C008681","2026-06-13","2026-07-13","3065.77","551.84","Issued"
"INV0008681","O0008681","C008682","2026-06-14","2026-07-14","6141.79","1105.52","Issued"
"INV0008682","O0008682","C008683","2026-06-15","2026-07-15","9451.58","1701.28","Issued"
"INV0008683","O0008683","C008684","2026-06-16","2026-07-16","12620.06","2271.61","Issued"
"INV0008684","O0008684","C008685","2026-06-17","2026-07-17","16178.94","2912.21","Issued"
"INV0008685","O0008685","C008686","2026-06-18","2026-07-18","3239.64","583.14","Issued"
"INV0008686","O0008686","C008687","2026-06-19","2026-07-19","6485.48","1167.39","Issued"
"INV0008687","O0008687","C008688","2026-06-20","2026-07-20","9974.33","1795.38","Issued"
"INV0008688","O0008688","C008689","2026-06-21","2026-07-21","13308.96","2395.61","Issued"
"INV0008689","O0008689","C008690","2026-06-22","2026-07-22","17052.09","3069.38","Issued"
"INV0008690","O0008690","C008691","2026-06-23","2026-07-23","3412.25","614.20","Overdue"
"INV0008691","O0008691","C008692","2026-06-24","2026-07-24","6993.13","1258.76","Issued"
"INV0008692","O0008692","C008693","2026-06-25","2026-07-25","10493.28","1888.79","Issued"
"INV0008693","O0008693","C008694","2026-06-26","2026-07-26","13992.78","2518.70","Issued"
"INV0008694","O0008694","C008695","2026-06-27","2026-07-27","17918.91","3225.40","Issued"
"INV0008695","O0008695","C008696","2026-06-28","2026-07-28","3583.58","645.04","Issued"
"INV0008696","O0008696","C008697","2026-06-29","2026-07-29","7340.62","1321.31","Issued"
"INV0008697","O0008697","C008698","2026-06-30","2026-07-30","11008.43","1981.52","Issued"
"INV0008698","O0008698","C008699","2026-07-01","2026-07-31","15029.38","2705.29","Issued"
"INV0008699","O0008699","C008700","2026-07-02","2026-08-01","18779.40","3380.29","Issued"
"INV0008700","O0008700","C008701","2026-07-03","2026-08-02","104.27","18.77","Issued"
"INV0008701","O0008701","C008702","2026-07-04","2026-08-03","285.43","51.38","Overdue"
"INV0008702","O0008702","C008703","2026-07-05","2026-08-04","533.61","96.05","Issued"
