Source_Row,Reject_Reasons,Sale_ID,Order_ID,Order_Item_ID,Sale_Date,Customer_ID,Product_ID,Employee_ID,Region_ID,Quantity,Gross_Sales,Discount,Net_Sales,Product_Cost,Shipping_Cost,Payment_Fee
46251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00046250,O0046250,OI00046250,2026-05-19,C006251,P00251,E00251,R011,1,671.42,6.71,664.71,421.0,35.0,11.96
46296,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00046295,O0046295,OI00046295,2026-07-03,C006296,P00296,E00296,R016,1,1243.04,49.72,1193.32,780.3,80.0,21.48
46307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00046306,O0046306,OI00046306,2026-07-14,C006307,P00307,E00307,R007,2,225.02,2.25,222.77,264.79,91.0,4.01
46421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00046420,O0046420,OI00046420,2025-11-05,C006421,P00421,E00421,R001,1,290.34,8.71,281.63,181.47,45.0,5.07
46499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00046498,O0046498,OI00046498,2026-01-22,C006499,P00499,E00499,R019,4,5124.58,204.98,4919.6,3217.02,43.0,88.55
46577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00046576,O0046576,OI00046576,2026-04-10,C006577,P00577,E00077,R017,2,2003.38,100.17,1903.21,1257.19,41.0,34.26
46614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00046613,O0046613,OI00046613,2026-05-17,C006614,P00614,E00114,R014,4,805.71,0.0,805.71,502.3,78.0,14.5
46635,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00046634,O0046634,OI00046634,2026-06-07,C006635,P00635,E00135,R015,5,2340.9,0.0,2340.9,1466.24,99.0,42.14
46751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00046750,O0046750,OI00046750,2025-10-01,C006751,P00751,E00251,R011,1,671.42,26.86,644.57,421.0,55.0,11.6
46842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00046841,O0046841,OI00046841,2025-12-31,C006842,P00842,E00342,R002,2,1114.2,44.57,1069.63,698.28,66.0,19.25
46921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00046920,O0046920,OI00046920,2026-03-20,C006921,P00921,E00421,R001,1,290.34,17.42,272.92,181.47,65.0,4.91
46979,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00046978,O0046978,OI00046978,2026-05-17,C006979,P00979,E00479,R019,4,4108.38,41.08,4067.29,2578.26,43.0,73.21
46998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00046997,O0046997,OI00046997,2026-06-05,C006998,P00998,E00498,R018,3,3805.33,228.32,3577.01,2388.81,62.0,64.39
47083,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00047082,O0047082,OI00047082,2026-08-29,C007083,P00083,E00083,R003,3,3233.71,0.0,3233.71,2029.51,67.0,58.21
47251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00047250,O0047250,OI00047250,2026-02-13,C007251,P00251,E00251,R011,1,671.42,0.0,671.42,421.0,75.0,12.09
47307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00047306,O0047306,OI00047306,2026-04-10,C007307,P00307,E00307,R007,2,225.02,0.0,225.02,139.37,51.0,4.05
47421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00047420,O0047420,OI00047420,2026-08-02,C007421,P00421,E00421,R001,1,290.34,5.81,284.54,181.47,85.0,5.12
47499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00047498,O0047498,OI00047498,2025-10-19,C007499,P00499,E00499,R019,4,5124.58,153.74,4970.85,3217.02,83.0,89.48
47577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00047576,O0047576,OI00047576,2026-01-05,C007577,P00577,E00077,R017,2,2003.38,80.14,1923.24,1257.19,81.0,34.62
47614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00047613,O0047613,OI00047613,2026-02-11,C007614,P00614,E00114,R014,4,805.71,48.34,757.36,502.3,38.0,13.63
47751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00047750,O0047750,OI00047750,2026-06-28,C007751,P00751,E00251,R011,1,671.42,20.14,651.28,421.0,95.0,11.72
47842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00047841,O0047841,OI00047841,2025-09-27,C007842,P00842,E00342,R002,2,1114.2,33.43,1080.77,698.28,26.0,19.45
47870,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00047869,O0047869,OI00047869,2025-10-25,C007870,P00870,E00370,R010,5,4563.86,136.92,4426.94,2863.52,54.0,79.68
47921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00047920,O0047920,OI00047920,2025-12-15,C007921,P00921,E00421,R001,1,290.34,14.52,275.83,181.47,25.0,4.96
47976,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00047975,O0047975,OI00047975,2026-02-08,C007976,P00976,E00476,R016,1,988.99,39.56,949.43,620.61,80.0,17.09
47980,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00047979,O0047979,OI00047979,2026-02-12,C007980,P00980,E00480,R020,5,5198.99,51.99,5147.0,3262.75,84.0,92.65
47998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00047997,O0047997,OI00047997,2026-03-02,C007998,P00998,E00498,R018,3,3805.33,190.27,3615.06,2388.81,102.0,65.07
48013,Negative Value: Quantity; Negative Value: Gross_Sales; Negative Value: Net_Sales; Invalid Foreign Key: Order_Item_ID,SA00048012,O0048012,OI00048012,2026-03-17,C008013,P00013,E00013,R013,-2,-377.45,-22.65,-354.8,235.18,37.0,0.0
48046,Invalid Foreign Key: Order_Item_ID,SA00048045,O0048045,OI00048045,2026-04-19,C008046,P00046,E00046,R006,1,607.91,24.32,583.59,381.08,70.0,10.5
48251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00048250,O0048250,OI00048250,2025-11-10,C008251,P00251,E00251,R011,1,671.42,40.29,631.14,421.0,35.0,11.36
48307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00048306,O0048306,OI00048306,2026-01-05,C008307,P00307,E00307,R007,2,225.02,13.5,211.52,139.37,91.0,3.81
48421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00048420,O0048420,OI00048420,2026-04-29,C008421,P00421,E00421,R001,1,290.34,2.9,287.44,181.47,45.0,5.17
48423,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00048422,O0048422,OI00048422,2026-05-01,C008423,P00423,E00423,R003,3,947.25,28.42,918.83,592.3,47.0,16.54
48499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00048498,O0048498,OI00048498,2026-07-16,C008499,P00499,E00499,R019,4,5124.58,102.49,5022.09,6112.34,43.0,90.4
48577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00048576,O0048576,OI00048576,2025-10-02,C008577,P00577,E00077,R017,2,2003.38,60.1,1943.28,1257.19,41.0,34.98
48614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00048613,O0048613,OI00048613,2025-11-08,C008614,P00614,E00114,R014,4,805.71,40.29,765.42,502.3,78.0,13.78
48657,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00048656,O0048656,OI00048656,2025-12-21,C008657,P00657,E00157,R017,2,1495.28,89.72,1405.56,937.81,41.0,25.3
48751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00048750,O0048750,OI00048750,2026-03-25,C008751,P00751,E00251,R011,1,671.42,13.43,657.99,421.0,55.0,11.84
48842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00048841,O0048841,OI00048841,2026-06-24,C008842,P00842,E00342,R002,2,1114.2,22.28,1091.91,698.28,66.0,19.65
48921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00048920,O0048920,OI00048920,2025-09-11,C008921,P00921,E00421,R001,1,290.34,11.61,278.73,181.47,65.0,5.02
48973,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00048972,O0048972,OI00048972,2025-11-02,C008973,P00973,E00473,R013,3,2852.64,0.0,2852.64,1789.98,37.0,51.35
48998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00048997,O0048997,OI00048997,2025-11-27,C008998,P00998,E00498,R018,3,3805.33,152.21,3653.12,2388.81,62.0,65.76
49008,Invalid Foreign Key: Order_Item_ID,SA00049007,O0049007,OI00049007,2025-12-07,C009008,P00008,E00008,R008,3,375.63,0.0,375.63,233.0,72.0,6.76
49251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00049250,O0049250,OI00049250,2026-08-07,C009251,P00251,E00251,R011,1,671.42,33.57,637.85,421.0,75.0,11.48
49307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00049306,O0049306,OI00049306,2025-10-02,C009307,P00307,E00307,R007,2,225.02,11.25,213.77,139.37,51.0,3.85
49421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00049420,O0049420,OI00049420,2026-01-24,C009421,P00421,E00421,R001,1,290.34,0.0,290.34,181.47,85.0,5.23
49444,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00049443,O0049443,OI00049443,2026-02-16,C009444,P00444,E00444,R004,4,2330.02,46.6,2283.42,1460.43,28.0,41.1
49499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00049498,O0049498,OI00049498,2026-04-12,C009499,P00499,E00499,R019,4,5124.58,51.25,5073.34,3217.02,83.0,91.32
49577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00049576,O0049576,OI00049576,2026-06-29,C009577,P00577,E00077,R017,2,2003.38,40.07,1963.31,1257.19,81.0,35.34
49614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00049613,O0049613,OI00049613,2026-08-05,C009614,P00614,E00114,R014,4,805.71,32.23,773.48,502.3,38.0,13.92
49751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00049750,O0049750,OI00049750,2025-12-20,C009751,P00751,E00251,R011,1,671.42,6.71,664.71,421.0,95.0,11.96
49757,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00049756,O0049756,OI00049756,2025-12-26,C009757,P00757,E00257,R017,2,1495.28,0.0,1495.28,937.81,101.0,26.91
49842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00049841,O0049841,OI00049841,2026-03-21,C009842,P00842,E00342,R002,2,1114.2,11.14,1103.06,698.28,26.0,19.86
49921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00049920,O0049920,OI00049920,2026-06-08,C009921,P00921,E00421,R001,1,290.34,8.71,281.63,181.47,25.0,5.07
49966,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00049965,O0049965,OI00049965,2026-07-23,C009966,P00966,E00466,R006,1,861.96,51.72,810.24,540.77,70.0,14.58
49970,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00049969,O0049969,OI00049969,2026-07-27,C009970,P00970,E00470,R010,5,4563.86,136.92,4426.94,2863.52,74.0,79.68
49998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00049997,O0049997,OI00049997,2026-08-24,C009998,P00998,E00498,R018,3,3805.33,114.16,3691.17,2388.81,102.0,66.44
50031,Invalid Foreign Key: Order_Item_ID,SA00050030,O0050030,OI00050030,2025-09-26,C010031,P00031,E00031,R011,1,417.37,4.17,413.2,261.31,55.0,7.44
50036,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00050035,O0050035,OI00050035,2025-10-01,C010036,P00036,E00036,R016,1,480.88,28.85,452.03,301.23,60.0,8.14
50231,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00050230,O0050230,OI00050230,2026-04-14,C010231,P00231,E00231,R011,1,417.37,20.87,396.5,261.31,95.0,7.14
50251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00050250,O0050250,OI00050250,2026-05-04,C010251,P00251,E00251,R011,1,671.42,26.86,644.57,421.0,35.0,11.6
50307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00050306,O0050306,OI00050306,2026-06-29,C010307,P00307,E00307,R007,2,225.02,9.0,216.02,139.37,91.0,3.89
50421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00050420,O0050420,OI00050420,2025-10-21,C010421,P00421,E00421,R001,1,290.34,17.42,272.92,181.47,45.0,4.91
50499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00050498,O0050498,OI00050498,2026-01-07,C010499,P00499,E00499,R019,4,5124.58,0.0,5124.58,3217.02,43.0,92.24
50577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00050576,O0050576,OI00050576,2026-03-26,C010577,P00577,E00077,R017,2,2003.38,20.03,1983.34,1257.19,41.0,35.7
50614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00050613,O0050613,OI00050613,2026-05-02,C010614,P00614,E00114,R014,4,805.71,24.17,781.54,502.3,78.0,14.07
50624,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00050623,O0050623,OI00050623,2026-05-12,C010624,P00624,E00124,R004,4,1313.81,78.83,1234.98,821.68,88.0,22.23
50751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00050750,O0050750,OI00050750,2025-09-16,C010751,P00751,E00251,R011,1,671.42,0.0,671.42,421.0,55.0,12.09
50842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00050841,O0050841,OI00050841,2025-12-16,C010842,P00842,E00342,R002,2,1114.2,0.0,1114.2,698.28,66.0,20.06
50921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00050920,O0050920,OI00050920,2026-03-05,C010921,P00921,E00421,R001,1,290.34,5.81,284.54,181.47,65.0,5.12
50967,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00050966,O0050966,OI00050966,2026-04-20,C010967,P00967,E00467,R007,2,1749.33,104.96,1644.37,1097.5,31.0,29.6
50998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00050997,O0050997,OI00050997,2026-05-21,C010998,P00998,E00498,R018,3,3805.33,76.11,3729.22,2388.81,62.0,67.13
51018,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00051017,O0051017,OI00051017,2026-06-10,C011018,P00018,E00018,R018,3,756.71,7.57,749.14,472.54,82.0,13.48
51249,Invalid Foreign Key: Order_Item_ID,SA00051248,O0051248,OI00051248,2026-01-27,C011249,P00249,E00249,R009,4,2584.07,25.84,2558.23,1620.12,73.0,46.05
51251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00051250,O0051250,OI00051250,2026-01-29,C011251,P00251,E00251,R011,1,671.42,20.14,651.28,421.0,75.0,11.72
51307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00051306,O0051306,OI00051306,2026-03-26,C011307,P00307,E00307,R007,2,225.02,6.75,218.27,139.37,51.0,3.93
51421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00051420,O0051420,OI00051420,2026-07-18,C011421,P00421,E00421,R001,1,290.34,14.52,275.83,181.47,85.0,4.96
51499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00051498,O0051498,OI00051498,2025-10-04,C011499,P00499,E00499,R019,4,5124.58,307.48,4817.11,3217.02,83.0,86.71
51534,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00051533,O0051533,OI00051533,2025-11-08,C011534,P00534,E00034,R014,4,1821.91,109.31,1712.6,1141.05,38.0,30.83
51577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00051576,O0051576,OI00051576,2025-12-21,C011577,P00577,E00077,R017,2,2003.38,0.0,2003.38,1257.19,81.0,36.06
51614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00051613,O0051613,OI00051613,2026-01-27,C011614,P00614,E00114,R014,4,805.71,16.11,789.59,502.3,38.0,14.21
51751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00051750,O0051750,OI00051750,2026-06-13,C011751,P00751,E00251,R011,1,671.42,40.29,631.14,421.0,95.0,11.36
51805,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00051804,O0051804,OI00051804,2026-08-06,C011805,P00805,E00305,R005,5,435.52,17.42,418.1,268.57,69.0,7.53
51842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00051841,O0051841,OI00051841,2025-09-12,C011842,P00842,E00342,R002,2,1114.2,66.85,1047.35,698.28,26.0,18.85
51921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00051920,O0051920,OI00051920,2025-11-30,C011921,P00921,E00421,R001,1,290.34,2.9,287.44,181.47,25.0,5.17
51964,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00051963,O0051963,OI00051963,2026-01-12,C011964,P00964,E00464,R004,4,3346.22,66.92,3279.3,2099.19,68.0,59.03
51998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00051997,O0051997,OI00051997,2026-02-15,C011998,P00998,E00498,R018,3,3805.33,38.05,3767.28,2388.81,102.0,67.81
52014,Negative Value: Quantity; Negative Value: Gross_Sales; Negative Value: Net_Sales; Invalid Foreign Key: Order_Item_ID,SA00052013,O0052013,OI00052013,2026-03-03,C012014,P00014,E00014,R014,-2,-402.85,-12.09,-390.77,251.15,38.0,0.0
52251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00052250,O0052250,OI00052250,2025-10-26,C012251,P00251,E00251,R011,1,671.42,13.43,657.99,421.0,35.0,11.84
52307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00052306,O0052306,OI00052306,2025-12-21,C012307,P00307,E00307,R007,2,225.02,4.5,220.52,139.37,91.0,3.97
52421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00052420,O0052420,OI00052420,2026-04-14,C012421,P00421,E00421,R001,1,290.34,11.61,278.73,181.47,45.0,5.02
52499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00052498,O0052498,OI00052498,2026-07-01,C012499,P00499,E00499,R019,4,5124.58,256.23,4868.36,3217.02,43.0,87.63
52577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00052576,O0052576,OI00052576,2025-09-17,C012577,P00577,E00077,R017,2,2003.38,120.2,1883.18,1257.19,41.0,33.9
52592,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00052591,O0052591,OI00052591,2025-10-02,C012592,P00592,E00092,R012,2,2384.46,0.0,2384.46,1496.73,56.0,42.92
52614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00052613,O0052613,OI00052613,2025-10-24,C012614,P00614,E00114,R014,4,805.71,8.06,797.65,502.3,78.0,14.36
52751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00052750,O0052750,OI00052750,2026-03-10,C012751,P00751,E00251,R011,1,671.42,33.57,637.85,421.0,55.0,11.48
52825,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00052824,O0052824,OI00052824,2026-05-23,C012825,P00825,E00325,R005,5,1705.78,34.12,1671.66,1067.02,49.0,30.09
52842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00052841,O0052841,OI00052841,2026-06-09,C012842,P00842,E00342,R002,2,1114.2,55.71,1058.49,698.28,66.0,19.05
52921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00052920,O0052920,OI00052920,2026-08-27,C012921,P00921,E00421,R001,1,290.34,0.0,290.34,181.47,65.0,5.23
52961,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00052960,O0052960,OI00052960,2025-10-06,C012961,P00961,E00461,R001,1,798.45,39.92,758.53,500.84,25.0,13.65
52998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00052997,O0052997,OI00052997,2025-11-12,C012998,P00998,E00498,R018,3,3805.33,0.0,3805.33,2388.81,62.0,68.5
53251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00053250,O0053250,OI00053250,2026-07-23,C013251,P00251,E00251,R011,1,671.42,6.71,664.71,421.0,75.0,11.96
53297,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00053296,O0053296,OI00053296,2025-09-07,C013297,P00297,E00297,R017,2,2511.48,125.57,2385.91,1576.57,41.0,42.95
53307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00053306,O0053306,OI00053306,2025-09-17,C013307,P00307,E00307,R007,2,225.02,2.25,222.77,139.37,51.0,4.01
53311,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,SA00053310,O0053310,OI00053310,2025-09-21,C013311,P00311,E00311,R011,1,163.32,8.17,155.15,101.62,55.0,2.79
53379,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00053378,O0053378,OI00053378,2025-11-28,C013379,P00379,E00379,R019,4,4108.38,123.25,3985.13,2578.26,43.0,71.73
53421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00053420,O0053420,OI00053420,2026-01-09,C013421,P00421,E00421,R001,1,290.34,8.71,281.63,181.47,85.0,5.07
53499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00053498,O0053498,OI00053498,2026-03-28,C013499,P00499,E00499,R019,4,5124.58,204.98,4919.6,3217.02,83.0,88.55
53577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00053576,O0053576,OI00053576,2026-06-14,C013577,P00577,E00077,R017,2,2003.38,100.17,1903.21,1257.19,81.0,34.26
53614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00053613,O0053613,OI00053613,2026-07-21,C013614,P00614,E00114,R014,4,805.71,0.0,805.71,502.3,38.0,14.5
53751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00053750,O0053750,OI00053750,2025-12-05,C013751,P00751,E00251,R011,1,671.42,26.86,644.57,421.0,95.0,11.6
53842,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00053841,O0053841,OI00053841,2026-03-06,C013842,P00842,E00342,R002,2,1114.2,44.57,1069.63,1326.73,26.0,19.25
53921,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00053920,O0053920,OI00053920,2026-05-24,C013921,P00921,E00421,R001,1,290.34,17.42,272.92,181.47,25.0,4.91
53958,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00053957,O0053957,OI00053957,2026-06-30,C013958,P00958,E00458,R018,3,2281.02,22.81,2258.21,1430.67,62.0,40.65
53998,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00053997,O0053997,OI00053997,2026-08-09,C013998,P00998,E00498,R018,3,3805.33,228.32,3577.01,2388.81,102.0,64.39
54166,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,SA00054165,O0054165,OI00054165,2026-01-24,C014166,P00166,E00166,R006,1,861.96,51.72,810.24,540.77,30.0,14.58
54251,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00054250,O0054250,OI00054250,2026-04-19,C014251,P00251,E00251,R011,1,671.42,0.0,671.42,421.0,35.0,12.09
54307,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00054306,O0054306,OI00054306,2026-06-14,C014307,P00307,E00307,R007,2,225.02,0.0,225.02,139.37,91.0,4.05
54421,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00054420,O0054420,OI00054420,2025-10-06,C014421,P00421,E00421,R001,1,290.34,5.81,284.54,181.47,45.0,5.12
54452,Invalid Foreign Key: Order_Item_ID,SA00054451,O0054451,OI00054451,2025-11-06,C014452,P00452,E00452,R012,2,1368.25,68.41,1299.84,857.97,76.0,23.4
54499,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00054498,O0054498,OI00054498,2025-12-23,C014499,P00499,E00499,R019,4,5124.58,153.74,4970.85,3217.02,43.0,89.48
54577,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00054576,O0054576,OI00054576,2026-03-11,C014577,P00577,E00077,R017,2,2003.38,80.14,1923.24,1257.19,41.0,34.62
54614,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,SA00054613,O0054613,OI00054613,2026-04-17,C014614,P00614,E00114,R014,4,805.71,48.34,757.36,502.3,78.0,13.63
54751,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Employee_ID,SA00054750,O0054750,OI00054750,2025-09-01,C014751,P00751,E00251,R011,1,671.42,20.14,651.28,421.0,55.0,11.72
