Source_Row,Reject_Reasons,Order_ID,Customer_ID,Order_Date,Region_ID,Sales_Employee_ID,Channel,Order_Status,Management_Order_Value
41820,Invalid Foreign Key: Customer_ID,O0041819,C999999,2026-03-29,R020,E00320,Instagram,Cancelled,4257.56
41994,Invalid Foreign Key: Customer_ID,O0041993,C001994,2025-09-19,R014,E00494,Organic Search,Completed,15092.69
42251,Invalid Foreign Key: Sales_Employee_ID,O0042250,C002251,2026-06-03,R011,E00251,Google Ads,Returned,2073.46
42361,Invalid Foreign Key: Customer_ID,O0042360,C002361,2025-09-21,R001,E00361,Email,Completed,2457.26
42649,Invalid Foreign Key: Sales_Employee_ID,O0042648,C002649,2026-07-06,R009,E99999,Google Ads,Completed,8062.29
42751,Invalid Foreign Key: Sales_Employee_ID,O0042750,C002751,2025-10-16,R011,E00251,Instagram,Cancelled,2059.21
42991,Invalid Foreign Key: Customer_ID,O0042990,C002991,2026-06-13,R011,E00491,Referral,Completed,3630.05
43148,Invalid Foreign Key: Customer_ID,O0043147,C003148,2025-11-17,R008,E00148,Organic Search,Returned,5806.85
43251,Invalid Foreign Key: Sales_Employee_ID,O0043250,C003251,2026-02-28,R011,E00251,Instagram,Completed,2094.84
43304,Future Date: Order_Date,O0043303,C003304,2027-02-01,R004,E00304,Instagram,Returned,912.73
43751,Invalid Foreign Key: Sales_Employee_ID,O0043750,C003751,2026-07-13,R011,E00251,Referral,Completed,2080.59
43935,Invalid Foreign Key: Customer_ID,O0043934,C003935,2026-01-13,R015,E00435,Instagram,Completed,7278.78
43988,Invalid Foreign Key: Customer_ID,O0043987,C003988,2026-03-07,R008,E00488,Referral,Completed,10465.64
44021,Invalid Foreign Key: Customer_ID,O0044020,C999999,2026-04-09,R001,E00021,Email,Completed,905.88
44251,Invalid Foreign Key: Sales_Employee_ID,O0044250,C004251,2025-11-25,R011,E00251,Organic Search,Completed,2066.34
44426,Invalid Foreign Key: Sales_Employee_ID,O0044425,C004426,2026-05-19,R006,E99999,Organic Search,Completed,1089.01
44722,Invalid Foreign Key: Customer_ID,O0044721,C004722,2026-03-11,R002,E00222,Organic Search,Completed,1871.72
44751,Invalid Foreign Key: Sales_Employee_ID,O0044750,C004751,2026-04-09,R011,E00251,Referral,Completed,2052.09
44985,Invalid Foreign Key: Customer_ID,O0044984,C004985,2025-11-29,R005,E00485,Referral,Completed,17153.09
45251,Invalid Foreign Key: Sales_Employee_ID,O0045250,C005251,2026-08-22,R011,E00251,Instagram,Completed,2087.71
45509,Invalid Foreign Key: Customer_ID,O0045508,C005509,2026-05-07,R009,E00009,Referral,Completed,1691.89
45751,Invalid Foreign Key: Sales_Employee_ID,O0045750,C005751,2026-01-04,R011,E00251,Google Ads,Completed,2073.46
45982,Invalid Foreign Key: Customer_ID,O0045981,C005982,2026-08-23,R002,E00482,Email,Returned,6579.04
46203,Invalid Foreign Key: Sales_Employee_ID,O0046202,C006203,2026-04-01,R003,E99999,Google Ads,Returned,575.53
46222,Invalid Foreign Key: Customer_ID,O0046221,C999999,2026-04-20,R002,E00222,Instagram,Completed,1878.15
46251,Invalid Foreign Key: Sales_Employee_ID,O0046250,C006251,2026-05-19,R011,E00251,Referral,Completed,2059.21
46296,Invalid Foreign Key: Customer_ID,O0046295,C006296,2026-07-03,R016,E00296,Organic Search,Completed,3878.28
46635,Future Date: Order_Date,O0046634,C006635,2027-02-01,R015,E00135,Organic Search,Completed,7253.94
46751,Invalid Foreign Key: Sales_Employee_ID,O0046750,C006751,2025-10-01,R011,E00251,Organic Search,Completed,2094.84
46979,Invalid Foreign Key: Customer_ID,O0046978,C006979,2026-05-17,R019,E00479,Google Ads,Completed,12600.14
47083,Invalid Foreign Key: Customer_ID,O0047082,C007083,2026-08-29,R003,E00083,Referral,Cancelled,10020.55
47251,Invalid Foreign Key: Sales_Employee_ID,O0047250,C007251,2026-02-13,R011,E00251,Google Ads,Completed,2080.59
47751,Invalid Foreign Key: Sales_Employee_ID,O0047750,C007751,2026-06-28,R011,E00251,Organic Search,Completed,2066.34
47870,Invalid Foreign Key: Customer_ID,O0047869,C007870,2025-10-25,R010,E00370,Instagram,Completed,14045.5
47976,Invalid Foreign Key: Customer_ID,O0047975,C007976,2026-02-08,R016,E00476,Email,Cancelled,3085.64
47980,Invalid Foreign Key: Sales_Employee_ID,O0047979,C007980,2026-02-12,R020,E99999,Google Ads,Completed,15944.97
48251,Invalid Foreign Key: Sales_Employee_ID,O0048250,C008251,2025-11-10,R011,E00251,Instagram,Completed,2052.09
48423,Invalid Foreign Key: Customer_ID,O0048422,C999999,2026-05-01,R003,E00423,Instagram,Completed,2915.21
48657,Invalid Foreign Key: Customer_ID,O0048656,C008657,2025-12-21,R017,E00157,Instagram,Completed,4570.05
48751,Invalid Foreign Key: Sales_Employee_ID,O0048750,C008751,2026-03-25,R011,E00251,Email,Returned,2087.71
48973,Invalid Foreign Key: Customer_ID,O0048972,C008973,2025-11-02,R013,E00473,Organic Search,Completed,8839.68
49251,Invalid Foreign Key: Sales_Employee_ID,O0049250,C009251,2026-08-07,R011,E00251,Referral,Completed,2073.46
49444,Invalid Foreign Key: Customer_ID,O0049443,C009444,2026-02-16,R004,E00444,Email,Completed,7244.92
49751,Invalid Foreign Key: Sales_Employee_ID,O0049750,C009751,2025-12-20,R011,E00251,Organic Search,Completed,2059.21
49757,Invalid Foreign Key: Sales_Employee_ID,O0049756,C009757,2025-12-26,R017,E99999,Referral,Completed,4633.52
49966,Future Date: Order_Date,O0049965,C009966,2027-02-01,R006,E00466,Referral,Completed,2634.43
49970,Invalid Foreign Key: Customer_ID,O0049969,C009970,2026-07-27,R010,E00470,Google Ads,Completed,14045.5
50036,Duplicate Primary Key,O0050034,C010036,2025-10-01,R016,E00036,Referral,Completed,969.62
50231,Invalid Foreign Key: Customer_ID,O0050230,C010231,2026-04-14,R011,E00231,Instagram,Completed,850.41
50251,Invalid Foreign Key: Sales_Employee_ID,O0050250,C010251,2026-05-04,R011,E00251,Organic Search,Completed,1382.31
50624,Invalid Foreign Key: Customer_ID,O0050623,C999999,2026-05-12,R004,E00124,Google Ads,Completed,2649.07
50751,Invalid Foreign Key: Sales_Employee_ID,O0050750,C010751,2025-09-16,R011,E00251,Google Ads,Completed,1389.43
50967,Invalid Foreign Key: Customer_ID,O0050966,C010967,2026-04-20,R007,E00467,Instagram,Completed,3527.21
51018,Invalid Foreign Key: Customer_ID,O0051017,C011018,2026-06-10,R018,E00018,Instagram,Completed,1549.87
51251,Invalid Foreign Key: Sales_Employee_ID,O0051250,C011251,2026-01-29,R011,E00251,Google Ads,Completed,1396.56
51534,Invalid Foreign Key: Sales_Employee_ID,O0051533,C011534,2025-11-08,R014,E99999,Email,Completed,3673.57
51751,Invalid Foreign Key: Sales_Employee_ID,O0051750,C011751,2026-06-13,R011,E00251,Referral,Completed,1353.81
51805,Invalid Foreign Key: Customer_ID,O0051804,C011805,2026-08-06,R005,E00305,Organic Search,Completed,896.63
51964,Invalid Foreign Key: Customer_ID,O0051963,C011964,2026-01-12,R004,E00464,Google Ads,Completed,7031.17
52251,Invalid Foreign Key: Sales_Employee_ID,O0052250,C012251,2025-10-26,R011,E00251,Google Ads,Cancelled,1410.81
52592,Invalid Foreign Key: Customer_ID,O0052591,C012592,2025-10-02,R012,E00092,Email,Completed,4934.36
52751,Invalid Foreign Key: Sales_Employee_ID,O0052750,C012751,2026-03-10,R011,E00251,Instagram,Completed,1368.06
52825,Invalid Foreign Key: Customer_ID,O0052824,C999999,2026-05-23,R005,E00325,Instagram,Completed,3584.22
52961,Invalid Foreign Key: Customer_ID,O0052960,C012961,2025-10-06,R001,E00461,Google Ads,Completed,1626.88
53251,Invalid Foreign Key: Sales_Employee_ID,O0053250,C013251,2026-07-23,R011,E00251,Organic Search,Completed,1375.18
53297,Future Date: Order_Date,O0053296,C013297,2027-02-01,R017,E00297,Email,Completed,5117.27
53311,Invalid Foreign Key: Sales_Employee_ID,O0053310,C013311,2025-09-21,R011,E99999,Referral,Completed,332.77
53379,Invalid Foreign Key: Customer_ID,O0053378,C013379,2025-11-28,R019,E00379,Google Ads,Returned,8545.43
53751,Invalid Foreign Key: Sales_Employee_ID,O0053750,C013751,2025-12-05,R011,E00251,Organic Search,Completed,1382.31
53958,Invalid Foreign Key: Customer_ID,O0053957,C013958,2026-06-30,R018,E00458,Google Ads,Completed,4671.9
54166,Invalid Foreign Key: Customer_ID,O0054165,C014166,2026-01-24,R006,E00166,Email,Completed,1737.99
54251,Invalid Foreign Key: Sales_Employee_ID,O0054250,C014251,2026-04-19,R011,E00251,Instagram,Completed,1389.43
54751,Invalid Foreign Key: Sales_Employee_ID,O0054750,C014751,2025-09-01,R011,E00251,Google Ads,Completed,1396.56
54953,Invalid Foreign Key: Customer_ID,O0054952,C014953,2026-03-22,R013,E00453,Instagram,Completed,4392.57
54955,Invalid Foreign Key: Customer_ID,O0054954,C014955,2026-03-24,R015,E00455,Organic Search,Completed,7434.57
55026,Invalid Foreign Key: Customer_ID,O0055025,C999999,2026-06-03,R006,E00026,Referral,Completed,721.0
55088,Invalid Foreign Key: Sales_Employee_ID,O0055087,C015088,2026-08-04,R008,E99999,Organic Search,Completed,7049.77
55251,Invalid Foreign Key: Sales_Employee_ID,O0055250,C015251,2026-01-14,R011,E00251,Google Ads,Returned,1353.81
55740,Invalid Foreign Key: Customer_ID,O0055739,C015740,2026-05-18,R020,E00240,Google Ads,Completed,5416.77
55751,Invalid Foreign Key: Sales_Employee_ID,O0055750,C015751,2026-05-29,R011,E00251,Instagram,Completed,1410.81
55952,Invalid Foreign Key: Customer_ID,O0055951,C015952,2025-12-16,R012,E00452,Referral,Completed,2831.44
56251,Invalid Foreign Key: Sales_Employee_ID,O0056250,C016251,2025-10-11,R011,E00251,Instagram,Completed,1368.06
56527,Invalid Foreign Key: Customer_ID,O0056526,C016527,2026-07-14,R007,E00027,Email,Completed,1501.55
56628,Future Date: Order_Date,O0056627,C016628,2027-02-01,R008,E00128,Google Ads,Completed,2342.45
56751,Invalid Foreign Key: Sales_Employee_ID,O0056750,C016751,2026-02-23,R011,E00251,Referral,Completed,1375.18
56865,Invalid Foreign Key: Sales_Employee_ID,O0056864,C016865,2026-06-17,R005,E99999,Email,Completed,8832.29
56949,Invalid Foreign Key: Customer_ID,O0056948,C016949,2025-09-09,R009,E00449,Referral,Completed,5374.86
57227,Invalid Foreign Key: Customer_ID,O0057226,C999999,2026-06-14,R007,E00227,Email,Returned,1501.55
57251,Invalid Foreign Key: Sales_Employee_ID,O0057250,C017251,2026-07-08,R011,E00251,Email,Completed,1382.31
57314,Invalid Foreign Key: Customer_ID,O0057313,C017314,2025-09-09,R014,E00314,Email,Completed,1658.77
57751,Invalid Foreign Key: Sales_Employee_ID,O0057750,C017751,2025-11-20,R011,E00251,Google Ads,Completed,1389.43
57946,Invalid Foreign Key: Customer_ID,O0057945,C017946,2026-06-03,R006,E00446,Referral,Completed,1225.74
58101,Invalid Foreign Key: Customer_ID,O0058100,C018101,2025-11-05,R001,E00101,Referral,Completed,75.1
58251,Invalid Foreign Key: Sales_Employee_ID,O0058250,C018251,2026-04-04,R011,E00251,Instagram,Completed,1396.56
58642,Invalid Foreign Key: Sales_Employee_ID,O0058641,C018642,2026-04-30,R002,E99999,Referral,Completed,2341.18
58751,Invalid Foreign Key: Sales_Employee_ID,O0058750,C018751,2026-08-17,R011,E00251,Email,Completed,1353.81
58888,Invalid Foreign Key: Customer_ID,O0058887,C018888,2026-01-01,R008,E00388,Google Ads,Completed,7122.45
58943,Invalid Foreign Key: Customer_ID,O0058942,C018943,2026-02-25,R003,E00443,Google Ads,Returned,3591.84
59251,Invalid Foreign Key: Sales_Employee_ID,O0059250,C019251,2025-12-30,R011,E00251,Google Ads,Completed,1410.81
59428,Invalid Foreign Key: Customer_ID,O0059427,C999999,2026-06-25,R008,E00428,Referral,Completed,2342.45
59675,Invalid Foreign Key: Customer_ID,O0059674,C019675,2026-02-27,R015,E00175,Google Ads,Completed,9842.54
59751,Invalid Foreign Key: Sales_Employee_ID,O0059750,C019751,2026-05-14,R011,E00251,Instagram,Completed,1368.06
59940,Invalid Foreign Key: Customer_ID,O0059939,C019940,2025-11-19,R020,E00440,Google Ads,Completed,5416.77
59959,Future Date: Order_Date,O0059958,C019959,2027-02-01,R019,E00459,Google Ads,Completed,6431.72
60043,Duplicate Primary Key,O0060041,C000043,2026-03-02,R003,E00043,Instagram,Completed,3555.56
60251,Invalid Foreign Key: Sales_Employee_ID,O0060250,C000251,2025-09-26,R011,E00251,Organic Search,Completed,1375.18
60419,Invalid Foreign Key: Sales_Employee_ID,O0060418,C000419,2026-03-13,R019,E99999,Instagram,Completed,2170.56
60751,Invalid Foreign Key: Sales_Employee_ID,O0060750,C000751,2026-02-08,R011,E00251,Google Ads,Completed,1382.31
60787,Invalid Foreign Key: Customer_ID,O0060786,C000787,2026-03-16,R007,E00287,Referral,Completed,4599.63
60997,Invalid Foreign Key: Customer_ID,O0060996,C000997,2025-10-12,R017,E00497,Organic Search,Returned,5117.27
61251,Invalid Foreign Key: Sales_Employee_ID,O0061250,C001251,2026-06-23,R011,E00251,Email,Completed,1389.43
61574,Invalid Foreign Key: Customer_ID,O0061573,C001574,2026-05-12,R014,E00074,Instagram,Completed,7894.29
61629,Invalid Foreign Key: Customer_ID,O0061628,C999999,2026-07-06,R009,E00129,Instagram,Completed,3244.51
61751,Invalid Foreign Key: Sales_Employee_ID,O0061750,C001751,2025-11-05,R011,E00251,Google Ads,Cancelled,1396.56
61994,Invalid Foreign Key: Customer_ID,O0061993,C001994,2026-07-06,R014,E00494,Instagram,Completed,9975.65
62196,Invalid Foreign Key: Sales_Employee_ID,O0062195,C002196,2026-01-24,R016,E99999,Referral,Completed,2572.33
62251,Invalid Foreign Key: Sales_Employee_ID,O0062250,C002251,2026-03-20,R011,E00251,Instagram,Completed,1353.81
62361,Invalid Foreign Key: Customer_ID,O0062360,C002361,2026-07-08,R001,E00361,Referral,Completed,1643.83
62751,Invalid Foreign Key: Sales_Employee_ID,O0062750,C002751,2026-08-02,R011,E00251,Referral,Completed,1410.81
62991,Invalid Foreign Key: Customer_ID,O0062990,C002991,2026-03-30,R011,E00491,Email,Completed,2428.38
63148,Invalid Foreign Key: Customer_ID,O0063147,C003148,2025-09-03,R008,E00148,Google Ads,Completed,3931.72
63251,Invalid Foreign Key: Sales_Employee_ID,O0063250,C003251,2025-12-15,R011,E00251,Instagram,Completed,1368.06
63290,Future Date: Order_Date,O0063289,C003290,2027-02-01,R010,E00290,Instagram,Cancelled,12258.78
63751,Invalid Foreign Key: Sales_Employee_ID,O0063750,C003751,2026-04-29,R011,E00251,Google Ads,Completed,1375.18
63830,Invalid Foreign Key: Customer_ID,O0063829,C999999,2026-07-17,R010,E00330,Organic Search,Completed,4208.55
63935,Invalid Foreign Key: Customer_ID,O0063934,C003935,2025-10-30,R015,E00435,Organic Search,Returned,4869.08
63973,Invalid Foreign Key: Sales_Employee_ID,O0063972,C003973,2025-12-07,R013,E99999,Referral,Completed,5751.85
63988,Invalid Foreign Key: Customer_ID,O0063987,C003988,2025-12-22,R008,E00488,Organic Search,Completed,7086.11
64251,Invalid Foreign Key: Sales_Employee_ID,O0064250,C004251,2025-09-11,R011,E00251,Email,Completed,1382.31
64722,Invalid Foreign Key: Customer_ID,O0064721,C004722,2025-12-26,R002,E00222,Google Ads,Completed,1222.08
64751,Invalid Foreign Key: Sales_Employee_ID,O0064750,C004751,2026-01-24,R011,E00251,Email,Completed,1389.43
64985,Invalid Foreign Key: Customer_ID,O0064984,C004985,2025-09-15,R005,E00485,Referral,Completed,11474.42
65251,Invalid Foreign Key: Sales_Employee_ID,O0065250,C005251,2026-06-08,R011,E00251,Google Ads,Completed,1396.56
65509,Invalid Foreign Key: Customer_ID,O0065508,C005509,2026-02-21,R009,E00009,Email,Completed,1159.15
65750,Invalid Foreign Key: Sales_Employee_ID,O0065749,C005750,2025-10-20,R010,E99999,Email,Completed,6710.87
65751,Invalid Foreign Key: Sales_Employee_ID,O0065750,C005751,2025-10-21,R011,E00251,Organic Search,Completed,1353.81
65982,Invalid Foreign Key: Customer_ID,O0065981,C005982,2026-06-09,R002,E00482,Google Ads,Completed,4295.59
66031,Invalid Foreign Key: Customer_ID,O0066030,C999999,2026-07-28,R011,E00031,Referral,Completed,841.56
66251,Invalid Foreign Key: Sales_Employee_ID,O0066250,C006251,2026-03-05,R011,E00251,Google Ads,Completed,1410.81
66296,Invalid Foreign Key: Customer_ID,O0066295,C006296,2026-04-19,R016,E00296,Organic Search,Completed,2532.75
66621,Future Date: Order_Date,O0066620,C006621,2027-02-01,R001,E00121,Referral,Completed,594.67
66751,Invalid Foreign Key: Sales_Employee_ID,O0066750,C006751,2026-07-18,R011,E00251,Organic Search,Completed,1368.06
66979,Invalid Foreign Key: Customer_ID,O0066978,C006979,2026-03-03,R019,E00479,Organic Search,Completed,8632.62
67083,Invalid Foreign Key: Customer_ID,O0067082,C007083,2026-06-15,R003,E00083,Organic Search,Completed,6623.18
67251,Invalid Foreign Key: Sales_Employee_ID,O0067250,C007251,2025-11-30,R011,E00251,Google Ads,Completed,1375.18
67527,Invalid Foreign Key: Sales_Employee_ID,O0067526,C007527,2025-09-02,R007,E99999,Email,Cancelled,1509.33
67751,Invalid Foreign Key: Sales_Employee_ID,O0067750,C007751,2026-04-14,R011,E00251,Referral,Completed,1382.31
67870,Invalid Foreign Key: Customer_ID,O0067869,C007870,2026-08-11,R010,E00370,Referral,Completed,9395.96
67976,Invalid Foreign Key: Customer_ID,O0067975,C007976,2025-11-25,R016,E00476,Organic Search,Completed,2015.11
68232,Invalid Foreign Key: Customer_ID,O0068231,C999999,2026-08-08,R012,E00232,Google Ads,Completed,1807.36
68251,Invalid Foreign Key: Sales_Employee_ID,O0068250,C008251,2026-08-27,R011,E00251,Email,Returned,1389.43
68657,Invalid Foreign Key: Customer_ID,O0068656,C008657,2025-10-07,R017,E00157,Email,Completed,3094.3
68751,Invalid Foreign Key: Sales_Employee_ID,O0068750,C008751,2026-01-09,R011,E00251,Google Ads,Completed,1396.56
68973,Invalid Foreign Key: Customer_ID,O0068972,C008973,2026-08-19,R013,E00473,Email,Completed,5842.67
69251,Invalid Foreign Key: Sales_Employee_ID,O0069250,C009251,2026-05-24,R011,E00251,Organic Search,Completed,1353.81
69304,Invalid Foreign Key: Sales_Employee_ID,O0069303,C009304,2026-07-16,R004,E99999,Organic Search,Returned,619.01
69444,Invalid Foreign Key: Customer_ID,O0069443,C009444,2025-12-03,R004,E00444,Instagram,Completed,4846.43
69751,Invalid Foreign Key: Sales_Employee_ID,O0069750,C009751,2025-10-06,R011,E00251,Instagram,Completed,1410.81
69952,Future Date: Order_Date,O0069951,C009952,2027-02-01,R012,E00452,Referral,Completed,2831.44
69970,Invalid Foreign Key: Customer_ID,O0069969,C009970,2026-05-13,R010,E00470,Instagram,Completed,9395.96
70050,Duplicate Primary Key,O0070048,C010050,2026-08-01,R010,E00050,Instagram,Completed,6815.73
70231,Invalid Foreign Key: Customer_ID,O0070230,C010231,2026-01-29,R011,E00231,Instagram,Completed,841.56
70251,Invalid Foreign Key: Sales_Employee_ID,O0070250,C010251,2026-02-18,R011,E00251,Organic Search,Completed,1368.06
70433,Invalid Foreign Key: Customer_ID,O0070432,C999999,2026-08-19,R013,E00433,Referral,Completed,2706.53
70751,Invalid Foreign Key: Sales_Employee_ID,O0070750,C010751,2026-07-03,R011,E00251,Email,Completed,1375.18
70967,Invalid Foreign Key: Customer_ID,O0070966,C010967,2026-02-04,R007,E00467,Instagram,Completed,3620.04
71018,Invalid Foreign Key: Customer_ID,O0071017,C011018,2026-03-27,R018,E00018,Google Ads,Completed,1590.02
71081,Invalid Foreign Key: Sales_Employee_ID,O0071080,C011081,2026-05-29,R001,E99999,Referral,Completed,2211.54
71251,Invalid Foreign Key: Sales_Employee_ID,O0071250,C011251,2025-11-15,R011,E00251,Email,Cancelled,1382.31
71751,Invalid Foreign Key: Sales_Employee_ID,O0071750,C011751,2026-03-30,R011,E00251,Referral,Completed,1389.43
71805,Invalid Foreign Key: Customer_ID,O0071804,C011805,2026-05-23,R005,E00305,Referral,Completed,887.39
71964,Invalid Foreign Key: Customer_ID,O0071963,C011964,2025-10-29,R004,E00464,Google Ads,Completed,6960.14
72251,Invalid Foreign Key: Sales_Employee_ID,O0072250,C012251,2026-08-12,R011,E00251,Referral,Completed,1396.56
72592,Invalid Foreign Key: Customer_ID,O0072591,C012592,2026-07-19,R012,E00092,Email,Completed,4883.76
72634,Invalid Foreign Key: Customer_ID,O0072633,C999999,2026-08-30,R014,E00134,Instagram,Completed,3731.58
72751,Invalid Foreign Key: Sales_Employee_ID,O0072750,C012751,2025-12-25,R011,E00251,Referral,Completed,1353.81
72858,Invalid Foreign Key: Sales_Employee_ID,O0072857,C012858,2026-04-11,R018,E99999,Email,Completed,4671.9
72961,Invalid Foreign Key: Customer_ID,O0072960,C012961,2026-07-23,R001,E00461,Referral,Cancelled,1609.93
73251,Invalid Foreign Key: Sales_Employee_ID,O0073250,C013251,2026-05-09,R011,E00251,Email,Completed,1410.81
73283,Future Date: Order_Date,O0073282,C013283,2027-02-01,R003,E00283,Email,Completed,6520.22
73379,Invalid Foreign Key: Customer_ID,O0073378,C013379,2025-09-14,R019,E00379,Referral,Cancelled,8458.23
73751,Invalid Foreign Key: Sales_Employee_ID,O0073750,C013751,2025-09-21,R011,E00251,Organic Search,Completed,1368.06
73958,Invalid Foreign Key: Customer_ID,O0073957,C013958,2026-04-16,R018,E00458,Referral,Returned,4792.94
74166,Invalid Foreign Key: Customer_ID,O0074165,C014166,2025-11-10,R006,E00166,Organic Search,Returned,1783.73
74251,Invalid Foreign Key: Sales_Employee_ID,O0074250,C014251,2026-02-03,R011,E00251,Instagram,Completed,1375.18
74635,Invalid Foreign Key: Sales_Employee_ID,O0074634,C014635,2026-02-22,R015,E99999,Instagram,Completed,4844.24
74751,Invalid Foreign Key: Sales_Employee_ID,O0074750,C014751,2026-06-18,R011,E00251,Organic Search,Returned,1382.31
74835,Invalid Foreign Key: Customer_ID,O0074834,C999999,2025-09-10,R015,E00335,Google Ads,Completed,4819.4
74953,Invalid Foreign Key: Customer_ID,O0074952,C014953,2026-01-06,R013,E00453,Email,Completed,4348.2
74955,Invalid Foreign Key: Customer_ID,O0074954,C014955,2026-01-08,R015,E00455,Google Ads,Completed,7357.93
75251,Invalid Foreign Key: Sales_Employee_ID,O0075250,C015251,2025-10-31,R011,E00251,Organic Search,Completed,1389.43
75740,Invalid Foreign Key: Customer_ID,O0075739,C015740,2026-03-04,R020,E00240,Google Ads,Completed,5360.34
75751,Invalid Foreign Key: Sales_Employee_ID,O0075750,C015751,2026-03-15,R011,E00251,Google Ads,Completed,1396.56
75952,Invalid Foreign Key: Customer_ID,O0075951,C015952,2025-10-02,R012,E00452,Organic Search,Completed,2802.4
76251,Invalid Foreign Key: Sales_Employee_ID,O0076250,C016251,2026-07-28,R011,E00251,Organic Search,Completed,1353.81
76412,Invalid Foreign Key: Sales_Employee_ID,O0076411,C016412,2026-01-05,R012,E99999,Instagram,Completed,709.83
76527,Invalid Foreign Key: Customer_ID,O0076526,C016527,2026-04-30,R007,E00027,Organic Search,Completed,1540.45
76614,Future Date: Order_Date,O0076613,C016614,2027-02-01,R014,E00114,Organic Search,Completed,1641.67
76751,Invalid Foreign Key: Sales_Employee_ID,O0076750,C016751,2025-12-10,R011,E00251,Email,Completed,1410.81
76949,Invalid Foreign Key: Customer_ID,O0076948,C016949,2026-06-26,R009,E00449,Organic Search,Completed,5320.02
77036,Invalid Foreign Key: Customer_ID,O0077035,C999999,2025-09-21,R016,E00036,Google Ads,Completed,995.13
77251,Invalid Foreign Key: Sales_Employee_ID,O0077250,C017251,2026-04-24,R011,E00251,Google Ads,Completed,1368.06
77314,Invalid Foreign Key: Customer_ID,O0077313,C017314,2026-06-26,R014,E00314,Email,Completed,1641.67
77751,Invalid Foreign Key: Sales_Employee_ID,O0077750,C017751,2025-09-06,R011,E00251,Referral,Completed,1375.18
77946,Invalid Foreign Key: Customer_ID,O0077945,C017946,2026-03-20,R006,E00446,Email,Completed,1258.0
78101,Invalid Foreign Key: Customer_ID,O0078100,C018101,2026-08-22,R001,E00101,Email,Completed,74.33
78189,Invalid Foreign Key: Sales_Employee_ID,O0078188,C018189,2025-11-18,R009,E99999,Referral,Completed,9406.32
78251,Invalid Foreign Key: Sales_Employee_ID,O0078250,C018251,2026-01-19,R011,E00251,Referral,Completed,1382.31
78751,Invalid Foreign Key: Sales_Employee_ID,O0078750,C018751,2026-06-03,R011,E00251,Google Ads,Completed,1389.43
78888,Invalid Foreign Key: Customer_ID,O0078887,C018888,2025-10-18,R008,E00388,Referral,Completed,7049.77
78943,Invalid Foreign Key: Customer_ID,O0078942,C018943,2025-12-12,R003,E00443,Instagram,Completed,3555.56
79237,Invalid Foreign Key: Customer_ID,O0079236,C999999,2025-10-02,R017,E00237,Email,Completed,2053.32
79251,Invalid Foreign Key: Sales_Employee_ID,O0079250,C019251,2025-10-16,R011,E00251,Organic Search,Completed,1396.56
79675,Invalid Foreign Key: Customer_ID,O0079674,C019675,2025-12-14,R015,E00175,Instagram,Completed,10101.55
79751,Invalid Foreign Key: Sales_Employee_ID,O0079750,C019751,2026-02-28,R011,E00251,Instagram,Completed,1353.81
79940,Invalid Foreign Key: Customer_ID,O0079939,C019940,2025-09-05,R020,E00440,Organic Search,Completed,5360.34
79945,Future Date: Order_Date,O0079944,C019945,2027-02-01,R005,E00445,Referral,Completed,6126.98
79966,Invalid Foreign Key: Sales_Employee_ID,O0079965,C019966,2025-10-01,R006,E99999,Referral,Completed,1774.58
80057,Duplicate Primary Key,O0080055,C000057,2025-12-31,R017,E00057,Email,Completed,3078.44
80251,Invalid Foreign Key: Sales_Employee_ID,O0080250,C000251,2026-07-13,R011,E00251,Organic Search,Completed,1410.81
80751,Invalid Foreign Key: Sales_Employee_ID,O0080750,C000751,2025-11-25,R011,E00251,Referral,Cancelled,1368.06
80787,Invalid Foreign Key: Customer_ID,O0080786,C000787,2025-12-31,R007,E00287,Instagram,Completed,4551.72
80997,Invalid Foreign Key: Customer_ID,O0080996,C000997,2026-07-29,R017,E00497,Organic Search,Completed,5063.97
81251,Invalid Foreign Key: Sales_Employee_ID,O0081250,C001251,2026-04-09,R011,E00251,Email,Returned,1375.18
81438,Invalid Foreign Key: Customer_ID,O0081437,C999999,2025-10-13,R018,E00438,Email,Completed,3062.53
81574,Invalid Foreign Key: Customer_ID,O0081573,C001574,2026-02-26,R014,E00074,Email,Completed,8098.8
81743,Invalid Foreign Key: Sales_Employee_ID,O0081742,C001743,2026-08-14,R003,E99999,Email,Completed,3555.56
81751,Invalid Foreign Key: Sales_Employee_ID,O0081750,C001751,2026-08-22,R011,E00251,Instagram,Completed,1382.31
81994,Invalid Foreign Key: Customer_ID,O0081993,C001994,2026-04-22,R014,E00494,Email,Completed,10234.08
82251,Invalid Foreign Key: Sales_Employee_ID,O0082250,C002251,2026-01-04,R011,E00251,Instagram,Completed,1389.43
82361,Invalid Foreign Key: Customer_ID,O0082360,C002361,2026-04-24,R001,E00361,Email,Completed,1626.88
82751,Invalid Foreign Key: Sales_Employee_ID,O0082750,C002751,2026-05-19,R011,E00251,Email,Completed,1396.56
82991,Invalid Foreign Key: Customer_ID,O0082990,C002991,2026-01-14,R011,E00491,Referral,Completed,2403.34
83148,Invalid Foreign Key: Customer_ID,O0083147,C003148,2026-06-20,R008,E00148,Referral,Completed,3891.39
83251,Invalid Foreign Key: Sales_Employee_ID,O0083250,C003251,2025-10-01,R011,E00251,Referral,Completed,1353.81
