Source_Row,Reject_Reasons,Purchase_ID,Supplier_ID,Product_ID,Warehouse_ID,Purchase_Date,Quantity,Unit_Cost,Expected_Date,Delivery_Date,Rejected_Quantity
6499,Invalid Foreign Key: Product_ID,PU0006498,S00099,P00499,W019,2026-06-21,248,11744.8,2026-07-11,2026-07-31,0
6553,Future Date: Delivery_Date,PU0006552,S00153,P00553,W013,2026-08-14,302,6020.0,2026-09-03,2026-09-23,0
6562,Future Date: Delivery_Date,PU0006561,S00162,P00562,W002,2026-08-23,311,7640.900000000001,2026-09-12,2026-10-02,0
6563,Future Date: Delivery_Date,PU0006562,S00163,P00563,W003,2026-08-24,312,7832.000000000001,2026-09-13,2026-09-17,0
6564,Future Date: Delivery_Date,PU0006563,S00164,P00564,W004,2026-08-25,313,8025.300000000001,2026-09-14,2026-09-19,0
6566,Future Date: Delivery_Date,PU0006565,S00166,P00566,W006,2026-08-27,315,7524.5,2026-09-16,2026-09-17,0
6567,Future Date: Delivery_Date,PU0006566,S00167,P00567,W007,2026-08-28,316,7711.2,2026-09-17,2026-09-19,0
6568,Future Date: Delivery_Date,PU0006567,S00168,P00568,W008,2026-08-29,317,7900.1,2026-09-18,2026-09-21,0
6569,Future Date: Delivery_Date,PU0006568,S00169,P00569,W009,2026-08-30,318,8091.200000000001,2026-09-19,2026-09-23,0
6570,Future Date: Delivery_Date,PU0006569,S00170,P00570,W010,2026-08-31,319,8284.5,2026-09-20,2026-09-25,0
6577,Invalid Foreign Key: Product_ID,PU0006576,S00177,P00577,W017,2025-09-07,326,8660.0,2025-09-27,2025-09-27,0
6614,Invalid Foreign Key: Product_ID,PU0006613,S00014,P00614,W014,2025-10-14,363,1747.3,2025-11-03,2025-11-04,0
6842,Invalid Foreign Key: Product_ID,PU0006841,S00042,P00842,W002,2026-05-30,141,4858.1,2026-06-19,2026-06-20,0
6913,Future Date: Delivery_Date,PU0006912,S00113,P00913,W013,2026-08-09,212,1620.0,2026-08-29,2026-09-18,0
6921,Invalid Foreign Key: Product_ID,PU0006920,S00121,P00921,W001,2026-08-17,220,2700.0,2026-09-06,2026-09-08,18
6922,Future Date: Delivery_Date,PU0006921,S00122,P00922,W002,2026-08-18,221,2844.9,2026-09-07,2026-09-27,0
6928,Future Date: Delivery_Date,PU0006927,S00128,P00928,W008,2026-08-24,227,3368.1,2026-09-13,2026-09-16,0
6929,Future Date: Delivery_Date,PU0006928,S00129,P00929,W009,2026-08-25,228,3515.2000000000003,2026-09-14,2026-09-18,0
6930,Future Date: Delivery_Date,PU0006929,S00130,P00930,W010,2026-08-26,229,3664.5,2026-09-15,2026-09-20,0
6931,Future Date: Delivery_Date,PU0006930,S00131,P00931,W011,2026-08-27,230,3816.0,2026-09-16,2026-10-06,19
6932,Future Date: Delivery_Date,PU0006931,S00132,P00932,W012,2026-08-28,231,3969.7,2026-09-17,2026-09-18,0
6933,Future Date: Delivery_Date,PU0006932,S00133,P00933,W013,2026-08-29,232,4125.6,2026-09-18,2026-09-20,0
6934,Future Date: Delivery_Date,PU0006933,S00134,P00934,W014,2026-08-30,233,4283.700000000001,2026-09-19,2026-09-22,0
6935,Future Date: Delivery_Date,PU0006934,S00135,P00935,W015,2026-08-31,234,4444.0,2026-09-20,2026-09-24,0
6998,Invalid Foreign Key: Product_ID,PU0006997,S00198,P00998,W018,2025-11-02,297,11079.7,2025-11-22,2025-11-23,0
7282,Future Date: Delivery_Date,PU0007281,S00082,P00282,W002,2026-08-13,131,10038.9,2026-09-02,2026-09-22,0
7291,Future Date: Delivery_Date,PU0007290,S00091,P00291,W011,2026-08-22,140,10812.0,2026-09-11,2026-10-01,12
7294,Future Date: Delivery_Date,PU0007293,S00094,P00294,W014,2026-08-25,143,11477.7,2026-09-14,2026-09-17,0
7295,Future Date: Delivery_Date,PU0007294,S00095,P00295,W015,2026-08-26,144,11704.000000000002,2026-09-15,2026-09-19,0
7296,Future Date: Delivery_Date,PU0007295,S00096,P00296,W016,2026-08-27,145,11932.500000000002,2026-09-16,2026-09-21,0
7297,Future Date: Delivery_Date,PU0007296,S00097,P00297,W017,2026-08-28,146,10860.0,2026-09-17,2026-09-17,0
7298,Future Date: Delivery_Date,PU0007297,S00098,P00298,W018,2026-08-29,147,11079.7,2026-09-18,2026-09-19,0
7299,Future Date: Delivery_Date,PU0007298,S00099,P00299,W019,2026-08-30,148,11301.6,2026-09-19,2026-09-21,0
7300,Future Date: Delivery_Date,PU0007299,S00100,P00300,W020,2026-08-31,149,11525.7,2026-09-20,2026-10-10,0
7307,Invalid Foreign Key: Product_ID,PU0007306,S00107,P00307,W007,2025-09-07,156,1056.0,2025-09-27,2025-10-01,0
7421,Invalid Foreign Key: Product_ID,PU0007420,S00021,P00421,W001,2025-12-30,270,2600.0,2026-01-19,2026-01-23,22
7499,Invalid Foreign Key: Product_ID,PU0007498,S00099,P00499,W019,2026-03-18,348,12188.000000000002,2026-04-07,2026-04-11,0
7577,Invalid Foreign Key: Product_ID,PU0007576,S00177,P00577,W017,2026-06-04,426,9006.4,2026-06-24,2026-06-28,0
7614,Invalid Foreign Key: Product_ID,PU0007613,S00014,P00614,W014,2026-07-11,463,1816.5,2026-07-31,2026-08-05,0
7642,Future Date: Delivery_Date,PU0007641,S00042,P00642,W002,2026-08-08,491,5242.900000000001,2026-08-28,2026-09-17,0
7651,Future Date: Delivery_Date,PU0007650,S00051,P00651,W011,2026-08-17,50,6148.0,2026-09-06,2026-09-26,4
7656,Future Date: Delivery_Date,PU0007655,S00056,P00656,W016,2026-08-22,55,7048.500000000001,2026-09-11,2026-09-16,0
7659,Future Date: Delivery_Date,PU0007658,S00059,P00659,W019,2026-08-25,58,6813.6,2026-09-14,2026-09-16,0
7660,Future Date: Delivery_Date,PU0007659,S00060,P00660,W020,2026-08-26,59,6993.7,2026-09-15,2026-10-05,0
7661,Future Date: Delivery_Date,PU0007660,S00061,P00661,W001,2026-08-27,60,7176.0,2026-09-16,2026-09-20,5
7662,Future Date: Delivery_Date,PU0007661,S00062,P00662,W002,2026-08-28,61,7360.5,2026-09-17,2026-09-22,0
7663,Future Date: Delivery_Date,PU0007662,S00063,P00663,W003,2026-08-29,62,7547.200000000001,2026-09-18,2026-09-18,0
7664,Future Date: Delivery_Date,PU0007663,S00064,P00664,W004,2026-08-30,63,7736.1,2026-09-19,2026-09-20,0
7665,Future Date: Delivery_Date,PU0007664,S00065,P00665,W005,2026-08-31,64,7927.200000000001,2026-09-20,2026-09-22,0
7842,Invalid Foreign Key: Product_ID,PU0007841,S00042,P00842,W002,2026-02-24,241,5050.5,2026-03-16,2026-03-21,0
7921,Invalid Foreign Key: Product_ID,PU0007920,S00121,P00921,W001,2026-05-14,320,2500.0,2026-06-03,2026-06-23,26
7998,Invalid Foreign Key: Product_ID,PU0007997,S00198,P00998,W018,2026-07-30,397,11518.5,2026-08-19,2026-08-24,0
8003,Invalid Foreign Key: Supplier_ID,PU0008002,S99999,P00003,W003,2026-08-04,402,572.0,2026-08-24,2026-08-28,0
8011,Future Date: Delivery_Date,PU0008010,S00011,P00011,W011,2026-08-12,410,1484.0,2026-09-01,2026-09-21,33
8020,Future Date: Delivery_Date,PU0008019,S00020,P00020,W020,2026-08-21,419,2461.7000000000003,2026-09-10,2026-09-30,0
8022,Future Date: Delivery_Date,PU0008021,S00022,P00022,W002,2026-08-23,421,2740.5,2026-09-12,2026-09-17,0
8025,Future Date: Delivery_Date,PU0008024,S00025,P00025,W005,2026-08-26,424,3175.2000000000003,2026-09-15,2026-09-17,0
8026,Future Date: Delivery_Date,PU0008025,S00026,P00026,W006,2026-08-27,425,3324.5000000000005,2026-09-16,2026-09-19,0
8027,Future Date: Delivery_Date,PU0008026,S00027,P00027,W007,2026-08-28,426,3476.0000000000005,2026-09-17,2026-09-21,0
8028,Future Date: Delivery_Date,PU0008027,S00028,P00028,W008,2026-08-29,427,3629.7,2026-09-18,2026-09-23,0
8029,Future Date: Delivery_Date,PU0008028,S00029,P00029,W009,2026-08-30,428,3380.0,2026-09-19,2026-10-09,0
8030,Future Date: Delivery_Date,PU0008029,S00030,P00030,W010,2026-08-31,429,3524.9,2026-09-20,2026-09-21,0
8307,Invalid Foreign Key: Product_ID,PU0008306,S00107,P00307,W007,2026-06-04,256,979.2,2026-06-24,2026-06-26,0
8371,Future Date: Delivery_Date,PU0008370,S00171,P00371,W011,2026-08-07,320,8480.0,2026-08-27,2026-09-16,26
8380,Future Date: Delivery_Date,PU0008379,S00180,P00380,W020,2026-08-16,329,9259.7,2026-09-05,2026-09-25,0
8387,Future Date: Delivery_Date,PU0008386,S00187,P00387,W007,2026-08-23,336,10736.0,2026-09-12,2026-09-16,0
8388,Future Date: Delivery_Date,PU0008387,S00188,P00388,W008,2026-08-24,337,10955.7,2026-09-13,2026-09-18,0
8389,Future Date: Delivery_Date,PU0008388,S00189,P00389,W009,2026-08-25,338,9980.0,2026-09-14,2026-10-04,0
8390,Future Date: Delivery_Date,PU0008389,S00190,P00390,W010,2026-08-26,339,10190.9,2026-09-15,2026-09-16,0
8391,Future Date: Delivery_Date,PU0008390,S00191,P00391,W011,2026-08-27,340,10404.0,2026-09-16,2026-09-18,28
8392,Future Date: Delivery_Date,PU0008391,S00192,P00392,W012,2026-08-28,341,10619.3,2026-09-17,2026-09-20,0
8393,Future Date: Delivery_Date,PU0008392,S00193,P00393,W013,2026-08-29,342,10836.8,2026-09-18,2026-09-22,0
8394,Future Date: Delivery_Date,PU0008393,S00194,P00394,W014,2026-08-30,343,11056.5,2026-09-19,2026-09-24,0
8395,Future Date: Delivery_Date,PU0008394,S00195,P00395,W015,2026-08-31,344,11278.4,2026-09-20,2026-09-20,0
8421,Invalid Foreign Key: Product_ID,PU0008420,S00021,P00421,W001,2025-09-26,370,2700.0,2025-10-16,2025-10-18,30
8499,Invalid Foreign Key: Product_ID,PU0008498,S00099,P00499,W019,2025-12-13,448,11301.6,2026-01-02,2026-01-04,0
8577,Invalid Foreign Key: Product_ID,PU0008576,S00177,P00577,W017,2026-03-01,76,9352.8,2026-03-21,2026-03-23,0
8614,Invalid Foreign Key: Product_ID,PU0008613,S00014,P00614,W014,2026-04-07,113,1885.7,2026-04-27,2026-05-17,0
8740,Future Date: Delivery_Date,PU0008739,S00140,P00740,W020,2026-08-11,239,4727.7,2026-08-31,2026-09-20,0
8749,Future Date: Delivery_Date,PU0008748,S00149,P00749,W009,2026-08-20,248,5580.0,2026-09-09,2026-09-29,0
8753,Future Date: Delivery_Date,PU0008752,S00153,P00753,W013,2026-08-24,252,6260.8,2026-09-13,2026-09-17,0
8754,Future Date: Delivery_Date,PU0008753,S00154,P00754,W014,2026-08-25,253,6436.5,2026-09-14,2026-09-19,0
8756,Future Date: Delivery_Date,PU0008755,S00156,P00756,W016,2026-08-27,255,6794.5,2026-09-16,2026-09-17,0
8757,Future Date: Delivery_Date,PU0008756,S00157,P00757,W017,2026-08-28,256,6976.8,2026-09-17,2026-09-19,0
8758,Future Date: Delivery_Date,PU0008757,S00158,P00758,W018,2026-08-29,257,7161.3,2026-09-18,2026-10-08,0
8759,Future Date: Delivery_Date,PU0008758,S00159,P00759,W019,2026-08-30,258,7348.000000000001,2026-09-19,2026-09-23,0
8760,Future Date: Delivery_Date,PU0008759,S00160,P00760,W020,2026-08-31,259,7536.900000000001,2026-09-20,2026-09-25,0
8842,Invalid Foreign Key: Product_ID,PU0008841,S00042,P00842,W002,2025-11-21,341,5242.900000000001,2025-12-11,2025-12-14,0
8921,Invalid Foreign Key: Product_ID,PU0008920,S00121,P00921,W001,2026-02-08,420,2600.0,2026-02-28,2026-03-04,34
8998,Invalid Foreign Key: Product_ID,PU0008997,S00198,P00998,W018,2026-04-26,497,11957.3,2026-05-16,2026-05-19,0
9109,Future Date: Delivery_Date,PU0009108,S00109,P00109,W009,2026-08-15,158,1180.0,2026-09-04,2026-09-24,0
9118,Future Date: Delivery_Date,PU0009117,S00118,P00118,W018,2026-08-24,167,2365.3,2026-09-13,2026-10-03,0
9119,Future Date: Delivery_Date,PU0009118,S00119,P00119,W019,2026-08-25,168,2508.0,2026-09-14,2026-09-18,0
9120,Future Date: Delivery_Date,PU0009119,S00120,P00120,W020,2026-08-26,169,2652.9,2026-09-15,2026-09-20,0
9121,Future Date: Delivery_Date,PU0009120,S00121,P00121,W001,2026-08-27,170,2500.0,2026-09-16,2026-09-16,14
9122,Future Date: Delivery_Date,PU0009121,S00122,P00122,W002,2026-08-28,171,2636.1,2026-09-17,2026-09-18,0
9123,Future Date: Delivery_Date,PU0009122,S00123,P00123,W003,2026-08-29,172,2774.4,2026-09-18,2026-09-20,0
9124,Future Date: Delivery_Date,PU0009123,S00124,P00124,W004,2026-08-30,173,2914.9,2026-09-19,2026-09-22,0
9125,Future Date: Delivery_Date,PU0009124,S00125,P00125,W005,2026-08-31,174,3057.6,2026-09-20,2026-09-24,0
9307,Invalid Foreign Key: Product_ID,PU0009306,S00107,P00307,W007,2026-03-01,356,1017.6,2026-03-21,2026-04-10,0
9421,Invalid Foreign Key: Product_ID,PU0009420,S00021,P00421,W001,2026-06-23,470,2500.0,2026-07-13,2026-07-13,38
9469,Future Date: Delivery_Date,PU0009468,S00069,P00469,W009,2026-08-10,68,7780.0,2026-08-30,2026-09-19,0
9478,Future Date: Delivery_Date,PU0009477,S00078,P00478,W018,2026-08-19,77,9559.3,2026-09-08,2026-09-28,0
9484,Future Date: Delivery_Date,PU0009483,S00084,P00484,W004,2026-08-25,83,9712.9,2026-09-14,2026-09-17,0
9485,Future Date: Delivery_Date,PU0009484,S00085,P00485,W005,2026-08-26,84,9921.6,2026-09-15,2026-09-19,0
9486,Future Date: Delivery_Date,PU0009485,S00086,P00486,W006,2026-08-27,85,10132.5,2026-09-16,2026-09-21,0
9487,Future Date: Delivery_Date,PU0009486,S00087,P00487,W007,2026-08-28,86,10345.6,2026-09-17,2026-10-07,0
9488,Future Date: Delivery_Date,PU0009487,S00088,P00488,W008,2026-08-29,87,10560.9,2026-09-18,2026-09-19,0
9489,Future Date: Delivery_Date,PU0009488,S00089,P00489,W009,2026-08-30,88,10778.4,2026-09-19,2026-09-21,0
9490,Future Date: Delivery_Date,PU0009489,S00090,P00490,W010,2026-08-31,89,10998.1,2026-09-20,2026-09-23,0
9499,Invalid Foreign Key: Product_ID,PU0009498,S00099,P00499,W019,2025-09-09,98,11744.8,2025-09-29,2025-09-29,0
9577,Invalid Foreign Key: Product_ID,PU0009576,S00177,P00577,W017,2025-11-26,176,8660.0,2025-12-16,2026-01-05,0
9614,Invalid Foreign Key: Product_ID,PU0009613,S00014,P00614,W014,2026-01-02,213,1747.3,2026-01-22,2026-01-23,0
9838,Future Date: Delivery_Date,PU0009837,S00038,P00838,W018,2026-08-14,437,4763.3,2026-09-03,2026-09-23,0
9842,Invalid Foreign Key: Product_ID,PU0009841,S00042,P00842,W002,2026-08-18,441,4858.1,2026-09-07,2026-09-08,0
9846,Future Date: Delivery_Date,PU0009845,S00046,P00846,W006,2026-08-22,445,5512.5,2026-09-11,2026-09-16,0
9847,Future Date: Delivery_Date,PU0009846,S00047,P00847,W007,2026-08-23,446,5681.6,2026-09-12,2026-10-02,0
9849,Future Date: Delivery_Date,PU0009848,S00049,P00849,W009,2026-08-25,448,6026.400000000001,2026-09-14,2026-09-16,0
9850,Future Date: Delivery_Date,PU0009849,S00050,P00850,W010,2026-08-26,449,6202.1,2026-09-15,2026-09-18,0
9851,Future Date: Delivery_Date,PU0009850,S00051,P00851,W011,2026-08-27,450,6380.000000000001,2026-09-16,2026-09-20,36
9852,Future Date: Delivery_Date,PU0009851,S00052,P00852,W012,2026-08-28,451,6560.1,2026-09-17,2026-09-22,0
9853,Future Date: Delivery_Date,PU0009852,S00053,P00853,W013,2026-08-29,452,6020.0,2026-09-18,2026-09-18,0
9854,Future Date: Delivery_Date,PU0009853,S00054,P00854,W014,2026-08-30,453,6191.3,2026-09-19,2026-09-20,0
9855,Future Date: Delivery_Date,PU0009854,S00055,P00855,W015,2026-08-31,454,6364.8,2026-09-20,2026-09-22,0
9921,Invalid Foreign Key: Product_ID,PU0009920,S00121,P00921,W001,2025-11-05,70,2700.0,2025-11-25,2025-11-27,6
9998,Invalid Foreign Key: Product_ID,PU0009997,S00198,P00998,W018,2026-01-21,147,11079.7,2026-02-10,2026-02-11,0
10007,Negative Value: Quantity,PU0010006,S00007,P00007,W007,2026-01-30,-10,1056.0,2026-02-19,2026-02-23,0
10198,Future Date: Delivery_Date,PU0010197,S00198,P00198,W018,2026-08-09,347,11957.3,2026-08-29,2026-09-18,0
10207,Future Date: Delivery_Date,PU0010206,S00007,P00207,W007,2026-08-18,356,1017.6,2026-09-07,2026-09-27,0
10212,Future Date: Delivery_Date,PU0010211,S00012,P00212,W012,2026-08-23,361,1676.1,2026-09-12,2026-09-17,0
10215,Future Date: Delivery_Date,PU0010214,S00015,P00215,W015,2026-08-26,364,1876.8,2026-09-15,2026-09-17,0
10216,Future Date: Delivery_Date,PU0010215,S00016,P00216,W016,2026-08-27,365,2008.5,2026-09-16,2026-10-06,0
10217,Future Date: Delivery_Date,PU0010216,S00017,P00217,W017,2026-08-28,366,2142.4,2026-09-17,2026-09-21,0
10218,Future Date: Delivery_Date,PU0010217,S00018,P00218,W018,2026-08-29,367,2278.5,2026-09-18,2026-09-23,0
10219,Future Date: Delivery_Date,PU0010218,S00019,P00219,W019,2026-08-30,368,2416.8,2026-09-19,2026-09-19,0
10220,Future Date: Delivery_Date,PU0010219,S00020,P00220,W020,2026-08-31,369,2557.3,2026-09-20,2026-09-21,0
10307,Invalid Foreign Key: Product_ID,PU0010306,S00107,P00307,W007,2025-11-26,456,1056.0,2025-12-16,2025-12-20,0
10421,Invalid Foreign Key: Product_ID,PU0010420,S00021,P00421,W001,2026-03-20,120,2600.0,2026-04-09,2026-04-13,10
10499,Invalid Foreign Key: Product_ID,PU0010498,S00099,P00499,W019,2026-06-06,198,12188.000000000002,2026-06-26,2026-06-30,0
10567,Future Date: Delivery_Date,PU0010566,S00167,P00567,W007,2026-08-13,266,8013.6,2026-09-02,2026-09-22,0
10576,Future Date: Delivery_Date,PU0010575,S00176,P00576,W016,2026-08-22,275,8806.5,2026-09-11,2026-10-01,0
10577,Future Date: Delivery_Date; Invalid Foreign Key: Product_ID,PU0010576,S00177,P00577,W017,2026-08-23,276,9006.4,2026-09-12,2026-09-16,0
10578,Future Date: Delivery_Date,PU0010577,S00178,P00578,W018,2026-08-24,277,9208.5,2026-09-13,2026-09-18,0
10580,Future Date: Delivery_Date,PU0010579,S00180,P00580,W020,2026-08-26,279,9619.3,2026-09-15,2026-09-16,0
10581,Future Date: Delivery_Date,PU0010580,S00181,P00581,W001,2026-08-27,280,9828.0,2026-09-16,2026-09-18,23
10582,Future Date: Delivery_Date,PU0010581,S00182,P00582,W002,2026-08-28,281,10038.9,2026-09-17,2026-09-20,0
10583,Future Date: Delivery_Date,PU0010582,S00183,P00583,W003,2026-08-29,282,10252.0,2026-09-18,2026-09-22,0
10584,Future Date: Delivery_Date,PU0010583,S00184,P00584,W004,2026-08-30,283,10467.3,2026-09-19,2026-09-24,0
10585,Future Date: Delivery_Date,PU0010584,S00185,P00585,W005,2026-08-31,284,9540.0,2026-09-20,2026-10-10,0
10614,Invalid Foreign Key: Product_ID,PU0010613,S00014,P00614,W014,2025-09-29,313,1816.5,2025-10-19,2025-10-24,0
10842,Invalid Foreign Key: Product_ID,PU0010841,S00042,P00842,W002,2026-05-15,91,5050.5,2026-06-04,2026-06-09,0
10921,Invalid Foreign Key: Product_ID,PU0010920,S00121,P00921,W001,2026-08-02,170,2500.0,2026-08-22,2026-08-22,14
10927,Future Date: Delivery_Date,PU0010926,S00127,P00927,W007,2026-08-08,176,3349.6000000000004,2026-08-28,2026-09-17,0
10936,Future Date: Delivery_Date,PU0010935,S00136,P00936,W016,2026-08-17,185,4274.5,2026-09-06,2026-09-26,0
10943,Future Date: Delivery_Date,PU0010942,S00143,P00943,W003,2026-08-24,192,5412.0,2026-09-13,2026-09-17,0
10944,Future Date: Delivery_Date,PU0010943,S00144,P00944,W004,2026-08-25,193,5583.3,2026-09-14,2026-09-19,0
10945,Future Date: Delivery_Date,PU0010944,S00145,P00945,W005,2026-08-26,194,5140.0,2026-09-15,2026-10-05,0
10946,Future Date: Delivery_Date,PU0010945,S00146,P00946,W006,2026-08-27,195,5302.5,2026-09-16,2026-09-17,0
10947,Future Date: Delivery_Date,PU0010946,S00147,P00947,W007,2026-08-28,196,5467.2,2026-09-17,2026-09-19,0
10948,Future Date: Delivery_Date,PU0010947,S00148,P00948,W008,2026-08-29,197,5634.1,2026-09-18,2026-09-21,0
10949,Future Date: Delivery_Date,PU0010948,S00149,P00949,W009,2026-08-30,198,5803.2,2026-09-19,2026-09-23,0
10950,Future Date: Delivery_Date,PU0010949,S00150,P00950,W010,2026-08-31,199,5974.5,2026-09-20,2026-09-25,0
10998,Invalid Foreign Key: Product_ID,PU0010997,S00198,P00998,W018,2025-10-18,247,11518.5,2025-11-07,2025-11-12,0
11296,Future Date: Delivery_Date,PU0011295,S00096,P00296,W016,2026-08-12,95,11072.5,2026-09-01,2026-09-21,0
11305,Future Date: Delivery_Date,PU0011304,S00105,P00305,W005,2026-08-21,104,740.0,2026-09-10,2026-09-30,0
11307,Invalid Foreign Key: Product_ID,PU0011306,S00107,P00307,W007,2026-08-23,106,979.2,2026-09-12,2026-09-14,0
11308,Future Date: Delivery_Date,PU0011307,S00108,P00308,W008,2026-08-24,107,1102.1,2026-09-13,2026-09-16,0
11309,Future Date: Delivery_Date,PU0011308,S00109,P00309,W009,2026-08-25,108,1227.2,2026-09-14,2026-09-18,0
11310,Future Date: Delivery_Date,PU0011309,S00110,P00310,W010,2026-08-26,109,1354.5,2026-09-15,2026-09-20,0
11311,Future Date: Delivery_Date,PU0011310,S00111,P00311,W011,2026-08-27,110,1484.0,2026-09-16,2026-09-16,9
11312,Future Date: Delivery_Date,PU0011311,S00112,P00312,W012,2026-08-28,111,1615.7,2026-09-17,2026-09-18,0
11313,Future Date: Delivery_Date,PU0011312,S00113,P00313,W013,2026-08-29,112,1749.6,2026-09-18,2026-09-20,0
11314,Future Date: Delivery_Date,PU0011313,S00114,P00314,W014,2026-08-30,113,1885.7,2026-09-19,2026-10-09,0
11315,Future Date: Delivery_Date,PU0011314,S00115,P00315,W015,2026-08-31,114,2024.0,2026-09-20,2026-09-24,0
11421,Invalid Foreign Key: Product_ID,PU0011420,S00021,P00421,W001,2025-12-15,220,2700.0,2026-01-04,2026-01-06,18
11499,Invalid Foreign Key: Product_ID,PU0011498,S00099,P00499,W019,2026-03-03,298,11301.6,2026-03-23,2026-03-25,0
11577,Invalid Foreign Key: Product_ID,PU0011576,S00177,P00577,W017,2026-05-20,376,9352.8,2026-06-09,2026-06-11,0
11614,Invalid Foreign Key: Product_ID,PU0011613,S00014,P00614,W014,2026-06-26,413,1885.7,2026-07-16,2026-07-19,0
11656,Future Date: Delivery_Date,PU0011655,S00056,P00656,W016,2026-08-07,455,6540.5,2026-08-27,2026-09-16,0
11665,Future Date: Delivery_Date,PU0011664,S00065,P00665,W005,2026-08-16,464,7340.0,2026-09-05,2026-09-25,0
11674,Future Date: Delivery_Date,PU0011673,S00074,P00674,W014,2026-08-25,473,9079.7,2026-09-14,2026-10-04,0
11675,Future Date: Delivery_Date,PU0011674,S00075,P00675,W015,2026-08-26,474,9284.0,2026-09-15,2026-09-19,0
11676,Future Date: Delivery_Date,PU0011675,S00076,P00676,W016,2026-08-27,475,9490.5,2026-09-16,2026-09-21,0
11677,Future Date: Delivery_Date,PU0011676,S00077,P00677,W017,2026-08-28,476,8660.0,2026-09-17,2026-09-17,0
11678,Future Date: Delivery_Date,PU0011677,S00078,P00678,W018,2026-08-29,477,8857.7,2026-09-18,2026-09-19,0
11679,Future Date: Delivery_Date,PU0011678,S00079,P00679,W019,2026-08-30,478,9057.6,2026-09-19,2026-09-21,0
11680,Future Date: Delivery_Date,PU0011679,S00080,P00680,W020,2026-08-31,479,9259.7,2026-09-20,2026-09-23,0
11842,Invalid Foreign Key: Product_ID,PU0011841,S00042,P00842,W002,2026-02-09,191,5242.900000000001,2026-03-01,2026-03-04,0
11921,Invalid Foreign Key: Product_ID,PU0011920,S00121,P00921,W001,2026-04-29,270,2600.0,2026-05-19,2026-05-23,22
11998,Invalid Foreign Key: Product_ID,PU0011997,S00198,P00998,W018,2026-07-15,347,11957.3,2026-08-04,2026-08-24,0
12004,Invalid Foreign Key: Supplier_ID,PU0012003,S99999,P00004,W004,2026-07-21,353,648.9,2026-08-10,2026-08-13,0
12025,Future Date: Delivery_Date,PU0012024,S00025,P00025,W005,2026-08-11,374,2940.0,2026-08-31,2026-09-20,0
12034,Future Date: Delivery_Date,PU0012033,S00034,P00034,W014,2026-08-20,383,4283.700000000001,2026-09-09,2026-09-29,0
12036,Future Date: Delivery_Date,PU0012035,S00036,P00036,W016,2026-08-22,385,4606.5,2026-09-11,2026-09-16,0
12039,Future Date: Delivery_Date,PU0012038,S00039,P00039,W019,2026-08-25,388,4569.6,2026-09-14,2026-09-16,0
12040,Future Date: Delivery_Date,PU0012039,S00040,P00040,W020,2026-08-26,389,4727.7,2026-09-15,2026-09-18,0
12041,Future Date: Delivery_Date,PU0012040,S00041,P00041,W001,2026-08-27,390,4888.0,2026-09-16,2026-09-20,32
12042,Future Date: Delivery_Date,PU0012041,S00042,P00042,W002,2026-08-28,391,5050.5,2026-09-17,2026-09-22,0
12043,Future Date: Delivery_Date,PU0012042,S00043,P00043,W003,2026-08-29,392,5215.2,2026-09-18,2026-10-08,0
12044,Future Date: Delivery_Date,PU0012043,S00044,P00044,W004,2026-08-30,393,5382.1,2026-09-19,2026-09-20,0
12045,Future Date: Delivery_Date,PU0012044,S00045,P00045,W005,2026-08-31,394,5551.200000000001,2026-09-20,2026-09-22,0
12307,Invalid Foreign Key: Product_ID,PU0012306,S00107,P00307,W007,2026-05-20,206,1017.6,2026-06-09,2026-06-09,0
12394,Future Date: Delivery_Date,PU0012393,S00194,P00394,W014,2026-08-15,293,11477.7,2026-09-04,2026-09-24,0
12402,Future Date: Delivery_Date,PU0012401,S00002,P00402,W002,2026-08-23,301,430.5,2026-09-12,2026-09-17,0
12403,Future Date: Delivery_Date,PU0012402,S00003,P00403,W003,2026-08-24,302,551.2,2026-09-13,2026-10-03,0
12405,Future Date: Delivery_Date,PU0012404,S00005,P00405,W005,2026-08-26,304,799.2,2026-09-15,2026-09-17,0
12406,Future Date: Delivery_Date,PU0012405,S00006,P00406,W006,2026-08-27,305,926.5,2026-09-16,2026-09-19,0
12407,Future Date: Delivery_Date,PU0012406,S00007,P00407,W007,2026-08-28,306,1056.0,2026-09-17,2026-09-21,0
12408,Future Date: Delivery_Date,PU0012407,S00008,P00408,W008,2026-08-29,307,1187.7,2026-09-18,2026-09-23,0
12409,Future Date: Delivery_Date,PU0012408,S00009,P00409,W009,2026-08-30,308,1180.0,2026-09-19,2026-09-19,0
12410,Future Date: Delivery_Date,PU0012409,S00010,P00410,W010,2026-08-31,309,1302.9,2026-09-20,2026-09-21,0
12421,Invalid Foreign Key: Product_ID,PU0012420,S00021,P00421,W001,2025-09-11,320,2500.0,2025-10-01,2025-10-21,26
12499,Invalid Foreign Key: Product_ID,PU0012498,S00099,P00499,W019,2025-11-28,398,11744.8,2025-12-18,2025-12-18,0
12577,Invalid Foreign Key: Product_ID,PU0012576,S00177,P00577,W017,2026-02-14,476,8660.0,2026-03-06,2026-03-06,0
12614,Invalid Foreign Key: Product_ID,PU0012613,S00014,P00614,W014,2026-03-23,63,1747.3,2026-04-12,2026-04-13,0
