Source_Row,Reject_Reasons,Order_Item_ID,Order_ID,Product_ID,Quantity,Unit_Price,Discount_Pct,Gross_Amount,Net_Amount
53379,Invalid Foreign Key: Order_ID,OI00053378,O0053378,P00379,4,14150.0,0.03,56600.0,4229.11
53421,Invalid Foreign Key: Product_ID,OI00053420,O0053420,P00421,1,4000.0,0.03,4000.0,298.88
53499,Invalid Foreign Key: Product_ID,OI00053498,O0053498,P00499,4,17650.0,0.04,70600.0,5220.8
53577,Invalid Foreign Key: Product_ID,OI00053576,O0053576,P00577,2,13800.0,0.05,27600.0,2019.73
53614,Invalid Foreign Key: Product_ID,OI00053613,O0053613,P00614,4,2775.0,0.0,11100.0,855.04
53751,Invalid Foreign Key: Order_ID,OI00053750,O0053750,P00751,1,9250.0,0.04,9250.0,684.03
53842,Invalid Foreign Key: Product_ID,OI00053841,O0053841,P00842,2,7675.0,0.04,15350.0,1135.12
53921,Invalid Foreign Key: Product_ID,OI00053920,O0053920,P00921,1,4000.0,0.06,4000.0,289.63
53958,Invalid Foreign Key: Order_ID,OI00053957,O0053957,P00958,3,10475.0,0.01,31425.0,2396.47
53998,Invalid Foreign Key: Product_ID,OI00053997,O0053997,P00998,3,17475.0,0.06,52425.0,3796.01
54166,Invalid Foreign Key: Order_ID,OI00054165,O0054165,P00166,1,11875.0,0.06,11875.0,859.85
54251,Invalid Foreign Key: Order_ID,OI00054250,O0054250,P00251,1,9250.0,0.0,9250.0,712.53
54307,Invalid Foreign Key: Product_ID,OI00054306,O0054306,P00307,2,1550.0,0.0,3100.0,238.79
54421,Invalid Foreign Key: Product_ID,OI00054420,O0054420,P00421,1,4000.0,0.02,4000.0,301.96
54452,Invalid Foreign Key: Product_ID,OI00054451,O0054451,P99999,2,9425.0,0.05,18850.0,1379.42
54499,Invalid Foreign Key: Product_ID,OI00054498,O0054498,P00499,4,17650.0,0.03,70600.0,5275.18
54577,Invalid Foreign Key: Product_ID,OI00054576,O0054576,P00577,2,13800.0,0.04,27600.0,2040.99
54614,Invalid Foreign Key: Product_ID,OI00054613,O0054613,P00614,4,2775.0,0.06,11100.0,803.73
54751,Invalid Foreign Key: Order_ID,OI00054750,O0054750,P00751,1,9250.0,0.03,9250.0,691.15
54842,Invalid Foreign Key: Product_ID,OI00054841,O0054841,P00842,2,7675.0,0.03,15350.0,1146.94
54921,Invalid Foreign Key: Product_ID,OI00054920,O0054920,P00921,1,4000.0,0.05,4000.0,292.71
54953,Invalid Foreign Key: Order_ID,OI00054952,O0054952,P00953,3,9600.0,0.02,28800.0,2174.1
54955,Invalid Foreign Key: Order_ID,OI00054954,O0054954,P00955,5,9950.0,0.04,49750.0,3678.96
54998,Invalid Foreign Key: Product_ID,OI00054997,O0054997,P00998,3,17475.0,0.05,52425.0,3836.39
55026,Invalid Foreign Key: Order_ID,OI00055025,O0055025,P00026,1,4875.0,0.05,4875.0,356.75
55034,Invalid Foreign Key: Order_ID,OI00055033,O9999999,P00034,4,6275.0,0.06,25100.0,1817.45
55088,Invalid Foreign Key: Order_ID,OI00055087,O0055087,P00088,3,15725.0,0.04,47175.0,3488.55
55251,Invalid Foreign Key: Order_ID,OI00055250,O0055250,P00251,1,9250.0,0.06,9250.0,669.78
55307,Invalid Foreign Key: Product_ID,OI00055306,O0055306,P00307,2,1550.0,0.06,3100.0,224.47
55421,Invalid Foreign Key: Product_ID,OI00055420,O0055420,P00421,1,4000.0,0.01,4000.0,305.04
55499,Invalid Foreign Key: Product_ID,OI00055498,O0055498,P00499,4,17650.0,0.02,70600.0,5329.57
55577,Invalid Foreign Key: Product_ID,OI00055576,O0055576,P00577,2,13800.0,0.03,27600.0,2062.25
55614,Invalid Foreign Key: Product_ID,OI00055613,O0055613,P00614,4,2775.0,0.05,11100.0,812.28
55740,Invalid Foreign Key: Order_ID,OI00055739,O0055739,P00740,5,7325.0,0.05,36625.0,2680.17
55751,Invalid Foreign Key: Order_ID,OI00055750,O0055750,P00751,1,9250.0,0.02,9250.0,698.28
55842,Invalid Foreign Key: Product_ID,OI00055841,O0055841,P00842,2,7675.0,0.02,15350.0,1158.77
55921,Invalid Foreign Key: Product_ID,OI00055920,O0055920,P00921,1,4000.0,0.04,4000.0,295.8
55952,Invalid Foreign Key: Order_ID,OI00055951,O0055951,P00952,2,9425.0,0.0,18850.0,1452.02
55998,Invalid Foreign Key: Product_ID,OI00055997,O0055997,P00998,3,17475.0,0.04,52425.0,3876.78
56009,Negative Value: Unit_Price; Negative Value: Gross_Amount; Negative Value: Net_Amount,OI00056008,O0056008,P00009,4,-500.0,0.01,-2000.0,-152.52
56015,Negative Value: Quantity; Negative Value: Gross_Amount; Negative Value: Net_Amount,OI00056014,O0056014,P00015,-2,2950.0,0.0,-5900.0,-454.48
56251,Invalid Foreign Key: Order_ID,OI00056250,O0056250,P00251,1,9250.0,0.05,9250.0,676.9
56307,Invalid Foreign Key: Product_ID,OI00056306,O0056306,P00307,2,1550.0,0.05,3100.0,226.85
56421,Invalid Foreign Key: Product_ID,OI00056420,O0056420,P00421,1,4000.0,0.0,4000.0,308.12
56499,Invalid Foreign Key: Product_ID,OI00056498,O0056498,P00499,4,17650.0,0.01,70600.0,5383.95
56527,Invalid Foreign Key: Order_ID,OI00056526,O0056526,P00527,2,5050.0,0.01,10100.0,770.23
56577,Invalid Foreign Key: Product_ID,OI00056576,O0056576,P00577,2,13800.0,0.02,27600.0,2083.51
56614,Invalid Foreign Key: Product_ID,OI00056613,O0056613,P00614,4,2775.0,0.04,11100.0,820.83
56628,Invalid Foreign Key: Order_ID,OI00056627,O0056627,P00628,3,5225.0,0.04,15675.0,1159.15
56751,Invalid Foreign Key: Order_ID,OI00056750,O0056750,P00751,1,9250.0,0.01,9250.0,705.4
56842,Invalid Foreign Key: Product_ID,OI00056841,O0056841,P00842,2,7675.0,0.01,15350.0,1170.59
56865,Invalid Foreign Key: Order_ID,OI00056864,O0056864,P00865,5,11700.0,0.03,58500.0,4371.08
56921,Invalid Foreign Key: Product_ID,OI00056920,O0056920,P00921,1,4000.0,0.03,4000.0,298.88
56949,Invalid Foreign Key: Order_ID,OI00056948,O0056948,P00949,4,8900.0,0.03,35600.0,2660.01
56998,Invalid Foreign Key: Product_ID,OI00056997,O0056997,P00998,3,17475.0,0.03,52425.0,3917.16
57227,Invalid Foreign Key: Order_ID,OI00057226,O0057226,P00227,2,5050.0,0.01,10100.0,770.23
57251,Invalid Foreign Key: Order_ID,OI00057250,O0057250,P00251,1,9250.0,0.04,9250.0,684.03
57307,Invalid Foreign Key: Product_ID,OI00057306,O0057306,P00307,2,1550.0,0.04,3100.0,229.24
57314,Invalid Foreign Key: Order_ID,OI00057313,O0057313,P00314,4,2775.0,0.04,11100.0,820.83
57421,Invalid Foreign Key: Product_ID,OI00057420,O0057420,P00421,1,4000.0,0.06,4000.0,289.63
57499,Invalid Foreign Key: Product_ID,OI00057498,O0057498,P00499,4,17650.0,0.0,70600.0,5438.33
57577,Invalid Foreign Key: Product_ID,OI00057576,O0057576,P00577,2,13800.0,0.01,27600.0,2104.77
57614,Invalid Foreign Key: Product_ID,OI00057613,O0057613,P00614,4,2775.0,0.03,11100.0,829.38
57655,Invalid Foreign Key: Product_ID,OI00057654,O0057654,P99999,5,9950.0,0.02,49750.0,3755.61
57751,Invalid Foreign Key: Order_ID,OI00057750,O0057750,P00751,1,9250.0,0.0,9250.0,712.53
57842,Invalid Foreign Key: Product_ID,OI00057841,O0057841,P00842,2,7675.0,0.0,15350.0,1182.41
57921,Invalid Foreign Key: Product_ID,OI00057920,O0057920,P00921,1,4000.0,0.02,4000.0,301.96
57946,Invalid Foreign Key: Order_ID,OI00057945,O0057945,P00946,1,8375.0,0.06,8375.0,606.42
57998,Invalid Foreign Key: Product_ID,OI00057997,O0057997,P00998,3,17475.0,0.02,52425.0,3957.54
58101,Invalid Foreign Key: Order_ID,OI00058100,O0058100,P00101,1,500.0,0.0,500.0,38.52
58251,Invalid Foreign Key: Order_ID,OI00058250,O0058250,P00251,1,9250.0,0.03,9250.0,691.15
58307,Invalid Foreign Key: Product_ID,OI00058306,O0058306,P00307,2,1550.0,0.03,3100.0,231.63
58421,Invalid Foreign Key: Product_ID,OI00058420,O0058420,P00421,1,4000.0,0.05,4000.0,292.71
58499,Invalid Foreign Key: Product_ID,OI00058498,O0058498,P00499,4,17650.0,0.06,70600.0,5112.03
58577,Invalid Foreign Key: Product_ID,OI00058576,O0058576,P00577,2,13800.0,0.0,27600.0,2126.03
58614,Invalid Foreign Key: Product_ID,OI00058613,O0058613,P00614,4,2775.0,0.02,11100.0,837.93
58642,Invalid Foreign Key: Order_ID,OI00058641,O0058641,P00642,2,7675.0,0.02,15350.0,1158.77
58751,Invalid Foreign Key: Order_ID,OI00058750,O0058750,P00751,1,9250.0,0.06,9250.0,669.78
58842,Invalid Foreign Key: Product_ID,OI00058841,O0058841,P00842,2,7675.0,0.06,15350.0,1111.47
58888,Invalid Foreign Key: Order_ID,OI00058887,O0058887,P00888,3,15725.0,0.03,47175.0,3524.88
58921,Invalid Foreign Key: Product_ID,OI00058920,O0058920,P00921,1,4000.0,0.01,4000.0,305.04
58943,Invalid Foreign Key: Order_ID,OI00058942,O0058942,P00943,3,7850.0,0.02,23550.0,1777.78
58998,Invalid Foreign Key: Product_ID,OI00058997,O0058997,P00998,3,17475.0,0.01,52425.0,3997.93
59251,Invalid Foreign Key: Order_ID,OI00059250,O0059250,P00251,1,9250.0,0.02,9250.0,698.28
59307,Invalid Foreign Key: Product_ID,OI00059306,O0059306,P00307,2,1550.0,0.02,3100.0,234.02
59421,Invalid Foreign Key: Product_ID,OI00059420,O0059420,P00421,1,4000.0,0.04,4000.0,295.8
59428,Invalid Foreign Key: Order_ID,OI00059427,O0059427,P00428,3,5225.0,0.04,15675.0,1159.15
59499,Invalid Foreign Key: Product_ID,OI00059498,O0059498,P00499,4,17650.0,0.05,70600.0,5166.42
59577,Invalid Foreign Key: Product_ID,OI00059576,O0059576,P00577,2,13800.0,0.06,27600.0,1998.47
59614,Invalid Foreign Key: Product_ID,OI00059613,O0059613,P00614,4,2775.0,0.01,11100.0,846.49
59675,Invalid Foreign Key: Order_ID,OI00059674,O0059674,P00675,5,13450.0,0.06,67250.0,4869.47
59751,Invalid Foreign Key: Order_ID,OI00059750,O0059750,P00751,1,9250.0,0.05,9250.0,676.9
59842,Invalid Foreign Key: Product_ID,OI00059841,O0059841,P00842,2,7675.0,0.05,15350.0,1123.29
59921,Invalid Foreign Key: Product_ID,OI00059920,O0059920,P00921,1,4000.0,0.0,4000.0,308.12
59940,Invalid Foreign Key: Order_ID,OI00059939,O0059939,P00940,5,7325.0,0.05,36625.0,2680.17
59959,Invalid Foreign Key: Order_ID,OI00059958,O0059958,P00959,4,10650.0,0.03,42600.0,3183.04
59998,Invalid Foreign Key: Product_ID,OI00059997,O0059997,P00998,3,17475.0,0.0,52425.0,4038.31
60016,Negative Value: Quantity; Negative Value: Gross_Amount; Negative Value: Net_Amount,OI00060015,O0060015,P00016,-2,3125.0,0.04,-6250.0,-462.18
60037,Invalid Foreign Key: Order_ID,OI00060036,O9999999,P00037,2,6800.0,0.04,13600.0,1005.71
60043,Invalid Foreign Key: Order_ID,OI00060042,O0060042,P00043,3,7850.0,0.03,23550.0,1759.64
60251,Invalid Foreign Key: Order_ID,OI00060250,O0060250,P00251,1,9250.0,0.01,9250.0,705.4
60307,Invalid Foreign Key: Product_ID,OI00060306,O0060306,P00307,2,1550.0,0.01,3100.0,236.41
60419,Invalid Foreign Key: Order_ID,OI00060418,O0060418,P00419,4,3650.0,0.01,14600.0,1113.39
60421,Invalid Foreign Key: Product_ID,OI00060420,O0060420,P00421,1,4000.0,0.03,4000.0,298.88
60499,Invalid Foreign Key: Product_ID,OI00060498,O0060498,P00499,4,17650.0,0.04,70600.0,5220.8
60577,Invalid Foreign Key: Product_ID,OI00060576,O0060576,P00577,2,13800.0,0.05,27600.0,2019.73
60614,Invalid Foreign Key: Product_ID,OI00060613,O0060613,P00614,4,2775.0,0.0,11100.0,855.04
60751,Invalid Foreign Key: Order_ID,OI00060750,O0060750,P00751,1,9250.0,0.04,9250.0,684.03
60787,Invalid Foreign Key: Order_ID,OI00060786,O0060786,P00787,2,15550.0,0.05,31100.0,2275.86
60842,Invalid Foreign Key: Product_ID,OI00060841,O0060841,P00842,2,7675.0,0.04,15350.0,1135.12
60858,Invalid Foreign Key: Product_ID,OI00060857,O0060857,P99999,3,10475.0,0.06,31425.0,2275.43
60921,Invalid Foreign Key: Product_ID,OI00060920,O0060920,P00921,1,4000.0,0.06,4000.0,289.63
60997,Invalid Foreign Key: Order_ID,OI00060996,O0060996,P00997,2,17300.0,0.05,34600.0,2531.98
60998,Invalid Foreign Key: Product_ID,OI00060997,O0060997,P00998,3,17475.0,0.06,52425.0,3796.01
61251,Invalid Foreign Key: Order_ID,OI00061250,O0061250,P00251,1,9250.0,0.0,9250.0,712.53
61307,Invalid Foreign Key: Product_ID,OI00061306,O0061306,P00307,2,1550.0,0.0,3100.0,238.79
61421,Invalid Foreign Key: Product_ID,OI00061420,O0061420,P00421,1,4000.0,0.02,4000.0,301.96
61499,Invalid Foreign Key: Product_ID,OI00061498,O0061498,P00499,4,17650.0,0.03,70600.0,5275.18
61574,Invalid Foreign Key: Order_ID,OI00061573,O0061573,P00574,4,13275.0,0.01,53100.0,4049.4
61577,Invalid Foreign Key: Product_ID,OI00061576,O0061576,P00577,2,13800.0,0.04,27600.0,2040.99
61614,Invalid Foreign Key: Product_ID,OI00061613,O0061613,P00614,4,2775.0,0.06,11100.0,803.73
61629,Invalid Foreign Key: Order_ID,OI00061628,O0061628,P00629,4,5400.0,0.0,21600.0,1663.85
61751,Invalid Foreign Key: Order_ID,OI00061750,O0061750,P00751,1,9250.0,0.03,9250.0,691.15
61842,Invalid Foreign Key: Product_ID,OI00061841,O0061841,P00842,2,7675.0,0.03,15350.0,1146.94
61921,Invalid Foreign Key: Product_ID,OI00061920,O0061920,P00921,1,4000.0,0.05,4000.0,292.71
61994,Invalid Foreign Key: Order_ID,OI00061993,O0061993,P00994,4,16775.0,0.01,67100.0,5117.04
61998,Invalid Foreign Key: Product_ID,OI00061997,O0061997,P00998,3,17475.0,0.05,52425.0,3836.39
62196,Invalid Foreign Key: Order_ID,OI00062195,O0062195,P00196,1,17125.0,0.0,17125.0,1319.14
62251,Invalid Foreign Key: Order_ID,OI00062250,O0062250,P00251,1,9250.0,0.06,9250.0,669.78
62307,Invalid Foreign Key: Product_ID,OI00062306,O0062306,P00307,2,1550.0,0.06,3100.0,224.47
62361,Invalid Foreign Key: Order_ID,OI00062360,O0062360,P00361,1,11000.0,0.04,11000.0,813.44
62421,Invalid Foreign Key: Product_ID,OI00062420,O0062420,P00421,1,4000.0,0.01,4000.0,305.04
62499,Invalid Foreign Key: Product_ID,OI00062498,O0062498,P00499,4,17650.0,0.02,70600.0,5329.57
62577,Invalid Foreign Key: Product_ID,OI00062576,O0062576,P00577,2,13800.0,0.03,27600.0,2062.25
62614,Invalid Foreign Key: Product_ID,OI00062613,O0062613,P00614,4,2775.0,0.05,11100.0,812.28
62751,Invalid Foreign Key: Order_ID,OI00062750,O0062750,P00751,1,9250.0,0.02,9250.0,698.28
62842,Invalid Foreign Key: Product_ID,OI00062841,O0062841,P00842,2,7675.0,0.02,15350.0,1158.77
62921,Invalid Foreign Key: Product_ID,OI00062920,O0062920,P00921,1,4000.0,0.04,4000.0,295.8
62991,Invalid Foreign Key: Order_ID,OI00062990,O0062990,P00991,1,16250.0,0.04,16250.0,1201.67
62998,Invalid Foreign Key: Product_ID,OI00062997,O0062997,P00998,3,17475.0,0.04,52425.0,3876.78
63010,Negative Value: Unit_Price; Negative Value: Gross_Amount; Negative Value: Net_Amount,OI00063009,O0063009,P00010,5,-500.0,0.02,-2500.0,-188.72
63148,Invalid Foreign Key: Order_ID,OI00063147,O0063147,P00148,3,8725.0,0.0,26175.0,2016.27
63251,Invalid Foreign Key: Order_ID,OI00063250,O0063250,P00251,1,9250.0,0.05,9250.0,676.9
63290,Invalid Foreign Key: Order_ID,OI00063289,O0063289,P00290,5,16075.0,0.02,80375.0,6067.48
63307,Invalid Foreign Key: Product_ID,OI00063306,O0063306,P00307,2,1550.0,0.05,3100.0,226.85
63421,Invalid Foreign Key: Product_ID,OI00063420,O0063420,P00421,1,4000.0,0.0,4000.0,308.12
63499,Invalid Foreign Key: Product_ID,OI00063498,O0063498,P00499,4,17650.0,0.01,70600.0,5383.95
63577,Invalid Foreign Key: Product_ID,OI00063576,O0063576,P00577,2,13800.0,0.02,27600.0,2083.51
63614,Invalid Foreign Key: Product_ID,OI00063613,O0063613,P00614,4,2775.0,0.04,11100.0,820.83
63751,Invalid Foreign Key: Order_ID,OI00063750,O0063750,P00751,1,9250.0,0.01,9250.0,705.4
63830,Invalid Foreign Key: Order_ID,OI00063829,O0063829,P00830,5,5575.0,0.03,27875.0,2082.8
63842,Invalid Foreign Key: Product_ID,OI00063841,O0063841,P00842,2,7675.0,0.01,15350.0,1170.59
63921,Invalid Foreign Key: Product_ID,OI00063920,O0063920,P00921,1,4000.0,0.03,4000.0,298.88
63935,Invalid Foreign Key: Order_ID,OI00063934,O0063934,P00935,5,6450.0,0.03,32250.0,2409.7
63973,Invalid Foreign Key: Order_ID,OI00063972,O0063972,P00973,3,13100.0,0.06,39300.0,2845.65
63988,Invalid Foreign Key: Order_ID,OI00063987,O0063987,P00988,3,15725.0,0.0,47175.0,3633.9
63998,Invalid Foreign Key: Product_ID,OI00063997,O0063997,P00998,3,17475.0,0.03,52425.0,3917.16
64017,Negative Value: Quantity; Negative Value: Gross_Amount; Negative Value: Net_Amount,OI00064016,O0064016,P00017,-2,3300.0,0.01,-6600.0,-503.32
64061,Invalid Foreign Key: Product_ID,OI00064060,O0064060,P99999,1,11000.0,0.03,11000.0,821.91
64251,Invalid Foreign Key: Order_ID,OI00064250,O0064250,P00251,1,9250.0,0.04,9250.0,684.03
64307,Invalid Foreign Key: Product_ID,OI00064306,O0064306,P00307,2,1550.0,0.04,3100.0,229.24
64421,Invalid Foreign Key: Product_ID,OI00064420,O0064420,P00421,1,4000.0,0.06,4000.0,289.63
64499,Invalid Foreign Key: Product_ID,OI00064498,O0064498,P00499,4,17650.0,0.0,70600.0,5438.33
64577,Invalid Foreign Key: Product_ID,OI00064576,O0064576,P00577,2,13800.0,0.01,27600.0,2104.77
64614,Invalid Foreign Key: Product_ID,OI00064613,O0064613,P00614,4,2775.0,0.03,11100.0,829.38
64722,Invalid Foreign Key: Order_ID,OI00064721,O0064721,P00722,2,4175.0,0.06,8350.0,604.61
64751,Invalid Foreign Key: Order_ID,OI00064750,O0064750,P00751,1,9250.0,0.0,9250.0,712.53
64842,Invalid Foreign Key: Product_ID,OI00064841,O0064841,P00842,2,7675.0,0.0,15350.0,1182.41
64921,Invalid Foreign Key: Product_ID,OI00064920,O0064920,P00921,1,4000.0,0.02,4000.0,301.96
64985,Invalid Foreign Key: Order_ID,OI00064984,O0064984,P00985,5,15200.0,0.03,76000.0,5678.67
64998,Invalid Foreign Key: Product_ID,OI00064997,O0064997,P00998,3,17475.0,0.02,52425.0,3957.54
65040,Invalid Foreign Key: Order_ID,OI00065039,O9999999,P00040,5,7325.0,0.02,36625.0,2764.81
65251,Invalid Foreign Key: Order_ID,OI00065250,O0065250,P00251,1,9250.0,0.03,9250.0,691.15
65307,Invalid Foreign Key: Product_ID,OI00065306,O0065306,P00307,2,1550.0,0.03,3100.0,231.63
65421,Invalid Foreign Key: Product_ID,OI00065420,O0065420,P00421,1,4000.0,0.05,4000.0,292.71
65499,Invalid Foreign Key: Product_ID,OI00065498,O0065498,P00499,4,17650.0,0.06,70600.0,5112.03
65509,Invalid Foreign Key: Order_ID,OI00065508,O0065508,P00509,4,1900.0,0.02,7600.0,573.72
65577,Invalid Foreign Key: Product_ID,OI00065576,O0065576,P00577,2,13800.0,0.0,27600.0,2126.03
65614,Invalid Foreign Key: Product_ID,OI00065613,O0065613,P00614,4,2775.0,0.02,11100.0,837.93
65750,Invalid Foreign Key: Order_ID,OI00065749,O0065749,P00750,5,9075.0,0.05,45375.0,3320.48
65751,Invalid Foreign Key: Order_ID,OI00065750,O0065750,P00751,1,9250.0,0.06,9250.0,669.78
65842,Invalid Foreign Key: Product_ID,OI00065841,O0065841,P00842,2,7675.0,0.06,15350.0,1111.47
65921,Invalid Foreign Key: Product_ID,OI00065920,O0065920,P00921,1,4000.0,0.01,4000.0,305.04
65982,Invalid Foreign Key: Order_ID,OI00065981,O0065981,P00982,2,14675.0,0.06,29350.0,2125.19
65998,Invalid Foreign Key: Product_ID,OI00065997,O0065997,P00998,3,17475.0,0.01,52425.0,3997.93
66031,Invalid Foreign Key: Order_ID,OI00066030,O0066030,P00031,1,5750.0,0.06,5750.0,416.35
66251,Invalid Foreign Key: Order_ID,OI00066250,O0066250,P00251,1,9250.0,0.02,9250.0,698.28
66296,Invalid Foreign Key: Order_ID,OI00066295,O0066295,P00296,1,17125.0,0.05,17125.0,1253.19
66307,Invalid Foreign Key: Product_ID,OI00066306,O0066306,P00307,2,1550.0,0.02,3100.0,234.02
66421,Invalid Foreign Key: Product_ID,OI00066420,O0066420,P00421,1,4000.0,0.04,4000.0,295.8
66499,Invalid Foreign Key: Product_ID,OI00066498,O0066498,P00499,4,17650.0,0.05,70600.0,5166.42
66577,Invalid Foreign Key: Product_ID,OI00066576,O0066576,P00577,2,13800.0,0.06,27600.0,1998.47
66614,Invalid Foreign Key: Product_ID,OI00066613,O0066613,P00614,4,2775.0,0.01,11100.0,846.49
66621,Invalid Foreign Key: Order_ID,OI00066620,O0066620,P00621,1,4000.0,0.01,4000.0,305.04
66751,Invalid Foreign Key: Order_ID,OI00066750,O0066750,P00751,1,9250.0,0.05,9250.0,676.9
66842,Invalid Foreign Key: Product_ID,OI00066841,O0066841,P00842,2,7675.0,0.05,15350.0,1123.29
66921,Invalid Foreign Key: Product_ID,OI00066920,O0066920,P00921,1,4000.0,0.0,4000.0,308.12
66979,Invalid Foreign Key: Order_ID,OI00066978,O0066978,P00979,4,14150.0,0.02,56600.0,4272.71
66998,Invalid Foreign Key: Product_ID,OI00066997,O0066997,P00998,3,17475.0,0.0,52425.0,4038.31
67083,Invalid Foreign Key: Order_ID,OI00067082,O0067082,P00083,3,14850.0,0.01,44550.0,3397.38
67251,Invalid Foreign Key: Order_ID,OI00067250,O0067250,P00251,1,9250.0,0.01,9250.0,705.4
67264,Invalid Foreign Key: Product_ID,OI00067263,O0067263,P99999,4,11525.0,0.0,46100.0,3551.09
67307,Invalid Foreign Key: Product_ID,OI00067306,O0067306,P00307,2,1550.0,0.01,3100.0,236.41
67421,Invalid Foreign Key: Product_ID,OI00067420,O0067420,P00421,1,4000.0,0.03,4000.0,298.88
67499,Invalid Foreign Key: Product_ID,OI00067498,O0067498,P00499,4,17650.0,0.04,70600.0,5220.8
67527,Invalid Foreign Key: Order_ID,OI00067526,O0067526,P00527,2,5050.0,0.04,10100.0,746.89
67577,Invalid Foreign Key: Product_ID,OI00067576,O0067576,P00577,2,13800.0,0.05,27600.0,2019.73
67614,Invalid Foreign Key: Product_ID,OI00067613,O0067613,P00614,4,2775.0,0.0,11100.0,855.04
67751,Invalid Foreign Key: Order_ID,OI00067750,O0067750,P00751,1,9250.0,0.04,9250.0,684.03
67842,Invalid Foreign Key: Product_ID,OI00067841,O0067841,P00842,2,7675.0,0.04,15350.0,1135.12
67870,Invalid Foreign Key: Order_ID,OI00067869,O0067869,P00870,5,12575.0,0.04,62875.0,4649.54
67921,Invalid Foreign Key: Product_ID,OI00067920,O0067920,P00921,1,4000.0,0.06,4000.0,289.63
67976,Invalid Foreign Key: Order_ID,OI00067975,O0067975,P00976,1,13625.0,0.05,13625.0,997.06
67998,Invalid Foreign Key: Product_ID,OI00067997,O0067997,P00998,3,17475.0,0.06,52425.0,3796.01
68018,Negative Value: Quantity; Negative Value: Gross_Amount; Negative Value: Net_Amount,OI00068017,O0068017,P00018,-2,3475.0,0.05,-6950.0,-508.59
68232,Invalid Foreign Key: Order_ID,OI00068231,O0068231,P00232,2,5925.0,0.02,11850.0,894.55
68251,Invalid Foreign Key: Order_ID,OI00068250,O0068250,P00251,1,9250.0,0.0,9250.0,712.53
68307,Invalid Foreign Key: Product_ID,OI00068306,O0068306,P00307,2,1550.0,0.0,3100.0,238.79
68421,Invalid Foreign Key: Product_ID,OI00068420,O0068420,P00421,1,4000.0,0.02,4000.0,301.96
68499,Invalid Foreign Key: Product_ID,OI00068498,O0068498,P00499,4,17650.0,0.03,70600.0,5275.18
68577,Invalid Foreign Key: Product_ID,OI00068576,O0068576,P00577,2,13800.0,0.04,27600.0,2040.99
68614,Invalid Foreign Key: Product_ID,OI00068613,O0068613,P00614,4,2775.0,0.06,11100.0,803.73
68657,Invalid Foreign Key: Order_ID,OI00068656,O0068656,P00657,2,10300.0,0.0,20600.0,1586.82
68751,Invalid Foreign Key: Order_ID,OI00068750,O0068750,P00751,1,9250.0,0.03,9250.0,691.15
68842,Invalid Foreign Key: Product_ID,OI00068841,O0068841,P00842,2,7675.0,0.03,15350.0,1146.94
68921,Invalid Foreign Key: Product_ID,OI00068920,O0068920,P00921,1,4000.0,0.05,4000.0,292.71
68973,Invalid Foreign Key: Order_ID,OI00068972,O0068972,P00973,3,13100.0,0.01,39300.0,2997.02
68998,Invalid Foreign Key: Product_ID,OI00068997,O0068997,P00998,3,17475.0,0.05,52425.0,3836.39
69251,Invalid Foreign Key: Order_ID,OI00069250,O0069250,P00251,1,9250.0,0.06,9250.0,669.78
69304,Invalid Foreign Key: Order_ID,OI00069303,O0069303,P00304,4,1025.0,0.03,4100.0,306.35
69307,Invalid Foreign Key: Product_ID,OI00069306,O0069306,P00307,2,1550.0,0.06,3100.0,224.47
69421,Invalid Foreign Key: Product_ID,OI00069420,O0069420,P00421,1,4000.0,0.01,4000.0,305.04
69444,Invalid Foreign Key: Order_ID,OI00069443,O0069443,P00444,4,8025.0,0.03,32100.0,2398.49
69499,Invalid Foreign Key: Product_ID,OI00069498,O0069498,P00499,4,17650.0,0.02,70600.0,5329.57
69577,Invalid Foreign Key: Product_ID,OI00069576,O0069576,P00577,2,13800.0,0.03,27600.0,2062.25
69614,Invalid Foreign Key: Product_ID,OI00069613,O0069613,P00614,4,2775.0,0.05,11100.0,812.28
69751,Invalid Foreign Key: Order_ID,OI00069750,O0069750,P00751,1,9250.0,0.02,9250.0,698.28
69842,Invalid Foreign Key: Product_ID,OI00069841,O0069841,P00842,2,7675.0,0.02,15350.0,1158.77
69921,Invalid Foreign Key: Product_ID,OI00069920,O0069920,P00921,1,4000.0,0.04,4000.0,295.8
69952,Invalid Foreign Key: Order_ID,OI00069951,O0069951,P00952,2,9425.0,0.0,18850.0,1452.02
69970,Invalid Foreign Key: Order_ID,OI00069969,O0069969,P00970,5,12575.0,0.04,62875.0,4649.54
69998,Invalid Foreign Key: Product_ID,OI00069997,O0069997,P00998,3,17475.0,0.04,52425.0,3876.78
70011,Negative Value: Unit_Price; Negative Value: Gross_Amount; Negative Value: Net_Amount,OI00070010,O0070010,P00011,1,-500.0,0.03,-500.0,-37.36
70043,Invalid Foreign Key: Order_ID,OI00070042,O9999999,P00043,3,7850.0,0.0,23550.0,1814.06
70050,Invalid Foreign Key: Order_ID,OI00070049,O0070049,P00050,5,9075.0,0.0,45375.0,3495.25
70231,Invalid Foreign Key: Order_ID,OI00070230,O0070230,P00231,1,5750.0,0.06,5750.0,416.35
70251,Invalid Foreign Key: Order_ID,OI00070250,O0070250,P00251,1,9250.0,0.05,9250.0,676.9
70307,Invalid Foreign Key: Product_ID,OI00070306,O0070306,P00307,2,1550.0,0.05,3100.0,226.85
