Source_Row,Reject_Reasons,Return_ID,Order_ID,Order_Item_ID,Customer_ID,Product_ID,Return_Date,Return_Quantity,Refund_Amount,Reason,Status
9486,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0009485,O0023306,OI00123306,C003307,P00307,2026-07-04,1,112.50858121891729,Changed mind,Pending
9674,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,RT0009673,O0025750,OI00125750,C005751,P00751,2025-09-19,1,671.4221782419257,Quality issue,Pending
9681,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0009680,O0025841,OI00125841,C005842,P00842,2025-12-26,1,557.0989424872195,Quality issue,Rejected
9693,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0009692,O0025997,OI00125997,C005998,P00998,2026-06-12,1,1268.443520516503,Changed mind,Pending
9764,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0009763,O0026920,OI00126920,C006921,P00921,2026-03-03,1,290.3447257262381,Late delivery,Refunded
9837,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,RT0009836,O0027869,OI00127869,C007870,P00870,2025-12-20,1,912.7712315018612,Late delivery,Pending
10005,Future Date: Return_Date,RT0010004,O0030053,OI00130053,C010054,P00054,2027-05-01,1,709.5299234934945,Changed mind,Refunded
10017,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,RT0010016,O0030209,OI00130209,C010210,P00210,2025-11-15,1,150.61632647048603,Changed mind,Rejected
10125,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0010124,O0031613,OI00131613,C011614,P00614,2026-01-06,1,201.42665347257773,Wrong item,Pending
10174,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,RT0010173,O0032250,OI00132250,C012251,P00251,2025-11-23,1,671.4221782419257,Quality issue,Pending
10264,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0010263,O0033420,OI00133420,C013421,P00421,2026-05-07,1,290.3447257262381,Changed mind,Pending
10270,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0010269,O0033498,OI00133498,C013499,P00499,2026-07-30,1,1281.1461022670258,Wrong item,Pending
10276,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0010275,O0033576,OI00133576,C013577,P00577,2025-10-22,1,1001.6893037555216,Wrong item,Rejected
10382,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,RT0010381,O0034954,OI00134954,C014955,P00955,2025-11-15,1,722.2325052440174,Changed mind,Refunded
10486,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0010485,O0036306,OI00136306,C016307,P00307,2025-11-11,1,112.50858121891729,Damaged,Pending
10624,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,RT0010623,O0038100,OI00138100,C018101,P00101,2026-02-26,1,36.29309071577977,Changed mind,Rejected
10674,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,RT0010673,O0038750,OI00138750,C018751,P00751,2026-01-27,1,671.4221782419257,Damaged,Pending
10681,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0010680,O0038841,OI00138841,C018842,P00842,2026-05-05,1,557.0989424872195,Changed mind,Rejected
10693,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0010692,O0038997,OI00138997,C018998,P00998,2025-10-20,1,1268.443520516503,Wrong item,Pending
10764,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0010763,O0039920,OI00139920,C019921,P00921,2026-07-11,1,290.3447257262381,Late delivery,Rejected
10768,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,RT0010767,O0039972,OI00139972,C019973,P00973,2025-09-05,1,950.87897675343,Quality issue,Pending
11125,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0011124,O0044613,OI00144613,C004614,P00614,2026-05-16,1,201.42665347257773,Changed mind,Refunded
11174,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,RT0011173,O0045250,OI00145250,C005251,P00251,2026-04-02,1,671.4221782419257,Wrong item,Pending
11264,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0011263,O0046420,OI00146420,C006421,P00421,2025-09-14,1,290.3447257262381,Late delivery,Pending
11270,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0011269,O0046498,OI00146498,C006499,P00499,2025-12-07,1,1281.1461022670258,Damaged,Rejected
11276,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0011275,O0046576,OI00146576,C006577,P00577,2026-03-01,1,1001.6893037555216,Quality issue,Rejected
11418,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,RT0011417,O0048422,OI00148422,C008423,P00423,2026-08-11,1,315.749889227284,Damaged,Pending
11436,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,RT0011435,O0048656,OI00148656,C008657,P00657,2026-04-20,1,747.6376687450633,Late delivery,Pending
11486,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0011485,O0049306,OI00149306,C009307,P00307,2026-03-21,1,112.50858121891729,Changed mind,Refunded
11537,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,RT0011536,O0049969,OI00149969,C009970,P00970,2026-03-05,1,912.7712315018612,Late delivery,Refunded
11581,Invalid Foreign Key: Order_Item_ID,RT0011580,O0050541,OI00150541,C010542,P00542,2025-11-11,1,557.0989424872195,Quality issue,Pending
11674,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,RT0011673,O0051750,OI00151750,C011751,P00751,2026-06-06,1,671.4221782419257,Late delivery,Refunded
11681,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0011680,O0051841,OI00151841,C011842,P00842,2025-09-12,1,557.0989424872195,Quality issue,Refunded
11693,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0011692,O0051997,OI00151997,C011998,P00998,2026-02-27,1,1268.443520516503,Damaged,Rejected
11764,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0011763,O0052920,OI00152920,C012921,P00921,2025-11-18,1,290.3447257262381,Quality issue,Pending
11794,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,RT0011793,O0053310,OI00153310,C013311,P00311,2026-01-12,1,163.31890822100897,Changed mind,Pending
12005,Duplicate Primary Key,RT0012003,O0056053,OI00156053,C016054,P00054,2026-02-15,1,709.5299234934945,Wrong item,Rejected
12125,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0012124,O0057613,OI00157613,C017614,P00614,2025-09-23,1,201.42665347257773,Late delivery,Pending
12174,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,RT0012173,O0058250,OI00158250,C018251,P00251,2026-08-10,1,671.4221782419257,Damaged,Rejected
12223,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,RT0012222,O0058887,OI00158887,C018888,P00888,2026-06-27,1,1141.4177030112735,Damaged,Pending
12264,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0012263,O0059420,OI00159420,C019421,P00421,2026-01-22,1,290.3447257262381,Wrong item,Rejected
12270,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0012269,O0059498,OI00159498,C019499,P00499,2026-04-16,1,1281.1461022670258,Quality issue,Rejected
12276,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0012275,O0059576,OI00159576,C019577,P00577,2026-07-09,1,1001.6893037555216,Changed mind,Rejected
12316,Invalid Foreign Key: Order_Item_ID,RT0012315,O0060096,OI00160096,C000097,P00097,2026-01-20,1,1255.74093876598,Late delivery,Rejected
12486,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0012485,O0062306,OI00162306,C002307,P00307,2026-07-29,1,112.50858121891729,Damaged,Pending
12506,Future Date: Return_Date,RT0012505,O0062566,OI00162566,C002567,P00567,2027-05-01,1,874.6634862502924,Damaged,Pending
12674,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,RT0012673,O0064750,OI00164750,C004751,P00751,2025-10-14,1,671.4221782419257,Wrong item,Pending
12681,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0012680,O0064841,OI00164841,C004842,P00842,2026-01-20,1,557.0989424872195,Damaged,Refunded
12692,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,RT0012691,O0064984,OI00164984,C004985,P00985,2026-06-23,1,1103.309957759705,Damaged,Rejected
12693,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0012692,O0064997,OI00164997,C004998,P00998,2026-07-07,1,1268.443520516503,Damaged,Refunded
12764,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0012763,O0065920,OI00165920,C005921,P00921,2026-03-28,1,290.3447257262381,Damaged,Refunded
13035,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,RT0013034,O0069443,OI00169443,C009444,P00444,2026-08-19,1,582.5041059882653,Quality issue,Refunded
13125,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0013124,O0070613,OI00170613,C010614,P00614,2026-01-31,1,201.42665347257773,Wrong item,Refunded
13174,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,RT0013173,O0071250,OI00171250,C011251,P00251,2025-12-18,1,671.4221782419257,Late delivery,Pending
13235,Invalid Foreign Key: Order_Item_ID,RT0013234,O0072043,OI00172043,C012044,P00044,2026-04-21,1,582.5041059882653,Quality issue,Pending
13264,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0013263,O0072420,OI00172420,C012421,P00421,2026-06-01,1,290.3447257262381,Changed mind,Rejected
13270,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0013269,O0072498,OI00172498,C012499,P00499,2026-08-24,1,1281.1461022670258,Changed mind,Rejected
13276,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0013275,O0072576,OI00172576,C012577,P00577,2025-11-16,1,1001.6893037555216,Late delivery,Pending
13486,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0013485,O0075306,OI00175306,C015307,P00307,2025-12-06,1,112.50858121891729,Wrong item,Refunded
13571,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,RT0013570,O0076411,OI00176411,C016412,P00412,2026-03-11,1,176.02148997153188,Wrong item,Pending
13619,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,RT0013618,O0077035,OI00177035,C017036,P00036,2026-01-12,1,480.88345198408194,Late delivery,Pending
13674,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,RT0013673,O0077750,OI00177750,C017751,P00751,2026-02-21,1,671.4221782419257,Changed mind,Rejected
13681,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0013680,O0077841,OI00177841,C017842,P00842,2026-05-30,1,557.0989424872195,Damaged,Pending
13689,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,RT0013688,O0077945,OI00177945,C017946,P00946,2025-09-19,1,607.9092694893111,Late delivery,Refunded
13693,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0013692,O0077997,OI00177997,C017998,P00998,2025-11-14,1,1268.443520516503,Changed mind,Rejected
13764,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0013763,O0078920,OI00178920,C018921,P00921,2026-08-05,1,290.3447257262381,Wrong item,Rejected
13822,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,RT0013821,O0079674,OI00179674,C019675,P00675,2025-10-26,1,976.2841402544758,Late delivery,Pending
14099,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,RT0014098,O0083275,OI00183275,C003276,P00276,2026-06-11,1,988.9867220049988,Late delivery,Pending
14125,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0014124,O0083613,OI00183613,C003614,P00614,2026-06-10,1,201.42665347257773,Wrong item,Rejected
14174,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,RT0014173,O0084250,OI00184250,C004251,P00251,2026-04-27,1,671.4221782419257,Changed mind,Pending
14264,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0014263,O0085420,OI00185420,C005421,P00421,2025-10-09,1,290.3447257262381,Changed mind,Pending
14270,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0014269,O0085498,OI00185498,C005499,P00499,2026-01-01,1,1281.1461022670258,Late delivery,Pending
14276,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0014275,O0085576,OI00185576,C005577,P00577,2026-03-26,1,1001.6893037555216,Changed mind,Pending
14486,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0014485,O0088306,OI00188306,C008307,P00307,2026-04-15,1,112.50858121891729,Wrong item,Pending
14634,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,RT0014633,O0090230,OI00190230,C010231,P00231,2025-12-18,1,417.37054323146737,Wrong item,Rejected
14674,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID,RT0014673,O0090750,OI00190750,C010751,P00751,2026-07-01,1,671.4221782419257,Wrong item,Rejected
14681,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0014680,O0090841,OI00190841,C010842,P00842,2025-10-07,1,557.0989424872195,Wrong item,Pending
14693,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0014692,O0090997,OI00190997,C010998,P00998,2026-03-24,1,1268.443520516503,Wrong item,Rejected
14764,Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Product_ID,RT0014763,O0091920,OI00191920,C011921,P00921,2025-12-13,1,290.3447257262381,Wrong item,Rejected
14784,Invalid Foreign Key: Order_Item_ID,RT0014783,O0092180,OI00192180,C012181,P00181,2025-09-19,1,1052.4996307576132,Changed mind,Pending
14844,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Order_Item_ID; Invalid Foreign Key: Customer_ID,RT0014843,O0092960,OI00192960,C012961,P00961,2026-01-07,1,798.4479957471549,Changed mind,Pending
