Source_Row,Reject_Reasons,Invoice_ID,Order_ID,Customer_ID,Invoice_Date,Due_Date,Invoice_Amount,Tax_Amount,Invoice_Status
35217,Invalid Foreign Key: Order_ID,INV0035216,O0035216,C015217,2026-02-24,2026-03-26,1376.34,247.74,Issued
35251,Invalid Foreign Key: Order_ID,INV0035250,O0035250,C015251,2026-03-30,2026-04-29,1949.05,350.83,Issued
35541,Invalid Foreign Key: Order_ID,INV0035540,O0035540,C015541,2026-01-14,2026-02-13,1569.45,282.5,Issued
35740,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0035739,O0035739,C015740,2026-08-01,2026-08-31,7796.76,1403.42,Overdue
35751,Invalid Foreign Key: Order_ID,INV0035750,O0035750,C015751,2026-08-12,2026-09-11,1935.66,348.42,Overdue
35952,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0035951,O0035951,C015952,2026-03-01,2026-03-31,3930.91,707.56,Issued
36251,Invalid Foreign Key: Order_ID,INV0036250,O0036250,C016251,2025-12-25,2026-01-24,1969.15,354.45,Issued
36527,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0036526,O0036526,C016527,2025-09-27,2025-10-27,2135.47,384.38,Issued
36642,Invalid Foreign Key: Order_ID,INV0036641,O0036641,C016642,2026-01-20,2026-02-19,3223.26,580.19,Overdue
36751,Invalid Foreign Key: Order_ID,INV0036750,O0036750,C016751,2026-05-09,2026-06-08,1955.75,352.04,Issued
36949,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0036948,O0036948,C016949,2025-11-23,2025-12-23,7552.78,1359.5,Issued
37251,Invalid Foreign Key: Order_ID,INV0037250,O0037250,C017251,2025-09-21,2025-10-21,1942.36,349.62,Issued
37314,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0037313,O0037313,C017314,2025-11-23,2025-12-23,2330.83,419.55,Issued
37318,Invalid Foreign Key: Order_ID,INV0037317,O0037317,C017318,2025-11-27,2025-12-27,2204.18,396.75,Issued
37418,Invalid Foreign Key: Order_ID,INV0037417,O0037417,C017418,2026-03-07,2026-04-06,2211.73,398.11,Issued
37751,Invalid Foreign Key: Order_ID,INV0037750,O0037750,C017751,2026-02-03,2026-03-05,1928.96,347.21,Issued
37946,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0037945,O0037945,C017946,2026-08-17,2026-09-16,1764.68,317.64,Issued
38101,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0038100,O0038100,C018101,2026-01-19,2026-02-18,104.27,18.77,Issued
38251,Invalid Foreign Key: Order_ID,INV0038250,O0038250,C018251,2026-06-18,2026-07-18,1962.45,353.24,Issued
38751,Invalid Foreign Key: Order_ID,INV0038750,O0038750,C018751,2025-10-31,2025-11-30,1949.05,350.83,Issued
38888,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0038887,O0038887,C018888,2026-03-17,2026-04-16,10008.49,1801.53,Issued
38943,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0038942,O0038942,C018943,2026-05-11,2026-06-10,4928.08,887.05,Issued
39095,Invalid Foreign Key: Order_ID,INV0039094,O0039094,C019095,2025-10-10,2025-11-09,17673.45,3181.22,Overdue
39251,Invalid Foreign Key: Order_ID,INV0039250,O0039250,C019251,2026-03-15,2026-04-14,1935.66,348.42,Issued
39619,Invalid Foreign Key: Order_ID,INV0039618,O0039618,C019619,2026-03-18,2026-04-17,3076.34,553.74,Issued
39675,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0039674,O0039674,C019675,2026-05-13,2026-06-12,14170.15,2550.63,Issued
39751,Invalid Foreign Key: Order_ID,INV0039750,O0039750,C019751,2026-07-28,2026-08-27,1969.15,354.45,Issued
39940,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0039939,O0039939,C019940,2026-02-02,2026-03-04,7796.76,1403.42,Issued
39973,Invalid Foreign Key: Order_ID,INV0039972,O0039972,C019973,2026-03-07,2026-04-06,8337.76,1500.8,Issued
40029,Invalid Foreign Key: Order_ID,INV0040028,O0040028,C000029,2026-05-02,2026-06-01,4582.58,824.87,Issued
40037,Duplicate Primary Key,INV0040035,O0040036,C000037,2026-05-10,2026-06-09,2855.79,514.04,Issued
40251,Invalid Foreign Key: Order_ID,INV0040250,O0040250,C000251,2025-12-10,2026-01-09,1955.75,352.04,Issued
40751,Invalid Foreign Key: Order_ID,INV0040750,O0040750,C000751,2026-04-24,2026-05-24,1942.36,349.62,Issued
40787,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0040786,O0040786,C000787,2026-05-30,2026-06-29,6620.59,1191.71,Issued
40872,Invalid Foreign Key: Order_ID,INV0040871,O0040871,C000872,2026-08-23,2026-09-22,5446.81,980.43,Issued
40997,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0040996,O0040996,C000997,2025-12-26,2026-01-25,7365.67,1325.82,Issued
41251,Invalid Foreign Key: Order_ID,INV0041250,O0041250,C001251,2025-09-06,2025-10-06,1928.96,347.21,Overdue
41574,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0041573,O0041573,C001574,2026-07-26,2026-08-25,11227.07,2020.87,Issued
41751,Invalid Foreign Key: Order_ID,INV0041750,O0041750,C001751,2026-01-19,2026-02-18,1962.45,353.24,Issued
41820,Invalid Foreign Key: Order_ID,INV0041819,O0041819,C001820,2026-03-29,2026-04-28,4002.1,720.38,Issued
41994,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0041993,O0041993,C001994,2025-09-19,2025-10-19,14187.13,2553.68,Issued
42251,Invalid Foreign Key: Order_ID,INV0042250,O0042250,C002251,2026-06-03,2026-07-03,1949.05,350.83,Issued
42361,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0042360,O0042360,C002361,2025-09-21,2025-10-21,2309.83,415.77,Issued
42649,Invalid Foreign Key: Order_ID,INV0042648,O0042648,C002649,2026-07-06,2026-08-05,7578.55,1364.14,Issued
42751,Invalid Foreign Key: Order_ID,INV0042750,O0042750,C002751,2025-10-16,2025-11-15,1935.66,348.42,Issued
42991,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0042990,O0042990,C002991,2026-06-13,2026-07-13,3412.25,614.2,Issued
43148,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0043147,O0043147,C003148,2025-11-17,2025-12-17,5458.44,982.52,Issued
43251,Invalid Foreign Key: Order_ID,INV0043250,O0043250,C003251,2026-02-28,2026-03-30,1969.15,354.45,Issued
43304,Invalid Foreign Key: Order_ID,INV0043303,O0043303,C003304,2026-04-22,2026-05-22,857.97,154.43,Issued
43751,Invalid Foreign Key: Order_ID,INV0043750,O0043750,C003751,2026-07-13,2026-08-12,1955.75,352.04,Issued
43935,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0043934,O0043934,C003935,2026-01-13,2026-02-12,6842.05,1231.57,Overdue
43988,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0043987,O0043987,C003988,2026-03-07,2026-04-06,9837.7,1770.79,Issued
44021,Invalid Foreign Key: Order_ID,INV0044020,O0044020,C004021,2026-04-09,2026-05-09,851.52,153.27,Issued
44251,Invalid Foreign Key: Order_ID,INV0044250,O0044250,C004251,2025-11-25,2025-12-25,1942.36,349.62,Issued
44426,Invalid Foreign Key: Order_ID,INV0044425,O0044425,C004426,2026-05-19,2026-06-18,1023.67,184.26,Issued
44722,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0044721,O0044721,C004722,2026-03-11,2026-04-10,1759.42,316.69,Issued
44751,Invalid Foreign Key: Order_ID,INV0044750,O0044750,C004751,2026-04-09,2026-05-09,1928.96,347.21,Issued
44985,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0044984,O0044984,C004985,2025-11-29,2025-12-29,16123.91,2902.3,Issued
45251,Invalid Foreign Key: Order_ID,INV0045250,O0045250,C005251,2026-08-22,2026-09-21,1962.45,353.24,Issued
45509,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0045508,O0045508,C005509,2026-05-07,2026-06-06,1590.38,286.27,Issued
45751,Invalid Foreign Key: Order_ID,INV0045750,O0045750,C005751,2026-01-04,2026-02-03,1949.05,350.83,Issued
45982,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0045981,O0045981,C005982,2026-08-23,2026-09-22,6184.29,1113.17,Issued
46203,Invalid Foreign Key: Order_ID,INV0046202,O0046202,C006203,2026-04-01,2026-05-01,541.0,97.38,Issued
46222,Invalid Foreign Key: Order_ID,INV0046221,O0046221,C006222,2026-04-20,2026-05-20,1765.46,317.78,Issued
46251,Invalid Foreign Key: Order_ID,INV0046250,O0046250,C006251,2026-05-19,2026-06-18,1935.66,348.42,Issued
46296,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0046295,O0046295,C006296,2026-07-03,2026-08-02,3645.58,656.2,Issued
46635,Invalid Foreign Key: Order_ID,INV0046634,O0046634,C006635,2026-06-07,2026-07-07,6818.7,1227.37,Issued
46751,Invalid Foreign Key: Order_ID,INV0046750,O0046750,C006751,2025-10-01,2025-10-31,1969.15,354.45,Overdue
46979,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0046978,O0046978,C006979,2026-05-17,2026-06-16,11844.13,2131.94,Issued
47083,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0047082,O0047082,C007083,2026-08-29,2026-09-28,9419.32,1695.48,Issued
47251,Invalid Foreign Key: Order_ID,INV0047250,O0047250,C007251,2026-02-13,2026-03-15,1955.75,352.04,Issued
47751,Invalid Foreign Key: Order_ID,INV0047750,O0047750,C007751,2026-06-28,2026-07-28,1942.36,349.62,Issued
47870,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0047869,O0047869,C007870,2025-10-25,2025-11-24,13202.77,2376.5,Issued
47976,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0047975,O0047975,C007976,2026-02-08,2026-03-10,2900.5,522.09,Issued
47980,Invalid Foreign Key: Order_ID,INV0047979,O0047979,C007980,2026-02-12,2026-03-14,14988.27,2697.89,Issued
48251,Invalid Foreign Key: Order_ID,INV0048250,O0048250,C008251,2025-11-10,2025-12-10,1928.96,347.21,Issued
48423,Invalid Foreign Key: Order_ID,INV0048422,O0048422,C008423,2026-05-01,2026-05-31,2740.3,493.25,Overdue
48657,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0048656,O0048656,C008657,2025-12-21,2026-01-20,4295.85,773.25,Issued
48751,Invalid Foreign Key: Order_ID,INV0048750,O0048750,C008751,2026-03-25,2026-04-24,1962.45,353.24,Issued
48973,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0048972,O0048972,C008973,2025-11-02,2025-12-02,8309.3,1495.67,Overdue
49251,Invalid Foreign Key: Order_ID,INV0049250,O0049250,C009251,2026-08-07,2026-09-06,1949.05,350.83,Issued
49444,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0049443,O0049443,C009444,2026-02-16,2026-03-18,6810.23,1225.84,Issued
49751,Invalid Foreign Key: Order_ID,INV0049750,O0049750,C009751,2025-12-20,2026-01-19,1935.66,348.42,Issued
49757,Invalid Foreign Key: Order_ID,INV0049756,O0049756,C009757,2025-12-26,2026-01-25,4355.51,783.99,Issued
49966,Invalid Foreign Key: Order_ID,INV0049965,O0049965,C009966,2026-07-23,2026-08-22,2476.37,445.75,Issued
49970,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0049969,O0049969,C009970,2026-07-27,2026-08-26,13202.77,2376.5,Issued
50036,Invalid Foreign Key: Order_ID,INV0050035,O0050035,C010036,2025-10-01,2025-10-31,911.44,164.06,Issued
50046,Duplicate Primary Key,INV0050044,O0050045,C010046,2025-10-11,2025-11-10,1200.71,216.13,Issued
50231,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0050230,O0050230,C010231,2026-04-14,2026-05-14,799.39,143.89,Issued
50251,Invalid Foreign Key: Order_ID,INV0050250,O0050250,C010251,2026-05-04,2026-06-03,1299.37,233.89,Issued
50624,Invalid Foreign Key: Order_ID,INV0050623,O0050623,C010624,2026-05-12,2026-06-11,2490.13,448.22,Issued
50751,Invalid Foreign Key: Order_ID,INV0050750,O0050750,C010751,2025-09-16,2025-10-16,1306.07,235.09,Issued
50967,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0050966,O0050966,C010967,2026-04-20,2026-05-20,3315.58,596.8,Issued
51018,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0051017,O0051017,C011018,2026-06-10,2026-07-10,1456.88,262.24,Issued
51251,Invalid Foreign Key: Order_ID,INV0051250,O0051250,C011251,2026-01-29,2026-02-28,1312.76,236.3,Issued
51534,Invalid Foreign Key: Order_ID,INV0051533,O0051533,C011534,2025-11-08,2025-12-08,3453.16,621.57,Issued
51751,Invalid Foreign Key: Order_ID,INV0051750,O0051750,C011751,2026-06-13,2026-07-13,1272.58,229.06,Issued
51805,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0051804,O0051804,C011805,2026-08-06,2026-09-05,842.83,151.71,Issued
51964,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0051963,O0051963,C011964,2026-01-12,2026-02-11,6609.3,1189.67,Issued
52251,Invalid Foreign Key: Order_ID,INV0052250,O0052250,C012251,2025-10-26,2025-11-25,1326.16,238.71,Overdue
52592,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0052591,O0052591,C012592,2025-10-02,2025-11-01,4638.3,834.89,Overdue
52751,Invalid Foreign Key: Order_ID,INV0052750,O0052750,C012751,2026-03-10,2026-04-09,1285.97,231.48,Issued
52825,Invalid Foreign Key: Order_ID,INV0052824,O0052824,C012825,2026-05-23,2026-06-22,3369.16,606.45,Issued
52961,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0052960,O0052960,C012961,2025-10-06,2025-11-05,1529.27,275.27,Issued
53251,Invalid Foreign Key: Order_ID,INV0053250,O0053250,C013251,2026-07-23,2026-08-22,1292.67,232.68,Issued
53297,Invalid Foreign Key: Order_ID,INV0053296,O0053296,C013297,2025-09-07,2025-10-07,4810.24,865.84,Issued
53311,Invalid Foreign Key: Order_ID,INV0053310,O0053310,C013311,2025-09-21,2025-10-21,312.8,56.3,Issued
53379,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0053378,O0053378,C013379,2025-11-28,2025-12-28,8032.7,1445.89,Issued
53751,Invalid Foreign Key: Order_ID,INV0053750,O0053750,C013751,2025-12-05,2026-01-04,1299.37,233.89,Issued
53958,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0053957,O0053957,C013958,2026-06-30,2026-07-30,4391.59,790.49,Issued
54166,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0054165,O0054165,C014166,2026-01-24,2026-02-23,1633.71,294.07,Issued
54251,Invalid Foreign Key: Order_ID,INV0054250,O0054250,C014251,2026-04-19,2026-05-19,1306.07,235.09,Issued
54751,Invalid Foreign Key: Order_ID,INV0054750,O0054750,C014751,2025-09-01,2025-10-01,1312.76,236.3,Issued
54953,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0054952,O0054952,C014953,2026-03-22,2026-04-21,4129.02,743.22,Issued
54955,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0054954,O0054954,C014955,2026-03-24,2026-04-23,6988.5,1257.93,Issued
55026,Invalid Foreign Key: Order_ID,INV0055025,O0055025,C015026,2026-06-03,2026-07-03,677.74,121.99,Issued
55088,Invalid Foreign Key: Order_ID,INV0055087,O0055087,C015088,2026-08-04,2026-09-03,6626.78,1192.82,Issued
55251,Invalid Foreign Key: Order_ID,INV0055250,O0055250,C015251,2026-01-14,2026-02-13,1272.58,229.06,Issued
55740,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0055739,O0055739,C015740,2026-05-18,2026-06-17,5091.76,916.52,Issued
55751,Invalid Foreign Key: Order_ID,INV0055750,O0055750,C015751,2026-05-29,2026-06-28,1326.16,238.71,Issued
55952,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0055951,O0055951,C015952,2025-12-16,2026-01-15,2661.55,479.08,Issued
56251,Invalid Foreign Key: Order_ID,INV0056250,O0056250,C016251,2025-10-11,2025-11-10,1285.97,231.48,Issued
56527,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0056526,O0056526,C016527,2026-07-14,2026-08-13,1411.46,254.06,Issued
56628,Invalid Foreign Key: Order_ID,INV0056627,O0056627,C016628,2025-10-23,2025-11-22,2201.9,396.34,Issued
56751,Invalid Foreign Key: Order_ID,INV0056750,O0056750,C016751,2026-02-23,2026-03-25,1292.67,232.68,Issued
56865,Invalid Foreign Key: Order_ID,INV0056864,O0056864,C016865,2026-06-17,2026-07-17,8302.35,1494.42,Issued
56949,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0056948,O0056948,C016949,2025-09-09,2025-10-09,5052.37,909.43,Issued
57227,Invalid Foreign Key: Order_ID,INV0057226,O0057226,C017227,2026-06-14,2026-07-14,1411.46,254.06,Issued
57251,Invalid Foreign Key: Order_ID,INV0057250,O0057250,C017251,2026-07-08,2026-08-07,1299.37,233.89,Issued
57314,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0057313,O0057313,C017314,2025-09-09,2025-10-09,1559.24,280.66,Issued
57751,Invalid Foreign Key: Order_ID,INV0057750,O0057750,C017751,2025-11-20,2025-12-20,1306.07,235.09,Overdue
57946,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0057945,O0057945,C017946,2026-06-03,2026-07-03,1152.2,207.4,Issued
58101,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0058100,O0058100,C018101,2025-11-05,2025-12-05,70.6,12.71,Issued
58251,Invalid Foreign Key: Order_ID,INV0058250,O0058250,C018251,2026-04-04,2026-05-04,1312.76,236.3,Issued
58642,Invalid Foreign Key: Order_ID,INV0058641,O0058641,C018642,2026-04-30,2026-05-30,2200.71,396.13,Overdue
58751,Invalid Foreign Key: Order_ID,INV0058750,O0058750,C018751,2026-08-17,2026-09-16,1272.58,229.06,Issued
58888,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0058887,O0058887,C018888,2026-01-01,2026-01-31,6695.1,1205.12,Issued
58943,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0058942,O0058942,C018943,2026-02-25,2026-03-27,3376.33,607.74,Issued
59251,Invalid Foreign Key: Order_ID,INV0059250,O0059250,C019251,2025-12-30,2026-01-29,1326.16,238.71,Issued
59428,Invalid Foreign Key: Order_ID,INV0059427,O0059427,C019428,2026-06-25,2026-07-25,2201.9,396.34,Issued
59675,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0059674,O0059674,C019675,2026-02-27,2026-03-29,9251.99,1665.36,Issued
59751,Invalid Foreign Key: Order_ID,INV0059750,O0059750,C019751,2026-05-14,2026-06-13,1285.97,231.48,Issued
59940,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0059939,O0059939,C019940,2025-11-19,2025-12-19,5091.76,916.52,Overdue
59959,Invalid Foreign Key: Order_ID,INV0059958,O0059958,C019959,2025-12-08,2026-01-07,6045.81,1088.25,Issued
60043,Invalid Foreign Key: Order_ID,INV0060042,O0060042,C000043,2026-03-02,2026-04-01,3342.23,601.6,Issued
60055,Duplicate Primary Key,INV0060053,O0060054,C000055,2026-03-14,2026-04-13,6952.48,1251.45,Issued
60251,Invalid Foreign Key: Order_ID,INV0060250,O0060250,C000251,2025-09-26,2025-10-26,1292.67,232.68,Issued
60419,Invalid Foreign Key: Order_ID,INV0060418,O0060418,C000419,2026-03-13,2026-04-12,2040.32,367.26,Issued
60751,Invalid Foreign Key: Order_ID,INV0060750,O0060750,C000751,2026-02-08,2026-03-10,1299.37,233.89,Issued
60787,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0060786,O0060786,C000787,2026-03-16,2026-04-15,4323.65,778.26,Overdue
60997,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0060996,O0060996,C000997,2025-10-12,2025-11-11,4810.24,865.84,Issued
61251,Invalid Foreign Key: Order_ID,INV0061250,O0061250,C001251,2026-06-23,2026-07-23,1306.07,235.09,Issued
61574,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0061573,O0061573,C001574,2026-05-12,2026-06-11,7420.63,1335.71,Issued
61629,Invalid Foreign Key: Order_ID,INV0061628,O0061628,C001629,2026-07-06,2026-08-05,3049.84,548.97,Issued
61751,Invalid Foreign Key: Order_ID,INV0061750,O0061750,C001751,2025-11-05,2025-12-05,1312.76,236.3,Issued
61994,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0061993,O0061993,C001994,2026-07-06,2026-08-05,9377.11,1687.88,Issued
62196,Invalid Foreign Key: Order_ID,INV0062195,O0062195,C002196,2026-01-24,2026-02-23,2417.99,435.24,Issued
62251,Invalid Foreign Key: Order_ID,INV0062250,O0062250,C002251,2026-03-20,2026-04-19,1272.58,229.06,Issued
62361,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0062360,O0062360,C002361,2026-07-08,2026-08-07,1545.2,278.14,Issued
62751,Invalid Foreign Key: Order_ID,INV0062750,O0062750,C002751,2026-08-02,2026-09-01,1326.16,238.71,Issued
62991,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0062990,O0062990,C002991,2026-03-30,2026-04-29,2282.68,410.88,Issued
63148,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0063147,O0063147,C003148,2025-09-03,2025-10-03,3695.82,665.25,Issued
63251,Invalid Foreign Key: Order_ID,INV0063250,O0063250,C003251,2025-12-15,2026-01-14,1285.97,231.48,Overdue
63290,Invalid Foreign Key: Order_ID,INV0063289,O0063289,C003290,2026-01-23,2026-02-22,11523.26,2074.19,Issued
63751,Invalid Foreign Key: Order_ID,INV0063750,O0063750,C003751,2026-04-29,2026-05-29,1292.67,232.68,Issued
63830,Invalid Foreign Key: Order_ID,INV0063829,O0063829,C003830,2026-07-17,2026-08-16,3956.03,712.09,Issued
63935,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0063934,O0063934,C003935,2025-10-30,2025-11-29,4576.94,823.85,Issued
63973,Invalid Foreign Key: Order_ID,INV0063972,O0063972,C003973,2025-12-07,2026-01-06,5406.74,973.21,Issued
63988,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0063987,O0063987,C003988,2025-12-22,2026-01-21,6660.94,1198.97,Overdue
64251,Invalid Foreign Key: Order_ID,INV0064250,O0064250,C004251,2025-09-11,2025-10-11,1299.37,233.89,Issued
64722,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0064721,O0064721,C004722,2025-12-26,2026-01-25,1148.76,206.78,Issued
64751,Invalid Foreign Key: Order_ID,INV0064750,O0064750,C004751,2026-01-24,2026-02-23,1306.07,235.09,Issued
64985,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0064984,O0064984,C004985,2025-09-15,2025-10-15,10785.96,1941.47,Issued
65251,Invalid Foreign Key: Order_ID,INV0065250,O0065250,C005251,2026-06-08,2026-07-08,1312.76,236.3,Issued
65509,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0065508,O0065508,C005509,2026-02-21,2026-03-23,1089.6,196.13,Issued
65750,Invalid Foreign Key: Order_ID,INV0065749,O0065749,C005750,2025-10-20,2025-11-19,6308.22,1135.48,Issued
65751,Invalid Foreign Key: Order_ID,INV0065750,O0065750,C005751,2025-10-21,2025-11-20,1272.58,229.06,Issued
65982,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0065981,O0065981,C005982,2026-06-09,2026-07-09,4037.86,726.81,Issued
66031,Invalid Foreign Key: Order_ID,INV0066030,O0066030,C006031,2026-07-28,2026-08-27,791.06,142.39,Issued
66251,Invalid Foreign Key: Order_ID,INV0066250,O0066250,C006251,2026-03-05,2026-04-04,1326.16,238.71,Issued
66296,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0066295,O0066295,C006296,2026-04-19,2026-05-19,2380.79,428.54,Issued
66621,Invalid Foreign Key: Order_ID,INV0066620,O0066620,C006621,2026-03-10,2026-04-09,558.99,100.62,Issued
66751,Invalid Foreign Key: Order_ID,INV0066750,O0066750,C006751,2026-07-18,2026-08-17,1285.97,231.48,Issued
66979,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0066978,O0066978,C006979,2026-03-03,2026-04-02,8114.67,1460.64,Issued
67083,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0067082,O0067082,C007083,2026-06-15,2026-07-15,6225.78,1120.64,Issued
67251,Invalid Foreign Key: Order_ID,INV0067250,O0067250,C007251,2025-11-30,2025-12-30,1292.67,232.68,Issued
67527,Invalid Foreign Key: Order_ID,INV0067526,O0067526,C007527,2025-09-02,2025-10-02,1418.77,255.38,Issued
67751,Invalid Foreign Key: Order_ID,INV0067750,O0067750,C007751,2026-04-14,2026-05-14,1299.37,233.89,Issued
67870,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0067869,O0067869,C007870,2026-08-11,2026-09-10,8832.2,1589.8,Issued
67976,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0067975,O0067975,C007976,2025-11-25,2025-12-25,1894.2,340.96,Issued
68232,Invalid Foreign Key: Order_ID,INV0068231,O0068231,C008232,2026-08-08,2026-09-07,1698.92,305.81,Issued
68251,Invalid Foreign Key: Order_ID,INV0068250,O0068250,C008251,2026-08-27,2026-09-26,1306.07,235.09,Issued
68657,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0068656,O0068656,C008657,2025-10-07,2025-11-06,2908.65,523.56,Issued
68751,Invalid Foreign Key: Order_ID,INV0068750,O0068750,C008751,2026-01-09,2026-02-08,1312.76,236.3,Overdue
68973,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0068972,O0068972,C008973,2026-08-19,2026-09-18,5492.11,988.58,Issued
69251,Invalid Foreign Key: Order_ID,INV0069250,O0069250,C009251,2026-05-24,2026-06-23,1272.58,229.06,Issued
69304,Invalid Foreign Key: Order_ID,INV0069303,O0069303,C009304,2026-07-16,2026-08-15,581.87,104.74,Issued
69444,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0069443,O0069443,C009444,2025-12-03,2026-01-02,4555.65,820.02,Overdue
69751,Invalid Foreign Key: Order_ID,INV0069750,O0069750,C009751,2025-10-06,2025-11-05,1326.16,238.71,Issued
69952,Invalid Foreign Key: Order_ID,INV0069951,O0069951,C009952,2026-04-25,2026-05-25,2661.55,479.08,Issued
69970,Invalid Foreign Key: Order_ID; Invalid Foreign Key: Customer_ID,INV0069969,O0069969,C009970,2026-05-13,2026-06-12,8832.2,1589.8,Issued
