Source_Row,Reject_Reasons,Event_ID,Customer_ID,Session_ID,Event_Time,Channel,Event_Type,Page,Experiment_Group,Converted,Order_ID
83935,Invalid Foreign Key: Customer_ID,EV00083934,C003935,SES00020984,2026-08-16 06:54:00,Organic Search,Page View,/checkout,Treatment,0,
83988,Invalid Foreign Key: Customer_ID,EV00083987,C003988,SES00020997,2025-10-08 11:47:00,Email,Add to Cart,/cart,Control,0,
84250,Invalid Foreign Key: Order_ID,EV00084249,C004250,SES00021063,2026-06-27 09:09:00,Organic Search,Purchase,/product,Control,1,O0084250
84722,Invalid Foreign Key: Customer_ID,EV00084721,C004722,SES00021181,2025-10-12 01:01:00,Instagram,Checkout,/checkout,Control,0,
84985,Invalid Foreign Key: Customer_ID,EV00084984,C004985,SES00021247,2026-07-02 00:24:00,Organic Search,Checkout,/cart,Treatment,0,
85509,Invalid Foreign Key: Customer_ID,EV00085508,C005509,SES00021378,2025-12-08 20:08:00,Referral,Add to Cart,/home,Treatment,0,
85982,Invalid Foreign Key: Customer_ID,EV00085981,C005982,SES00021496,2026-03-26 13:01:00,Instagram,Checkout,/checkout,Control,0,
86296,Invalid Foreign Key: Customer_ID,EV00086295,C006296,SES00021574,2026-02-03 15:15:00,Google Ads,Add to Cart,/cart,Control,0,
86979,Invalid Foreign Key: Customer_ID,EV00086978,C006979,SES00021745,2025-12-18 02:38:00,Referral,Add to Cart,/checkout,Treatment,0,
87083,Invalid Foreign Key: Customer_ID,EV00087082,C007083,SES00021771,2026-04-01 10:22:00,Email,Product View,/home,Treatment,0,
87870,Invalid Foreign Key: Customer_ID,EV00087869,C007870,SES00021968,2026-05-28 05:29:00,Organic Search,Add to Cart,/product,Control,0,
88657,Invalid Foreign Key: Customer_ID,EV00088656,C008657,SES00022165,2026-07-24 00:36:00,Instagram,Add to Cart,/home,Treatment,0,
88850,Invalid Foreign Key: Order_ID,EV00088849,C008850,SES00022213,2026-02-02 01:49:00,Organic Search,Purchase,/home,Control,1,O0088850
88973,Invalid Foreign Key: Customer_ID,EV00088972,C008973,SES00022244,2026-06-05 04:52:00,Email,Page View,/home,Treatment,0,
89444,Invalid Foreign Key: Customer_ID,EV00089443,C009444,SES00022361,2025-09-19 19:43:00,Referral,Add to Cart,/home,Control,0,
89970,Invalid Foreign Key: Customer_ID,EV00089969,C009970,SES00022493,2026-02-27 17:29:00,Organic Search,Add to Cart,/home,Control,0,
90230,Invalid Foreign Key: Order_ID,EV00090229,C010230,SES00022558,2025-11-14 13:49:00,Organic Search,Purchase,/checkout,Control,1,O0090230
90231,Invalid Foreign Key: Customer_ID,EV00090230,C010231,SES00022558,2025-11-15 14:50:00,Google Ads,Page View,/cart,Treatment,0,
90966,Invalid Foreign Key: Order_ID,EV00090965,C010966,SES00022742,2025-11-20 05:05:00,Google Ads,Purchase,/product,Control,1,O0090966
90967,Invalid Foreign Key: Customer_ID,EV00090966,C010967,SES00022742,2025-11-21 06:06:00,Instagram,Add to Cart,/home,Treatment,0,
91018,Invalid Foreign Key: Customer_ID,EV00091017,C011018,SES00022755,2026-01-11 09:57:00,Email,Page View,/product,Control,0,
91805,Invalid Foreign Key: Customer_ID,EV00091804,C011805,SES00022952,2026-03-09 04:04:00,Organic Search,Product View,/home,Treatment,0,
91964,Invalid Foreign Key: Customer_ID,EV00091963,C011964,SES00022991,2026-08-15 19:43:00,Referral,Checkout,/home,Control,0,
92592,Invalid Foreign Key: Customer_ID,EV00092591,C012592,SES00023148,2026-05-05 23:11:00,Instagram,Add to Cart,/product,Control,0,
92961,Invalid Foreign Key: Customer_ID,EV00092960,C012961,SES00023241,2026-05-09 08:20:00,Google Ads,Add to Cart,/cart,Treatment,0,
93379,Invalid Foreign Key: Customer_ID,EV00093378,C013379,SES00023345,2026-07-01 18:18:00,Referral,Add to Cart,/checkout,Treatment,0,
93958,Invalid Foreign Key: Customer_ID,EV00093957,C013958,SES00023490,2026-01-31 21:57:00,Email,Product View,/cart,Control,0,
94166,Invalid Foreign Key: Customer_ID,EV00094165,C014166,SES00023542,2026-08-27 13:25:00,Google Ads,Page View,/home,Control,0,
94953,Invalid Foreign Key: Customer_ID,EV00094952,C014953,SES00023739,2025-10-23 08:32:00,Email,Product View,/home,Treatment,0,
94955,Invalid Foreign Key: Customer_ID,EV00094954,C014955,SES00023739,2025-10-25 10:34:00,Organic Search,Product View,/product,Treatment,0,
95740,Invalid Foreign Key: Customer_ID,EV00095739,C015740,SES00023935,2025-12-19 03:39:00,Organic Search,Checkout,/home,Control,0,
95750,Invalid Foreign Key: Order_ID,EV00095749,C015750,SES00023938,2025-12-29 13:49:00,Organic Search,Purchase,/cart,Control,1,O0095750
95952,Invalid Foreign Key: Customer_ID,EV00095951,C015952,SES00023988,2026-07-19 23:11:00,Instagram,Page View,/checkout,Control,0,
96949,Invalid Foreign Key: Customer_ID,EV00096948,C016949,SES00024238,2026-04-12 12:48:00,Referral,Product View,/cart,Treatment,0,
97314,Invalid Foreign Key: Customer_ID,EV00097313,C017314,SES00024329,2026-04-12 17:53:00,Referral,Purchase,/home,Control,1,O0097314
97946,Invalid Foreign Key: Customer_ID,EV00097945,C017946,SES00024487,2026-01-04 01:25:00,Google Ads,Page View,/home,Control,0,
98101,Invalid Foreign Key: Customer_ID,EV00098100,C018101,SES00024526,2026-06-08 12:00:00,Google Ads,Product View,/cart,Treatment,0,
98888,Invalid Foreign Key: Customer_ID,EV00098887,C018888,SES00024722,2026-08-04 07:07:00,Email,Product View,/product,Control,0,
98943,Invalid Foreign Key: Customer_ID,EV00098942,C018943,SES00024736,2025-09-28 14:02:00,Email,Page View,/cart,Treatment,0,
99675,Invalid Foreign Key: Customer_ID,EV00099674,C019675,SES00024919,2025-09-30 02:14:00,Organic Search,Add to Cart,/product,Treatment,0,
99940,Invalid Foreign Key: Customer_ID,EV00099939,C019940,SES00024985,2026-06-22 03:39:00,Organic Search,Page View,/cart,Control,0,
100787,Invalid Foreign Key: Customer_ID,EV00100786,C000787,SES00025197,2025-10-17 10:46:00,Instagram,Purchase,/home,Treatment,1,O0000787
100997,Invalid Foreign Key: Customer_ID,EV00100996,C000997,SES00025250,2026-05-15 04:16:00,Instagram,Page View,/home,Treatment,0,
101574,Invalid Foreign Key: Customer_ID,EV00101573,C001574,SES00025394,2025-12-13 05:53:00,Referral,Checkout,/home,Control,0,
101994,Invalid Foreign Key: Customer_ID,EV00101993,C001994,SES00025499,2026-02-06 17:53:00,Referral,Product View,/product,Control,0,
102361,Invalid Foreign Key: Customer_ID,EV00102360,C002361,SES00025591,2026-02-08 00:00:00,Google Ads,Page View,/cart,Treatment,0,
102991,Invalid Foreign Key: Customer_ID,EV00102990,C002991,SES00025748,2025-10-31 06:30:00,Google Ads,Product View,/home,Treatment,0,
103148,Invalid Foreign Key: Customer_ID,EV00103147,C003148,SES00025787,2026-04-06 19:07:00,Email,Add to Cart,/home,Control,0,
103935,Invalid Foreign Key: Customer_ID,EV00103934,C003935,SES00025984,2026-06-02 14:14:00,Organic Search,Add to Cart,/checkout,Treatment,0,
103988,Invalid Foreign Key: Customer_ID,EV00103987,C003988,SES00025997,2026-07-25 19:07:00,Email,Add to Cart,/home,Control,0,
104722,Invalid Foreign Key: Customer_ID,EV00104721,C004722,SES00026181,2026-07-29 09:21:00,Instagram,Product View,/checkout,Control,0,
104985,Invalid Foreign Key: Customer_ID,EV00104984,C004985,SES00026247,2026-04-18 08:44:00,Organic Search,Checkout,/checkout,Treatment,0,
105509,Invalid Foreign Key: Customer_ID,EV00105508,C005509,SES00026378,2025-09-24 04:28:00,Referral,Page View,/product,Treatment,0,
105982,Invalid Foreign Key: Customer_ID,EV00105981,C005982,SES00026496,2026-01-10 21:21:00,Instagram,Product View,/product,Control,0,
106296,Invalid Foreign Key: Customer_ID,EV00106295,C006296,SES00026574,2025-11-20 23:35:00,Google Ads,Page View,/home,Control,0,
106979,Invalid Foreign Key: Customer_ID,EV00106978,C006979,SES00026745,2025-10-04 10:58:00,Referral,Checkout,/product,Treatment,0,
107083,Invalid Foreign Key: Customer_ID,EV00107082,C007083,SES00026771,2026-01-16 18:42:00,Email,Add to Cart,/product,Treatment,0,
107250,Invalid Foreign Key: Order_ID,EV00107249,C007250,SES00026813,2026-07-02 17:29:00,Organic Search,Purchase,/cart,Control,1,O0007250
107870,Invalid Foreign Key: Customer_ID,EV00107869,C007870,SES00026968,2026-03-14 13:49:00,Organic Search,Page View,/cart,Control,0,
107976,Invalid Foreign Key: Customer_ID,EV00107975,C007976,SES00026994,2026-06-28 23:35:00,Google Ads,Checkout,/home,Control,0,
108657,Invalid Foreign Key: Customer_ID,EV00108656,C008657,SES00027165,2026-05-10 08:56:00,Instagram,Page View,/cart,Treatment,0,
108973,Invalid Foreign Key: Customer_ID,EV00108972,C008973,SES00027244,2026-03-22 12:12:00,Email,Product View,/home,Treatment,0,
109444,Invalid Foreign Key: Customer_ID,EV00109443,C009444,SES00027361,2026-07-06 03:03:00,Referral,Page View,/product,Control,0,
109970,Invalid Foreign Key: Customer_ID,EV00109969,C009970,SES00027493,2025-12-14 01:49:00,Organic Search,Product View,/checkout,Control,0,
110231,Invalid Foreign Key: Customer_ID,EV00110230,C010231,SES00027558,2025-09-01 22:10:00,Google Ads,Product View,/checkout,Treatment,0,
110967,Invalid Foreign Key: Customer_ID,EV00110966,C010967,SES00027742,2025-09-07 14:26:00,Instagram,Checkout,/product,Treatment,0,
111018,Invalid Foreign Key: Customer_ID,EV00111017,C011018,SES00027755,2025-10-28 17:17:00,Email,Checkout,/product,Control,0,
111804,Invalid Foreign Key: Order_ID,EV00111803,C011804,SES00027951,2025-12-23 11:23:00,Referral,Purchase,/checkout,Control,1,O0011804
111805,Invalid Foreign Key: Customer_ID,EV00111804,C011805,SES00027952,2025-12-24 12:24:00,Organic Search,Page View,/cart,Treatment,0,
111964,Invalid Foreign Key: Customer_ID,EV00111963,C011964,SES00027991,2026-06-01 03:03:00,Referral,Add to Cart,/cart,Control,0,
112961,Invalid Foreign Key: Customer_ID,EV00112960,C012961,SES00028241,2026-02-23 16:40:00,Google Ads,Add to Cart,/home,Treatment,0,
113379,Invalid Foreign Key: Customer_ID,EV00113378,C013379,SES00028345,2026-04-17 02:38:00,Referral,Product View,/home,Treatment,0,
113958,Invalid Foreign Key: Customer_ID,EV00113957,C013958,SES00028490,2025-11-17 05:17:00,Email,Product View,/product,Control,0,
114166,Invalid Foreign Key: Customer_ID,EV00114165,C014166,SES00028542,2026-06-13 21:45:00,Google Ads,Page View,/product,Control,0,
114953,Invalid Foreign Key: Customer_ID,EV00114952,C014953,SES00028739,2026-08-09 16:52:00,Email,Product View,/cart,Treatment,0,
115740,Invalid Foreign Key: Customer_ID,EV00115739,C015740,SES00028935,2025-10-05 11:59:00,Organic Search,Add to Cart,/checkout,Control,0,
115952,Invalid Foreign Key: Customer_ID,EV00115951,C015952,SES00028988,2026-05-05 07:31:00,Instagram,Checkout,/home,Control,0,
116527,Invalid Foreign Key: Customer_ID,EV00116526,C016527,SES00029132,2025-12-01 06:06:00,Instagram,Product View,/product,Treatment,0,
116949,Invalid Foreign Key: Customer_ID,EV00116948,C016949,SES00029238,2026-01-27 20:08:00,Referral,Add to Cart,/checkout,Treatment,0,
117314,Invalid Foreign Key: Customer_ID,EV00117313,C017314,SES00029329,2026-01-27 01:13:00,Referral,Page View,/home,Control,0,
117945,Invalid Foreign Key: Order_ID,EV00117944,C017945,SES00029487,2025-10-20 08:44:00,Organic Search,Purchase,/home,Treatment,1,O0017945
117946,Invalid Foreign Key: Customer_ID,EV00117945,C017946,SES00029487,2025-10-21 09:45:00,Google Ads,Product View,/cart,Control,0,
118101,Invalid Foreign Key: Customer_ID,EV00118100,C018101,SES00029526,2026-03-25 20:20:00,Google Ads,Product View,/checkout,Treatment,0,
118750,Invalid Foreign Key: Order_ID,EV00118749,C018750,SES00029688,2026-01-03 21:09:00,Organic Search,Purchase,/home,Control,1,O0018750
118888,Invalid Foreign Key: Customer_ID,EV00118887,C018888,SES00029722,2026-05-21 15:27:00,Email,Purchase,/home,Control,1,O0018888
118943,Invalid Foreign Key: Customer_ID,EV00118942,C018943,SES00029736,2026-07-15 22:22:00,Email,Checkout,/home,Treatment,0,
119675,Invalid Foreign Key: Customer_ID,EV00119674,C019675,SES00029919,2026-07-17 10:34:00,Organic Search,Add to Cart,/checkout,Treatment,0,
119940,Invalid Foreign Key: Customer_ID,EV00119939,C019940,SES00029985,2026-04-08 11:59:00,Organic Search,Product View,/cart,Control,0,
120787,Invalid Foreign Key: Customer_ID,EV00120786,C000787,SES00030197,2026-08-03 18:06:00,Instagram,Checkout,/home,Treatment,0,
120997,Invalid Foreign Key: Customer_ID,EV00120996,C000997,SES00030250,2026-03-01 12:36:00,Instagram,Checkout,/home,Treatment,0,
121574,Invalid Foreign Key: Customer_ID,EV00121573,C001574,SES00030394,2025-09-29 13:13:00,Referral,Product View,/cart,Control,0,
121993,Invalid Foreign Key: Order_ID,EV00121992,,SES00030499,2025-11-22 00:12:00,Email,Purchase,/product,Treatment,1,O0021993
121994,Invalid Foreign Key: Customer_ID,EV00121993,C001994,SES00030499,2025-11-23 01:13:00,Referral,Page View,/checkout,Control,0,
122361,Invalid Foreign Key: Customer_ID,EV00122360,C002361,SES00030591,2025-11-25 08:20:00,Google Ads,Purchase,/cart,Treatment,1,O0022361
122991,Invalid Foreign Key: Customer_ID,EV00122990,C002991,SES00030748,2026-08-17 14:50:00,Google Ads,Checkout,/cart,Treatment,0,
123148,Invalid Foreign Key: Customer_ID,EV00123147,C003148,SES00030787,2026-01-21 03:27:00,Email,Checkout,/cart,Control,0,
123935,Invalid Foreign Key: Customer_ID,EV00123934,C003935,SES00030984,2026-03-19 22:34:00,Organic Search,Product View,/cart,Treatment,0,
123988,Invalid Foreign Key: Customer_ID,EV00123987,C003988,SES00030997,2026-05-11 03:27:00,Email,Page View,/cart,Control,0,
124722,Invalid Foreign Key: Customer_ID,EV00124721,C004722,SES00031181,2026-05-15 17:41:00,Instagram,Checkout,/product,Control,0,
125509,Invalid Foreign Key: Customer_ID,EV00125508,C005509,SES00031378,2026-07-11 12:48:00,Referral,Checkout,/checkout,Treatment,0,
125982,Invalid Foreign Key: Customer_ID,EV00125981,C005982,SES00031496,2025-10-27 05:41:00,Instagram,Page View,/product,Control,0,
126296,Invalid Foreign Key: Customer_ID,EV00126295,C006296,SES00031574,2025-09-06 07:55:00,Google Ads,Checkout,/cart,Control,0,
126979,Invalid Foreign Key: Customer_ID,EV00126978,C006979,SES00031745,2026-07-21 18:18:00,Referral,Checkout,/cart,Treatment,0,
127083,Invalid Foreign Key: Customer_ID,EV00127082,C007083,SES00031771,2025-11-02 02:02:00,Email,Add to Cart,/cart,Treatment,0,
127870,Invalid Foreign Key: Customer_ID,EV00127869,C007870,SES00031968,2025-12-29 21:09:00,Organic Search,Product View,/home,Control,0,
127976,Invalid Foreign Key: Customer_ID,EV00127975,C007976,SES00031994,2026-04-14 07:55:00,Google Ads,Add to Cart,/product,Control,0,
128973,Invalid Foreign Key: Customer_ID,EV00128972,C008973,SES00032244,2026-01-06 20:32:00,Email,Checkout,/cart,Treatment,0,
129444,Invalid Foreign Key: Customer_ID,EV00129443,C009444,SES00032361,2026-04-22 11:23:00,Referral,Checkout,/product,Control,0,
129970,Invalid Foreign Key: Customer_ID,EV00129969,C009970,SES00032493,2025-09-30 09:09:00,Organic Search,Page View,/checkout,Control,0,
130231,Invalid Foreign Key: Customer_ID,EV00130230,C010231,SES00032558,2026-06-18 06:30:00,Google Ads,Checkout,/product,Treatment,0,
130250,Invalid Foreign Key: Order_ID,EV00130249,C010250,SES00032563,2026-07-07 01:49:00,Organic Search,Purchase,/checkout,Control,1,O0030250
130967,Invalid Foreign Key: Customer_ID,EV00130966,C010967,SES00032742,2026-06-24 22:46:00,Instagram,Add to Cart,/home,Treatment,0,
131018,Invalid Foreign Key: Customer_ID,EV00131017,C011018,SES00032755,2026-08-14 01:37:00,Email,Product View,/cart,Control,0,
131805,Invalid Foreign Key: Customer_ID,EV00131804,C011805,SES00032952,2025-10-10 20:44:00,Organic Search,Add to Cart,/home,Treatment,0,
131964,Invalid Foreign Key: Customer_ID,EV00131963,C011964,SES00032991,2026-03-18 11:23:00,Referral,Add to Cart,/home,Control,0,
132592,Invalid Foreign Key: Customer_ID,EV00132591,C012592,SES00033148,2025-12-06 15:51:00,Instagram,Checkout,/checkout,Control,0,
132961,Invalid Foreign Key: Customer_ID,EV00132960,C012961,SES00033241,2025-12-10 00:00:00,Google Ads,Checkout,/checkout,Treatment,0,
133378,Invalid Foreign Key: Order_ID,EV00133377,C013378,SES00033345,2026-01-31 09:57:00,Email,Purchase,/checkout,Control,1,O0033378
133379,Invalid Foreign Key: Customer_ID,EV00133378,C013379,SES00033345,2026-02-01 10:58:00,Referral,Product View,/product,Treatment,0,
133958,Invalid Foreign Key: Customer_ID,EV00133957,C013958,SES00033490,2025-09-03 13:37:00,Email,Page View,/product,Control,0,
134166,Invalid Foreign Key: Customer_ID,EV00134165,C014166,SES00033542,2026-03-30 05:05:00,Google Ads,Checkout,/checkout,Control,0,
134953,Invalid Foreign Key: Customer_ID,EV00134952,C014953,SES00033739,2026-05-26 00:12:00,Email,Product View,/cart,Treatment,0,
134955,Invalid Foreign Key: Customer_ID,EV00134954,C014955,SES00033739,2026-05-28 02:14:00,Organic Search,Checkout,/product,Treatment,0,
135540,Invalid Foreign Key: Order_ID,EV00135539,C015540,SES00033885,2026-01-03 11:59:00,Organic Search,Purchase,/product,Control,1,O0035540
135740,Invalid Foreign Key: Customer_ID,EV00135739,C015740,SES00033935,2026-07-22 19:19:00,Organic Search,Product View,/cart,Control,0,
135952,Invalid Foreign Key: Customer_ID,EV00135951,C015952,SES00033988,2026-02-19 15:51:00,Instagram,Page View,/checkout,Control,0,
136527,Invalid Foreign Key: Customer_ID,EV00136526,C016527,SES00034132,2025-09-17 14:26:00,Instagram,Page View,/checkout,Treatment,0,
136949,Invalid Foreign Key: Customer_ID,EV00136948,C016949,SES00034238,2025-11-13 04:28:00,Referral,Checkout,/checkout,Treatment,0,
137314,Invalid Foreign Key: Customer_ID,EV00137313,C017314,SES00034329,2025-11-13 09:33:00,Referral,Page View,/product,Control,0,
137946,Invalid Foreign Key: Customer_ID,EV00137945,C017946,SES00034487,2026-08-07 17:05:00,Google Ads,Product View,/product,Control,0,
138101,Invalid Foreign Key: Customer_ID,EV00138100,C018101,SES00034526,2026-01-09 04:40:00,Google Ads,Product View,/checkout,Treatment,0,
138888,Invalid Foreign Key: Customer_ID,EV00138887,C018888,SES00034722,2026-03-07 23:47:00,Email,Page View,/cart,Control,0,
138943,Invalid Foreign Key: Customer_ID,EV00138942,C018943,SES00034736,2026-05-01 06:42:00,Email,Add to Cart,/checkout,Treatment,0,
139675,Invalid Foreign Key: Customer_ID,EV00139674,C019675,SES00034919,2026-05-03 18:54:00,Organic Search,Add to Cart,/checkout,Treatment,0,
139940,Invalid Foreign Key: Customer_ID,EV00139939,C019940,SES00034985,2026-01-23 19:19:00,Organic Search,Checkout,/cart,Control,0,
140787,Invalid Foreign Key: Customer_ID,EV00140786,C000787,SES00035197,2026-05-20 02:26:00,Instagram,Product View,/product,Treatment,0,
140997,Invalid Foreign Key: Customer_ID,EV00140996,C000997,SES00035250,2025-12-16 20:56:00,Instagram,Page View,/product,Treatment,0,
141574,Invalid Foreign Key: Customer_ID,EV00141573,C001574,SES00035394,2026-07-16 21:33:00,Referral,Checkout,/checkout,Control,0,
141750,Invalid Foreign Key: Order_ID,EV00141749,C001750,SES00035438,2026-01-08 05:29:00,Organic Search,Purchase,/checkout,Control,1,O0041750
141819,Invalid Foreign Key: Order_ID,EV00141818,C001819,SES00035455,2026-03-18 02:38:00,Referral,Purchase,/checkout,Treatment,1,O0041819
141994,Invalid Foreign Key: Customer_ID,EV00141993,C001994,SES00035499,2025-09-09 09:33:00,Referral,Add to Cart,/checkout,Control,0,
142361,Invalid Foreign Key: Customer_ID,EV00142360,C002361,SES00035591,2025-09-11 16:40:00,Google Ads,Page View,/checkout,Treatment,0,
142991,Invalid Foreign Key: Customer_ID,EV00142990,C002991,SES00035748,2026-06-03 22:10:00,Google Ads,Page View,/cart,Treatment,0,
143148,Invalid Foreign Key: Customer_ID,EV00143147,C003148,SES00035787,2025-11-07 11:47:00,Email,Page View,/product,Control,0,
143935,Invalid Foreign Key: Customer_ID,EV00143934,C003935,SES00035984,2026-01-03 06:54:00,Organic Search,Purchase,/cart,Treatment,1,O0043935
143988,Invalid Foreign Key: Customer_ID,EV00143987,C003988,SES00035997,2026-02-25 11:47:00,Email,Page View,/product,Control,0,
144985,Invalid Foreign Key: Customer_ID,EV00144984,C004985,SES00036247,2025-11-19 00:24:00,Organic Search,Checkout,/checkout,Treatment,0,
145509,Invalid Foreign Key: Customer_ID,EV00145508,C005509,SES00036378,2026-04-27 20:08:00,Referral,Product View,/product,Treatment,0,
145982,Invalid Foreign Key: Customer_ID,EV00145981,C005982,SES00036496,2026-08-13 13:01:00,Instagram,Purchase,/home,Control,1,O0045982
146296,Invalid Foreign Key: Customer_ID,EV00146295,C006296,SES00036574,2026-06-23 15:15:00,Google Ads,Add to Cart,/product,Control,0,
146979,Invalid Foreign Key: Customer_ID,EV00146978,C006979,SES00036745,2026-05-07 02:38:00,Referral,Product View,/checkout,Treatment,0,
147083,Invalid Foreign Key: Customer_ID,EV00147082,C007083,SES00036771,2026-08-19 10:22:00,Email,Checkout,/product,Treatment,0,
147870,Invalid Foreign Key: Customer_ID,EV00147869,C007870,SES00036968,2025-10-15 05:29:00,Organic Search,Page View,/cart,Control,0,
147976,Invalid Foreign Key: Customer_ID,EV00147975,C007976,SES00036994,2026-01-29 15:15:00,Google Ads,Page View,/checkout,Control,0,
148657,Invalid Foreign Key: Customer_ID,EV00148656,C008657,SES00037165,2025-12-11 00:36:00,Instagram,Page View,/cart,Treatment,0,
148972,Invalid Foreign Key: Order_ID,EV00148971,,SES00037243,2025-10-22 03:51:00,Instagram,Purchase,/checkout,Control,1,O0048972
148973,Invalid Foreign Key: Customer_ID,EV00148972,C008973,SES00037244,2025-10-23 04:52:00,Email,Product View,/checkout,Treatment,0,
149444,Invalid Foreign Key: Customer_ID,EV00149443,C009444,SES00037361,2026-02-06 19:43:00,Referral,Add to Cart,/cart,Control,0,
149970,Invalid Foreign Key: Customer_ID,EV00149969,C009970,SES00037493,2026-07-17 17:29:00,Organic Search,Checkout,/cart,Control,0,
150231,Invalid Foreign Key: Customer_ID,EV00150230,C010231,SES00037558,2026-04-04 14:50:00,Google Ads,Product View,/home,Treatment,0,
150967,Invalid Foreign Key: Customer_ID,EV00150966,C010967,SES00037742,2026-04-10 06:06:00,Instagram,Checkout,/cart,Treatment,0,
151018,Invalid Foreign Key: Customer_ID,EV00151017,C011018,SES00037755,2026-05-31 09:57:00,Email,Add to Cart,/cart,Control,0,
151805,Invalid Foreign Key: Customer_ID,EV00151804,C011805,SES00037952,2026-07-27 04:04:00,Organic Search,Checkout,/cart,Treatment,0,
152592,Invalid Foreign Key: Customer_ID,EV00152591,C012592,SES00038148,2025-09-22 23:11:00,Instagram,Add to Cart,/checkout,Control,0,
152961,Invalid Foreign Key: Customer_ID,EV00152960,C012961,SES00038241,2025-09-26 08:20:00,Google Ads,Product View,/cart,Treatment,0,
153250,Invalid Foreign Key: Order_ID,EV00153249,C013250,SES00038313,2026-07-12 09:09:00,Organic Search,Purchase,/cart,Control,1,O0053250
153296,Invalid Foreign Key: Order_ID,EV00153295,C013296,SES00038324,2026-08-27 07:55:00,Google Ads,Purchase,/checkout,Control,1,O0053296
153379,Invalid Foreign Key: Customer_ID,EV00153378,C013379,SES00038345,2025-11-18 18:18:00,Referral,Checkout,/product,Treatment,0,
153958,Invalid Foreign Key: Customer_ID,EV00153957,C013958,SES00038490,2026-06-20 21:57:00,Email,Checkout,/checkout,Control,0,
154166,Invalid Foreign Key: Customer_ID,EV00154165,C014166,SES00038542,2026-01-14 13:25:00,Google Ads,Add to Cart,/checkout,Control,0,
154952,Invalid Foreign Key: Order_ID,EV00154951,C014952,SES00038738,2026-03-11 07:31:00,Instagram,Purchase,/checkout,Control,1,O0054952
154953,Invalid Foreign Key: Customer_ID,EV00154952,C014953,SES00038739,2026-03-12 08:32:00,Email,Add to Cart,/checkout,Treatment,0,
154955,Invalid Foreign Key: Customer_ID,EV00154954,C014955,SES00038739,2026-03-14 10:34:00,Organic Search,Page View,/product,Treatment,0,
155740,Invalid Foreign Key: Customer_ID,EV00155739,C015740,SES00038935,2026-05-08 03:39:00,Organic Search,Product View,/product,Control,0,
155952,Invalid Foreign Key: Customer_ID,EV00155951,C015952,SES00038988,2025-12-06 23:11:00,Instagram,Page View,/checkout,Control,0,
156527,Invalid Foreign Key: Customer_ID,EV00156526,C016527,SES00039132,2026-07-04 22:46:00,Instagram,Add to Cart,/checkout,Treatment,0,
156949,Invalid Foreign Key: Customer_ID,EV00156948,C016949,SES00039238,2026-08-30 12:48:00,Referral,Checkout,/product,Treatment,0,
157314,Invalid Foreign Key: Customer_ID,EV00157313,C017314,SES00039329,2026-08-30 17:53:00,Referral,Add to Cart,/cart,Control,0,
157946,Invalid Foreign Key: Customer_ID,EV00157945,C017946,SES00039487,2026-05-24 01:25:00,Google Ads,Product View,/product,Control,0,
158888,Invalid Foreign Key: Customer_ID,EV00158887,C018888,SES00039722,2025-12-22 07:07:00,Email,Checkout,/home,Control,0,
158943,Invalid Foreign Key: Customer_ID,EV00158942,C018943,SES00039736,2026-02-15 14:02:00,Email,Page View,/cart,Treatment,0,
159675,Invalid Foreign Key: Customer_ID,EV00159674,C019675,SES00039919,2026-02-17 02:14:00,Organic Search,Add to Cart,/checkout,Treatment,0,
159940,Invalid Foreign Key: Customer_ID,EV00159939,C019940,SES00039985,2025-11-09 03:39:00,Organic Search,Add to Cart,/product,Control,0,
160997,Invalid Foreign Key: Customer_ID,EV00160996,C000997,SES00040250,2025-10-02 04:16:00,Instagram,Product View,/checkout,Treatment,0,
161574,Invalid Foreign Key: Customer_ID,EV00161573,C001574,SES00040394,2026-05-02 05:53:00,Referral,Add to Cart,/checkout,Control,0,
162361,Invalid Foreign Key: Customer_ID,EV00162360,C002361,SES00040591,2026-06-28 00:00:00,Google Ads,Product View,/cart,Treatment,0,
162991,Invalid Foreign Key: Customer_ID,EV00162990,C002991,SES00040748,2026-03-20 06:30:00,Google Ads,Checkout,/checkout,Treatment,0,
163148,Invalid Foreign Key: Customer_ID,EV00163147,C003148,SES00040787,2026-08-24 19:07:00,Email,Checkout,/product,Control,0,
163935,Invalid Foreign Key: Customer_ID,EV00163934,C003935,SES00040984,2025-10-20 14:14:00,Organic Search,Page View,/home,Treatment,0,
163988,Invalid Foreign Key: Customer_ID,EV00163987,C003988,SES00040997,2025-12-12 19:07:00,Email,Add to Cart,/cart,Control,0,
164722,Invalid Foreign Key: Customer_ID,EV00164721,C004722,SES00041181,2025-12-16 09:21:00,Instagram,Checkout,/home,Control,0,
164750,Invalid Foreign Key: Order_ID,EV00164749,C004750,SES00041188,2026-01-13 13:49:00,Organic Search,Purchase,/product,Control,1,O0064750
164985,Invalid Foreign Key: Customer_ID,EV00164984,C004985,SES00041247,2025-09-05 08:44:00,Organic Search,Add to Cart,/home,Treatment,0,
165509,Invalid Foreign Key: Customer_ID,EV00165508,C005509,SES00041378,2026-02-11 04:28:00,Referral,Purchase,/cart,Treatment,1,O0065509
165982,Invalid Foreign Key: Customer_ID,EV00165981,C005982,SES00041496,2026-05-30 21:21:00,Instagram,Checkout,/cart,Control,0,
166296,Invalid Foreign Key: Customer_ID,EV00166295,C006296,SES00041574,2026-04-09 23:35:00,Google Ads,Page View,/cart,Control,0,
