Source_Row,Reject_Reasons,Inventory_ID,Snapshot_Date,Warehouse_ID,Product_ID,Opening_Stock,Purchases,Units_Sold,Returns_In,Adjustments,Closing_Stock,Unit_Cost,Stock_Value,Stockout_Flag
27499,Invalid Foreign Key: Product_ID,ST00027498,2026-01-02,W019,P00499,548,198,126,3,-1,622,11080,6891760.0,0
27577,Invalid Foreign Key: Product_ID,ST00027576,2026-03-21,W017,P00577,126,276,252,0,0,150,8660,1299000.0,0
27614,Invalid Foreign Key: Product_ID,ST00027613,2026-04-27,W014,P00614,163,13,91,1,2,88,1730,152240.0,0
27842,Invalid Foreign Key: Product_ID,ST00027841,2025-12-11,W002,P00842,391,241,7,4,-1,628,4810,3020680.0,0
27921,Invalid Foreign Key: Product_ID,ST00027920,2026-02-28,W001,P00921,470,20,140,2,1,353,2500,882500.0,0
27998,Invalid Foreign Key: Product_ID,ST00027997,2026-05-16,W018,P00998,547,97,259,7,1,393,10970,4311210.0,0
28307,Invalid Foreign Key: Product_ID,ST00028306,2026-03-21,W007,P00307,356,106,322,1,2,143,960,137280.0,0
28421,Invalid Foreign Key: Product_ID,ST00028420,2026-07-13,W001,P00421,470,220,280,7,-3,414,2500,1035000.0,0
28499,Invalid Foreign Key: Product_ID,ST00028498,2025-09-29,W019,P00499,548,298,406,4,-2,442,11080,4897360.0,0
28577,Invalid Foreign Key: Product_ID,ST00028576,2025-12-16,W017,P00577,126,76,112,1,-1,90,8660,779400.0,0
28614,Invalid Foreign Key: Product_ID,ST00028613,2026-01-22,W014,P00614,163,113,371,2,1,-92,1730,-159160.0,1
28842,Invalid Foreign Key: Product_ID,ST00028841,2025-09-07,W002,P00842,391,41,287,5,-2,148,4810,711880.0,0
28921,Invalid Foreign Key: Product_ID,ST00028920,2025-11-25,W001,P00921,470,120,0,3,0,593,2500,1482500.0,0
28998,Invalid Foreign Key: Product_ID,ST00028997,2026-02-10,W018,P00998,547,197,119,8,0,633,10970,6944010.0,0
29307,Invalid Foreign Key: Product_ID,ST00029306,2025-12-16,W007,P00307,356,206,182,2,1,383,960,367680.0,0
29421,Invalid Foreign Key: Product_ID,ST00029420,2026-04-09,W001,P00421,470,20,140,8,3,361,2500,902500.0,0
29499,Invalid Foreign Key: Product_ID,ST00029498,2026-06-26,W019,P00499,548,98,266,5,-3,382,11080,4232560.0,0
29577,Invalid Foreign Key: Product_ID,ST00029576,2025-09-12,W017,P00577,126,176,392,2,-2,-90,8660,-779400.0,1
29614,Invalid Foreign Key: Product_ID,ST00029613,2025-10-19,W014,P00614,163,213,231,3,0,148,1730,256040.0,0
29842,Invalid Foreign Key: Product_ID,ST00029841,2026-06-04,W002,P00842,391,141,147,6,-3,388,4810,1866280.0,0
29921,Invalid Foreign Key: Product_ID,ST00029920,2026-08-22,W001,P00921,470,220,280,4,-1,413,2500,1032500.0,0
29998,Invalid Foreign Key: Product_ID,ST00029997,2025-11-07,W018,P00998,547,297,399,0,-1,444,10970,4870680.0,0
30307,Invalid Foreign Key: Product_ID,ST00030306,2025-09-12,W007,P00307,356,6,42,3,0,323,960,310080.0,0
30421,Invalid Foreign Key: Product_ID,ST00030420,2026-01-04,W001,P00421,470,120,0,0,2,592,2500,1480000.0,0
30499,Invalid Foreign Key: Product_ID,ST00030498,2026-03-23,W019,P00499,548,198,126,6,3,629,11080,6969320.0,0
30577,Invalid Foreign Key: Product_ID,ST00030576,2026-06-09,W017,P00577,126,276,252,3,-3,150,8660,1299000.0,0
30614,Invalid Foreign Key: Product_ID,ST00030613,2026-07-16,W014,P00614,163,13,91,4,-1,88,1730,152240.0,0
30842,Invalid Foreign Key: Product_ID,ST00030841,2026-03-01,W002,P00842,391,241,7,7,3,635,4810,3054350.0,0
30921,Invalid Foreign Key: Product_ID,ST00030920,2026-05-19,W001,P00921,470,20,140,5,-2,353,2500,882500.0,0
30998,Invalid Foreign Key: Product_ID,ST00030997,2026-08-04,W018,P00998,547,97,259,1,-2,384,10970,4212480.0,0
31307,Invalid Foreign Key: Product_ID,ST00031306,2026-06-09,W007,P00307,356,106,322,4,-1,143,960,137280.0,0
31421,Invalid Foreign Key: Product_ID,ST00031420,2025-10-01,W001,P00421,470,220,280,1,1,412,2500,1030000.0,0
31499,Invalid Foreign Key: Product_ID,ST00031498,2025-12-18,W019,P00499,548,298,406,7,2,449,11080,4974920.0,0
31577,Invalid Foreign Key: Product_ID,ST00031576,2026-03-06,W017,P00577,126,76,112,4,3,97,8660,840020.0,0
31614,Invalid Foreign Key: Product_ID,ST00031613,2026-04-12,W014,P00614,163,113,371,5,-2,-92,1730,-159160.0,1
31842,Invalid Foreign Key: Product_ID,ST00031841,2025-11-26,W002,P00842,391,41,287,8,2,155,4810,745550.0,0
31921,Invalid Foreign Key: Product_ID,ST00031920,2026-02-13,W001,P00921,470,120,0,6,-3,593,2500,1482500.0,0
31998,Invalid Foreign Key: Product_ID,ST00031997,2026-05-01,W018,P00998,547,197,119,2,-3,624,10970,6845280.0,0
32307,Invalid Foreign Key: Product_ID,ST00032306,2026-03-06,W007,P00307,356,206,182,5,-2,383,960,367680.0,0
32421,Invalid Foreign Key: Product_ID,ST00032420,2026-06-28,W001,P00421,470,20,140,2,0,352,2500,880000.0,0
32499,Invalid Foreign Key: Product_ID,ST00032498,2025-09-14,W019,P00499,548,98,266,8,1,389,11080,4310120.0,0
32577,Invalid Foreign Key: Product_ID,ST00032576,2025-12-01,W017,P00577,126,176,392,5,2,-83,8660,-718780.0,1
32614,Invalid Foreign Key: Product_ID,ST00032613,2026-01-07,W014,P00614,163,213,231,6,-3,148,1730,256040.0,0
32842,Invalid Foreign Key: Product_ID,ST00032841,2026-08-23,W002,P00842,391,141,147,0,1,386,4810,1856660.0,0
32921,Invalid Foreign Key: Product_ID,ST00032920,2025-11-10,W001,P00921,470,220,280,7,3,420,2500,1050000.0,0
32998,Invalid Foreign Key: Product_ID,ST00032997,2026-01-26,W018,P00998,547,297,399,3,3,451,10970,4947470.0,0
33307,Invalid Foreign Key: Product_ID,ST00033306,2025-12-01,W007,P00307,356,6,42,6,-3,323,960,310080.0,0
33421,Invalid Foreign Key: Product_ID,ST00033420,2026-03-25,W001,P00421,470,120,0,3,-1,592,2500,1480000.0,0
33499,Invalid Foreign Key: Product_ID,ST00033498,2026-06-11,W019,P00499,548,198,126,0,0,620,11080,6869600.0,0
33577,Invalid Foreign Key: Product_ID,ST00033576,2026-08-28,W017,P00577,126,276,252,6,1,157,8660,1359620.0,0
33614,Invalid Foreign Key: Product_ID,ST00033613,2025-10-04,W014,P00614,163,13,91,7,3,95,1730,164350.0,0
33842,Invalid Foreign Key: Product_ID,ST00033841,2026-05-20,W002,P00842,391,241,7,1,0,626,4810,3011060.0,0
33921,Invalid Foreign Key: Product_ID,ST00033920,2026-08-07,W001,P00921,470,20,140,8,2,360,2500,900000.0,0
33998,Invalid Foreign Key: Product_ID,ST00033997,2025-10-23,W018,P00998,547,97,259,4,2,391,10970,4289270.0,0
34307,Invalid Foreign Key: Product_ID,ST00034306,2026-08-28,W007,P00307,356,106,322,7,3,150,960,144000.0,0
34421,Invalid Foreign Key: Product_ID,ST00034420,2025-12-20,W001,P00421,470,220,280,4,-2,412,2500,1030000.0,0
34499,Invalid Foreign Key: Product_ID,ST00034498,2026-03-08,W019,P00499,548,298,406,1,-1,440,11080,4875200.0,0
34577,Invalid Foreign Key: Product_ID,ST00034576,2026-05-25,W017,P00577,126,76,112,7,0,97,8660,840020.0,0
34614,Invalid Foreign Key: Product_ID,ST00034613,2026-07-01,W014,P00614,163,113,371,8,2,-85,1730,-147050.0,1
34842,Invalid Foreign Key: Product_ID,ST00034841,2026-02-14,W002,P00842,391,41,287,2,-1,146,4810,702260.0,0
34921,Invalid Foreign Key: Product_ID,ST00034920,2026-05-04,W001,P00921,470,120,0,0,1,591,2500,1477500.0,0
34998,Invalid Foreign Key: Product_ID,ST00034997,2026-07-20,W018,P00998,547,197,119,5,1,631,10970,6922070.0,0
35307,Invalid Foreign Key: Product_ID,ST00035306,2026-05-25,W007,P00307,356,206,182,8,2,390,960,374400.0,0
35421,Invalid Foreign Key: Product_ID,ST00035420,2025-09-16,W001,P00421,470,20,140,5,-3,352,2500,880000.0,0
35499,Invalid Foreign Key: Product_ID,ST00035498,2025-12-03,W019,P00499,548,98,266,2,-2,380,11080,4210400.0,0
35577,Invalid Foreign Key: Product_ID,ST00035576,2026-02-19,W017,P00577,126,176,392,8,-1,-83,8660,-718780.0,1
35614,Invalid Foreign Key: Product_ID,ST00035613,2026-03-28,W014,P00614,163,213,231,0,1,146,1730,252580.0,0
35842,Invalid Foreign Key: Product_ID,ST00035841,2025-11-11,W002,P00842,391,141,147,3,-2,386,4810,1856660.0,0
35921,Invalid Foreign Key: Product_ID,ST00035920,2026-01-29,W001,P00921,470,220,280,1,0,411,2500,1027500.0,0
35998,Invalid Foreign Key: Product_ID,ST00035997,2026-04-16,W018,P00998,547,297,399,6,0,451,10970,4947470.0,0
36307,Invalid Foreign Key: Product_ID,ST00036306,2026-02-19,W007,P00307,356,6,42,0,1,321,960,308160.0,0
36421,Invalid Foreign Key: Product_ID,ST00036420,2026-06-13,W001,P00421,470,120,0,6,3,599,2500,1497500.0,0
36499,Invalid Foreign Key: Product_ID,ST00036498,2026-08-30,W019,P00499,548,198,126,3,-3,620,11080,6869600.0,0
36577,Invalid Foreign Key: Product_ID,ST00036576,2025-11-16,W017,P00577,126,276,252,0,-2,148,8660,1281680.0,0
36614,Invalid Foreign Key: Product_ID,ST00036613,2025-12-23,W014,P00614,163,13,91,1,0,86,1730,148780.0,0
36842,Invalid Foreign Key: Product_ID,ST00036841,2026-08-08,W002,P00842,391,241,7,4,-3,626,4810,3011060.0,0
36921,Invalid Foreign Key: Product_ID,ST00036920,2025-10-26,W001,P00921,470,20,140,2,-1,351,2500,877500.0,0
36998,Invalid Foreign Key: Product_ID,ST00036997,2026-01-11,W018,P00998,547,97,259,7,-1,391,10970,4289270.0,0
37307,Invalid Foreign Key: Product_ID,ST00037306,2025-11-16,W007,P00307,356,106,322,1,0,141,960,135360.0,0
37421,Invalid Foreign Key: Product_ID,ST00037420,2026-03-10,W001,P00421,470,220,280,7,2,419,2500,1047500.0,0
37499,Invalid Foreign Key: Product_ID,ST00037498,2026-05-27,W019,P00499,548,298,406,4,3,447,11080,4952760.0,0
37577,Invalid Foreign Key: Product_ID,ST00037576,2026-08-13,W017,P00577,126,76,112,1,-3,88,8660,762080.0,0
37614,Invalid Foreign Key: Product_ID,ST00037613,2025-09-19,W014,P00614,163,113,371,2,-1,-94,1730,-162620.0,1
37842,Invalid Foreign Key: Product_ID,ST00037841,2026-05-05,W002,P00842,391,41,287,5,3,153,4810,735930.0,0
37921,Invalid Foreign Key: Product_ID,ST00037920,2026-07-23,W001,P00921,470,120,0,3,-2,591,2500,1477500.0,0
37998,Invalid Foreign Key: Product_ID,ST00037997,2025-10-08,W018,P00998,547,197,119,8,-2,631,10970,6922070.0,0
38307,Invalid Foreign Key: Product_ID,ST00038306,2026-08-13,W007,P00307,356,206,182,2,-1,381,960,365760.0,0
38421,Invalid Foreign Key: Product_ID,ST00038420,2025-12-05,W001,P00421,470,20,140,8,1,359,2500,897500.0,0
38499,Invalid Foreign Key: Product_ID,ST00038498,2026-02-21,W019,P00499,548,98,266,5,2,387,11080,4287960.0,0
38577,Invalid Foreign Key: Product_ID,ST00038576,2026-05-10,W017,P00577,126,176,392,2,3,-85,8660,-736100.0,1
38614,Invalid Foreign Key: Product_ID,ST00038613,2026-06-16,W014,P00614,163,213,231,3,-2,146,1730,252580.0,0
38842,Invalid Foreign Key: Product_ID,ST00038841,2026-01-30,W002,P00842,391,141,147,6,2,393,4810,1890330.0,0
38921,Invalid Foreign Key: Product_ID,ST00038920,2026-04-19,W001,P00921,470,220,280,4,-3,411,2500,1027500.0,0
38998,Invalid Foreign Key: Product_ID,ST00038997,2026-07-05,W018,P00998,547,297,399,0,-3,442,10970,4848740.0,0
39307,Invalid Foreign Key: Product_ID,ST00039306,2026-05-10,W007,P00307,356,6,42,3,-2,321,960,308160.0,0
39421,Invalid Foreign Key: Product_ID,ST00039420,2025-09-01,W001,P00421,470,120,0,0,0,590,2500,1475000.0,0
39499,Invalid Foreign Key: Product_ID,ST00039498,2025-11-18,W019,P00499,548,198,126,6,1,627,11080,6947160.0,0
39577,Invalid Foreign Key: Product_ID,ST00039576,2026-02-04,W017,P00577,126,276,252,3,2,155,8660,1342300.0,0
39614,Invalid Foreign Key: Product_ID,ST00039613,2026-03-13,W014,P00614,163,13,91,4,-3,86,1730,148780.0,0
39842,Invalid Foreign Key: Product_ID,ST00039841,2025-10-27,W002,P00842,391,241,7,7,1,633,4810,3044730.0,0
39921,Invalid Foreign Key: Product_ID,ST00039920,2026-01-14,W001,P00921,470,20,140,5,3,358,2500,895000.0,0
39998,Invalid Foreign Key: Product_ID,ST00039997,2026-04-01,W018,P00998,547,97,259,1,3,389,10970,4267330.0,0
40307,Invalid Foreign Key: Product_ID,ST00040306,2026-02-04,W007,P00307,356,106,322,4,-3,141,960,135360.0,0
40421,Invalid Foreign Key: Product_ID,ST00040420,2026-05-29,W001,P00421,470,220,280,1,-1,410,2500,1025000.0,0
40499,Invalid Foreign Key: Product_ID,ST00040498,2026-08-15,W019,P00499,548,298,406,7,0,447,11080,4952760.0,0
40577,Invalid Foreign Key: Product_ID,ST00040576,2025-11-01,W017,P00577,126,76,112,4,1,95,8660,822700.0,0
40614,Invalid Foreign Key: Product_ID,ST00040613,2025-12-08,W014,P00614,163,113,371,5,3,-87,1730,-150510.0,1
40842,Invalid Foreign Key: Product_ID,ST00040841,2026-07-24,W002,P00842,391,41,287,8,0,153,4810,735930.0,0
40921,Invalid Foreign Key: Product_ID,ST00040920,2025-10-11,W001,P00921,470,120,0,6,2,598,2500,1495000.0,0
40998,Invalid Foreign Key: Product_ID,ST00040997,2025-12-27,W018,P00998,547,197,119,2,2,629,10970,6900130.0,0
41307,Invalid Foreign Key: Product_ID,ST00041306,2025-11-01,W007,P00307,356,206,182,5,3,388,960,372480.0,0
41421,Invalid Foreign Key: Product_ID,ST00041420,2026-02-23,W001,P00421,470,20,140,2,-2,350,2500,875000.0,0
41499,Invalid Foreign Key: Product_ID,ST00041498,2026-05-12,W019,P00499,548,98,266,8,-1,387,11080,4287960.0,0
41577,Invalid Foreign Key: Product_ID,ST00041576,2026-07-29,W017,P00577,126,176,392,5,0,-85,8660,-736100.0,1
41614,Invalid Foreign Key: Product_ID,ST00041613,2025-09-04,W014,P00614,163,213,231,6,2,153,1730,264690.0,0
41842,Invalid Foreign Key: Product_ID,ST00041841,2026-04-20,W002,P00842,391,141,147,0,-1,384,4810,1847040.0,0
41921,Invalid Foreign Key: Product_ID,ST00041920,2026-07-08,W001,P00921,470,220,280,7,1,418,2500,1045000.0,0
41998,Invalid Foreign Key: Product_ID,ST00041997,2025-09-23,W018,P00998,547,297,399,3,1,449,10970,4925530.0,0
42307,Invalid Foreign Key: Product_ID,ST00042306,2026-07-29,W007,P00307,356,6,42,6,2,328,960,314880.0,0
42421,Invalid Foreign Key: Product_ID,ST00042420,2025-11-20,W001,P00421,470,120,0,3,-3,590,2500,1475000.0,0
42499,Invalid Foreign Key: Product_ID,ST00042498,2026-02-06,W019,P00499,548,198,126,0,-2,618,11080,6847440.0,0
42577,Invalid Foreign Key: Product_ID,ST00042576,2026-04-25,W017,P00577,126,276,252,6,-1,155,8660,1342300.0,0
42614,Invalid Foreign Key: Product_ID,ST00042613,2026-06-01,W014,P00614,163,13,91,7,1,93,1730,160890.0,0
42842,Invalid Foreign Key: Product_ID,ST00042841,2026-01-15,W002,P00842,391,241,7,1,-2,624,4810,3001440.0,0
42921,Invalid Foreign Key: Product_ID,ST00042920,2026-04-04,W001,P00921,470,20,140,8,0,358,2500,895000.0,0
42998,Invalid Foreign Key: Product_ID,ST00042997,2026-06-20,W018,P00998,547,97,259,4,0,389,10970,4267330.0,0
43307,Invalid Foreign Key: Product_ID,ST00043306,2026-04-25,W007,P00307,356,106,322,7,1,148,960,142080.0,0
43421,Invalid Foreign Key: Product_ID,ST00043420,2026-08-17,W001,P00421,470,220,280,4,3,417,2500,1042500.0,0
43499,Invalid Foreign Key: Product_ID,ST00043498,2025-11-03,W019,P00499,548,298,406,1,-3,438,11080,4853040.0,0
43577,Invalid Foreign Key: Product_ID,ST00043576,2026-01-20,W017,P00577,126,76,112,7,-2,95,8660,822700.0,0
43614,Invalid Foreign Key: Product_ID,ST00043613,2026-02-26,W014,P00614,163,113,371,8,0,-87,1730,-150510.0,1
43842,Invalid Foreign Key: Product_ID,ST00043841,2025-10-12,W002,P00842,391,41,287,2,-3,144,4810,692640.0,0
43921,Invalid Foreign Key: Product_ID,ST00043920,2025-12-30,W001,P00921,470,120,0,0,-1,589,2500,1472500.0,0
43998,Invalid Foreign Key: Product_ID,ST00043997,2026-03-17,W018,P00998,547,197,119,5,-1,629,10970,6900130.0,0
44307,Invalid Foreign Key: Product_ID,ST00044306,2026-01-20,W007,P00307,356,206,182,8,0,388,960,372480.0,0
44421,Invalid Foreign Key: Product_ID,ST00044420,2026-05-14,W001,P00421,470,20,140,5,2,357,2500,892500.0,0
44499,Invalid Foreign Key: Product_ID,ST00044498,2026-07-31,W019,P00499,548,98,266,2,3,385,11080,4265800.0,0
44577,Invalid Foreign Key: Product_ID,ST00044576,2025-10-17,W017,P00577,126,176,392,8,-3,-85,8660,-736100.0,1
44614,Invalid Foreign Key: Product_ID,ST00044613,2025-11-23,W014,P00614,163,213,231,0,-1,144,1730,249120.0,0
44842,Invalid Foreign Key: Product_ID,ST00044841,2026-07-09,W002,P00842,391,141,147,3,3,391,4810,1880710.0,0
44921,Invalid Foreign Key: Product_ID,ST00044920,2025-09-26,W001,P00921,470,220,280,1,-2,409,2500,1022500.0,0
44998,Invalid Foreign Key: Product_ID,ST00044997,2025-12-12,W018,P00998,547,297,399,6,-2,449,10970,4925530.0,0
45307,Invalid Foreign Key: Product_ID,ST00045306,2025-10-17,W007,P00307,356,6,42,0,-1,319,960,306240.0,0
45421,Invalid Foreign Key: Product_ID,ST00045420,2026-02-08,W001,P00421,470,120,0,6,1,597,2500,1492500.0,0
45499,Invalid Foreign Key: Product_ID,ST00045498,2026-04-27,W019,P00499,548,198,126,3,2,625,11080,6925000.0,0
45577,Invalid Foreign Key: Product_ID,ST00045576,2026-07-14,W017,P00577,126,276,252,0,3,153,8660,1324980.0,0
45614,Invalid Foreign Key: Product_ID,ST00045613,2026-08-20,W014,P00614,163,13,91,1,-2,84,1730,145320.0,0
45842,Invalid Foreign Key: Product_ID,ST00045841,2026-04-05,W002,P00842,391,241,7,4,2,631,4810,3035110.0,0
45921,Invalid Foreign Key: Product_ID,ST00045920,2026-06-23,W001,P00921,470,20,140,2,-3,349,2500,872500.0,0
45998,Invalid Foreign Key: Product_ID,ST00045997,2025-09-08,W018,P00998,547,97,259,7,-3,389,10970,4267330.0,0
46307,Invalid Foreign Key: Product_ID,ST00046306,2026-07-14,W007,P00307,356,106,322,1,-2,139,960,133440.0,0
46421,Invalid Foreign Key: Product_ID,ST00046420,2025-11-05,W001,P00421,470,220,280,7,0,417,2500,1042500.0,0
46499,Invalid Foreign Key: Product_ID,ST00046498,2026-01-22,W019,P00499,548,298,406,4,1,445,11080,4930600.0,0
46577,Invalid Foreign Key: Product_ID,ST00046576,2026-04-10,W017,P00577,126,76,112,1,2,93,8660,805380.0,0
46614,Invalid Foreign Key: Product_ID,ST00046613,2026-05-17,W014,P00614,163,113,371,2,-3,-96,1730,-166080.0,1
46842,Invalid Foreign Key: Product_ID,ST00046841,2025-12-31,W002,P00842,391,41,287,5,1,151,4810,726310.0,0
46921,Invalid Foreign Key: Product_ID,ST00046920,2026-03-20,W001,P00921,470,120,0,3,3,596,2500,1490000.0,0
46998,Invalid Foreign Key: Product_ID,ST00046997,2026-06-05,W018,P00998,547,197,119,8,3,636,10970,6976920.0,0
47307,Invalid Foreign Key: Product_ID,ST00047306,2026-04-10,W007,P00307,356,206,182,2,-3,379,960,363840.0,0
47421,Invalid Foreign Key: Product_ID,ST00047420,2026-08-02,W001,P00421,470,20,140,8,-1,357,2500,892500.0,0
47499,Invalid Foreign Key: Product_ID,ST00047498,2025-10-19,W019,P00499,548,98,266,5,0,385,11080,4265800.0,0
47577,Invalid Foreign Key: Product_ID,ST00047576,2026-01-05,W017,P00577,126,176,392,2,1,-87,8660,-753420.0,1
47614,Invalid Foreign Key: Product_ID,ST00047613,2026-02-11,W014,P00614,163,213,231,3,3,151,1730,261230.0,0
47842,Invalid Foreign Key: Product_ID,ST00047841,2025-09-27,W002,P00842,391,141,147,6,0,391,4810,1880710.0,0
47921,Invalid Foreign Key: Product_ID,ST00047920,2025-12-15,W001,P00921,470,220,280,4,2,416,2500,1040000.0,0
47998,Invalid Foreign Key: Product_ID,ST00047997,2026-03-02,W018,P00998,547,297,399,0,2,447,10970,4903590.0,0
48307,Invalid Foreign Key: Product_ID,ST00048306,2026-01-05,W007,P00307,356,6,42,3,3,326,960,312960.0,0
48421,Invalid Foreign Key: Product_ID,ST00048420,2026-04-29,W001,P00421,470,120,0,0,-2,588,2500,1470000.0,0
48499,Invalid Foreign Key: Product_ID,ST00048498,2026-07-16,W019,P00499,548,198,126,6,-1,625,11080,6925000.0,0
48577,Invalid Foreign Key: Product_ID,ST00048576,2025-10-02,W017,P00577,126,276,252,3,0,153,8660,1324980.0,0
48614,Invalid Foreign Key: Product_ID,ST00048613,2025-11-08,W014,P00614,163,13,91,4,2,91,1730,157430.0,0
48842,Invalid Foreign Key: Product_ID,ST00048841,2026-06-24,W002,P00842,391,241,7,7,-1,631,4810,3035110.0,0
48921,Invalid Foreign Key: Product_ID,ST00048920,2025-09-11,W001,P00921,470,20,140,5,1,356,2500,890000.0,0
48998,Invalid Foreign Key: Product_ID,ST00048997,2025-11-27,W018,P00998,547,97,259,1,1,387,10970,4245390.0,0
49307,Invalid Foreign Key: Product_ID,ST00049306,2025-10-02,W007,P00307,356,106,322,4,2,146,960,140160.0,0
49421,Invalid Foreign Key: Product_ID,ST00049420,2026-01-24,W001,P00421,470,220,280,1,-3,408,2500,1020000.0,0
49499,Invalid Foreign Key: Product_ID,ST00049498,2026-04-12,W019,P00499,548,298,406,7,-2,445,11080,4930600.0,0
49577,Invalid Foreign Key: Product_ID,ST00049576,2026-06-29,W017,P00577,126,76,112,4,-1,93,8660,805380.0,0
49614,Invalid Foreign Key: Product_ID,ST00049613,2026-08-05,W014,P00614,163,113,371,5,1,-89,1730,-153970.0,1
49842,Invalid Foreign Key: Product_ID,ST00049841,2026-03-21,W002,P00842,391,41,287,8,-2,151,4810,726310.0,0
49921,Invalid Foreign Key: Product_ID,ST00049920,2026-06-08,W001,P00921,470,120,0,6,0,596,2500,1490000.0,0
49998,Invalid Foreign Key: Product_ID,ST00049997,2026-08-24,W018,P00998,547,197,119,2,0,627,10970,6878190.0,0
50307,Invalid Foreign Key: Product_ID,ST00050306,2026-06-29,W007,P00307,356,206,182,5,1,386,960,370560.0,0
50421,Invalid Foreign Key: Product_ID,ST00050420,2025-10-21,W001,P00421,470,20,140,2,3,355,2500,887500.0,0
50499,Invalid Foreign Key: Product_ID,ST00050498,2026-01-07,W019,P00499,548,98,266,8,-3,385,11080,4265800.0,0
50577,Invalid Foreign Key: Product_ID,ST00050576,2026-03-26,W017,P00577,126,176,392,5,-2,-87,8660,-753420.0,1
50614,Invalid Foreign Key: Product_ID,ST00050613,2026-05-02,W014,P00614,163,213,231,6,0,151,1730,261230.0,0
50842,Invalid Foreign Key: Product_ID,ST00050841,2025-12-16,W002,P00842,391,141,147,0,-3,382,4810,1837420.0,0
50921,Invalid Foreign Key: Product_ID,ST00050920,2026-03-05,W001,P00921,470,220,280,7,-1,416,2500,1040000.0,0
50998,Invalid Foreign Key: Product_ID,ST00050997,2026-05-21,W018,P00998,547,297,399,3,-1,447,10970,4903590.0,0
51307,Invalid Foreign Key: Product_ID,ST00051306,2026-03-26,W007,P00307,356,6,42,6,0,326,960,312960.0,0
51421,Invalid Foreign Key: Product_ID,ST00051420,2026-07-18,W001,P00421,470,120,0,3,2,595,2500,1487500.0,0
51499,Invalid Foreign Key: Product_ID,ST00051498,2025-10-04,W019,P00499,548,198,126,0,3,623,11080,6902840.0,0
51577,Invalid Foreign Key: Product_ID,ST00051576,2025-12-21,W017,P00577,126,276,252,6,-3,153,8660,1324980.0,0
51614,Invalid Foreign Key: Product_ID,ST00051613,2026-01-27,W014,P00614,163,13,91,7,-1,91,1730,157430.0,0
51842,Invalid Foreign Key: Product_ID,ST00051841,2025-09-12,W002,P00842,391,241,7,1,3,629,4810,3025490.0,0
51921,Invalid Foreign Key: Product_ID,ST00051920,2025-11-30,W001,P00921,470,20,140,8,-2,356,2500,890000.0,0
51998,Invalid Foreign Key: Product_ID,ST00051997,2026-02-15,W018,P00998,547,97,259,4,-2,387,10970,4245390.0,0
52307,Invalid Foreign Key: Product_ID,ST00052306,2025-12-21,W007,P00307,356,106,322,7,-1,146,960,140160.0,0
52421,Invalid Foreign Key: Product_ID,ST00052420,2026-04-14,W001,P00421,470,220,280,4,1,415,2500,1037500.0,0
52499,Invalid Foreign Key: Product_ID,ST00052498,2026-07-01,W019,P00499,548,298,406,1,2,443,11080,4908440.0,0
52577,Invalid Foreign Key: Product_ID,ST00052576,2025-09-17,W017,P00577,126,76,112,7,3,100,8660,866000.0,0
52614,Invalid Foreign Key: Product_ID,ST00052613,2025-10-24,W014,P00614,163,113,371,8,-2,-89,1730,-153970.0,1
52842,Invalid Foreign Key: Product_ID,ST00052841,2026-06-09,W002,P00842,391,41,287,2,2,149,4810,716690.0,0
52921,Invalid Foreign Key: Product_ID,ST00052920,2026-08-27,W001,P00921,470,120,0,0,-3,587,2500,1467500.0,0
52998,Invalid Foreign Key: Product_ID,ST00052997,2025-11-12,W018,P00998,547,197,119,5,-3,627,10970,6878190.0,0
53307,Invalid Foreign Key: Product_ID,ST00053306,2025-09-17,W007,P00307,356,206,182,8,-2,386,960,370560.0,0
53421,Invalid Foreign Key: Product_ID,ST00053420,2026-01-09,W001,P00421,470,20,140,5,0,355,2500,887500.0,0
53499,Invalid Foreign Key: Product_ID,ST00053498,2026-03-28,W019,P00499,548,98,266,2,1,383,11080,4243640.0,0
53577,Invalid Foreign Key: Product_ID,ST00053576,2026-06-14,W017,P00577,126,176,392,8,2,-80,8660,-692800.0,1
53614,Invalid Foreign Key: Product_ID,ST00053613,2026-07-21,W014,P00614,163,213,231,0,-3,142,1730,245660.0,0
53842,Invalid Foreign Key: Product_ID,ST00053841,2026-03-06,W002,P00842,391,141,147,3,1,389,4810,1871090.0,0
53921,Invalid Foreign Key: Product_ID,ST00053920,2026-05-24,W001,P00921,470,220,280,1,3,414,2500,1035000.0,0
53998,Invalid Foreign Key: Product_ID,ST00053997,2026-08-09,W018,P00998,547,297,399,6,3,454,10970,4980380.0,0
54307,Invalid Foreign Key: Product_ID,ST00054306,2026-06-14,W007,P00307,356,6,42,0,-3,317,960,304320.0,0
54421,Invalid Foreign Key: Product_ID,ST00054420,2025-10-06,W001,P00421,470,120,0,6,-1,595,2500,1487500.0,0
54499,Invalid Foreign Key: Product_ID,ST00054498,2025-12-23,W019,P00499,548,198,126,3,0,623,11080,6902840.0,0
54577,Invalid Foreign Key: Product_ID,ST00054576,2026-03-11,W017,P00577,126,276,252,0,1,151,8660,1307660.0,0
54614,Invalid Foreign Key: Product_ID,ST00054613,2026-04-17,W014,P00614,163,13,91,1,3,89,1730,153970.0,0
54842,Invalid Foreign Key: Product_ID,ST00054841,2025-12-01,W002,P00842,391,241,7,4,0,629,4810,3025490.0,0
