Product_ID,Product_Name,Category,Subcategory,Opening_Stock,Closing_Stock,Closing_Stock_Value,Warehouse_Count,Average_Inventory_Units,Average_Inventory_Value,Inventory_Observations,Stockout_Observations,Stockout_Rate_Percentage,Purchased_Units,Purchase_Orders,Average_Lead_Time_Days,Average_Delivery_Delay_Days,On_Time_Delivery_Rate,On_Time_Delivery_Rate_Percentage,Returned_Units,Units_Sold,Cost_Of_Goods_Sold,Revenue,Net_Profit,First_Sale_Date,Last_Sale_Date,Average_Daily_Demand,Inventory_Turnover,Days_Inventory,Return_Rate_Percentage,Average_Unit_Stock_Value,Target_Stock_Units,Excess_Inventory_Units,Excess_Inventory_Value,Expected_Closing_Stock,Inventory_Reconciliation_Difference,Inventory_Status,Priority,Recommended_Action
P00179,IT Equipment Product 0179,IT Equipment,Subcategory 11,228,2,17760.0,1,236.75,2102370.41,120,5,4.17,6472,24,23.83,0.0,0.0,0.0,15.0,1000.0,646885.44,996405.04,-46806.71,2025-09-04,2026-08-30,2.74,0.31,0.73,1.5,8880.0,246.58,0.0,0.0,5715.0,-5713.0,Normal,Low,Continue normal inventory monitoring.
P00180,Electronics Product 0180,Electronics,Subcategory 12,229,-1,-8990.0,1,228.47,2053907.12,120,22,18.33,6925,25,25.12,0.0,0.0,0.0,15.0,1250.0,821560.44,1261014.95,-60009.26,2025-09-05,2026-08-31,3.42,0.4,-0.29,1.2,0.0,308.22,0.0,0.0,5919.0,-5920.0,Inventory Data Issue,Critical,Investigate negative stock and correct inventory movement or reconciliation records.
P00181,Furniture Product 0181,Furniture,Subcategory 13,230,235,2138500.0,1,450.32,4097867.12,120,0,0.0,6950,25,24.32,0.0,0.0,0.0,14.0,249.0,165660.95,254199.26,-28710.95,2025-09-01,2026-08-27,0.68,0.04,344.48,5.62,9100.0,61.4,173.6,1579784.93,6945.0,-6710.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00182,Office Supplies Product 0182,Office Supplies,Subcategory 14,231,168,1547280.0,1,442.15,4072207.81,120,0,0.0,6975,25,24.28,0.0,0.0,0.0,15.0,496.0,333992.58,512340.75,-38564.25,2025-09-02,2026-08-28,1.36,0.08,123.63,3.02,9210.0,122.3,45.7,420884.38,6725.0,-6557.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00183,Home Appliances Product 0183,Home Appliances,Subcategory 15,232,158,1472560.0,1,433.89,4043858.63,120,0,0.0,6568,24,23.58,0.0,0.0,0.0,15.0,750.0,511030.62,784078.7,-44528.98,2025-09-03,2026-08-29,2.05,0.13,76.89,2.0,9320.0,184.93,0.0,0.0,6065.0,-5907.0,Normal,Low,Continue normal inventory monitoring.
P00184,Accessories Product 0184,Accessories,Subcategory 16,233,155,1461650.0,1,425.73,4014596.44,120,0,0.0,6209,23,24.39,0.0,0.0,0.0,15.0,1000.0,689415.82,1057845.66,-51524.39,2025-09-04,2026-08-30,2.74,0.17,56.58,1.5,9430.0,246.58,0.0,0.0,5457.0,-5302.0,Normal,Low,Continue normal inventory monitoring.
P00185,IT Equipment Product 0185,IT Equipment,Subcategory 17,234,152,1450080.0,1,417.56,3983538.08,120,0,0.0,7050,25,24.48,0.0,0.0,0.0,15.0,1250.0,871822.26,1337818.38,-58648.32,2025-09-05,2026-08-31,3.42,0.22,44.38,1.2,9540.0,308.22,0.0,0.0,6049.0,-5897.0,Normal,Low,Continue normal inventory monitoring.
P00186,Electronics Product 0186,Electronics,Subcategory 18,235,150,1447500.0,1,409.4,3950683.56,120,0,0.0,6640,24,25.29,0.0,0.0,0.0,15.0,250.0,176375.82,270665.98,-31891.81,2025-09-01,2026-08-27,0.68,0.04,219.0,6.0,9650.0,61.64,88.36,852636.99,6640.0,-6490.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00187,Furniture Product 0187,Furniture,Subcategory 19,236,383,3738080.0,1,401.23,3916032.88,120,0,0.0,6664,24,24.42,0.0,0.0,0.0,15.0,500.0,356770.4,547539.66,-41192.42,2025-09-02,2026-08-28,1.37,0.09,279.59,3.0,9760.0,123.29,259.71,2534792.33,6415.0,-6032.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00188,Office Supplies Product 0188,Office Supplies,Subcategory 20,237,373,3681510.0,1,392.95,3878369.18,120,0,0.0,6688,24,24.33,0.0,0.0,0.0,15.0,750.0,541188.7,830381.43,-47398.69,2025-09-03,2026-08-29,2.05,0.14,181.53,2.0,9870.0,184.93,188.07,1856236.03,6190.0,-5817.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00189,Home Appliances Product 0189,Home Appliances,Subcategory 21,238,132,1317360.0,1,384.66,3838882.19,120,0,0.0,6712,24,24.42,0.0,0.0,0.0,15.0,992.0,723830.48,1110402.31,-52275.33,2025-09-04,2026-08-30,2.72,0.19,48.57,1.51,9980.0,244.6,0.0,0.0,5973.0,-5841.0,Normal,Low,Continue normal inventory monitoring.
P00190,Accessories Product 0190,Accessories,Subcategory 22,239,367,3703030.0,1,376.27,3796604.38,120,0,0.0,6736,24,25.04,0.0,0.0,0.0,15.0,1250.0,922084.06,1414597.48,-63667.63,2025-09-05,2026-08-31,3.42,0.24,107.16,1.2,10090.0,308.22,58.78,593098.49,5740.0,-5373.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00191,IT Equipment Product 0191,IT Equipment,Subcategory 23,240,190,1938000.0,1,368.11,3754717.81,120,0,0.0,7200,25,23.68,0.0,0.0,0.0,15.0,250.0,185761.34,286022.85,-32158.35,2025-09-01,2026-08-27,0.68,0.05,277.4,6.0,10200.0,61.64,128.36,1309232.88,7205.0,-7015.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00192,Electronics Product 0192,Electronics,Subcategory 0,241,178,1835180.0,1,359.95,3711035.07,120,0,0.0,7225,25,24.44,0.0,0.0,0.0,15.0,500.0,375529.55,578254.56,-38927.26,2025-09-02,2026-08-28,1.37,0.1,129.94,3.0,10310.0,123.29,54.71,564084.11,6981.0,-6803.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00193,Furniture Product 0193,Furniture,Subcategory 1,242,168,1750560.0,1,351.78,3665556.16,120,0,0.0,6858,24,23.67,0.0,0.0,0.0,15.0,750.0,571344.28,876695.23,-50258.61,2025-09-03,2026-08-29,2.05,0.16,81.76,2.0,10420.0,184.93,0.0,0.0,6365.0,-6197.0,Normal,Low,Continue normal inventory monitoring.
P00194,Office Supplies Product 0194,Office Supplies,Subcategory 2,243,165,1737450.0,1,343.62,3618281.1,120,0,0.0,7275,25,24.96,0.0,0.0,0.0,15.0,1000.0,769835.7,1181347.81,-56768.03,2025-09-04,2026-08-30,2.74,0.21,60.22,1.5,10530.0,246.58,0.0,0.0,6533.0,-6368.0,Normal,Low,Continue normal inventory monitoring.
P00195,Home Appliances Product 0195,Home Appliances,Subcategory 3,244,162,1723680.0,1,335.45,3569209.86,120,0,0.0,7300,25,24.4,0.0,0.0,0.0,15.0,1250.0,972345.86,1491782.14,-71023.7,2025-09-05,2026-08-31,3.42,0.27,47.3,1.2,10640.0,308.22,0.0,0.0,6309.0,-6147.0,Normal,Low,Continue normal inventory monitoring.
P00196,Accessories Product 0196,Accessories,Subcategory 4,245,105,1128750.0,1,327.29,3518342.47,120,0,0.0,7325,25,25.04,0.0,0.0,0.0,15.0,247.0,194138.64,297720.81,-35875.93,2025-09-01,2026-08-27,0.68,0.06,155.16,6.07,10750.0,60.9,44.1,474030.82,7338.0,-7233.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00197,IT Equipment Product 0197,IT Equipment,Subcategory 5,246,331,3594660.0,1,318.9,3463298.63,120,0,0.0,6954,24,24.5,0.0,0.0,0.0,15.0,500.0,396980.34,608958.94,-45259.02,2025-09-02,2026-08-28,1.37,0.11,241.63,3.0,10860.0,123.29,207.71,2255755.89,6715.0,-6384.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00198,Electronics Product 0198,Electronics,Subcategory 6,247,83,910510.0,1,310.62,3407462.33,120,0,0.0,6631,23,24.48,0.0,0.0,0.0,15.0,750.0,601502.36,922754.45,-55817.63,2025-09-03,2026-08-29,2.05,0.18,40.39,2.0,10970.0,184.93,0.0,0.0,6143.0,-6060.0,Normal,Low,Continue normal inventory monitoring.
P00199,Furniture Product 0199,Furniture,Subcategory 7,248,325,3601000.0,1,302.33,3349802.74,120,0,0.0,7400,25,24.32,0.0,0.0,0.0,15.0,1000.0,810045.64,1242763.03,-62706.61,2025-09-04,2026-08-30,2.74,0.24,118.62,1.5,11080.0,246.58,78.42,868945.21,6663.0,-6338.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00200,Office Supplies Product 0200,Office Supplies,Subcategory 8,249,322,3603180.0,1,294.16,3291699.45,120,0,0.0,7026,24,24.42,0.0,0.0,0.0,15.0,1250.0,1022610.14,1568985.51,-72281.32,2025-09-05,2026-08-31,3.42,0.31,94.02,1.2,11190.0,308.22,13.78,154207.4,6040.0,-5718.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00201,Home Appliances Product 0201,Home Appliances,Subcategory 9,250,249,74700.0,1,351.75,105526.03,120,0,0.0,6150,24,23.67,0.0,0.0,0.0,15.0,250.0,5484.18,8802.88,-11429.44,2025-09-01,2026-08-27,0.68,0.05,363.54,6.0,300.0,61.64,187.36,56206.85,6165.0,-5916.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00202,Accessories Product 0202,Accessories,Subcategory 10,251,308,126280.0,1,343.59,140871.51,120,0,0.0,6174,24,24.42,0.0,0.0,0.0,15.0,494.0,14808.58,23478.33,-11625.92,2025-09-02,2026-08-28,1.35,0.11,227.57,3.04,410.0,121.81,186.19,76338.63,5946.0,-5638.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00203,IT Equipment Product 0203,IT Equipment,Subcategory 11,252,243,126360.0,1,335.42,174420.82,120,0,0.0,6198,24,24.5,0.0,0.0,0.0,15.0,741.0,28171.65,44333.43,-12524.06,2025-09-03,2026-08-29,2.03,0.16,119.7,2.02,520.0,182.71,60.29,31349.59,5724.0,-5481.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00204,Electronics Product 0204,Electronics,Subcategory 12,253,295,185850.0,1,327.16,206113.56,120,0,0.0,6222,24,25.12,0.0,0.0,0.0,15.0,996.0,45876.32,71874.3,-13502.62,2025-09-04,2026-08-30,2.73,0.22,108.11,1.51,630.0,245.59,49.41,31128.9,5494.0,-5199.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00205,Furniture Product 0205,Furniture,Subcategory 13,254,237,175380.0,1,319.0,236060.0,120,0,0.0,6246,24,24.5,0.0,0.0,0.0,15.0,1250.0,67384.21,105608.86,-14253.89,2025-09-05,2026-08-31,3.42,0.29,69.2,1.2,740.0,308.22,0.0,0.0,5265.0,-5028.0,Normal,Low,Continue normal inventory monitoring.
P00206,Office Supplies Product 0206,Office Supplies,Subcategory 14,255,44,37400.0,1,310.71,264105.48,120,0,0.0,6675,25,24.96,0.0,0.0,0.0,15.0,250.0,15480.53,24204.22,-13495.29,2025-09-01,2026-08-27,0.68,0.06,64.24,6.0,850.0,61.64,0.0,0.0,6695.0,-6651.0,Normal,Low,Continue normal inventory monitoring.
P00207,Home Appliances Product 0207,Home Appliances,Subcategory 15,256,41,39360.0,1,302.42,290327.67,120,0,0.0,6344,24,23.75,0.0,0.0,0.0,15.0,494.0,34675.23,53912.69,-14633.99,2025-09-02,2026-08-28,1.35,0.12,30.29,3.04,960.0,121.81,0.0,0.0,6121.0,-6080.0,Normal,Low,Continue normal inventory monitoring.
P00208,Accessories Product 0208,Accessories,Subcategory 16,257,38,40660.0,1,294.14,314726.58,120,0,0.0,6725,25,25.04,0.0,0.0,0.0,15.0,750.0,58669.4,91109.85,-15265.01,2025-09-03,2026-08-29,2.05,0.19,18.49,2.0,1070.0,184.93,0.0,0.0,6247.0,-6209.0,Normal,Low,Continue normal inventory monitoring.
P00209,IT Equipment Product 0209,IT Equipment,Subcategory 17,258,35,41300.0,1,285.97,337447.67,120,0,0.0,6750,25,23.68,0.0,0.0,0.0,15.0,1000.0,86269.18,133776.43,-16976.16,2025-09-04,2026-08-30,2.74,0.26,12.78,1.5,1180.0,246.58,0.0,0.0,6023.0,-5988.0,Normal,Low,Continue normal inventory monitoring.
P00210,Electronics Product 0210,Electronics,Subcategory 18,259,32,41280.0,1,277.81,358372.6,120,0,0.0,6775,25,24.44,0.0,0.0,0.0,14.0,1235.0,116483.18,180370.79,-17805.18,2025-09-05,2026-08-31,3.38,0.33,9.46,1.13,1290.0,304.52,0.0,0.0,5813.0,-5781.0,Normal,Low,Continue normal inventory monitoring.
P00211,Furniture Product 0211,Furniture,Subcategory 19,260,259,362600.0,1,269.55,377367.12,120,0,0.0,6800,25,24.32,0.0,0.0,0.0,15.0,249.0,25486.3,39436.78,-15400.35,2025-09-01,2026-08-27,0.68,0.07,379.66,6.02,1400.0,61.4,197.6,276643.84,6826.0,-6567.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00212,Office Supplies Product 0212,Office Supplies,Subcategory 20,261,194,292940.0,1,261.38,394689.18,120,0,0.0,6153,23,24.3,0.0,0.0,0.0,15.0,494.0,54539.45,84342.04,-17157.44,2025-09-02,2026-08-28,1.35,0.14,143.34,3.04,1510.0,121.81,72.19,109009.59,5935.0,-5741.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00213,Home Appliances Product 0213,Home Appliances,Subcategory 21,262,191,309420.0,1,253.22,410215.07,120,0,0.0,6850,25,24.4,0.0,0.0,0.0,15.0,750.0,88827.48,137302.44,-19397.34,2025-09-03,2026-08-29,2.05,0.22,92.95,2.0,1620.0,184.93,6.07,9830.96,6377.0,-6186.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00214,Accessories Product 0214,Accessories,Subcategory 22,263,250,432500.0,1,245.05,423944.79,120,0,0.0,6875,25,25.04,0.0,0.0,0.0,15.0,1000.0,126479.12,195408.1,-20207.03,2025-09-04,2026-08-30,2.74,0.3,91.25,1.5,1730.0,246.58,3.42,5924.66,6153.0,-5903.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00215,IT Equipment Product 0215,IT Equipment,Subcategory 23,264,185,340400.0,1,236.77,435651.51,120,10,8.33,6536,24,24.58,0.0,0.0,0.0,15.0,1250.0,168149.54,259685.32,-22133.45,2025-09-05,2026-08-31,3.42,0.39,54.02,1.2,1840.0,308.22,0.0,0.0,5565.0,-5380.0,Normal,Low,Continue normal inventory monitoring.
P00216,Electronics Product 0216,Electronics,Subcategory 0,265,-1,-1950.0,1,228.48,445534.93,120,27,22.5,6560,24,24.5,0.0,0.0,0.0,15.0,250.0,35639.78,55006.79,-18173.85,2025-09-01,2026-08-27,0.68,0.08,-1.46,6.0,0.0,61.64,0.0,0.0,6590.0,-6591.0,Inventory Data Issue,Critical,Investigate negative stock and correct inventory movement or reconciliation records.
P00217,Furniture Product 0217,Furniture,Subcategory 1,266,-11,-22660.0,1,220.19,453595.07,120,38,31.67,6584,24,24.33,0.0,0.0,0.0,15.0,488.0,73508.92,113391.25,-19403.67,2025-09-02,2026-08-28,1.34,0.16,-8.23,3.07,0.0,120.33,0.0,0.0,6377.0,-6388.0,Inventory Data Issue,Critical,Investigate negative stock and correct inventory movement or reconciliation records.
P00218,Office Supplies Product 0218,Office Supplies,Subcategory 2,267,-14,-30380.0,1,211.93,459891.37,120,40,33.33,6608,24,24.25,0.0,0.0,0.0,15.0,750.0,118560.28,183479.8,-21228.19,2025-09-03,2026-08-29,2.05,0.26,-6.81,2.0,0.0,184.93,0.0,0.0,6140.0,-6154.0,Inventory Data Issue,Critical,Investigate negative stock and correct inventory movement or reconciliation records.
P00219,Home Appliances Product 0219,Home Appliances,Subcategory 3,268,165,376200.0,1,203.77,464589.04,120,40,33.33,6632,24,23.75,0.0,0.0,0.0,15.0,996.0,165431.29,255952.86,-22686.72,2025-09-04,2026-08-30,2.73,0.36,60.47,1.51,2280.0,245.59,0.0,0.0,5919.0,-5754.0,Stockout Risk,High,Review reorder point and maintain safety stock.
P00220,Accessories Product 0220,Accessories,Subcategory 4,269,162,387180.0,1,195.6,467490.55,120,40,33.33,6656,24,25.21,0.0,0.0,0.0,15.0,1250.0,217630.67,336654.96,-26047.53,2025-09-05,2026-08-31,3.42,0.47,47.3,1.2,2390.0,308.22,0.0,0.0,5690.0,-5528.0,Stockout Risk,High,Review reorder point and maintain safety stock.
P00221,IT Equipment Product 0221,IT Equipment,Subcategory 5,270,214,535000.0,1,417.58,1043938.36,120,0,0.0,6730,24,23.83,0.0,0.0,0.0,15.0,250.0,45694.12,70416.92,-19221.17,2025-09-01,2026-08-27,0.68,0.04,312.44,6.0,2500.0,61.64,152.36,380890.41,6765.0,-6551.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00222,Electronics Product 0222,Electronics,Subcategory 6,271,204,532440.0,1,409.41,1068562.6,120,0,0.0,7075,25,25.12,0.0,0.0,0.0,15.0,494.0,94270.32,145238.01,-22423.58,2025-09-02,2026-08-28,1.35,0.09,150.73,3.04,2610.0,121.81,82.19,214520.55,6867.0,-6663.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00223,Furniture Product 0223,Furniture,Subcategory 7,272,201,546720.0,1,401.25,1091390.68,120,0,0.0,7100,25,24.32,0.0,0.0,0.0,15.0,750.0,149141.16,229707.86,-23999.56,2025-09-03,2026-08-29,2.05,0.14,97.82,2.0,2720.0,184.93,16.07,43706.3,6637.0,-6436.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00224,Office Supplies Product 0224,Office Supplies,Subcategory 8,273,198,560340.0,1,392.96,1112073.7,120,0,0.0,7125,25,24.96,0.0,0.0,0.0,15.0,1000.0,206899.0,318533.24,-27358.73,2025-09-04,2026-08-30,2.74,0.19,72.27,1.5,2830.0,246.58,0.0,0.0,6413.0,-6215.0,Normal,Low,Continue normal inventory monitoring.
P00225,Home Appliances Product 0225,Home Appliances,Subcategory 9,274,195,573300.0,1,384.58,1130651.51,120,0,0.0,7150,25,24.4,0.0,0.0,0.0,15.0,1250.0,268675.62,413599.54,-30215.69,2025-09-05,2026-08-31,3.42,0.24,56.94,1.2,2940.0,308.22,0.0,0.0,6189.0,-5994.0,Normal,Low,Continue normal inventory monitoring.
P00226,Accessories Product 0226,Accessories,Subcategory 10,275,129,393450.0,1,376.29,1147677.4,120,0,0.0,6575,23,24.39,0.0,0.0,0.0,15.0,249.0,55524.61,85474.19,-21436.11,2025-09-01,2026-08-27,0.68,0.05,189.1,6.02,3050.0,61.4,67.6,206188.36,6616.0,-6487.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00227,IT Equipment Product 0227,IT Equipment,Subcategory 11,276,119,376040.0,1,368.12,1163269.59,120,0,0.0,7200,25,23.68,0.0,0.0,0.0,15.0,496.0,114593.26,176374.19,-23790.33,2025-09-02,2026-08-28,1.36,0.1,87.57,3.02,3160.0,122.3,0.0,0.0,6995.0,-6876.0,Normal,Low,Continue normal inventory monitoring.
P00228,Electronics Product 0228,Electronics,Subcategory 12,277,361,1180470.0,1,359.96,1177065.62,120,0,0.0,7225,25,24.44,0.0,0.0,0.0,15.0,750.0,179299.22,275947.7,-27603.41,2025-09-03,2026-08-29,2.05,0.15,175.69,2.0,3270.0,184.93,176.07,575743.97,6767.0,-6406.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00229,Furniture Product 0229,Furniture,Subcategory 13,278,113,381940.0,1,351.79,1189065.48,120,0,0.0,6922,24,24.42,0.0,0.0,0.0,15.0,1000.0,247108.94,380284.82,-30323.62,2025-09-04,2026-08-30,2.74,0.21,41.24,1.5,3380.0,246.58,0.0,0.0,6215.0,-6102.0,Normal,Low,Continue normal inventory monitoring.
P00230,Office Supplies Product 0230,Office Supplies,Subcategory 14,279,110,383900.0,1,343.63,1199269.18,120,0,0.0,6946,24,24.33,0.0,0.0,0.0,15.0,1250.0,318937.42,490660.0,-33679.41,2025-09-05,2026-08-31,3.42,0.27,32.12,1.2,3490.0,308.22,0.0,0.0,5990.0,-5880.0,Normal,Low,Continue normal inventory monitoring.
P00231,Home Appliances Product 0231,Home Appliances,Subcategory 15,280,344,1238400.0,1,335.47,1207676.71,120,0,0.0,6970,24,24.42,0.0,0.0,0.0,14.0,238.0,62662.14,96345.95,-21481.03,2025-09-01,2026-08-27,0.65,0.05,527.56,5.88,3600.0,58.68,285.32,1027134.25,7026.0,-6682.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00232,Accessories Product 0232,Accessories,Subcategory 16,281,159,589890.0,1,327.21,1213932.33,120,0,0.0,6994,24,25.04,0.0,0.0,0.0,15.0,496.0,134055.05,206856.47,-26529.44,2025-09-02,2026-08-28,1.36,0.11,117.01,3.02,3710.0,122.3,36.7,136151.92,6794.0,-6635.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00233,IT Equipment Product 0233,IT Equipment,Subcategory 17,282,156,595920.0,1,318.92,1218266.03,120,0,0.0,7018,24,24.67,0.0,0.0,0.0,15.0,750.0,208708.65,322106.0,-28548.95,2025-09-03,2026-08-29,2.05,0.17,75.92,2.0,3820.0,184.93,0.0,0.0,6565.0,-6409.0,Normal,Low,Continue normal inventory monitoring.
P00234,Electronics Product 0234,Electronics,Subcategory 18,283,328,1289040.0,1,310.63,1220776.44,120,0,0.0,7042,24,25.29,0.0,0.0,0.0,15.0,996.0,286175.35,440046.67,-32289.32,2025-09-04,2026-08-30,2.73,0.23,120.2,1.51,3930.0,245.59,82.41,323875.07,6344.0,-6016.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00235,Furniture Product 0235,Furniture,Subcategory 19,284,143,577720.0,1,302.34,1221463.56,120,0,0.0,6782,23,23.74,0.0,0.0,0.0,15.0,1250.0,369199.24,567739.87,-36067.64,2025-09-05,2026-08-31,3.42,0.3,41.76,1.2,4040.0,308.22,0.0,0.0,5831.0,-5688.0,Normal,Low,Continue normal inventory monitoring.
P00236,Office Supplies Product 0236,Office Supplies,Subcategory 20,285,77,319550.0,1,294.18,1220839.04,120,0,0.0,7425,25,24.28,0.0,0.0,0.0,15.0,250.0,75849.72,116638.33,-25564.88,2025-09-01,2026-08-27,0.68,0.06,112.42,6.0,4150.0,61.64,15.36,63728.08,7475.0,-7398.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00237,Home Appliances Product 0237,Home Appliances,Subcategory 21,286,74,315240.0,1,286.01,1218418.36,120,0,0.0,7450,25,23.6,0.0,0.0,0.0,14.0,496.0,154483.84,237454.43,-29097.16,2025-09-02,2026-08-28,1.36,0.13,54.46,2.82,4260.0,122.3,0.0,0.0,7254.0,-7180.0,Normal,Low,Continue normal inventory monitoring.
P00238,Accessories Product 0238,Accessories,Subcategory 22,287,71,310270.0,1,277.85,1214201.51,120,0,0.0,7475,25,25.04,0.0,0.0,0.0,15.0,750.0,239612.9,368249.05,-32643.93,2025-09-03,2026-08-29,2.05,0.2,34.55,2.0,4370.0,184.93,0.0,0.0,7027.0,-6956.0,Normal,Low,Continue normal inventory monitoring.
P00239,IT Equipment Product 0239,IT Equipment,Subcategory 23,288,68,304640.0,1,269.59,1207758.9,120,0,0.0,7500,25,24.48,0.0,0.0,0.0,15.0,1000.0,327526.34,503359.86,-37175.6,2025-09-04,2026-08-30,2.74,0.27,24.82,1.5,4480.0,246.58,0.0,0.0,6803.0,-6735.0,Normal,Low,Continue normal inventory monitoring.
P00240,Electronics Product 0240,Electronics,Subcategory 0,289,58,266220.0,1,261.42,1199939.18,120,0,0.0,7525,25,25.12,0.0,0.0,0.0,15.0,1250.0,419461.04,644651.99,-39774.79,2025-09-05,2026-08-31,3.42,0.35,16.94,1.2,4590.0,308.22,0.0,0.0,6579.0,-6521.0,Critical Product,Critical,"Create urgent purchase order, increase safety stock and reduce supplier lead time."
P00241,Furniture Product 0241,Furniture,Subcategory 1,290,530,2491000.0,1,483.4,2271967.12,120,0,0.0,7550,25,24.32,0.0,0.0,0.0,15.0,250.0,85904.06,132021.52,-18688.65,2025-09-01,2026-08-27,0.68,0.04,773.8,6.0,4700.0,61.64,468.36,2201273.97,7605.0,-7075.0,Dead Stock,High,"Stop further purchasing and use clearance, bundle or supplier-return strategy."
P00242,Office Supplies Product 0242,Office Supplies,Subcategory 2,291,289,1390090.0,1,475.11,2285277.12,120,0,0.0,7575,25,24.96,0.0,0.0,0.0,15.0,496.0,174430.34,268065.1,-20490.15,2025-09-02,2026-08-28,1.36,0.08,212.67,3.02,4810.0,122.3,166.7,801820.41,7385.0,-7096.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00243,Home Appliances Product 0243,Home Appliances,Subcategory 3,292,286,1407120.0,1,466.82,2296763.84,120,0,0.0,7600,25,24.4,0.0,0.0,0.0,15.0,750.0,269770.98,414615.83,-27689.02,2025-09-03,2026-08-29,2.05,0.12,139.19,2.0,4920.0,184.93,101.07,497256.99,7157.0,-6871.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00244,Accessories Product 0244,Accessories,Subcategory 4,293,283,1423490.0,1,458.53,2306427.26,120,0,0.0,7332,24,24.42,0.0,0.0,0.0,15.0,1000.0,367736.28,565030.0,-29354.28,2025-09-04,2026-08-30,2.74,0.16,103.3,1.5,5030.0,246.58,36.42,183216.03,6640.0,-6357.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00245,IT Equipment Product 0245,IT Equipment,Subcategory 5,294,518,2662520.0,1,450.37,2314901.1,120,0,0.0,7356,24,23.67,0.0,0.0,0.0,15.0,1250.0,469722.84,721538.7,-35283.07,2025-09-05,2026-08-31,3.42,0.2,151.26,1.2,5140.0,308.22,209.78,1078273.42,6415.0,-5897.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00246,Electronics Product 0246,Electronics,Subcategory 6,295,25,131250.0,1,442.11,2321075.34,120,0,0.0,7380,24,24.42,0.0,0.0,0.0,15.0,250.0,95612.97,147399.26,-21724.05,2025-09-01,2026-08-27,0.68,0.04,36.5,6.0,5250.0,61.64,0.0,0.0,7440.0,-7415.0,Normal,Low,Continue normal inventory monitoring.
P00247,Furniture Product 0247,Furniture,Subcategory 7,296,504,2701440.0,1,433.95,2325946.3,120,0,0.0,7404,24,24.5,0.0,0.0,0.0,15.0,500.0,195230.32,300984.01,-24129.46,2025-09-02,2026-08-28,1.37,0.08,367.92,3.0,5360.0,123.29,380.71,2040618.08,7215.0,-6711.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
P00248,Office Supplies Product 0248,Office Supplies,Subcategory 8,297,501,2740470.0,1,425.78,2329021.1,120,0,0.0,7428,24,25.12,0.0,0.0,0.0,15.0,750.0,299929.04,460755.42,-29584.24,2025-09-03,2026-08-29,2.05,0.13,243.82,2.0,5470.0,184.93,316.07,1728894.66,6990.0,-6489.0,Excess Inventory,Medium,Reduce reorder quantity and transfer or promote excess stock.
